dataset,seed,shot,group,metric,contrast,point_delta,mean_delta,ci_low,ci_high,n_replicates,ci_level
mvtec,0,4,exploratory,pixel_ap,BAL_L - BAL_J,0.002249737192237755,0.0024768079723001338,0.0004225542466573169,0.004586085191712657,1000,0.95
mvtec,0,4,exploratory,pixel_ap,DUP_L - DUP_J,-0.001502564744397028,-0.0015174336198796844,-0.002955092911021383,-0.00014261052662140072,1000,0.95
mvtec,0,4,exploratory,pixel_ap,DUP_J - A1_J,-0.011025988307200696,-0.01113868158298884,-0.01377629974637565,-0.00860540636102391,1000,0.95
mvtec,0,4,exploratory,pixel_ap,B - A1_J,-0.033880692817484626,-0.03417694259467901,-0.039751209754951625,-0.028325096136698973,1000,0.95
mvtec,0,4,exploratory,pixel_ap,S - A1_J,-0.0051489994375790715,-0.006053346320970588,-0.017863971472837928,0.004881384885813287,1000,0.95
mvtec,0,4,exploratory,pixel_ap,C - A1_J,-0.07887047401381653,-0.07888784164871888,-0.09337925039931312,-0.06530286851948439,1000,0.95
mvtec,0,4,exploratory,pixel_ap,TRI_J - DUP_J,0.02027693295450772,0.020026052629055498,0.014491036196172345,0.02510728393482571,1000,0.95
mvtec,0,4,exploratory,pixel_ap,TRI_L - DUP_L,0.02322895747438214,0.023191209494123018,0.01758875032123671,0.028314298748466023,1000,0.95
mvtec,0,4,exploratory,pixel_ap,BAL_J - A1_J,0.015424520648582463,0.015136681760413332,0.010228539510733787,0.019504404046116593,1000,0.95
mvtec,0,4,exploratory,pixel_ap,BAL_L - A1_L,0.019132603349206967,0.01903353088675377,0.014031199325666904,0.02352032828108491,1000,0.95
mvtec,0,8,exploratory,pixel_ap,A1_L - A1_J,-0.0015460512873032295,-0.0014792819802256533,-0.0035698316321025186,0.0005571271959060153,1000,0.95
mvtec,0,8,exploratory,pixel_ap,TRI_L - TRI_J,0.001550948815757569,0.0017603945077003034,-5.5307068574600145e-05,0.003547520632687334,1000,0.95
mvtec,0,8,exploratory,pixel_ap,BAL_L - BAL_J,0.0015397230390836736,0.0016834641755142702,-0.0006002743967033261,0.0038000345922850954,1000,0.95
mvtec,0,8,exploratory,pixel_ap,DUP_L - DUP_J,-0.0016418842225789376,-0.0016109579614260485,-0.002965296852011351,-0.00022456504927719794,1000,0.95
mvtec,0,8,exploratory,pixel_ap,DUP_J - A1_J,-0.009852718829472473,-0.009933677608036286,-0.012438867948128112,-0.007553293478140233,1000,0.95
mvtec,0,8,exploratory,pixel_ap,B - A1_J,-0.030796301821654826,-0.031065222285603666,-0.03659917128337578,-0.025889803525784884,1000,0.95
mvtec,0,8,exploratory,pixel_ap,S - A1_J,-0.0016169693732348556,-0.0024248623539933406,-0.01334004234053492,0.008019833603865073,1000,0.95
mvtec,0,8,exploratory,pixel_ap,C - A1_J,-0.07555374248887059,-0.07485218724720812,-0.08853105122010878,-0.06089113595106734,1000,0.95
mvtec,0,8,exploratory,pixel_ap,TRI_J - DUP_J,0.020315317632166652,0.020092970427857473,0.014833664280225518,0.025127130799857938,1000,0.95
mvtec,0,8,exploratory,pixel_ap,TRI_L - DUP_L,0.02350815067050316,0.023464322896983823,0.018355514864579342,0.02840353563203393,1000,0.95
mvtec,0,8,exploratory,pixel_ap,BAL_J - A1_J,0.015830967541618945,0.01570863456491685,0.01100932855776495,0.019996478739968165,1000,0.95
mvtec,0,8,exploratory,pixel_ap,BAL_L - A1_L,0.01891674186800585,0.01887138072065677,0.014391245046111978,0.023114169701624568,1000,0.95
mvtec,1,1,exploratory,pixel_ap,A1_L - A1_J,0.006151099250686687,0.006252256464644677,0.004417753814220571,0.008001251733428107,1000,0.95
mvtec,1,1,exploratory,pixel_ap,TRI_L - TRI_J,0.00955877974946906,0.009686495225920149,0.00793344602473028,0.011299656700361168,1000,0.95
mvtec,1,1,exploratory,pixel_ap,BAL_L - BAL_J,0.011373781334034216,0.011519646322145664,0.009526536764641158,0.013394489743679298,1000,0.95
mvtec,1,1,exploratory,pixel_ap,DUP_L - DUP_J,0.003456580158538114,0.0035680935403956324,0.0022100200300168298,0.004767371567369424,1000,0.95
mvtec,1,1,exploratory,pixel_ap,DUP_J - A1_J,-0.009763438090976129,-0.0095834149333114,-0.0123569125460443,-0.006723522910147914,1000,0.95
mvtec,1,1,exploratory,pixel_ap,B - A1_J,-0.030256109433306366,-0.029970424133599287,-0.036084983263747275,-0.023901765290522396,1000,0.95
mvtec,1,1,exploratory,pixel_ap,S - A1_J,0.008317505282429583,0.007613306028292126,-0.0037486797446566558,0.01882224879581469,1000,0.95
mvtec,1,1,exploratory,pixel_ap,C - A1_J,-0.0699408233542636,-0.07029279353583473,-0.08469561462039697,-0.055631555524337725,1000,0.95
mvtec,1,1,exploratory,pixel_ap,TRI_J - DUP_J,0.024173783105875923,0.023794185912624614,0.018307636382860124,0.029677016239191934,1000,0.95
mvtec,1,1,exploratory,pixel_ap,TRI_L - DUP_L,0.03027598269680687,0.029912587598149132,0.0237983149866754,0.036379687003374524,1000,0.95
mvtec,1,1,exploratory,pixel_ap,BAL_J - A1_J,0.018582169978272556,0.01833670793988907,0.01363094953527345,0.023320878871656365,1000,0.95
mvtec,1,1,exploratory,pixel_ap,BAL_L - A1_L,0.023804852061620085,0.02360409779739006,0.018450707778467246,0.029533712388780203,1000,0.95
mvtec,1,2,exploratory,pixel_ap,A1_L - A1_J,0.0047734114019949425,0.004894392469603856,0.0032011950620505158,0.006713591062731513,1000,0.95
mvtec,1,2,exploratory,pixel_ap,TRI_L - TRI_J,0.007208715910448693,0.007310422447878077,0.005525942970635758,0.008958600992018558,1000,0.95
mvtec,1,2,exploratory,pixel_ap,BAL_L - BAL_J,0.009224729407447119,0.009419835522700164,0.007446334237951821,0.011405876237583087,1000,0.95
mvtec,1,2,exploratory,pixel_ap,DUP_L - DUP_J,0.002199822289219777,0.002287455960177732,0.001041951879581957,0.0035496754560661006,1000,0.95
mvtec,1,2,exploratory,pixel_ap,DUP_J - A1_J,-0.007689108959939128,-0.007616723714379885,-0.01028904460210386,-0.005152258365507176,1000,0.95
mvtec,1,2,exploratory,pixel_ap,B - A1_J,-0.02541203901317801,-0.025342135369248873,-0.030892304275759837,-0.020269557344550205,1000,0.95
mvtec,1,2,exploratory,pixel_ap,S - A1_J,0.016405471710495778,0.015678428725358212,0.0048252403668902965,0.02660255660767854,1000,0.95
mvtec,1,2,exploratory,pixel_ap,C - A1_J,-0.0704473395720922,-0.07026030517636721,-0.08477352004415804,-0.05577640512652381,1000,0.95
mvtec,1,2,exploratory,pixel_ap,TRI_J - DUP_J,0.02497597256355144,0.02460954660803762,0.01935946779970876,0.0300164012364818,1000,0.95
mvtec,1,2,exploratory,pixel_ap,TRI_L - DUP_L,0.029984866184780357,0.029632513095737965,0.024343613760028363,0.03527503849489451,1000,0.95
mvtec,1,2,exploratory,pixel_ap,BAL_J - A1_J,0.019601607360160367,0.019256120635537548,0.014385479599420261,0.024021909211429427,1000,0.95
mvtec,1,2,exploratory,pixel_ap,BAL_L - A1_L,0.024052925365612543,0.02378156368863386,0.01889129061932929,0.029042027735212018,1000,0.95
mvtec,1,4,exploratory,pixel_ap,A1_L - A1_J,0.002802303816534679,0.002898399129591911,0.0011140309774578694,0.004606193654622275,1000,0.95
mvtec,1,4,exploratory,pixel_ap,TRI_L - TRI_J,0.006080157168117162,0.006244140367479412,0.00446472464871319,0.007970212097761475,1000,0.95
mvtec,1,4,exploratory,pixel_ap,BAL_L - BAL_J,0.007215825643744678,0.007494552113701415,0.005414512990329296,0.009597603495997213,1000,0.95
mvtec,1,4,exploratory,pixel_ap,DUP_L - DUP_J,0.0006051003283632506,0.0007096623604466782,-0.0005184451770183865,0.0018458633274422067,1000,0.95
mvtec,1,4,exploratory,pixel_ap,DUP_J - A1_J,-0.006749594537393655,-0.006818829425930979,-0.009299860117551,-0.004467948652301033,1000,0.95
mvtec,1,4,exploratory,pixel_ap,B - A1_J,-0.02424523606744189,-0.02435893552871721,-0.029748439383113466,-0.019280136346600193,1000,0.95
mvtec,1,4,exploratory,pixel_ap,S - A1_J,0.019938422988237003,0.01918129446070118,0.008905263109541178,0.02953692025528267,1000,0.95
mvtec,1,4,exploratory,pixel_ap,C - A1_J,-0.07408679004721758,-0.07332615703874287,-0.08757935024469103,-0.05966905561933842,1000,0.95
mvtec,1,4,exploratory,pixel_ap,TRI_J - DUP_J,0.02420561150397682,0.023978460889210733,0.01929710555155997,0.0288299764034016,1000,0.95
mvtec,1,4,exploratory,pixel_ap,TRI_L - DUP_L,0.02968066834373073,0.029512938896243464,0.02460426180330351,0.03444493583224606,1000,0.95
mvtec,1,4,exploratory,pixel_ap,BAL_J - A1_J,0.01903124758294661,0.018807134289784148,0.014669027496570139,0.023003008207253612,1000,0.95
mvtec,1,4,exploratory,pixel_ap,BAL_L - A1_L,0.023444769410156607,0.023403287273893653,0.01899423157645244,0.028008414945910224,1000,0.95
mvtec,1,8,exploratory,pixel_ap,A1_L - A1_J,-0.00012842727929274211,0.0001709626390607919,-0.0020602197686536675,0.002362222990454396,1000,0.95
mvtec,1,8,exploratory,pixel_ap,TRI_L - TRI_J,0.003994891641470044,0.00425030090515307,0.002235898308320622,0.00628365871564977,1000,0.95
mvtec,1,8,exploratory,pixel_ap,BAL_L - BAL_J,0.004007273951569856,0.004454331702939209,0.0021622219556474034,0.006854396271983576,1000,0.95
mvtec,1,8,exploratory,pixel_ap,DUP_L - DUP_J,-0.0013481644422964623,-0.0011393020545999851,-0.002550526973059682,0.0002711592431906049,1000,0.95
mvtec,1,8,exploratory,pixel_ap,DUP_J - A1_J,-0.008872652036940432,-0.008922151123776008,-0.011792748425701952,-0.006353235167367395,1000,0.95
mvtec,1,8,exploratory,pixel_ap,B - A1_J,-0.030274063604497248,-0.03040206265852047,-0.03637712304541643,-0.024858820140451366,1000,0.95
mvtec,1,8,exploratory,pixel_ap,S - A1_J,0.0016530074792192595,0.0013752258111211504,-0.010003843402296141,0.012380932226082298,1000,0.95
mvtec,1,8,exploratory,pixel_ap,C - A1_J,-0.07906525744677445,-0.07814400224454555,-0.09244957773823113,-0.06369036235493837,1000,0.95
mvtec,1,8,exploratory,pixel_ap,TRI_J - DUP_J,0.01981797721357348,0.019801467216799144,0.014129512663694525,0.02553756304733423,1000,0.95
mvtec,1,8,exploratory,pixel_ap,TRI_L - DUP_L,0.025161033297339985,0.025191070176552196,0.019548685322638728,0.030792963961288555,1000,0.95
mvtec,1,8,exploratory,pixel_ap,BAL_J - A1_J,0.0159034101774439,0.015714619441486086,0.010826299993990724,0.020506409355803307,1000,0.95
mvtec,1,8,exploratory,pixel_ap,BAL_L - A1_L,0.020039111408306498,0.0199979885053645,0.014808962307298685,0.024881715640004905,1000,0.95
mvtec,2,1,exploratory,pixel_ap,A1_L - A1_J,0.0017876160547479758,0.0018601784331765455,0.00021602594402024932,0.003510104038218603,1000,0.95
mvtec,2,1,exploratory,pixel_ap,TRI_L - TRI_J,0.005314354365411056,0.005401062778976893,0.003762844168650357,0.007112126490970996,1000,0.95
mvtec,2,1,exploratory,pixel_ap,BAL_L - BAL_J,0.0074095342806863584,0.007420169987141334,0.005540515920468209,0.009421837896665416,1000,0.95
mvtec,2,1,exploratory,pixel_ap,DUP_L - DUP_J,2.4089152323880647e-05,6.367994748609379e-05,-0.001003956158371824,0.0011392330553038894,1000,0.95
mvtec,2,1,exploratory,pixel_ap,DUP_J - A1_J,-0.0093963326163361,-0.00939822545302264,-0.0119851510153996,-0.0067837420765058665,1000,0.95
mvtec,2,1,exploratory,pixel_ap,B - A1_J,-0.033098035561059724,-0.03312056803420275,-0.038616734807345024,-0.027389787044537255,1000,0.95
mvtec,2,1,exploratory,pixel_ap,S - A1_J,0.021937115997786916,0.020886728852193726,0.007868361080399533,0.032886828246115406,1000,0.95
mvtec,2,1,exploratory,pixel_ap,C - A1_J,-0.08253965831246457,-0.08185989666696519,-0.09696104547847927,-0.06701526116790603,1000,0.95
mvtec,2,1,exploratory,pixel_ap,TRI_J - DUP_J,0.03169577069283869,0.03144610759499226,0.025391411322287755,0.03739543942309467,1000,0.95
mvtec,2,1,exploratory,pixel_ap,TRI_L - DUP_L,0.03698603590592586,0.03678349042648305,0.030458743349705174,0.043177028792690544,1000,0.95
mvtec,2,1,exploratory,pixel_ap,BAL_J - A1_J,0.02374682206818568,0.023511774380816395,0.01827018863984518,0.028793266961649546,1000,0.95
mvtec,2,1,exploratory,pixel_ap,BAL_L - A1_L,0.029368740294124063,0.029071765934781182,0.02367004281794324,0.034543061653214004,1000,0.95
mvtec,2,2,exploratory,pixel_ap,A1_L - A1_J,0.0016394736040044045,0.001849778239297243,-4.816809425345894e-05,0.0036524061505265296,1000,0.95
mvtec,2,2,exploratory,pixel_ap,TRI_L - TRI_J,0.004740534664896101,0.004963040321960957,0.0031220674941626675,0.006732883686226805,1000,0.95
mvtec,2,2,exploratory,pixel_ap,BAL_L - BAL_J,0.006132701172834709,0.006502529942118915,0.004215797834545454,0.008770363636384901,1000,0.95
mvtec,2,2,exploratory,pixel_ap,DUP_L - DUP_J,1.7482562742254792e-05,0.0001270597539264121,-0.0011198921768960117,0.001376888861908981,1000,0.95
mvtec,2,2,exploratory,pixel_ap,DUP_J - A1_J,-0.01137464716052905,-0.011322322954698334,-0.013818492319406938,-0.008875565107987038,1000,0.95
mvtec,2,2,exploratory,pixel_ap,B - A1_J,-0.03608920951875949,-0.036014372137397506,-0.041155471370228014,-0.030199261481284337,1000,0.95
mvtec,2,2,exploratory,pixel_ap,S - A1_J,0.004018950553200673,0.002961074494892438,-0.008322333944209304,0.014398603520087788,1000,0.95
mvtec,2,2,exploratory,pixel_ap,C - A1_J,-0.07402663995787151,-0.07363394888748866,-0.08779696598981349,-0.058293398344457126,1000,0.95
mvtec,2,2,exploratory,pixel_ap,TRI_J - DUP_J,0.025885001799463736,0.025628928979601395,0.020035019824110975,0.03103446338731107,1000,0.95
mvtec,2,2,exploratory,pixel_ap,TRI_L - DUP_L,0.030608053901617582,0.030464909547635942,0.024895948046362935,0.03601080079004909,1000,0.95
mvtec,2,2,exploratory,pixel_ap,BAL_J - A1_J,0.01987481792044754,0.019531210659609777,0.014553316479952115,0.024574923378914364,1000,0.95
mvtec,2,2,exploratory,pixel_ap,BAL_L - A1_L,0.024368045489277845,0.024183962362431453,0.019287143300422326,0.029435063385566677,1000,0.95
mvtec,2,4,exploratory,pixel_ap,A1_L - A1_J,0.0025383484081996643,0.0026142128417875102,0.00034459945965342764,0.004803253458543219,1000,0.95
mvtec,2,4,exploratory,pixel_ap,TRI_L - TRI_J,0.0024356770550039153,0.0026631313373969502,0.0005009122749961599,0.004654988457138445,1000,0.95
mvtec,2,4,exploratory,pixel_ap,BAL_L - BAL_J,0.003970997045657398,0.004392496017224869,0.0021027780163619643,0.006677297617732604,1000,0.95
mvtec,2,4,exploratory,pixel_ap,DUP_L - DUP_J,0.0008515514059290741,0.0009446812948987928,-0.0003576766936203981,0.002203840412195412,1000,0.95
mvtec,2,4,exploratory,pixel_ap,DUP_J - A1_J,-0.009803478080439021,-0.009886150899781948,-0.012557496083356741,-0.007308740248143453,1000,0.95
mvtec,2,4,exploratory,pixel_ap,B - A1_J,-0.03177637611530826,-0.031920027797054405,-0.03725942940454739,-0.026218787652365745,1000,0.95
mvtec,2,4,exploratory,pixel_ap,S - A1_J,-0.0007087947922076454,-0.0016041952998124811,-0.012868737817933795,0.008998488709470917,1000,0.95
mvtec,2,4,exploratory,pixel_ap,C - A1_J,-0.07874091615489659,-0.07805043724971242,-0.09160496680876892,-0.06331862962224695,1000,0.95
mvtec,2,4,exploratory,pixel_ap,TRI_J - DUP_J,0.023267221619727718,0.02309670194326062,0.01723930648296946,0.028510040495337934,1000,0.95
mvtec,2,4,exploratory,pixel_ap,TRI_L - DUP_L,0.02485134726880256,0.024815151985758774,0.01917554716973809,0.030224297766559983,1000,0.95
mvtec,2,4,exploratory,pixel_ap,BAL_J - A1_J,0.018077371912445295,0.01774362064149523,0.012757690406200407,0.022483479203393563,1000,0.95
mvtec,2,4,exploratory,pixel_ap,BAL_L - A1_L,0.01951002054990303,0.019521903816932588,0.014696635229210338,0.024260319966004744,1000,0.95
mvtec,2,8,exploratory,pixel_ap,A1_L - A1_J,0.00322662859501166,0.0033746217630824566,0.0011486550728421723,0.005482691003503013,1000,0.95
mvtec,2,8,exploratory,pixel_ap,TRI_L - TRI_J,0.003214791431288444,0.003527826326106428,0.0017694801249816714,0.005297981622046934,1000,0.95
mvtec,2,8,exploratory,pixel_ap,BAL_L - BAL_J,0.005286346784042939,0.005755499258577154,0.003568378569949515,0.008080231116997929,1000,0.95
mvtec,2,8,exploratory,pixel_ap,DUP_L - DUP_J,0.0006344914949778513,0.0007834873829000242,-0.0006663515352418463,0.0021673222191234604,1000,0.95
mvtec,2,8,exploratory,pixel_ap,DUP_J - A1_J,-0.00924328142966202,-0.009307347177231298,-0.011907024935022745,-0.006845838816928636,1000,0.95
mvtec,2,8,exploratory,pixel_ap,B - A1_J,-0.030908716391137014,-0.030936842757901935,-0.036752673706424176,-0.025488422365376035,1000,0.95
mvtec,2,8,exploratory,pixel_ap,S - A1_J,0.0020688635616954443,0.0015355451080963037,-0.008984218650667588,0.011988579558802104,1000,0.95
mvtec,2,8,exploratory,pixel_ap,C - A1_J,-0.07081255632248873,-0.07020949868794085,-0.08407534594786807,-0.055404818649044424,1000,0.95
mvtec,2,8,exploratory,pixel_ap,TRI_J - DUP_J,0.022610370191149975,0.02248453741080174,0.017225537403159616,0.027690202865626894,1000,0.95
mvtec,2,8,exploratory,pixel_ap,TRI_L - DUP_L,0.025190670127460568,0.025228876354008143,0.020357822119836905,0.030416370466020172,1000,0.95
mvtec,2,8,exploratory,pixel_ap,BAL_J - A1_J,0.018040593338016997,0.017747825648144647,0.013414701730457413,0.022211637194563923,1000,0.95
mvtec,2,8,exploratory,pixel_ap,BAL_L - A1_L,0.020100311527048276,0.020128703143639345,0.015737566658304385,0.02459875040630263,1000,0.95
visa,0,1,exploratory,pixel_ap,A1_L - A1_J,-0.0003703336361001175,-0.00046923373336742907,-0.0029651533276165306,0.0021197791319307177,1000,0.95
visa,0,1,exploratory,pixel_ap,TRI_L - TRI_J,0.0015823544288878777,0.0016278765560816622,-0.0009509118987523299,0.004320938381735353,1000,0.95
visa,0,1,exploratory,pixel_ap,BAL_L - BAL_J,0.00458459630179775,0.0046120930257312325,0.001680184131293249,0.0077252007796451356,1000,0.95
visa,0,1,exploratory,pixel_ap,DUP_L - DUP_J,-0.003622410084987815,-0.0034883667895076248,-0.005660013917407841,-0.001367870654062789,1000,0.95
visa,0,1,exploratory,pixel_ap,DUP_J - A1_J,-0.015753650642833406,-0.016409999205771877,-0.02156487798341497,-0.011473633243958795,1000,0.95
visa,0,1,exploratory,pixel_ap,B - A1_J,-0.054851514796783796,-0.05535160140389475,-0.06475105991002195,-0.046337447060652424,1000,0.95
visa,0,1,exploratory,pixel_ap,S - A1_J,-0.049110341087280684,-0.048524783984768304,-0.06207623284875492,-0.03464964009577279,1000,0.95
visa,0,1,exploratory,pixel_ap,C - A1_J,-0.10590942220653451,-0.10507237424774418,-0.12004294527767166,-0.08939646257110172,1000,0.95
visa,0,1,exploratory,pixel_ap,TRI_J - DUP_J,0.013226866335260157,0.013544738277650136,0.007806503851206716,0.019124127959838404,1000,0.95
visa,0,1,exploratory,pixel_ap,TRI_L - DUP_L,0.01843163084913585,0.018660981623239422,0.012562062106101205,0.024729485628404935,1000,0.95
visa,0,1,exploratory,pixel_ap,BAL_J - A1_J,0.008858915635848341,0.008893217742211235,0.003482788751282034,0.013942559337458032,1000,0.95
visa,0,1,exploratory,pixel_ap,BAL_L - A1_L,0.013813845573746208,0.013974544501309897,0.007920029655728163,0.01957092736520029,1000,0.95
visa,0,2,exploratory,pixel_ap,A1_L - A1_J,-0.003231056456998893,-0.0031770617148603195,-0.005930666045174618,-0.0004511516282374749,1000,0.95
visa,0,2,exploratory,pixel_ap,TRI_L - TRI_J,0.002916810772921552,0.0030626722283271543,0.00037443865463290875,0.006199969666683354,1000,0.95
visa,0,2,exploratory,pixel_ap,BAL_L - BAL_J,0.004222159769101452,0.004151467307318244,0.0007598871488434455,0.007615381977674984,1000,0.95
visa,0,2,exploratory,pixel_ap,DUP_L - DUP_J,-0.006241406570956176,-0.005971790823436864,-0.007930137992647742,-0.003921516383858568,1000,0.95
visa,0,2,exploratory,pixel_ap,DUP_J - A1_J,-0.014221338577317999,-0.014400216282137158,-0.018322355969057774,-0.010581543689300418,1000,0.95
visa,0,2,exploratory,pixel_ap,B - A1_J,-0.05193531344832625,-0.05193310515206416,-0.06029900870946311,-0.0436263923585974,1000,0.95
visa,0,2,exploratory,pixel_ap,S - A1_J,-0.05239530279352694,-0.05201962773989627,-0.06619874688004874,-0.038842095263792516,1000,0.95
visa,0,2,exploratory,pixel_ap,C - A1_J,-0.11741095250708702,-0.11632918314110413,-0.13330342754377075,-0.10024120593360465,1000,0.95
visa,0,2,exploratory,pixel_ap,TRI_J - DUP_J,0.009738339737952906,0.009688008339568704,0.0034273107904960274,0.015757488367285334,1000,0.95
visa,0,2,exploratory,pixel_ap,TRI_L - DUP_L,0.018896557081830634,0.01872247139133272,0.012205735210347355,0.024945100767117,1000,0.95
visa,0,2,exploratory,pixel_ap,BAL_J - A1_J,0.007830089931794681,0.00775362992658823,0.0024663560505352425,0.013343518773104787,1000,0.95
visa,0,2,exploratory,pixel_ap,BAL_L - A1_L,0.015283306157895027,0.015082158948766793,0.008942350492972784,0.020991805716348576,1000,0.95
visa,0,4,exploratory,pixel_ap,A1_L - A1_J,-0.0032379482500250467,-0.003186539152447167,-0.006011976114404542,-0.0005421582020950125,1000,0.95
visa,0,4,exploratory,pixel_ap,TRI_L - TRI_J,0.002339827239737635,0.0025791086880994013,-5.4304269675255746e-05,0.0054600783860599906,1000,0.95
visa,0,4,exploratory,pixel_ap,BAL_L - BAL_J,0.0036809090234645736,0.003612988744982262,0.00043041825772106585,0.006807153800448947,1000,0.95
visa,0,4,exploratory,pixel_ap,DUP_L - DUP_J,-0.005761637105184847,-0.005619933452011127,-0.007635130292161912,-0.003644261811623209,1000,0.95
visa,0,4,exploratory,pixel_ap,DUP_J - A1_J,-0.012492294540291438,-0.012519124338657638,-0.01643511400383719,-0.008472176171827127,1000,0.95
visa,0,4,exploratory,pixel_ap,B - A1_J,-0.04787833314116419,-0.04797526962323596,-0.05672489018507159,-0.03944823161738652,1000,0.95
visa,0,4,exploratory,pixel_ap,S - A1_J,-0.04925224857759025,-0.04934498482514345,-0.062290272317958084,-0.03651283904134309,1000,0.95
visa,0,4,exploratory,pixel_ap,C - A1_J,-0.12574980030781246,-0.12481906837683886,-0.14198407185000048,-0.10893193017744397,1000,0.95
visa,0,4,exploratory,pixel_ap,TRI_J - DUP_J,0.010726952086622554,0.01014741448375953,0.003981329515421977,0.01601106402964521,1000,0.95
visa,0,4,exploratory,pixel_ap,TRI_L - DUP_L,0.018828416431545036,0.018346456623870057,0.012096669340062762,0.0244718117501092,1000,0.95
visa,0,4,exploratory,pixel_ap,BAL_J - A1_J,0.00666441967457676,0.00652150453674458,0.0011410949729210597,0.011873511683371687,1000,0.95
visa,0,4,exploratory,pixel_ap,BAL_L - A1_L,0.01358327694806638,0.01332103243417401,0.007794974730036639,0.01902055683704875,1000,0.95
visa,0,8,exploratory,pixel_ap,A1_L - A1_J,-0.0019929725932237297,-0.0019140332381021642,-0.004746653167150348,0.0008919702257578941,1000,0.95
visa,0,8,exploratory,pixel_ap,TRI_L - TRI_J,0.004858550200264766,0.0048229589472273985,0.0023870698455923287,0.007378248991226982,1000,0.95
