dataset,seed,shot,method,category,pixel_ap,pixel_auroc,image_ap,image_auroc
visa,1,8,DUP_EXPECTED_J,pipe_fryum,0.47860634860397755,0.9908874984083746,0.9902621089139578,0.9776
visa,1,8,A1_L,candle,0.31853450148996476,0.9913152582556349,0.9057920340745844,0.894
visa,1,8,A1_L,capsules,0.3948018119562388,0.9799291671624145,0.9860140166365158,0.9756666666666667
visa,1,8,A1_L,cashew,0.6368675173512951,0.9943319076173812,0.9786756740623617,0.9578
visa,1,8,A1_L,chewinggum,0.7268948787689942,0.9945978693129127,0.9933488651255946,0.9858
visa,1,8,A1_L,fryum,0.37993810438241615,0.9590001494909745,0.9912458445287007,0.9802
visa,1,8,A1_L,macaroni1,0.21450363044488416,0.9896058030425662,0.9393100902787546,0.9195
visa,1,8,A1_L,macaroni2,0.21466031169323455,0.985290350725148,0.8452899852532874,0.831
visa,1,8,A1_L,pcb1,0.8046997840646716,0.9946584466644183,0.8737134363308697,0.9047
visa,1,8,A1_L,pcb2,0.2069344567384854,0.9751535846797327,0.8619312860948334,0.9066
visa,1,8,A1_L,pcb3,0.28315852627875787,0.979376047654699,0.8982771361981196,0.9040594059405941
visa,1,8,A1_L,pcb4,0.276115870108985,0.9687481306380777,0.9691636800786784,0.9742574257425742
visa,1,8,A1_L,pipe_fryum,0.5072412219397371,0.992158710136265,0.9928806338658672,0.9828
visa,1,8,DUP_L,candle,0.3358463797285231,0.9901156561652266,0.8925239258401294,0.8801
visa,1,8,DUP_L,capsules,0.40015262517796807,0.9798471870980053,0.9824478117820873,0.969
visa,1,8,DUP_L,cashew,0.6059688574822202,0.9930802269837293,0.9675841236694538,0.938
visa,1,8,DUP_L,chewinggum,0.7517441106058604,0.9944410816989946,0.992643603233176,0.984
visa,1,8,DUP_L,fryum,0.34399818255184234,0.9462456345627603,0.988037972499129,0.9728
visa,1,8,DUP_L,macaroni1,0.1932654994065271,0.9850438177312479,0.931873079542548,0.9117
visa,1,8,DUP_L,macaroni2,0.20284671649184455,0.9844828765115939,0.8427501249629397,0.8291
visa,1,8,DUP_L,pcb1,0.7795949395581298,0.9937234723040874,0.8561278312078293,0.8946
visa,1,8,DUP_L,pcb2,0.19354525067115985,0.9730338643341051,0.8513383280208795,0.9003
visa,1,8,DUP_L,pcb3,0.25812474770767124,0.9778530468343436,0.9032296900552322,0.9025742574257426
visa,1,8,DUP_L,pcb4,0.26818214424259634,0.9619491001042766,0.9643543137893424,0.9700990099009901
visa,1,8,DUP_L,pipe_fryum,0.4792305405238294,0.9909510560194702,0.9897406791880936,0.9768
visa,1,8,TRI_L,candle,0.34350843625172445,0.9926719689219885,0.904417224459946,0.895
visa,1,8,TRI_L,capsules,0.3835514753631323,0.9802365017025794,0.9851877996445219,0.976
visa,1,8,TRI_L,cashew,0.6525619728941999,0.9950477760531937,0.9857383558353685,0.971
visa,1,8,TRI_L,chewinggum,0.7290987956548163,0.9947167788243618,0.9938473377059083,0.9868
visa,1,8,TRI_L,fryum,0.3746232665800077,0.9595888516703546,0.991961236836473,0.9822
visa,1,8,TRI_L,macaroni1,0.20070933496862334,0.9863620462326946,0.9345149557712451,0.9116
visa,1,8,TRI_L,macaroni2,0.21965435253452498,0.9890792483966574,0.8365107430616616,0.8255
visa,1,8,TRI_L,pcb1,0.7948199276430937,0.9953533829353355,0.8516267192851303,0.8976
visa,1,8,TRI_L,pcb2,0.1901434226790898,0.9766679015572616,0.8485893040525224,0.8884
visa,1,8,TRI_L,pcb3,0.3033457175336323,0.9817353976585539,0.9046137005793113,0.9060396039603961
visa,1,8,TRI_L,pcb4,0.28194055389854267,0.9717497111549319,0.965056205296075,0.9706930693069307
visa,1,8,TRI_L,pipe_fryum,0.4853762407693929,0.992058816722679,0.9944320744470672,0.9868
visa,1,8,BAL_L,candle,0.32303448134402246,0.9933396534660227,0.9155043543487031,0.9069
visa,1,8,BAL_L,capsules,0.37702916754416355,0.9800441609727978,0.9870044619400631,0.9781666666666666
visa,1,8,BAL_L,cashew,0.6732366921943576,0.9956866348541793,0.9906377165879067,0.9804
visa,1,8,BAL_L,chewinggum,0.7045809630008399,0.994838938616959,0.9941593423880427,0.9876
visa,1,8,BAL_L,fryum,0.4066449499416626,0.9682507936789873,0.9931072522046953,0.9848
visa,1,8,BAL_L,macaroni1,0.21372211837653568,0.9903838015439254,0.940597281087045,0.9201
visa,1,8,BAL_L,macaroni2,0.2207618524882886,0.9890715824543289,0.835631826766154,0.8196
visa,1,8,BAL_L,pcb1,0.816455504529863,0.9958399505109045,0.8665128608739392,0.9049
visa,1,8,BAL_L,pcb2,0.2008130834110268,0.9780865037604358,0.8614760032183956,0.8937
visa,1,8,BAL_L,pcb3,0.32142458982613836,0.9823484205899572,0.8930387032584592,0.9042574257425743
visa,1,8,BAL_L,pcb4,0.2861134828145224,0.9756313091993589,0.9671574312526133,0.972970297029703
visa,1,8,BAL_L,pipe_fryum,0.5093155852751263,0.9928304444025915,0.9957889197890779,0.9898
visa,2,1,B,candle,0.28134290752872937,0.9783562574353077,0.8936280609087538,0.8919
visa,2,1,B,capsules,0.3162870176153964,0.9648692214289225,0.9649377368851291,0.9416666666666667
visa,2,1,B,cashew,0.3732420671276162,0.9828420460332207,0.8544218613117747,0.7616
visa,2,1,B,chewinggum,0.7578312853690138,0.99460122985934,0.9840555403000993,0.9666
visa,2,1,B,fryum,0.1692097497188996,0.8759602632044968,0.9057647938074467,0.8116
visa,2,1,B,macaroni1,0.15881747838162255,0.9613435008650335,0.9542361704437866,0.9514
visa,2,1,B,macaroni2,0.12459203157400665,0.9564772935109853,0.7298826341305824,0.6836
visa,2,1,B,pcb1,0.4999103002485516,0.9835299651799058,0.6303119414683807,0.7149
visa,2,1,B,pcb2,0.03155630729275473,0.9026436984377109,0.5620819183348787,0.6101
visa,2,1,B,pcb3,0.05077805630506061,0.9402419111119008,0.6298984641203027,0.6253465346534653
visa,2,1,B,pcb4,0.20266271502199007,0.9066929307544958,0.9581030772040374,0.9599009900990099
visa,2,1,B,pipe_fryum,0.4202066219446967,0.9841248208968708,0.9696237114836516,0.9324
visa,2,1,S,candle,0.25864221271924087,0.9822512645815235,0.8547505133377243,0.8626
