method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9983031342072987,0.17656535290575942,0.94,0.9517532734027311,0.8771929824561403
S,0.9981781501393678,0.11444925890050732,0.9422222222222223,0.9473501498837251,0.8813559322033899
C,0.9951297009493474,0.07522286875936,0.8744444444444444,0.8633341286410189,0.8450704225352113
A1_J,0.9984325687464914,0.1634483878869906,0.9555555555555556,0.9582207514155511,0.896551724137931
TRI_J,0.9985153969616385,0.14128358344593314,0.9644444444444445,0.9646201735688787,0.90625
BAL_J,0.9985246687767669,0.13541928137359882,0.9688888888888889,0.9654025769919261,0.9354838709677419
DUP_J,0.998418104714891,0.16963029542639504,0.9500000000000001,0.9570250728032057,0.8928571428571429
DUP_BAL_J,0.9984325687464914,0.1634483878869906,0.9555555555555556,0.9582207514155511,0.896551724137931
DUP_EXPECTED_J,0.998418104714891,0.16963029542639504,0.9500000000000001,0.9570250728032057,0.8928571428571429
A1_L,0.9985655883875336,0.17426330715945004,0.9466666666666667,0.9495308495870547,0.8787878787878789
DUP_L,0.9985067432675188,0.17777332671660342,0.9477777777777778,0.9553458666545183,0.8787878787878789
TRI_L,0.9987220966269014,0.15899301226021265,0.9555555555555555,0.9570808568331358,0.8955223880597014
BAL_L,0.9987228383721116,0.15270561719249467,0.9566666666666667,0.9546377569442155,0.923076923076923
