method,dataset,seed,shot,category,frame,pixel_ap,pixel_auroc,pixel_ap_stride8,native_map_size,resampled_to_canvas,evaluation_revision,note,source,sample_id_order_identical
PatchCore_native_official224,btad,1,4,02,canvas grid*14 (448x448),0.5150159607689718,0.9527883100487368,0.5163033155462907,224x224,True,,prediction maps resampled from the method's native resolution; not a re-run at canvas resolution,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k4\predictions\mvtec_02.npz,False
PatchCore_native_official224,btad,1,4,03,canvas grid*14 (448x588),0.12246662598296046,0.9507387545452984,0.12254956492089308,224x224,True,,prediction maps resampled from the method's native resolution; not a re-run at canvas resolution,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\btad_official224\btad_s1_k4\predictions\mvtec_03.npz,False
AnomalyDINO_native_canvas,mpdd,0,1,bracket_black,448x448,0.018835035719620117,0.929636450769557,0.02439452205838538,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,1,bracket_brown,448x448,0.04625527445261206,0.9301990598430191,0.045688098149489174,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,1,bracket_white,448x448,0.08459142855711149,0.9890712379247238,0.09433514780956422,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,1,connector,448x448,0.09652689435120809,0.9470865377394905,0.09832207091066841,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,1,metal_plate,448x448,0.8423135462702583,0.9692975447328993,0.8471735020833706,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,1,tubes,448x448,0.5683257418112985,0.9744479396773874,0.5715182220523952,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,4,bracket_black,448x448,0.10632342495858559,0.9657590427800677,0.13170032449944452,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,4,bracket_brown,448x448,0.046728176913291515,0.9345096211305809,0.04681887154846848,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,4,bracket_white,448x448,0.08137541910812622,0.9944026592388733,0.10416485177295358,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,4,connector,448x448,0.20312552676920967,0.9694395566718319,0.20699563485863523,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,4,metal_plate,448x448,0.8746316010067388,0.9743994321692323,0.8750971486422625,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,0,4,tubes,448x448,0.603975635805963,0.9776733683497576,0.6074575178832503,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,1,bracket_black,448x448,0.08765020078234904,0.9158302729001715,0.10445417405053366,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,1,bracket_brown,448x448,0.05553119953962181,0.9350211953495002,0.054962120301216666,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,1,bracket_white,448x448,0.0655800427327249,0.9821776478152932,0.05627763059009143,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,1,connector,448x448,0.2189046074950063,0.9732143633166552,0.22323643259964066,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,1,metal_plate,448x448,0.8600835167349674,0.965401175335736,0.8601842111383418,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,1,tubes,448x448,0.515651706397704,0.9703272950302881,0.5186473578324398,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,4,bracket_black,448x448,0.07101977026853741,0.9352920678758521,0.08848066709736459,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,4,bracket_brown,448x448,0.06543595594079883,0.9408680193468033,0.06412961973995233,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,4,bracket_white,448x448,0.0791686306717476,0.9968132320421862,0.07007257189113884,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,4,connector,448x448,0.3514409603925703,0.9817595365022952,0.3576593139096149,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,4,metal_plate,448x448,0.8782035927317581,0.9761383291455414,0.8788824644516724,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,mpdd,1,4,tubes,448x448,0.5952947063659215,0.9763491536152197,0.5986247336641557,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,0,1,01,448x448,0.39414387093003117,0.9365929658660279,0.38770564698957555,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,0,1,02,448x448,0.6365597344505143,0.9647150044874687,0.6359682988302405,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,0,1,03,448x588,0.6584627300769804,0.994254091264387,0.6628941379105155,448x588,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,0,4,01,448x448,0.3609339808429937,0.9252336900913193,0.3556964331831431,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,0,4,02,448x448,0.6043464262684485,0.960128926241641,0.6038389723861349,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,0,4,03,448x588,0.709198006546792,0.9972036255024259,0.7132797557462536,448x588,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,1,1,01,448x448,0.4023440381064238,0.9409944522993882,0.3961394375399162,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,1,1,02,448x448,0.6204087502591376,0.961758672510594,0.6198261317194023,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,1,1,03,448x588,0.6492623571275247,0.9939974124645677,0.6529077106114659,448x588,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,1,4,01,448x448,0.4304127479268438,0.9492915751089075,0.4240527419492174,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,1,4,02,448x448,0.6176124690739557,0.960782891171708,0.6172324355818872,448x448,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
AnomalyDINO_native_canvas,btad,1,4,03,448x588,0.6988434979541812,0.9964010632458832,0.7026406292504441,448x588,False,,"native run on the controlled canvas, no resampling",D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\anomalydino_canvas\anomalydino_native_per_category_canvas.csv,
