method,dataset,seed,shot,category,n_images,n_references,truncated,grid,image_res,fp16,pca_k,seconds,s_per_image,peak_gpu_mb,map_key,post_process
subspacead_native_fp16,mpdd,0,1,bracket_black,79,1,False,18x18,256,True,233,17.49,0.2214,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,0,4,bracket_black,79,4,False,18x18,256,True,593,16.86,0.2134,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,1,1,bracket_black,79,1,False,18x18,256,True,233,15.77,0.1996,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,1,4,bracket_black,79,4,False,18x18,256,True,597,16.83,0.2131,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,0,1,bracket_brown,77,1,False,18x18,256,True,229,16.53,0.2146,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,0,4,bracket_brown,77,4,False,18x18,256,True,532,16.32,0.212,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,1,1,bracket_brown,77,1,False,18x18,256,True,231,15.22,0.1977,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,1,4,bracket_brown,77,4,False,18x18,256,True,539,16.71,0.217,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,0,1,bracket_white,60,1,False,18x18,256,True,229,12.71,0.2118,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,0,4,bracket_white,60,4,False,18x18,256,True,550,12.77,0.2128,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,1,1,bracket_white,60,1,False,18x18,256,True,237,11.96,0.1994,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,1,4,bracket_white,60,4,False,18x18,256,True,561,12.74,0.2123,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,0,1,connector,44,1,False,18x18,256,True,235,10.04,0.2283,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,0,4,connector,44,4,False,18x18,256,True,568,9.85,0.2238,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,1,1,connector,44,1,False,18x18,256,True,233,9.2,0.209,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,1,4,connector,44,4,False,18x18,256,True,583,10.38,0.2358,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,0,1,metal_plate,97,1,False,18x18,256,True,202,19.79,0.204,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,0,4,metal_plate,97,4,False,18x18,256,True,534,19.37,0.1997,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
subspacead_native_fp16,mpdd,1,1,metal_plate,97,1,False,18x18,256,True,206,18.63,0.192,2266.2,patch_maps,none (raw token-grid residual; the shared-region protocol resamples it)
