method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.8748120893828069,0.03280809937120431,0.7216089372082826,0.4487179487179487,0.6716084853679897,0.8225806451612903
C,0.9189493351318225,0.029236531903620452,0.7672614733370414,0.5852187028657617,0.7469741393868329,0.8095238095238095
A1_J,0.8916535326322839,0.03131348261232321,0.7503582666663191,0.5490196078431373,0.7267021810819793,0.8225806451612903
DUP_J,0.883684538131494,0.0320525896286772,0.7331170112612571,0.5082956259426847,0.7144690574002323,0.8225806451612903
DUP_BAL_J,0.8916535326322839,0.03131348261232321,0.7503582666663191,0.5490196078431373,0.7267021810819793,0.8225806451612903
DUP_EXPECTED_J,0.883684538131494,0.0320525896286772,0.7331170112612571,0.5082956259426847,0.7144690574002323,0.8225806451612903
A1_L,0.9026625090597183,0.03421426835338933,0.764038713964895,0.5331825037707391,0.7288528194503024,0.8225806451612903
A1_lambda_0.25,0.9005223341767127,0.03372652093078451,0.7653246989730482,0.5437405731523378,0.7376853641508357,0.8225806451612903
A1_lambda_0.50,0.8979329201998458,0.033011801056332085,0.7633477223537092,0.5475113122171946,0.7393737569609166,0.8225806451612903
A1_lambda_0.75,0.8949668718507903,0.0318454651940401,0.7592624677644889,0.5535444947209653,0.7352165866259913,0.8225806451612903
