method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9869957503996089,0.45003678384715956,0.8398,0.9074399993517427,0.8761904761904761
S,0.9936267690664201,0.5935392574826763,0.9586,0.9806541753209617,0.9253731343283582
C,0.9925680581700053,0.63953702393925,0.9184,0.9569755357403482,0.9004739336492892
A1_J,0.992352202618232,0.5687610172814228,0.9108,0.9520492377972415,0.9
TRI_J,0.9931223334258303,0.5931962061864535,0.9326,0.9677167224307132,0.904109589041096
BAL_J,0.9942303802599451,0.6272510836677045,0.9470000000000001,0.9754089992904404,0.9074074074074074
DUP_J,0.9906929061644192,0.5242943133587983,0.8805999999999999,0.9335622322179078,0.8846153846153846
DUP_BAL_J,0.992352202618232,0.5687610172814228,0.9108,0.9520492377972415,0.9
DUP_EXPECTED_J,0.9906929061644192,0.5242943133587983,0.8805999999999999,0.9335622322179078,0.8846153846153846
A1_L,0.9919909788735933,0.5542167584091657,0.8914,0.9399867746106083,0.8985507246376813
DUP_L,0.9901329697587841,0.5091216761409423,0.8672000000000001,0.9258397398500268,0.8878504672897196
TRI_L,0.9935066802722949,0.5952499242347505,0.9476,0.9744402784600248,0.919431279620853
BAL_L,0.9946533531563815,0.6307535773878048,0.9618,0.9816640026625258,0.9216589861751151
