shot,kind,branch,base,category,seed,method,macro_pixel_ap,delta_vs_base
2,within,C,BAL_J,metal_plate,4,BAL_J__perm_C_within_p04,0.8979483475491735,-0.00393474371799496
2,within,S,BAL_J,metal_plate,4,BAL_J__perm_S_within_p04,0.9004755854332789,-0.0014075058338895996
2,within,C,A1_J,metal_plate,5,A1_J__perm_C_within_p05,0.8806010365665939,0.0022104701246074
2,within,C,TRI_J,metal_plate,5,TRI_J__perm_C_within_p05,0.8759622765576635,0.004114373236325686
2,within,S,TRI_J,metal_plate,5,TRI_J__perm_S_within_p05,0.867646582388582,-0.004201320932755714
2,within,C,BAL_J,metal_plate,5,BAL_J__perm_C_within_p05,0.9027190367365037,0.0008359454693351864
2,within,S,BAL_J,metal_plate,5,BAL_J__perm_S_within_p05,0.9004894724341151,-0.001393618833053334
2,within,C,A1_J,metal_plate,6,A1_J__perm_C_within_p06,0.8745681021113099,-0.003822464330676678
2,within,C,TRI_J,metal_plate,6,TRI_J__perm_C_within_p06,0.8766082456357354,0.004760342314397592
2,within,S,TRI_J,metal_plate,6,TRI_J__perm_S_within_p06,0.8588178666280185,-0.013030036693319258
2,within,C,BAL_J,metal_plate,6,BAL_J__perm_C_within_p06,0.9003581956316146,-0.0015248956355539134
2,within,S,BAL_J,metal_plate,6,BAL_J__perm_S_within_p06,0.8939762966707768,-0.007906794596391653
2,within,C,A1_J,metal_plate,7,A1_J__perm_C_within_p07,0.8764339554603923,-0.0019566109815942756
2,within,C,TRI_J,metal_plate,7,TRI_J__perm_C_within_p07,0.8761379157693655,0.004290012448027736
2,within,S,TRI_J,metal_plate,7,TRI_J__perm_S_within_p07,0.8651794293498414,-0.006668473971496391
2,within,C,BAL_J,metal_plate,7,BAL_J__perm_C_within_p07,0.8977513938671494,-0.004131697400019063
2,within,S,BAL_J,metal_plate,7,BAL_J__perm_S_within_p07,0.8990037951489437,-0.0028792961182247945
2,within,C,A1_J,metal_plate,8,A1_J__perm_C_within_p08,0.8749280253528762,-0.0034625410891103714
2,within,C,TRI_J,metal_plate,8,TRI_J__perm_C_within_p08,0.8722550634077403,0.0004071600864025138
2,within,S,TRI_J,metal_plate,8,TRI_J__perm_S_within_p08,0.8543546867504361,-0.017493216570901637
2,within,C,BAL_J,metal_plate,8,BAL_J__perm_C_within_p08,0.8967844888780016,-0.0050986023891669285
2,within,S,BAL_J,metal_plate,8,BAL_J__perm_S_within_p08,0.889433231096793,-0.012449860170375526
2,within,C,A1_J,metal_plate,9,A1_J__perm_C_within_p09,0.8749390764448235,-0.0034514899971630486
2,within,C,TRI_J,metal_plate,9,TRI_J__perm_C_within_p09,0.8749264165425774,0.0030785132212396427
2,within,S,TRI_J,metal_plate,9,TRI_J__perm_S_within_p09,0.871084824622066,-0.0007630786992717242
2,within,C,BAL_J,metal_plate,9,BAL_J__perm_C_within_p09,0.8971860747211318,-0.004697016546036714
2,within,S,BAL_J,metal_plate,9,BAL_J__perm_S_within_p09,0.9022983439077241,0.00041525264055564115
2,within,C,A1_J,tubes,0,A1_J__perm_C_within_p00,0.7367180342436261,0.005982432150554717
2,within,C,TRI_J,tubes,0,TRI_J__perm_C_within_p00,0.6967735499612079,0.010991806063960885
2,within,S,TRI_J,tubes,0,TRI_J__perm_S_within_p00,0.6290508267383936,-0.05673091715885337
2,within,C,BAL_J,tubes,0,BAL_J__perm_C_within_p00,0.702146327309034,0.006637470033680093
2,within,S,BAL_J,tubes,0,BAL_J__perm_S_within_p00,0.6463528317070866,-0.04915602556826737
2,cross,C,A1_J,tubes,0,A1_J__perm_C_cross_p00,0.7293209478297626,-0.0014146542633087789
2,cross,C,TRI_J,tubes,0,TRI_J__perm_C_cross_p00,0.6853179003360765,-0.00046384356117046277
2,cross,S,TRI_J,tubes,0,TRI_J__perm_S_cross_p00,0.6740410749632657,-0.01174066893398129
2,cross,C,BAL_J,tubes,0,BAL_J__perm_C_cross_p00,0.6948432585591867,-0.0006655987161672261
2,cross,S,BAL_J,tubes,0,BAL_J__perm_S_cross_p00,0.6834488245675041,-0.012060032707849833
2,within,C,A1_J,tubes,1,A1_J__perm_C_within_p01,0.739225356016282,0.008489753923210608
2,within,C,TRI_J,tubes,1,TRI_J__perm_C_within_p01,0.7001680813504125,0.014386337453165532
2,within,S,TRI_J,tubes,1,TRI_J__perm_S_within_p01,0.6523192712489141,-0.03346247264833291
2,within,C,BAL_J,tubes,1,BAL_J__perm_C_within_p01,0.7054914343104774,0.009982577035123508
2,within,S,BAL_J,tubes,1,BAL_J__perm_S_within_p01,0.6659306919541339,-0.02957816532122004
2,within,C,A1_J,tubes,2,A1_J__perm_C_within_p02,0.7422438394610613,0.011508237367989893
2,within,C,TRI_J,tubes,2,TRI_J__perm_C_within_p02,0.6985040279460325,0.012722284048785504
2,within,S,TRI_J,tubes,2,TRI_J__perm_S_within_p02,0.6193430307231076,-0.06643871317413941
2,within,C,BAL_J,tubes,2,BAL_J__perm_C_within_p02,0.7087186909932793,0.01320983371792539
2,within,S,BAL_J,tubes,2,BAL_J__perm_S_within_p02,0.6355362138271916,-0.05997264344816233
2,within,C,A1_J,tubes,3,A1_J__perm_C_within_p03,0.7523413617202074,0.021605759627135956
2,within,C,TRI_J,tubes,3,TRI_J__perm_C_within_p03,0.7117622887729473,0.02598054487570034
2,within,S,TRI_J,tubes,3,TRI_J__perm_S_within_p03,0.6653976464444302,-0.020384097452816774
2,within,C,BAL_J,tubes,3,BAL_J__perm_C_within_p03,0.7205598589071243,0.02505100163177032
2,within,S,BAL_J,tubes,3,BAL_J__perm_S_within_p03,0.6787099787251611,-0.016798878550192797
2,within,C,A1_J,tubes,4,A1_J__perm_C_within_p04,0.7489557694852321,0.018220167392160702
2,within,C,TRI_J,tubes,4,TRI_J__perm_C_within_p04,0.7088160902000787,0.023034346302831743
2,within,S,TRI_J,tubes,4,TRI_J__perm_S_within_p04,0.6326836175406252,-0.05309812635662181
2,within,C,BAL_J,tubes,4,BAL_J__perm_C_within_p04,0.7113640236072662,0.015855166331912307
2,within,S,BAL_J,tubes,4,BAL_J__perm_S_within_p04,0.6445079510881484,-0.05100090618720554
2,within,C,A1_J,tubes,5,A1_J__perm_C_within_p05,0.7322643172307424,0.001528715137670944
2,within,C,TRI_J,tubes,5,TRI_J__perm_C_within_p05,0.6931691540794513,0.007387410182204346
2,within,S,TRI_J,tubes,5,TRI_J__perm_S_within_p05,0.6343165904711168,-0.05146515342613023
2,within,C,BAL_J,tubes,5,BAL_J__perm_C_within_p05,0.6942665441787554,-0.0012423130965985019
2,within,S,BAL_J,tubes,5,BAL_J__perm_S_within_p05,0.6540711937748306,-0.04143766350052336
2,within,C,A1_J,tubes,6,A1_J__perm_C_within_p06,0.7390826622546598,0.008347060161588371
2,within,C,TRI_J,tubes,6,TRI_J__perm_C_within_p06,0.7020152153892237,0.016233471491976736
2,within,S,TRI_J,tubes,6,TRI_J__perm_S_within_p06,0.6444151794010142,-0.04136656449623277
2,within,C,BAL_J,tubes,6,BAL_J__perm_C_within_p06,0.7064248619742758,0.010916004698921844
2,within,S,BAL_J,tubes,6,BAL_J__perm_S_within_p06,0.6570069499684156,-0.038501907306938365
2,within,C,A1_J,tubes,7,A1_J__perm_C_within_p07,0.7448181779445717,0.0140825758515003
2,within,C,TRI_J,tubes,7,TRI_J__perm_C_within_p07,0.7056150478233032,0.0198333039260562
2,within,S,TRI_J,tubes,7,TRI_J__perm_S_within_p07,0.6439099113534815,-0.041871832543765475
2,within,C,BAL_J,tubes,7,BAL_J__perm_C_within_p07,0.7130638050049453,0.01755494772959132
2,within,S,BAL_J,tubes,7,BAL_J__perm_S_within_p07,0.6593308481925121,-0.036178009082841855
2,within,C,A1_J,tubes,8,A1_J__perm_C_within_p08,0.7235759898996974,-0.007159612193374021
2,within,C,TRI_J,tubes,8,TRI_J__perm_C_within_p08,0.6847953213861631,-0.0009864225110839397
2,within,S,TRI_J,tubes,8,TRI_J__perm_S_within_p08,0.6115144635185246,-0.07426728037872243
2,within,C,BAL_J,tubes,8,BAL_J__perm_C_within_p08,0.6842566325370929,-0.01125222473826104
2,within,S,BAL_J,tubes,8,BAL_J__perm_S_within_p08,0.6311070110453244,-0.06440184623002954
2,within,C,A1_J,tubes,9,A1_J__perm_C_within_p09,0.7427602820516892,0.012024679958617779
2,within,C,TRI_J,tubes,9,TRI_J__perm_C_within_p09,0.7036060144143645,0.017824270517117546
2,within,S,TRI_J,tubes,9,TRI_J__perm_S_within_p09,0.6369222008238682,-0.04885954307337881
2,within,C,BAL_J,tubes,9,BAL_J__perm_C_within_p09,0.7137693410533731,0.018260483778019143
2,within,S,BAL_J,tubes,9,BAL_J__perm_S_within_p09,0.649061982403893,-0.04644687487146093
4,within,C,A1_J,bracket_black,0,A1_J__perm_C_within_p00,0.14884280706338235,-0.03674868721794797
4,within,C,TRI_J,bracket_black,0,TRI_J__perm_C_within_p00,0.15477330455123237,-0.031140485376552784
4,within,S,TRI_J,bracket_black,0,TRI_J__perm_S_within_p00,0.19386677023061125,0.007952980302826096
4,within,C,BAL_J,bracket_black,0,BAL_J__perm_C_within_p00,0.14228755479367172,-0.044266837089521255
4,within,S,BAL_J,bracket_black,0,BAL_J__perm_S_within_p00,0.19172955979131165,0.005175167908118672
4,cross,C,A1_J,bracket_black,0,A1_J__perm_C_cross_p00,0.12075972604318196,-0.06483176823814836
4,cross,C,TRI_J,bracket_black,0,TRI_J__perm_C_cross_p00,0.1442603521002344,-0.04165343782755074
4,cross,S,TRI_J,bracket_black,0,TRI_J__perm_S_cross_p00,0.1531352070603806,-0.03277858286740454
4,cross,C,BAL_J,bracket_black,0,BAL_J__perm_C_cross_p00,0.11872524485444588,-0.0678291470287471
4,cross,S,BAL_J,bracket_black,0,BAL_J__perm_S_cross_p00,0.157934208296936,-0.02862018358625698
4,within,C,A1_J,bracket_black,1,A1_J__perm_C_within_p01,0.14551733614435322,-0.040074158136977095
4,within,C,TRI_J,bracket_black,1,TRI_J__perm_C_within_p01,0.15560936163198724,-0.03030442829579791
4,within,S,TRI_J,bracket_black,1,TRI_J__perm_S_within_p01,0.18925342192048344,0.0033396319926982942
4,within,C,BAL_J,bracket_black,1,BAL_J__perm_C_within_p01,0.14383684523237325,-0.04271754665081973
4,within,S,BAL_J,bracket_black,1,BAL_J__perm_S_within_p01,0.18557840070895817,-0.0009759911742348026
4,cross,C,A1_J,bracket_black,1,A1_J__perm_C_cross_p01,0.13565720398236217,-0.04993429029896815
4,cross,C,TRI_J,bracket_black,1,TRI_J__perm_C_cross_p01,0.1620840467505067,-0.023829743177278456
4,cross,S,TRI_J,bracket_black,1,TRI_J__perm_S_cross_p01,0.16995543426685547,-0.01595835566092968
4,cross,C,BAL_J,bracket_black,1,BAL_J__perm_C_cross_p01,0.13642256215947943,-0.05013182972371355
4,cross,S,BAL_J,bracket_black,1,BAL_J__perm_S_cross_p01,0.16873985744945502,-0.017814534433737955
4,within,C,A1_J,bracket_black,2,A1_J__perm_C_within_p02,0.15132737842407695,-0.03426411585725336
4,within,C,TRI_J,bracket_black,2,TRI_J__perm_C_within_p02,0.1581676595850273,-0.027746130342757858
4,within,S,TRI_J,bracket_black,2,TRI_J__perm_S_within_p02,0.20669029156514815,0.020776501637363
4,within,C,BAL_J,bracket_black,2,BAL_J__perm_C_within_p02,0.15035004947728858,-0.036204342405904394
4,within,S,BAL_J,bracket_black,2,BAL_J__perm_S_within_p02,0.21261253299928665,0.02605814111609367
4,cross,C,A1_J,bracket_black,2,A1_J__perm_C_cross_p02,0.12165885084302584,-0.06393264343830447
4,cross,C,TRI_J,bracket_black,2,TRI_J__perm_C_cross_p02,0.14307539252438478,-0.04283839740340037
4,cross,S,TRI_J,bracket_black,2,TRI_J__perm_S_cross_p02,0.15951890241522074,-0.026394887512564413
4,cross,C,BAL_J,bracket_black,2,BAL_J__perm_C_cross_p02,0.11271915303867383,-0.07383523884451915
4,cross,S,BAL_J,bracket_black,2,BAL_J__perm_S_cross_p02,0.14663457959439755,-0.03991981228879543
4,within,C,A1_J,bracket_black,3,A1_J__perm_C_within_p03,0.15279135984736242,-0.0328001344339679
4,within,C,TRI_J,bracket_black,3,TRI_J__perm_C_within_p03,0.15473581505545744,-0.031177974872327707
4,within,S,TRI_J,bracket_black,3,TRI_J__perm_S_within_p03,0.1565519101665247,-0.02936187976126045
4,within,C,BAL_J,bracket_black,3,BAL_J__perm_C_within_p03,0.14446735472138938,-0.04208703716180359
4,within,S,BAL_J,bracket_black,3,BAL_J__perm_S_within_p03,0.15906842121565926,-0.02748597066753372
4,cross,C,A1_J,bracket_black,3,A1_J__perm_C_cross_p03,0.13133150151773615,-0.05425999276359417
4,cross,C,TRI_J,bracket_black,3,TRI_J__perm_C_cross_p03,0.15568659379005365,-0.030227196137731505
4,cross,S,TRI_J,bracket_black,3,TRI_J__perm_S_cross_p03,0.12189569604127977,-0.06401809388650538
4,cross,C,BAL_J,bracket_black,3,BAL_J__perm_C_cross_p03,0.12828177957262252,-0.05827261231057046
4,cross,S,BAL_J,bracket_black,3,BAL_J__perm_S_cross_p03,0.12297547468001709,-0.06357891720317589
4,within,C,A1_J,bracket_black,4,A1_J__perm_C_within_p04,0.16394044582500386,-0.021651048456326455
4,within,C,TRI_J,bracket_black,4,TRI_J__perm_C_within_p04,0.15080982031057646,-0.035103969617208686
4,within,S,TRI_J,bracket_black,4,TRI_J__perm_S_within_p04,0.18825050800105547,0.002336718073270322
4,within,C,BAL_J,bracket_black,4,BAL_J__perm_C_within_p04,0.14391365156676003,-0.042640740316432946
4,within,S,BAL_J,bracket_black,4,BAL_J__perm_S_within_p04,0.19251536363203112,0.00596097174883814
4,cross,C,A1_J,bracket_black,4,A1_J__perm_C_cross_p04,0.11578970718136306,-0.06980178709996726
4,cross,C,TRI_J,bracket_black,4,TRI_J__perm_C_cross_p04,0.1429158309824025,-0.042997958945382664
4,cross,S,TRI_J,bracket_black,4,TRI_J__perm_S_cross_p04,0.15779917811170296,-0.028114611816082186
4,cross,C,BAL_J,bracket_black,4,BAL_J__perm_C_cross_p04,0.11103358359001182,-0.07552080829318115
4,cross,S,BAL_J,bracket_black,4,BAL_J__perm_S_cross_p04,0.144044196584253,-0.042510195298939984
4,within,C,A1_J,bracket_black,5,A1_J__perm_C_within_p05,0.14559801050380494,-0.039993483777525374
4,within,C,TRI_J,bracket_black,5,TRI_J__perm_C_within_p05,0.151029976131576,-0.03488381379620914
4,within,S,TRI_J,bracket_black,5,TRI_J__perm_S_within_p05,0.18826967807493813,0.0023558881471529847
4,within,C,BAL_J,bracket_black,5,BAL_J__perm_C_within_p05,0.1458026872228373,-0.040751704660355687
4,within,S,BAL_J,bracket_black,5,BAL_J__perm_S_within_p05,0.1897040003906904,0.003149608507497431
4,cross,C,A1_J,bracket_black,5,A1_J__perm_C_cross_p05,0.1224287391783104,-0.06316275510301991
4,cross,C,TRI_J,bracket_black,5,TRI_J__perm_C_cross_p05,0.1545945213308205,-0.031319268596964656
4,cross,S,TRI_J,bracket_black,5,TRI_J__perm_S_cross_p05,0.15985767065078324,-0.02605611927700191
4,cross,C,BAL_J,bracket_black,5,BAL_J__perm_C_cross_p05,0.12761160177992242,-0.058942790103270554
4,cross,S,BAL_J,bracket_black,5,BAL_J__perm_S_cross_p05,0.14966827974511349,-0.03688611213807949
4,within,C,A1_J,bracket_black,6,A1_J__perm_C_within_p06,0.13149530622511416,-0.05409618805621616
4,within,C,TRI_J,bracket_black,6,TRI_J__perm_C_within_p06,0.15087648699961947,-0.035037302928165676
4,within,S,TRI_J,bracket_black,6,TRI_J__perm_S_within_p06,0.1625176825784375,-0.02339610734934766
4,within,C,BAL_J,bracket_black,6,BAL_J__perm_C_within_p06,0.13354558570452238,-0.0530088061786706
4,within,S,BAL_J,bracket_black,6,BAL_J__perm_S_within_p06,0.16916092711363484,-0.017393464769558137
4,cross,C,A1_J,bracket_black,6,A1_J__perm_C_cross_p06,0.1229242873958395,-0.06266720688549082
4,cross,C,TRI_J,bracket_black,6,TRI_J__perm_C_cross_p06,0.1531952746744647,-0.03271851525332045
4,cross,S,TRI_J,bracket_black,6,TRI_J__perm_S_cross_p06,0.15754479908677613,-0.028368990841009023
4,cross,C,BAL_J,bracket_black,6,BAL_J__perm_C_cross_p06,0.1265401086747027,-0.06001428320849028
4,cross,S,BAL_J,bracket_black,6,BAL_J__perm_S_cross_p06,0.15312043336761993,-0.03343395851557304
4,within,C,A1_J,bracket_black,7,A1_J__perm_C_within_p07,0.12903721251404432,-0.056554281767286
4,within,C,TRI_J,bracket_black,7,TRI_J__perm_C_within_p07,0.13784280671244137,-0.04807098321534378
4,within,S,TRI_J,bracket_black,7,TRI_J__perm_S_within_p07,0.16216656050601663,-0.023747229421768518
4,within,C,BAL_J,bracket_black,7,BAL_J__perm_C_within_p07,0.11925919859168499,-0.06729519329150799
4,within,S,BAL_J,bracket_black,7,BAL_J__perm_S_within_p07,0.15620239599028773,-0.030351995892905242
4,cross,C,A1_J,bracket_black,7,A1_J__perm_C_cross_p07,0.17312594312646623,-0.012465551154864085
4,cross,C,TRI_J,bracket_black,7,TRI_J__perm_C_cross_p07,0.16439807562358769,-0.021515714304197464
4,cross,S,TRI_J,bracket_black,7,TRI_J__perm_S_cross_p07,0.1635269053847702,-0.022386884543014962
4,cross,C,BAL_J,bracket_black,7,BAL_J__perm_C_cross_p07,0.16260544999788556,-0.023948941885307412
4,cross,S,BAL_J,bracket_black,7,BAL_J__perm_S_cross_p07,0.16871971709983669,-0.01783467478335629
4,within,C,A1_J,bracket_black,8,A1_J__perm_C_within_p08,0.145329207887539,-0.04026228639379131
4,within,C,TRI_J,bracket_black,8,TRI_J__perm_C_within_p08,0.14633689236705932,-0.03957689756072583
4,within,S,TRI_J,bracket_black,8,TRI_J__perm_S_within_p08,0.1516883653793586,-0.03422542454842656
4,within,C,BAL_J,bracket_black,8,BAL_J__perm_C_within_p08,0.13593188091793457,-0.05062251096525841
4,within,S,BAL_J,bracket_black,8,BAL_J__perm_S_within_p08,0.15364672764884094,-0.03290766423435204
4,cross,C,A1_J,bracket_black,8,A1_J__perm_C_cross_p08,0.11241626051913835,-0.07317523376219197
4,cross,C,TRI_J,bracket_black,8,TRI_J__perm_C_cross_p08,0.13815974840748663,-0.047754041520298524
4,cross,S,TRI_J,bracket_black,8,TRI_J__perm_S_cross_p08,0.16939781734554077,-0.01651597258224438
4,cross,C,BAL_J,bracket_black,8,BAL_J__perm_C_cross_p08,0.10935286288264094,-0.07720152900055204
4,cross,S,BAL_J,bracket_black,8,BAL_J__perm_S_cross_p08,0.16979599437962792,-0.01675839750356506
4,within,C,A1_J,bracket_black,9,A1_J__perm_C_within_p09,0.16879066988796912,-0.016800824393361197
4,within,C,TRI_J,bracket_black,9,TRI_J__perm_C_within_p09,0.16896635805559032,-0.01694743187219483
4,within,S,TRI_J,bracket_black,9,TRI_J__perm_S_within_p09,0.18027597998846714,-0.005637809939318006
4,within,C,BAL_J,bracket_black,9,BAL_J__perm_C_within_p09,0.16428202649200924,-0.02227236539118374
4,within,S,BAL_J,bracket_black,9,BAL_J__perm_S_within_p09,0.18592888606690033,-0.000625505816292643
4,cross,C,A1_J,bracket_black,9,A1_J__perm_C_cross_p09,0.15281399601931403,-0.032777498262016286
4,cross,C,TRI_J,bracket_black,9,TRI_J__perm_C_cross_p09,0.17424535939039035,-0.011668430537394803
4,cross,S,TRI_J,bracket_black,9,TRI_J__perm_S_cross_p09,0.1337381701363545,-0.05217561979143065
4,cross,C,BAL_J,bracket_black,9,BAL_J__perm_C_cross_p09,0.1437701764402524,-0.04278421544294059
4,cross,S,BAL_J,bracket_black,9,BAL_J__perm_S_cross_p09,0.12845590568526102,-0.05809848619793195
4,within,C,A1_J,bracket_brown,0,A1_J__perm_C_within_p00,0.044982196977662606,0.011030093884388421
4,within,C,TRI_J,bracket_brown,0,TRI_J__perm_C_within_p00,0.050065347806754146,0.011698714737228687
4,within,S,TRI_J,bracket_brown,0,TRI_J__perm_S_within_p00,0.044079986600564676,0.005713353531039217
4,within,C,BAL_J,bracket_brown,0,BAL_J__perm_C_within_p00,0.04763821235391594,0.012128236034562381
4,within,S,BAL_J,bracket_brown,0,BAL_J__perm_S_within_p00,0.041254255435128055,0.005744279115774499
4,cross,C,A1_J,bracket_brown,0,A1_J__perm_C_cross_p00,0.035693247256526076,0.0017411441632518912
4,cross,C,TRI_J,bracket_brown,0,TRI_J__perm_C_cross_p00,0.03958315173787296,0.001216518668347502
4,cross,S,TRI_J,bracket_brown,0,TRI_J__perm_S_cross_p00,0.04069821235449971,0.002331579284974253
4,cross,C,BAL_J,bracket_brown,0,BAL_J__perm_C_cross_p00,0.03734466414833738,0.0018346878289838206
4,cross,S,BAL_J,bracket_brown,0,BAL_J__perm_S_cross_p00,0.0367592121207377,0.001249235801384141
4,within,C,A1_J,bracket_brown,1,A1_J__perm_C_within_p01,0.038952924883351184,0.005000821790076999
4,within,C,TRI_J,bracket_brown,1,TRI_J__perm_C_within_p01,0.04242035698619136,0.004053723916665898
4,within,S,TRI_J,bracket_brown,1,TRI_J__perm_S_within_p01,0.04547383105449352,0.007107197984968061
4,within,C,BAL_J,bracket_brown,1,BAL_J__perm_C_within_p01,0.039965491503037236,0.0044555151836836795
4,within,S,BAL_J,bracket_brown,1,BAL_J__perm_S_within_p01,0.041514370410796295,0.0060043940914427385
4,cross,C,A1_J,bracket_brown,1,A1_J__perm_C_cross_p01,0.034789717406598204,0.0008376143133240199
4,cross,C,TRI_J,bracket_brown,1,TRI_J__perm_C_cross_p01,0.041220075853053845,0.0028534427835283857
4,cross,S,TRI_J,bracket_brown,1,TRI_J__perm_S_cross_p01,0.041185956861875275,0.0028193237923498163
4,cross,C,BAL_J,bracket_brown,1,BAL_J__perm_C_cross_p01,0.03781557398198425,0.002305597662630693
4,cross,S,BAL_J,bracket_brown,1,BAL_J__perm_S_cross_p01,0.03773987312645449,0.0022298968071009367
4,within,C,A1_J,bracket_brown,2,A1_J__perm_C_within_p02,0.037679609015473806,0.0037275059221996212
4,within,C,TRI_J,bracket_brown,2,TRI_J__perm_C_within_p02,0.041769039240886575,0.0034024061713611164
4,within,S,TRI_J,bracket_brown,2,TRI_J__perm_S_within_p02,0.05242247256503344,0.014055839495507982
4,within,C,BAL_J,bracket_brown,2,BAL_J__perm_C_within_p02,0.04073044082276359,0.005220464503410037
4,within,S,BAL_J,bracket_brown,2,BAL_J__perm_S_within_p02,0.04533114719674721,0.009821170877393655
4,cross,C,A1_J,bracket_brown,2,A1_J__perm_C_cross_p02,0.035912623342058,0.0019605202487838133
4,cross,C,TRI_J,bracket_brown,2,TRI_J__perm_C_cross_p02,0.04261173944489042,0.00424510637536496
4,cross,S,TRI_J,bracket_brown,2,TRI_J__perm_S_cross_p02,0.041241266988465086,0.0028746339189396272
4,cross,C,BAL_J,bracket_brown,2,BAL_J__perm_C_cross_p02,0.03943277971770715,0.003922803398353596
4,cross,S,BAL_J,bracket_brown,2,BAL_J__perm_S_cross_p02,0.0386130198626414,0.003103043543287845
4,within,C,A1_J,bracket_brown,3,A1_J__perm_C_within_p03,0.031183484317849054,-0.002768618775425131
4,within,C,TRI_J,bracket_brown,3,TRI_J__perm_C_within_p03,0.03597212426280568,-0.002394508806719778
4,within,S,TRI_J,bracket_brown,3,TRI_J__perm_S_within_p03,0.037872635159823816,-0.0004939979097016434
4,within,C,BAL_J,bracket_brown,3,BAL_J__perm_C_within_p03,0.03240087698809125,-0.0031090993312623064
4,within,S,BAL_J,bracket_brown,3,BAL_J__perm_S_within_p03,0.03532583136695105,-0.00018414495240250822
4,cross,C,A1_J,bracket_brown,3,A1_J__perm_C_cross_p03,0.03181078427128742,-0.0021413188219867665
4,cross,C,TRI_J,bracket_brown,3,TRI_J__perm_C_cross_p03,0.03639991039756559,-0.001966722671959867
4,cross,S,TRI_J,bracket_brown,3,TRI_J__perm_S_cross_p03,0.0361947414106286,-0.002171891658896856
4,cross,C,BAL_J,bracket_brown,3,BAL_J__perm_C_cross_p03,0.03380728461342747,-0.0017026917059260877
4,cross,S,BAL_J,bracket_brown,3,BAL_J__perm_S_cross_p03,0.033740462022737706,-0.0017695142966158497
4,within,C,A1_J,bracket_brown,4,A1_J__perm_C_within_p04,0.03400683610855504,5.4733015280854225e-05
4,within,C,TRI_J,bracket_brown,4,TRI_J__perm_C_within_p04,0.039191620593194414,0.0008249875236689547
4,within,S,TRI_J,bracket_brown,4,TRI_J__perm_S_within_p04,0.0438031966577524,0.005436563588226938
4,within,C,BAL_J,bracket_brown,4,BAL_J__perm_C_within_p04,0.03721588970424782,0.0017059133848942656
4,within,S,BAL_J,bracket_brown,4,BAL_J__perm_S_within_p04,0.040922593696673344,0.005412617377319788
4,cross,C,A1_J,bracket_brown,4,A1_J__perm_C_cross_p04,0.03504607402639574,0.0010939709331215589
4,cross,C,TRI_J,bracket_brown,4,TRI_J__perm_C_cross_p04,0.039372999721145135,0.0010063666516196765
4,cross,S,TRI_J,bracket_brown,4,TRI_J__perm_S_cross_p04,0.039196794106175506,0.000830161036650047
4,cross,C,BAL_J,bracket_brown,4,BAL_J__perm_C_cross_p04,0.037378311421498646,0.0018683351021450897
4,cross,S,BAL_J,bracket_brown,4,BAL_J__perm_S_cross_p04,0.036457507693123545,0.0009475313737699886
4,within,C,A1_J,bracket_brown,5,A1_J__perm_C_within_p05,0.035771479904502135,0.0018193768112279504
4,within,C,TRI_J,bracket_brown,5,TRI_J__perm_C_within_p05,0.039028474086802586,0.0006618410172771275
4,within,S,TRI_J,bracket_brown,5,TRI_J__perm_S_within_p05,0.04598014309258085,0.007613510023055388
4,within,C,BAL_J,bracket_brown,5,BAL_J__perm_C_within_p05,0.03679338026261503,0.0012834039432614713
4,within,S,BAL_J,bracket_brown,5,BAL_J__perm_S_within_p05,0.04313596603420629,0.007625989714852732
4,cross,C,A1_J,bracket_brown,5,A1_J__perm_C_cross_p05,0.03462161843024201,0.0006695153369678242
4,cross,C,TRI_J,bracket_brown,5,TRI_J__perm_C_cross_p05,0.03995270933301605,0.0015860762634905892
4,cross,S,TRI_J,bracket_brown,5,TRI_J__perm_S_cross_p05,0.03841513824081654,4.850517129108278e-05
4,cross,C,BAL_J,bracket_brown,5,BAL_J__perm_C_cross_p05,0.03710310538820375,0.001593129068850195
4,cross,S,BAL_J,bracket_brown,5,BAL_J__perm_S_cross_p05,0.03621506363826639,0.0007050873189128337
4,within,C,A1_J,bracket_brown,6,A1_J__perm_C_within_p06,0.039583543859850454,0.005631440766576269
4,within,C,TRI_J,bracket_brown,6,TRI_J__perm_C_within_p06,0.04493890512934646,0.006572272059820999
4,within,S,TRI_J,bracket_brown,6,TRI_J__perm_S_within_p06,0.043166656541219546,0.004800023471694087
4,within,C,BAL_J,bracket_brown,6,BAL_J__perm_C_within_p06,0.0412629587812549,0.005752982461901347
4,within,S,BAL_J,bracket_brown,6,BAL_J__perm_S_within_p06,0.04037125840024444,0.004861282080890886
4,cross,C,A1_J,bracket_brown,6,A1_J__perm_C_cross_p06,0.03423601191951916,0.0002839088262449746
4,cross,C,TRI_J,bracket_brown,6,TRI_J__perm_C_cross_p06,0.039643068082792436,0.0012764350132669772
4,cross,S,TRI_J,bracket_brown,6,TRI_J__perm_S_cross_p06,0.038299883781013344,-6.674928851211487e-05
4,cross,C,BAL_J,bracket_brown,6,BAL_J__perm_C_cross_p06,0.03658899343419934,0.0010790171148457872
4,cross,S,BAL_J,bracket_brown,6,BAL_J__perm_S_cross_p06,0.03573140600747783,0.000221429688124275
4,within,C,A1_J,bracket_brown,7,A1_J__perm_C_within_p07,0.0375776412666535,0.0036255381733793154
4,within,C,TRI_J,bracket_brown,7,TRI_J__perm_C_within_p07,0.04231748285505229,0.00395084978552683
