shot,kind,branch,base,category,n_seeds,mean_pixel_ap,min_pixel_ap,max_pixel_ap,mean_delta,min_delta,max_delta,std_delta,frac_delta_below_zero
2,cross,S,TRI_J,bracket_black,1,0.01855277169425419,0.01855277169425419,0.01855277169425419,0.0004971935082811879,0.0004971935082811879,0.0004971935082811879,,0.0
2,cross,S,TRI_J,bracket_brown,1,0.0409914735558749,0.0409914735558749,0.0409914735558749,0.0036891076252907745,0.0036891076252907745,0.0036891076252907745,,0.0
2,cross,S,TRI_J,bracket_white,1,0.2014503821954525,0.2014503821954525,0.2014503821954525,0.05707548424191122,0.05707548424191122,0.05707548424191122,,0.0
2,cross,S,TRI_J,connector,1,0.1618277199139402,0.1618277199139402,0.1618277199139402,-0.08604639220988738,-0.08604639220988738,-0.08604639220988738,,1.0
2,cross,S,TRI_J,metal_plate,1,0.842659955139793,0.842659955139793,0.842659955139793,-0.0291879481815448,-0.0291879481815448,-0.0291879481815448,,1.0
2,cross,S,TRI_J,tubes,1,0.6740410749632657,0.6740410749632657,0.6740410749632657,-0.01174066893398129,-0.01174066893398129,-0.01174066893398129,,1.0
2,within,C,A1_J,bracket_black,10,0.014732538350720668,0.013188385863007026,0.01686550208668083,8.467494193754848e-05,-0.0014594775457760917,0.002217638677897713,0.0010478347008135345,0.6
2,within,C,A1_J,bracket_brown,10,0.04203650986696676,0.03142092548482699,0.04682942921907655,0.008666926673714248,-0.001948657708425519,0.013459846025824035,0.0046018883693828795,0.1
2,within,C,A1_J,bracket_white,10,0.09183437639389677,0.08016177031923308,0.10743010443925233,-0.014154140164050411,-0.025826746238714088,0.001441587881305162,0.007427841193883999,0.9
2,within,C,A1_J,connector,10,0.26209735047561095,0.19237377197915312,0.32432382669913734,-0.037013618822991576,-0.10673719731944947,0.02521285740053475,0.040185602112471554,0.9
2,within,C,A1_J,metal_plate,10,0.8780840715518146,0.8745681021113099,0.8837783122762342,-0.00030649489017191555,-0.003822464330676678,0.005387745834247615,0.0034718773870257326,0.6
2,within,C,A1_J,tubes,10,0.7401985790307769,0.7235759898996974,0.7523413617202074,0.009462976937705526,-0.007159612193374021,0.021605759627135956,0.008231317350031735,0.1
2,within,C,BAL_J,bracket_black,10,0.012924340828522998,0.01214025062308384,0.013870646556136366,-0.00011834554916069617,-0.0009024357545998549,0.0008279601784526719,0.0006641774248708374,0.6
2,within,C,BAL_J,bracket_brown,10,0.04362439407514483,0.03300570802206673,0.0481009517428119,0.008326713098885547,-0.0022919729541925546,0.012803270766552612,0.00450104391979711,0.1
2,within,C,BAL_J,bracket_white,10,0.11602712124441787,0.1005123266083195,0.12824670017879586,-0.011715372930150169,-0.027230167566248534,0.0005042060042278196,0.01054504651179395,0.9
2,within,C,BAL_J,connector,10,0.18545253115811983,0.12698009784435624,0.22559048476606416,-0.05938960623370095,-0.11786203954746452,-0.019251652625756593,0.03156620320114495,1.0
2,within,C,BAL_J,metal_plate,10,0.9006374181139755,0.8967844888780016,0.9061995101364201,-0.001245673153193061,-0.0050986023891669285,0.004316418869251604,0.0034084554734075327,0.7
2,within,C,BAL_J,tubes,10,0.7060061519875624,0.6842566325370929,0.7205598589071243,0.010497294712208439,-0.01125222473826104,0.02505100163177032,0.010457060871097624,0.2
2,within,C,TRI_J,bracket_black,10,0.018610830140894645,0.017090674958696324,0.01989439713860205,0.0005552519549216417,-0.0009649032272766797,0.0018388189526290476,0.0008744461712042712,0.2
2,within,C,TRI_J,bracket_brown,10,0.04484445779906754,0.036136639194192986,0.04985612261546675,0.007542091868483407,-0.0011657267363911414,0.012553756684882622,0.004150943224929984,0.1
2,within,C,TRI_J,bracket_white,10,0.13144690837167589,0.11003502968214258,0.13988087054643683,-0.012927989581865399,-0.03433986827139869,-0.004494027407104445,0.008796769217536693,1.0
2,within,C,TRI_J,connector,10,0.23686246881047818,0.20533321441738503,0.25903627924638795,-0.01101164331334942,-0.042540897706442565,0.011162167122560351,0.017731449180572952,0.7
2,within,C,TRI_J,metal_plate,10,0.8761504559986296,0.8722550634077403,0.880058339076912,0.004302552677291882,0.0004071600864025138,0.00821043575557423,0.0020593649632795123,0.0
2,within,C,TRI_J,tubes,10,0.7005224791323186,0.6847953213861631,0.7117622887729473,0.01474073523507149,-0.0009864225110839397,0.02598054487570034,0.007834802029381274,0.1
2,within,S,BAL_J,bracket_black,10,0.01462559274050457,0.010877261256356368,0.01711111696432033,0.0015829063628208738,-0.002165425121327327,0.0040684305866366365,0.002001055199620501,0.3
2,within,S,BAL_J,bracket_brown,10,0.04634340490467395,0.03714740198266287,0.05476655664131215,0.011045723928414667,0.0018497210064035846,0.019468875665052864,0.005475677130860013,0.0
2,within,S,BAL_J,bracket_white,10,0.144208340828412,0.10319255643495402,0.17685825645375833,0.01646584665384395,-0.024549937739614017,0.04911576227919029,0.022579580320407775,0.3
2,within,S,BAL_J,connector,10,0.1226111304190872,0.08753978372771176,0.1723878370600109,-0.12223100697273355,-0.157302353664109,-0.07245430033180986,0.024198408643868494,1.0
2,within,S,BAL_J,metal_plate,10,0.8989631496471091,0.889433231096793,0.903976847358004,-0.002919941620059341,-0.012449860170375526,0.002093756090835508,0.004476729626154494,0.7
2,within,S,BAL_J,tubes,10,0.6521615652686699,0.6311070110453244,0.6787099787251611,-0.04334729200668421,-0.06440184623002954,-0.016798878550192797,0.014120722880241377,1.0
2,within,S,TRI_J,bracket_black,10,0.02167223195965168,0.01526661691005625,0.028235925084067467,0.0036166537736786754,-0.0027889612759167542,0.010180346898094463,0.004326164568118288,0.3
2,within,S,TRI_J,bracket_brown,10,0.04919111354162144,0.0393840643678822,0.061391324154204834,0.01188874761103731,0.0020816984372980726,0.024088958223620706,0.00761039801177086,0.0
2,within,S,TRI_J,bracket_white,10,0.15485384439719638,0.11609147453794118,0.1943374835972713,0.01047894644365508,-0.028283423415600098,0.04996258564373002,0.023812230873532094,0.3
2,within,S,TRI_J,connector,10,0.11155748823667593,0.07943964193178743,0.17064975627383572,-0.13631662388715166,-0.16843447019204016,-0.07722435584999188,0.026396586737688448,1.0
2,within,S,TRI_J,metal_plate,10,0.8654934128593593,0.8543546867504361,0.871084824622066,-0.006354490461978413,-0.017493216570901637,-0.0007630786992717242,0.005544641100684825,1.0
2,within,S,TRI_J,tubes,10,0.6369872738263476,0.6115144635185246,0.6653976464444302,-0.0487944700708994,-0.07426728037872243,-0.020384097452816774,0.015613900225873485,1.0
4,cross,C,A1_J,bracket_black,10,0.13089062158067374,0.11241626051913835,0.17312594312646623,-0.054700872700656544,-0.07317523376219197,-0.012465551154864085,0.018796091844291967,1.0
4,cross,C,A1_J,bracket_brown,10,0.03403729567055662,0.03169648968336345,0.035912623342058,8.519257728243149e-05,-0.002255613409910734,0.0019605202487838133,0.0015502240640606938,0.3
4,cross,C,A1_J,bracket_white,10,0.10071238946893171,0.0866068812801759,0.11915838426097279,0.005350161207262968,-0.008755346981492843,0.02379615599930404,0.010078856230645849,0.3
4,cross,C,A1_J,connector,10,0.3468927545971455,0.31521794843302187,0.36697271926525565,-0.02814681806770155,-0.05982162423182519,-0.0080668533995914,0.016314623818478185,1.0
4,cross,C,A1_J,metal_plate,10,0.8785455952470509,0.8688089403157516,0.8864092034537332,-0.006435853561766481,-0.016172508493065618,0.0014277546449159573,0.005930769419831684,0.9
4,cross,C,A1_J,tubes,10,0.7498751079509491,0.7426229391514717,0.7560106092097368,-0.005165248518489906,-0.012417417317967416,0.0009702527402977168,0.004006383383153555,0.9
4,cross,C,BAL_J,bracket_black,10,0.12770625229906374,0.10935286288264094,0.16260544999788556,-0.058848139584129225,-0.07720152900055204,-0.023948941885307412,0.01657901693120901,1.0
4,cross,C,BAL_J,bracket_brown,10,0.03624029932954548,0.03336574738370665,0.03943277971770715,0.0007303230101919245,-0.002144228935646905,0.003922803398353596,0.0019978919545430894,0.3
4,cross,C,BAL_J,bracket_white,10,0.1040140635820391,0.08592708990716424,0.13492147936965787,0.0069040920100207365,-0.011182881664854136,0.03781150779763949,0.01384201548492469,0.3
4,cross,C,BAL_J,connector,10,0.2825054100541532,0.24515480609043702,0.30276996563572145,-0.038248174558170006,-0.0755987785218862,-0.01798361897660178,0.018068976399020976,1.0
4,cross,C,BAL_J,metal_plate,10,0.9008704507923501,0.893721495313368,0.9078466575359887,-0.00596196641179515,-0.013110921890777227,0.0010142403318434967,0.004722690639451867,0.9
4,cross,C,BAL_J,tubes,10,0.7173113479697042,0.7064246988945637,0.7253019782729893,-0.0046952095543113526,-0.015581858629451828,0.0032954207489737097,0.005744845389022198,0.8
4,cross,C,TRI_J,bracket_black,10,0.15326151955743317,0.13815974840748663,0.17424535939039035,-0.03265227037035196,-0.047754041520298524,-0.011668430537394803,0.011400383189715986,1.0
4,cross,C,TRI_J,bracket_brown,10,0.03894137130762103,0.03574464365039944,0.04261173944489042,0.0005747382380955665,-0.002621989419126017,0.00424510637536496,0.002263636448710495,0.3
4,cross,C,TRI_J,bracket_white,10,0.11480897075853218,0.09582217525452462,0.14846974658049447,0.009893404502698133,-0.009093391001309417,0.043554180324660435,0.014897092200414177,0.3
4,cross,C,TRI_J,connector,10,0.2988100278424829,0.27746832069877664,0.3098704259993433,-0.011477705071351657,-0.03281941221505791,-0.00041730691449126667,0.009359935681651424,1.0
4,cross,C,TRI_J,metal_plate,10,0.883105026919859,0.8793011938287566,0.8881729891048116,-0.0032819614624137405,-0.0070857945535161004,0.0017860007225388719,0.0031483420110345046,0.8
4,cross,C,TRI_J,tubes,10,0.7089944994089978,0.6999223725574862,0.7153371878652149,-0.003993041462214919,-0.013065168313726505,0.002349646994002197,0.004735577478445535,0.8
4,cross,S,BAL_J,bracket_black,10,0.15100886468825175,0.12297547468001709,0.16979599437962792,-0.03554552719494121,-0.06357891720317589,-0.01675839750356506,0.016321025297602137,1.0
4,cross,S,BAL_J,bracket_brown,10,0.035683904308642336,0.0328129877453384,0.0386130198626414,0.00017392798928878017,-0.002696988574015159,0.003103043543287845,0.001835658234775536,0.4
4,cross,S,BAL_J,bracket_white,10,0.11099390008577567,0.0680816161378175,0.14169414625429244,0.01388392851375729,-0.029028355434200875,0.04458417468227406,0.02622737247901396,0.3
4,cross,S,BAL_J,connector,10,0.24900292963316967,0.20708340054452282,0.27660293791146634,-0.07175065497915359,-0.11367018406780041,-0.04415064670085689,0.024724790044140833,1.0
4,cross,S,BAL_J,metal_plate,10,0.8953667658096975,0.8801988796088749,0.9056173460163621,-0.011465651394447806,-0.026633537595270318,-0.0012150711877830789,0.007547237992646148,1.0
4,cross,S,BAL_J,tubes,10,0.7083986366483723,0.6863170460971614,0.7263142941397999,-0.01360792087564323,-0.03568951142685417,0.004307736615784319,0.012113214114297857,0.9
4,cross,S,TRI_J,bracket_black,10,0.15463697804996646,0.12189569604127977,0.16995543426685547,-0.03127681187781871,-0.06401809388650538,-0.01595835566092968,0.015319265541710743,1.0
4,cross,S,TRI_J,bracket_brown,10,0.03842987497752124,0.035371279359391834,0.041241266988465086,6.324190799577925e-05,-0.0029953537101336247,0.0028746339189396272,0.0021385488608632124,0.5
4,cross,S,TRI_J,bracket_white,10,0.1193685576212686,0.06520971465649526,0.16141798722420347,0.014452991365434584,-0.03970585159933877,0.05650242096836944,0.029552530812205706,0.2
4,cross,S,TRI_J,connector,10,0.24242001767235669,0.20057414681030283,0.2735622180823798,-0.06786771524147786,-0.10971358610353171,-0.03672551483145475,0.02342058509808326,1.0
4,cross,S,TRI_J,metal_plate,10,0.8702712673779965,0.8498493797085186,0.8796586376112477,-0.016115721004276128,-0.03653760867375411,-0.00672835077102496,0.009827820550297215,1.0
4,cross,S,TRI_J,tubes,10,0.6987164802615063,0.6768575857163533,0.7155844288003634,-0.014271060609706454,-0.036129955154859394,0.002596887929150693,0.011941541977250385,0.8
4,within,C,A1_J,bracket_black,10,0.14826697343226503,0.12903721251404432,0.16879066988796912,-0.037324520849065276,-0.056554281767286,-0.016800824393361197,0.012344294449813534,1.0
4,within,C,A1_J,bracket_brown,10,0.0382121765877997,0.031183484317849054,0.044982196977662606,0.0042600734945255165,-0.002768618775425131,0.011030093884388421,0.0041073541597865335,0.1
4,within,C,A1_J,bracket_white,10,0.09851685141487364,0.088073068826113,0.10580040018141186,0.003154623153204883,-0.007289159435555748,0.010438171919743111,0.005636225871526214,0.2
4,within,C,A1_J,connector,10,0.2850463636401185,0.22035876403056512,0.34074719365622885,-0.08999320902472852,-0.15468080863428194,-0.0342923790086182,0.03722285887118855,1.0
4,within,C,A1_J,metal_plate,10,0.8825018312675817,0.8765429640873178,0.8871475565669513,-0.002479617541235546,-0.00843848472149944,0.0021661077581340837,0.0033922019931250536,0.8
4,within,C,A1_J,tubes,10,0.760540702437146,0.7518252498618302,0.769264293443912,0.005500345967706854,-0.0032151066076089307,0.014223936974472884,0.0054796788647608966,0.2
4,within,C,BAL_J,bracket_black,10,0.14236768347204715,0.11925919859168499,0.16428202649200924,-0.044186708411145824,-0.06729519329150799,-0.02227236539118374,0.011633144116873988,1.0
4,within,C,BAL_J,bracket_brown,10,0.0402932363562295,0.03240087698809125,0.04763821235391594,0.004783260036875946,-0.0031090993312623064,0.012128236034562381,0.004445556190950824,0.1
4,within,C,BAL_J,bracket_white,10,0.10271646443281893,0.08611063205977293,0.12377572459781185,0.005606492860800555,-0.010999339512245451,0.026665753025793465,0.012256557594069337,0.4
4,within,C,BAL_J,connector,10,0.20513605709427699,0.16547498100047386,0.25426870427479775,-0.11561752751804624,-0.15527860361184936,-0.06648488033752548,0.026438577201814313,1.0
4,within,C,BAL_J,metal_plate,10,0.9045767413129392,0.8984562375130563,0.9095377569462123,-0.002255675891206044,-0.008376179691088947,0.0027053397420671033,0.0032560724537486927,0.8
4,within,C,BAL_J,tubes,10,0.7269222564702944,0.7170324537420717,0.7355079772441997,0.0049156989462788795,-0.0049741037819438505,0.013501419720184149,0.005936729078262857,0.2
4,within,C,TRI_J,bracket_black,10,0.15291484814005674,0.13784280671244137,0.16896635805559032,-0.03299894178772842,-0.04807098321534378,-0.01694743187219483,0.008040507986160902,1.0
4,within,C,TRI_J,bracket_brown,10,0.04252888033296258,0.03597212426280568,0.050065347806754146,0.0041622472634371245,-0.002394508806719778,0.011698714737228687,0.00420044699037042,0.1
4,within,C,TRI_J,bracket_white,10,0.10646572055577001,0.09347392428317633,0.12108507754889444,0.0015501542999359838,-0.011441641972657707,0.016169511293060407,0.010452143967773478,0.4
4,within,C,TRI_J,connector,10,0.2885164770890267,0.2603291205716619,0.3139446771352853,-0.021771255824807843,-0.04995861234217264,0.003656944221450742,0.01917966348029751,0.8
4,within,C,TRI_J,metal_plate,10,0.8886665315238682,0.8849939664717555,0.8925282106104777,0.002279543141595508,-0.001393021910517156,0.006141222228205012,0.002401772969035577,0.2
4,within,C,TRI_J,tubes,10,0.7227988934069784,0.7161485812615731,0.7307736815584639,0.009811352535765672,0.003161040390360359,0.01778614068725115,0.004724708520831438,0.0
4,within,S,BAL_J,bracket_black,10,0.1796147215557601,0.15364672764884094,0.21261253299928665,-0.0069396703274328675,-0.03290766423435204,0.02605814111609367,0.01924458103605177,0.6
4,within,S,BAL_J,bracket_brown,10,0.04258531982737599,0.03532583136695105,0.05562867616006896,0.0070753435080224344,-0.00018414495240250822,0.020118699840715404,0.005286932190237266,0.1
4,within,S,BAL_J,bracket_white,10,0.14764249212195651,0.10848565782972688,0.17616694934008026,0.05053252054993812,0.011375686257708503,0.07905697776806188,0.020705124323107917,0.0
4,within,S,BAL_J,connector,10,0.12581627062376743,0.09100803031165901,0.17698954456520397,-0.1949373139885558,-0.22974555430066423,-0.14376404004711926,0.02559353543502977,1.0
4,within,S,BAL_J,metal_plate,10,0.8957769186958162,0.8865307093216982,0.9016900158934738,-0.011055498508329053,-0.020301707882447007,-0.005142401310671452,0.00497402665405122,1.0
4,within,S,BAL_J,tubes,10,0.6823355241667256,0.6652651644438788,0.6973575711771075,-0.03967103335728983,-0.056741393080136704,-0.02464898634690804,0.009836878433360296,1.0
4,within,S,TRI_J,bracket_black,10,0.1779531168411041,0.1516883653793586,0.20669029156514815,-0.00796067308668105,-0.03422542454842656,0.020776501637363,0.018438928240955152,0.5
4,within,S,TRI_J,bracket_brown,10,0.04602472522156297,0.037872635159823816,0.06255718840179648,0.007658092152037513,-0.0004939979097016434,0.024190555332271026,0.006902331462239198,0.1
4,within,S,TRI_J,bracket_white,10,0.1683518492058878,0.13425415697056856,0.2113292713994322,0.0634362829500538,0.02933859071473452,0.10641370514359816,0.022101803038594464,0.0
4,within,S,TRI_J,connector,10,0.12141019769059427,0.08526532091285742,0.16369586811832007,-0.1888775352232403,-0.2250224120009771,-0.14659186479551448,0.023727183949930106,1.0
4,within,S,TRI_J,metal_plate,10,0.8659443620643389,0.8559850619330074,0.8743070283585448,-0.020442626317933886,-0.030401926449265315,-0.01207996002372791,0.0062357246873079005,1.0
4,within,S,TRI_J,tubes,10,0.667779411365417,0.6479009872368265,0.6849112962972553,-0.045208129505795815,-0.0650865536343862,-0.02807624457395741,0.010293909257665284,1.0
