shot,category,method,scope,image_index,sample_id,n_pairs,l_correct,j_correct,l_correct_j_wrong,l_wrong_j_correct,both_correct,both_wrong,l_tie,j_tie,any_tie,both_tie,l_correct_rate,j_correct_rate,l_correct_j_wrong_rate,l_wrong_j_correct_rate
2,bracket_white,A1,image,53,bracket_white/test/scratches/010.png,448,447,448,0,1,447,0,0,0,0,0,0.9977678571428571,1.0,0.0,0.002232142857142857
2,bracket_white,A1,image,54,bracket_white/test/scratches/011.png,640,625,628,1,4,624,11,0,0,0,0,0.9765625,0.98125,0.0015625,0.00625
2,bracket_white,A1,image,55,bracket_white/test/scratches/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,A1,image,56,bracket_white/test/scratches/013.png,384,379,377,2,0,377,5,0,0,0,0,0.9869791666666666,0.9817708333333334,0.005208333333333333,0.0
2,bracket_white,A1,image,57,bracket_white/test/scratches/014.png,704,704,704,0,0,704,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,A1,image,58,bracket_white/test/scratches/015.png,448,447,447,0,0,447,1,0,0,0,0,0.9977678571428571,0.9977678571428571,0.0,0.0
2,bracket_white,A1,image,59,bracket_white/test/scratches/016.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,A1,aggregate,-1,__ALL__,9984,9904,9886,29,11,9875,69,0,0,0,0,0.9919871794871795,0.9901842948717948,0.002904647435897436,0.0011017628205128205
2,bracket_white,TRI,image,0,bracket_white/test/defective_painting/000.png,192,192,191,1,0,191,0,0,0,0,0,1.0,0.9947916666666666,0.005208333333333333,0.0
2,bracket_white,TRI,image,1,bracket_white/test/defective_painting/001.png,192,189,189,0,0,189,3,0,0,0,0,0.984375,0.984375,0.0,0.0
2,bracket_white,TRI,image,2,bracket_white/test/defective_painting/002.png,192,190,192,0,2,190,0,0,0,0,0,0.9895833333333334,1.0,0.0,0.010416666666666666
2,bracket_white,TRI,image,3,bracket_white/test/defective_painting/003.png,128,128,126,2,0,126,0,0,0,0,0,1.0,0.984375,0.015625,0.0
2,bracket_white,TRI,image,4,bracket_white/test/defective_painting/004.png,128,123,122,1,0,122,5,0,0,0,0,0.9609375,0.953125,0.0078125,0.0
2,bracket_white,TRI,image,5,bracket_white/test/defective_painting/005.png,128,127,127,0,0,127,1,0,0,0,0,0.9921875,0.9921875,0.0,0.0
2,bracket_white,TRI,image,6,bracket_white/test/defective_painting/006.png,192,192,191,1,0,191,0,0,0,0,0,1.0,0.9947916666666666,0.005208333333333333,0.0
2,bracket_white,TRI,image,7,bracket_white/test/defective_painting/007.png,320,317,313,4,0,313,3,0,0,0,0,0.990625,0.978125,0.0125,0.0
2,bracket_white,TRI,image,8,bracket_white/test/defective_painting/008.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,9,bracket_white/test/defective_painting/009.png,256,256,256,0,0,256,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,10,bracket_white/test/defective_painting/010.png,128,126,122,4,0,122,2,0,0,0,0,0.984375,0.953125,0.03125,0.0
2,bracket_white,TRI,image,11,bracket_white/test/defective_painting/011.png,192,189,189,0,0,189,3,0,0,0,0,0.984375,0.984375,0.0,0.0
2,bracket_white,TRI,image,12,bracket_white/test/defective_painting/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,13,bracket_white/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,14,bracket_white/test/good/001.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,15,bracket_white/test/good/002.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,16,bracket_white/test/good/003.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,17,bracket_white/test/good/004.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,18,bracket_white/test/good/005.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,19,bracket_white/test/good/006.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,20,bracket_white/test/good/007.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,21,bracket_white/test/good/008.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,22,bracket_white/test/good/009.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,23,bracket_white/test/good/010.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,24,bracket_white/test/good/011.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,25,bracket_white/test/good/012.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,26,bracket_white/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,27,bracket_white/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,28,bracket_white/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,29,bracket_white/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,30,bracket_white/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,31,bracket_white/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,32,bracket_white/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,33,bracket_white/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,34,bracket_white/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,35,bracket_white/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,36,bracket_white/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,37,bracket_white/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,38,bracket_white/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,39,bracket_white/test/good/026.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,40,bracket_white/test/good/027.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,41,bracket_white/test/good/028.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,42,bracket_white/test/good/029.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,TRI,image,43,bracket_white/test/scratches/000.png,448,435,430,7,2,428,11,0,0,0,0,0.9709821428571429,0.9598214285714286,0.015625,0.004464285714285714
2,bracket_white,TRI,image,44,bracket_white/test/scratches/001.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,45,bracket_white/test/scratches/002.png,640,621,615,7,1,614,18,0,0,0,0,0.9703125,0.9609375,0.0109375,0.0015625
2,bracket_white,TRI,image,46,bracket_white/test/scratches/003.png,256,256,256,0,0,256,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,47,bracket_white/test/scratches/004.png,384,380,378,2,0,378,4,0,0,0,0,0.9895833333333334,0.984375,0.005208333333333333,0.0
2,bracket_white,TRI,image,48,bracket_white/test/scratches/005.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,49,bracket_white/test/scratches/006.png,384,378,371,7,0,371,6,0,0,0,0,0.984375,0.9661458333333334,0.018229166666666668,0.0
2,bracket_white,TRI,image,50,bracket_white/test/scratches/007.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,51,bracket_white/test/scratches/008.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,52,bracket_white/test/scratches/009.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,53,bracket_white/test/scratches/010.png,448,448,448,0,0,448,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,54,bracket_white/test/scratches/011.png,640,622,627,2,7,620,11,0,0,0,0,0.971875,0.9796875,0.003125,0.0109375
2,bracket_white,TRI,image,55,bracket_white/test/scratches/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,56,bracket_white/test/scratches/013.png,384,378,374,4,0,374,6,0,0,0,0,0.984375,0.9739583333333334,0.010416666666666666,0.0
2,bracket_white,TRI,image,57,bracket_white/test/scratches/014.png,704,704,704,0,0,704,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,TRI,image,58,bracket_white/test/scratches/015.png,448,448,447,1,0,447,0,0,0,0,0,1.0,0.9977678571428571,0.002232142857142857,0.0
2,bracket_white,TRI,image,59,bracket_white/test/scratches/016.png,384,384,383,1,0,383,0,0,0,0,0,1.0,0.9973958333333334,0.0026041666666666665,0.0
2,bracket_white,TRI,aggregate,-1,__ALL__,9984,9899,9867,44,12,9855,73,0,0,0,0,0.9914863782051282,0.98828125,0.004407051282051282,0.001201923076923077
2,bracket_white,BAL,image,0,bracket_white/test/defective_painting/000.png,192,192,191,1,0,191,0,0,0,0,0,1.0,0.9947916666666666,0.005208333333333333,0.0
2,bracket_white,BAL,image,1,bracket_white/test/defective_painting/001.png,192,189,189,0,0,189,3,0,0,0,0,0.984375,0.984375,0.0,0.0
2,bracket_white,BAL,image,2,bracket_white/test/defective_painting/002.png,192,190,192,0,2,190,0,0,0,0,0,0.9895833333333334,1.0,0.0,0.010416666666666666
2,bracket_white,BAL,image,3,bracket_white/test/defective_painting/003.png,128,128,128,0,0,128,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,4,bracket_white/test/defective_painting/004.png,128,124,124,0,0,124,4,0,0,0,0,0.96875,0.96875,0.0,0.0
2,bracket_white,BAL,image,5,bracket_white/test/defective_painting/005.png,128,127,127,0,0,127,1,0,0,0,0,0.9921875,0.9921875,0.0,0.0
2,bracket_white,BAL,image,6,bracket_white/test/defective_painting/006.png,192,192,191,1,0,191,0,0,0,0,0,1.0,0.9947916666666666,0.005208333333333333,0.0
2,bracket_white,BAL,image,7,bracket_white/test/defective_painting/007.png,320,317,314,3,0,314,3,0,0,0,0,0.990625,0.98125,0.009375,0.0
2,bracket_white,BAL,image,8,bracket_white/test/defective_painting/008.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,9,bracket_white/test/defective_painting/009.png,256,256,256,0,0,256,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,10,bracket_white/test/defective_painting/010.png,128,126,123,3,0,123,2,0,0,0,0,0.984375,0.9609375,0.0234375,0.0
2,bracket_white,BAL,image,11,bracket_white/test/defective_painting/011.png,192,189,189,0,0,189,3,0,0,0,0,0.984375,0.984375,0.0,0.0
2,bracket_white,BAL,image,12,bracket_white/test/defective_painting/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,13,bracket_white/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,14,bracket_white/test/good/001.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,15,bracket_white/test/good/002.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,16,bracket_white/test/good/003.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,17,bracket_white/test/good/004.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,18,bracket_white/test/good/005.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,19,bracket_white/test/good/006.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,20,bracket_white/test/good/007.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,21,bracket_white/test/good/008.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,22,bracket_white/test/good/009.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,23,bracket_white/test/good/010.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,24,bracket_white/test/good/011.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,25,bracket_white/test/good/012.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,26,bracket_white/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,27,bracket_white/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,28,bracket_white/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,29,bracket_white/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,30,bracket_white/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,31,bracket_white/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,32,bracket_white/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,33,bracket_white/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,34,bracket_white/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,35,bracket_white/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,36,bracket_white/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,37,bracket_white/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,38,bracket_white/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,39,bracket_white/test/good/026.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,40,bracket_white/test/good/027.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,41,bracket_white/test/good/028.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,42,bracket_white/test/good/029.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,bracket_white,BAL,image,43,bracket_white/test/scratches/000.png,448,439,433,7,1,432,8,0,0,0,0,0.9799107142857143,0.9665178571428571,0.015625,0.002232142857142857
2,bracket_white,BAL,image,44,bracket_white/test/scratches/001.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,45,bracket_white/test/scratches/002.png,640,623,621,6,4,617,13,0,0,0,0,0.9734375,0.9703125,0.009375,0.00625
2,bracket_white,BAL,image,46,bracket_white/test/scratches/003.png,256,256,256,0,0,256,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,47,bracket_white/test/scratches/004.png,384,381,378,3,0,378,3,0,0,0,0,0.9921875,0.984375,0.0078125,0.0
2,bracket_white,BAL,image,48,bracket_white/test/scratches/005.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,49,bracket_white/test/scratches/006.png,384,378,374,4,0,374,6,0,0,0,0,0.984375,0.9739583333333334,0.010416666666666666,0.0
2,bracket_white,BAL,image,50,bracket_white/test/scratches/007.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,51,bracket_white/test/scratches/008.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,52,bracket_white/test/scratches/009.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,53,bracket_white/test/scratches/010.png,448,448,448,0,0,448,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,54,bracket_white/test/scratches/011.png,640,632,630,5,3,627,5,0,0,0,0,0.9875,0.984375,0.0078125,0.0046875
2,bracket_white,BAL,image,55,bracket_white/test/scratches/012.png,320,320,320,0,0,320,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,56,bracket_white/test/scratches/013.png,384,378,374,4,0,374,6,0,0,0,0,0.984375,0.9739583333333334,0.010416666666666666,0.0
2,bracket_white,BAL,image,57,bracket_white/test/scratches/014.png,704,704,704,0,0,704,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,image,58,bracket_white/test/scratches/015.png,448,448,447,1,0,447,0,0,0,0,0,1.0,0.9977678571428571,0.002232142857142857,0.0
2,bracket_white,BAL,image,59,bracket_white/test/scratches/016.png,384,384,384,0,0,384,0,0,0,0,0,1.0,1.0,0.0,0.0
2,bracket_white,BAL,aggregate,-1,__ALL__,9984,9917,9889,38,10,9879,57,0,0,0,0,0.9932892628205128,0.9904847756410257,0.0038060897435897435,0.001001602564102564
2,connector,A1,image,0,connector/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,1,connector/test/good/001.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,2,connector/test/good/002.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,3,connector/test/good/003.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,4,connector/test/good/004.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,5,connector/test/good/005.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,6,connector/test/good/006.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,7,connector/test/good/007.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,8,connector/test/good/008.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,9,connector/test/good/009.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,10,connector/test/good/010.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,11,connector/test/good/011.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,12,connector/test/good/012.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,13,connector/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,14,connector/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,15,connector/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,16,connector/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,17,connector/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,18,connector/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,19,connector/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,20,connector/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,21,connector/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,22,connector/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,23,connector/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,24,connector/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,25,connector/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,26,connector/test/good/026.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,27,connector/test/good/027.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,28,connector/test/good/028.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,29,connector/test/good/029.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,A1,image,30,connector/test/parts_mismatch/000.png,2112,1968,1994,18,44,1950,100,0,0,0,0,0.9318181818181818,0.9441287878787878,0.008522727272727272,0.020833333333333332
2,connector,A1,image,31,connector/test/parts_mismatch/001.png,1728,1651,1638,27,14,1624,63,0,0,0,0,0.9554398148148148,0.9479166666666666,0.015625,0.008101851851851851
2,connector,A1,image,32,connector/test/parts_mismatch/002.png,1984,1740,1717,58,35,1682,209,0,0,0,0,0.8770161290322581,0.8654233870967742,0.029233870967741934,0.017641129032258066
2,connector,A1,image,33,connector/test/parts_mismatch/003.png,1984,1936,1903,42,9,1894,39,0,0,0,0,0.9758064516129032,0.9591733870967742,0.021169354838709676,0.0045362903225806455
2,connector,A1,image,34,connector/test/parts_mismatch/004.png,1792,1622,1578,55,11,1567,159,0,0,0,0,0.9051339285714286,0.8805803571428571,0.030691964285714284,0.006138392857142857
2,connector,A1,image,35,connector/test/parts_mismatch/005.png,1600,1447,1394,62,9,1385,144,0,0,0,0,0.904375,0.87125,0.03875,0.005625
2,connector,A1,image,36,connector/test/parts_mismatch/006.png,1792,1649,1633,43,27,1606,116,0,0,0,0,0.9202008928571429,0.9112723214285714,0.023995535714285716,0.015066964285714286
2,connector,A1,image,37,connector/test/parts_mismatch/007.png,1536,1477,1466,22,11,1455,48,0,0,0,0,0.9615885416666666,0.9544270833333334,0.014322916666666666,0.007161458333333333
2,connector,A1,image,38,connector/test/parts_mismatch/008.png,1408,1147,1114,59,26,1088,235,0,0,0,0,0.8146306818181818,0.7911931818181818,0.04190340909090909,0.018465909090909092
2,connector,A1,image,39,connector/test/parts_mismatch/009.png,1536,1373,1348,48,23,1325,140,0,0,0,0,0.8938802083333334,0.8776041666666666,0.03125,0.014973958333333334
2,connector,A1,image,40,connector/test/parts_mismatch/010.png,1920,1777,1721,88,32,1689,111,0,0,0,0,0.9255208333333333,0.8963541666666667,0.04583333333333333,0.016666666666666666
2,connector,A1,image,41,connector/test/parts_mismatch/011.png,1792,1668,1646,44,22,1624,102,0,0,0,0,0.9308035714285714,0.9185267857142857,0.024553571428571428,0.012276785714285714
2,connector,A1,image,42,connector/test/parts_mismatch/012.png,1984,1918,1915,14,11,1904,55,0,0,0,0,0.9667338709677419,0.9652217741935484,0.007056451612903226,0.005544354838709678
2,connector,A1,image,43,connector/test/parts_mismatch/013.png,1920,1902,1899,9,6,1893,12,0,0,0,0,0.990625,0.9890625,0.0046875,0.003125
2,connector,A1,aggregate,-1,__ALL__,25088,23275,22966,589,280,22686,1533,0,0,0,0,0.927734375,0.9154177295918368,0.023477359693877552,0.011160714285714286
2,connector,TRI,image,0,connector/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,1,connector/test/good/001.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,2,connector/test/good/002.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,3,connector/test/good/003.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,4,connector/test/good/004.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,5,connector/test/good/005.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,6,connector/test/good/006.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,7,connector/test/good/007.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,8,connector/test/good/008.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,9,connector/test/good/009.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,10,connector/test/good/010.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,11,connector/test/good/011.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,12,connector/test/good/012.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,13,connector/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,14,connector/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,15,connector/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,16,connector/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,17,connector/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,18,connector/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,19,connector/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,20,connector/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,21,connector/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,22,connector/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,23,connector/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,24,connector/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,25,connector/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,26,connector/test/good/026.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,27,connector/test/good/027.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,28,connector/test/good/028.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,29,connector/test/good/029.png,0,0,0,0,0,0,0,0,0,0,0,,,,
2,connector,TRI,image,30,connector/test/parts_mismatch/000.png,2112,1981,1993,29,41,1952,90,0,0,0,0,0.9379734848484849,0.943655303030303,0.013731060606060606,0.019412878787878788
2,connector,TRI,image,31,connector/test/parts_mismatch/001.png,1728,1670,1633,38,1,1632,57,0,0,0,0,0.9664351851851852,0.9450231481481481,0.02199074074074074,0.0005787037037037037
2,connector,TRI,image,32,connector/test/parts_mismatch/002.png,1984,1766,1743,63,40,1703,178,0,0,0,0,0.8901209677419355,0.8785282258064516,0.031754032258064516,0.020161290322580645
2,connector,TRI,image,33,connector/test/parts_mismatch/003.png,1984,1939,1921,37,19,1902,26,0,0,0,0,0.9773185483870968,0.9682459677419355,0.018649193548387098,0.009576612903225807
2,connector,TRI,image,34,connector/test/parts_mismatch/004.png,1792,1630,1559,82,11,1548,151,0,0,0,0,0.9095982142857143,0.8699776785714286,0.04575892857142857,0.006138392857142857
2,connector,TRI,image,35,connector/test/parts_mismatch/005.png,1600,1461,1367,99,5,1362,134,0,0,0,0,0.913125,0.854375,0.061875,0.003125
2,connector,TRI,image,36,connector/test/parts_mismatch/006.png,1792,1657,1624,54,21,1603,114,0,0,0,0,0.9246651785714286,0.90625,0.030133928571428572,0.01171875
2,connector,TRI,image,37,connector/test/parts_mismatch/007.png,1536,1481,1464,27,10,1454,45,0,0,0,0,0.9641927083333334,0.953125,0.017578125,0.006510416666666667
2,connector,TRI,image,38,connector/test/parts_mismatch/008.png,1408,1169,1139,57,27,1112,212,0,0,0,0,0.8302556818181818,0.8089488636363636,0.040482954545454544,0.019176136363636364
2,connector,TRI,image,39,connector/test/parts_mismatch/009.png,1536,1369,1338,60,29,1309,138,0,0,0,0,0.8912760416666666,0.87109375,0.0390625,0.018880208333333332
