method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9869050049093973,0.7242162845507977,0.9489059888197341,0.957427536231884,0.982522712818592,0.935251798561151
S,0.9779642269012707,0.6074576113215654,0.9041213287315474,0.9370471014492754,0.9735127748042776,0.9117647058823529
C,0.977324045163586,0.5033104827470739,0.9192957154064603,0.8890398550724637,0.9505372570544653,0.8840579710144928
A1_J,0.9903581521894629,0.7550403564694392,0.9619872922438202,0.9633152173913044,0.9851831501360323,0.9361702127659574
TRI_J,0.9871075292076862,0.7129875408712127,0.9482526793572221,0.967391304347826,0.9858964509652249,0.9295774647887325
BAL_J,0.9882100229652772,0.7220065575240157,0.9496361699374366,0.9664855072463769,0.986088435118548,0.9361702127659574
DUP_J,0.9894196576007472,0.7440802643152187,0.9577450858870498,0.9583333333333334,0.9832079924498313,0.935251798561151
DUP_BAL_J,0.9903581521894629,0.7550403564694392,0.9619872922438202,0.9633152173913044,0.9851831501360323,0.9361702127659574
DUP_EXPECTED_J,0.9894196576007472,0.7440802643152187,0.9577450858870498,0.9583333333333334,0.9832079924498313,0.935251798561151
A1_J__perm_C_within_p00,0.990381337703492,0.7585912960007933,0.9613853548521366,0.947463768115942,0.9803344498245555,0.9411764705882353
TRI_J__perm_C_within_p00,0.9876711711040264,0.7192946337156749,0.9482703861029838,0.9551630434782609,0.9809074560729275,0.9219858156028369
TRI_J__perm_S_within_p00,0.9753614979483526,0.6790220095310409,0.9064349748176602,0.9583333333333334,0.9830630324378564,0.9241379310344827
BAL_J__perm_C_within_p00,0.9877671234336686,0.7235638591909171,0.9472042170398305,0.9615036231884058,0.9845171546127099,0.9420289855072463
BAL_J__perm_S_within_p00,0.9776104269290058,0.6925467477770311,0.9126053332368422,0.9660326086956522,0.9865653579170558,0.9411764705882353
A1_J__perm_C_cross_p00,0.9898661066580314,0.7523706224788327,0.9592894405554238,0.96875,0.9873409057362016,0.9496402877697843
TRI_J__perm_C_cross_p00,0.9865052999959666,0.7120685807569074,0.9415873068484952,0.9682971014492754,0.9862951089051938,0.937062937062937
TRI_J__perm_S_cross_p00,0.9843505501213744,0.7077091917822161,0.9338586949458346,0.9601449275362319,0.9837112908481301,0.9361702127659574
BAL_J__perm_C_cross_p00,0.9876168562806042,0.7213236402923252,0.948884671021909,0.9728260869565217,0.9888691275172934,0.9489051094890512
BAL_J__perm_S_cross_p00,0.9854856360978128,0.7173267727539038,0.9407403965265279,0.967391304347826,0.9874518204016454,0.9489051094890512
A1_J__perm_C_within_p01,0.9905772561282375,0.7611440180693573,0.9626760224119401,0.9569746376811594,0.9831259277918384,0.9343065693430658
TRI_J__perm_C_within_p01,0.9879228709558643,0.7247046482568087,0.9507899062479274,0.9560688405797102,0.9816340449369103,0.9166666666666666
TRI_J__perm_S_within_p01,0.9773550710349365,0.6849112962972553,0.9121066425244122,0.955163043478261,0.9823973365810977,0.9411764705882353
BAL_J__perm_C_within_p01,0.9881456001517387,0.7301236671169705,0.9513618735102983,0.9633152173913044,0.9852946105890148,0.935251798561151
