dataset,seed,shot,group,metric,contrast,point_delta,mean_delta,ci_low,ci_high,n_replicates,ci_level
ksdd2,0,4,exploratory,pixel_ap,TRI_J - DUP_J,0.0007253233882729138,0.00016977588201089167,-0.01757474700078926,0.019602568028529232,1000,0.95
ksdd2,0,4,exploratory,pixel_ap,TRI_L - DUP_L,0.0043251942860667025,0.00388747628479702,-0.014743795833619878,0.022354331510044945,1000,0.95
ksdd2,0,4,exploratory,pixel_ap,BAL_J - A1_J,0.000978671402333875,0.00021433300271981925,-0.014825804675094863,0.014753090819715752,1000,0.95
ksdd2,0,4,exploratory,pixel_ap,BAL_L - A1_L,0.003318993215415067,0.0026066504600490603,-0.011773988198818627,0.016753014819242604,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,A1_L - A1_J,0.00526665570106899,0.005266373061273471,0.0012218174261528936,0.009784600964096647,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,TRI_L - TRI_J,0.008387876568677344,0.009042653010031,0.0018275187749859615,0.015949242416392857,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,BAL_L - BAL_J,0.009397019557928932,0.009872597329611136,0.002852759076983692,0.016921996840155832,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,DUP_L - DUP_J,0.001229482373165225,0.0011811821721817402,-0.0021539722548145784,0.0046154138156023795,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,DUP_J - A1_J,-0.0020874401917829744,-0.002347834091887125,-0.01166559129996152,0.006929503669716067,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,B - A1_J,-0.03656121122179401,-0.03788383873932376,-0.06668122498397608,-0.01263495033576724,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,S - A1_J,-0.0771181639712697,-0.08152646796986394,-0.13578692446479798,-0.03481509256539349,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,C - A1_J,-0.1032156890507897,-0.10292034288519616,-0.1361302804862227,-0.06744323514147241,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,TRI_J - DUP_J,0.0007149531095574924,-0.0006735862543096335,-0.019978615152871936,0.01680591715889369,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,TRI_L - DUP_L,0.007873347305069611,0.007187884583539627,-0.011603695280514324,0.024812648705955,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,BAL_J - A1_J,0.00012335299220067597,-0.0008656873577123929,-0.017143817547435554,0.01465219429370137,1000,0.95
ksdd2,0,8,exploratory,pixel_ap,BAL_L - A1_L,0.004253716849060618,0.0037405369106252697,-0.011703295282005451,0.018578242794949098,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,A1_L - A1_J,0.0027284030768507384,0.0025501940479516635,-0.001969895289492429,0.007222022716686451,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,TRI_L - TRI_J,0.002936298408944271,0.0028659256075828274,-0.0010964395754453204,0.006528254365117233,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,BAL_L - BAL_J,0.005520807623734525,0.005342475067019622,0.0008428928751272994,0.009528320066243,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,DUP_L - DUP_J,-0.0005716944823407344,-0.0007245739540904538,-0.0039550766703867,0.0023786721992118866,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,DUP_J - A1_J,-0.010922199487650053,-0.011961567629805575,-0.02546868105804735,-0.0012198421362571103,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,B - A1_J,-0.07456166358239524,-0.07796935370344411,-0.11965867551342364,-0.044440970665690714,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,S - A1_J,-0.07508731855458206,-0.07780174283992213,-0.13187516923147205,-0.03462830012274099,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,C - A1_J,-0.14101900118941035,-0.13900894835647915,-0.18751108884269907,-0.08577245829043624,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,TRI_J - DUP_J,0.013925446173139178,0.013533068436769744,-0.0013948258450652503,0.02898406822792613,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,TRI_L - DUP_L,0.017433439064424183,0.017123567998443025,0.002258993321568947,0.03194785060992847,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,BAL_J - A1_J,0.010492155228155053,0.010135117261840272,-0.0018777696535358017,0.0223539909820696,1000,0.95
ksdd2,1,1,exploratory,pixel_ap,BAL_L - A1_L,0.01328455977503884,0.012927398280908232,0.0021526972958564794,0.024555300853569714,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,A1_L - A1_J,0.005943725550029311,0.006219537991747016,0.0011478917111381578,0.012248973274146521,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,TRI_L - TRI_J,0.010211175580985055,0.010475134627051848,0.004725428839824694,0.017556511435268814,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,BAL_L - BAL_J,0.010354715021194338,0.010557506547233328,0.0043941310406606215,0.018431331184684537,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,DUP_L - DUP_J,0.0024813549026014847,0.002705501766075866,-0.0008364375363566789,0.006824422171862021,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,DUP_J - A1_J,-0.027540053768676964,-0.028264568319370582,-0.0457689071961233,-0.013805793401388215,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,B - A1_J,-0.10772726208927763,-0.10950228169954947,-0.15548169716161428,-0.06947915905739384,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,S - A1_J,-0.13461415496877216,-0.13662298345839632,-0.20353935159986158,-0.081580879835707,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,C - A1_J,-0.10377885972123624,-0.10056469383741368,-0.14176901896485722,-0.053005362386206886,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,TRI_J - DUP_J,0.0031926513620551544,0.0031712344059791455,-0.017255618755002693,0.022866045216222177,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,TRI_L - DUP_L,0.010922472040438724,0.010940867266955132,-0.009518256594462864,0.031057936489495175,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,BAL_J - A1_J,0.00030058773797070337,0.00014705294373871885,-0.01396888889328619,0.013905244120553991,1000,0.95
ksdd2,1,2,exploratory,pixel_ap,BAL_L - A1_L,0.004711577209135731,0.004485021499225031,-0.010645340092678313,0.01913453355664937,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,A1_L - A1_J,0.009526630244248935,0.009720572704115577,0.0058504524726031735,0.014461392122395281,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,TRI_L - TRI_J,0.011805306020026385,0.011840295394935783,0.007795700206727702,0.016788994585897544,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,BAL_L - BAL_J,0.014288020826539682,0.01433170003299951,0.009770165615184113,0.02000601590372769,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,DUP_L - DUP_J,0.004975330488861229,0.005108004506622904,0.0022913429905253163,0.008770299926451888,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,DUP_J - A1_J,-0.005162074706341779,-0.0053371684419783235,-0.017602098494482948,0.005755592456787621,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,B - A1_J,-0.044213239529618975,-0.04440921901742266,-0.07706048794266729,-0.015875810377900812,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,S - A1_J,-0.04749500256152417,-0.048853596774833564,-0.09604382327157625,-0.009002674008251787,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,C - A1_J,-0.13057494136015946,-0.1277201056710403,-0.16383066436286978,-0.08900434268691522,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,TRI_J - DUP_J,0.006802660696811458,0.006639139269152267,-0.01155433253158148,0.02412712297511161,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,TRI_L - DUP_L,0.013632636227976613,0.013371430157465145,-0.00618561034532529,0.031223909028184324,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,BAL_J - A1_J,0.0026660105200508877,0.002356737652764937,-0.012013514710513838,0.016746992321324473,1000,0.95
ksdd2,1,4,exploratory,pixel_ap,BAL_L - A1_L,0.007427401102341635,0.00696786498164887,-0.00825733455795721,0.0216776034745169,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,A1_L - A1_J,0.009610519733423972,0.009692279351858705,0.004891716030697025,0.014883421231286718,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,TRI_L - TRI_J,0.009739004183185851,0.0099107251708701,0.005543050356238964,0.015159351555432863,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,BAL_L - BAL_J,0.013513710055511052,0.013583982697886205,0.008290709210980074,0.019810336512666046,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,DUP_L - DUP_J,0.0038068808564928336,0.00386617231669908,0.0005879309917745192,0.007624257325799327,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,DUP_J - A1_J,-0.004821673940170967,-0.004908041836110924,-0.01769514368729957,0.0063844062497376425,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,B - A1_J,-0.04293082600280085,-0.043100966790867404,-0.07546313803327545,-0.014018497253203147,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,S - A1_J,-0.042641690909711594,-0.04362194613769774,-0.0861034788369352,-0.00608128734951769,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,C - A1_J,-0.12840287475042,-0.12609491054783517,-0.1644113823423644,-0.08682004695562914,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,TRI_J - DUP_J,0.007417671045948815,0.00717376705222587,-0.010170033904577233,0.023796189706226493,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,TRI_L - DUP_L,0.013349794372641832,0.013218319906396889,-0.004045592641109577,0.030456566603770586,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,BAL_J - A1_J,0.003675573546973454,0.0033151930062232052,-0.010029179891633799,0.016861123502759957,1000,0.95
ksdd2,1,8,exploratory,pixel_ap,BAL_L - A1_L,0.007578763869060534,0.007206896352250703,-0.0068158770082319305,0.021361770925576732,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,A1_L - A1_J,0.0048547330524240095,0.0045999372772028745,-0.0008937791420778494,0.009608112855422362,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,TRI_L - TRI_J,0.002470165835887328,0.002190547012043968,-0.00252035525608025,0.00706351527472055,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,BAL_L - BAL_J,0.004728695119275317,0.004392771346643828,-0.0014933424373739287,0.010356551046877363,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,DUP_L - DUP_J,0.0017058890688976813,0.001540213248533199,-0.0028208052947744713,0.005504236749757131,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,DUP_J - A1_J,-0.033718564757452274,-0.03490688499286177,-0.05428717210628361,-0.019676557916024927,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,B - A1_J,-0.14971073433439813,-0.15347934040688402,-0.21074093651759018,-0.10538486907247632,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,S - A1_J,-0.03333861627149992,-0.03594889374383994,-0.11038546297353989,0.02882521425680864,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,C - A1_J,-0.13946213680087377,-0.1379428404730213,-0.17919766184596198,-0.09453822500793232,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,TRI_J - DUP_J,0.06845005229708812,0.06867867624401881,0.04725806396440175,0.0935892394838355,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,TRI_L - DUP_L,0.06921432906407776,0.06932901000752958,0.04722968534259507,0.0933586729681236,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,BAL_J - A1_J,0.04757674867192252,0.04707452293467945,0.030625454511285757,0.06507750813882664,1000,0.95
ksdd2,2,1,exploratory,pixel_ap,BAL_L - A1_L,0.04745071073877383,0.04686735700412041,0.030103296299595447,0.06543145020530992,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,A1_L - A1_J,0.0011509357934406106,0.0009005002056979678,-0.005283060528580333,0.00660689507490264,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,TRI_L - TRI_J,0.0057984043067473845,0.005637857694283794,0.000856046680054371,0.010463973968001514,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,BAL_L - BAL_J,0.004232908603824526,0.003967386462250528,-0.0019693710706021298,0.009564687145872835,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,DUP_L - DUP_J,-0.00015864731629999795,-0.0003271358458724918,-0.005027162218115096,0.00428364052199214,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,DUP_J - A1_J,-0.022814668859383325,-0.02384133722121135,-0.039244098327719655,-0.010891873519682177,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,B - A1_J,-0.10138447254654814,-0.10453067813932253,-0.15630474708279857,-0.06341963721807153,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,S - A1_J,-0.06983372110351072,-0.07231481434868056,-0.12791938436207015,-0.02801335781165993,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,C - A1_J,-0.11200564559829762,-0.11020237156189779,-0.1474830059179829,-0.06738834206218743,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,TRI_J - DUP_J,0.020576699697352097,0.020655289984506893,0.004994334262830668,0.037211634027777635,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,TRI_L - DUP_L,0.02653375132039948,0.02662028352466318,0.010211405632050906,0.04581053069831501,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,BAL_J - A1_J,0.012680984962132436,0.012482580838565025,0.00021871456366440373,0.024639225033786287,1000,0.95
ksdd2,2,2,exploratory,pixel_ap,BAL_L - A1_L,0.01576295777251635,0.015549467095117583,0.003932428799086879,0.028680883486259537,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,A1_L - A1_J,0.0032546848470219603,0.0031680886040500278,-0.0021979358245428336,0.008346781442774641,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,TRI_L - TRI_J,0.004147349985531346,0.0039988777798793075,-0.0017484922645698451,0.009753569952313745,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,BAL_L - BAL_J,0.006063886755862002,0.0059525536116649585,-0.0005351519421405428,0.012290633702397342,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,DUP_L - DUP_J,0.001028929905989573,0.0009282298279222483,-0.0030507255112316276,0.0050335954848911785,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,DUP_J - A1_J,-0.012394988253159434,-0.01307747697100007,-0.02778083845594451,-0.001586384008482473,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,B - A1_J,-0.06934641512199546,-0.07141570720843422,-0.11235801704437152,-0.03514765161545118,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,S - A1_J,-0.09073259760510122,-0.092322261032423,-0.14491314490667426,-0.04694950697818445,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,C - A1_J,-0.11166231525504733,-0.10941859640578784,-0.14475610950472956,-0.07040388658262907,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,TRI_J - DUP_J,0.007811348349907821,0.008180032400254895,-0.010489806577253357,0.027325783988237408,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,TRI_L - DUP_L,0.010929768429449593,0.011250680352211955,-0.008155624872008663,0.03082867958666379,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,BAL_J - A1_J,0.00445789549084874,0.004666113614016041,-0.008822643644138733,0.0186706247870148,1000,0.95
ksdd2,2,4,exploratory,pixel_ap,BAL_L - A1_L,0.007267097399688782,0.007450578621630971,-0.00672162639156062,0.022157065145593867,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,A1_L - A1_J,0.00789490253289793,0.007968495492365281,0.0025972747222659694,0.013346952658919749,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,TRI_L - TRI_J,0.009551964301193872,0.009526812479167358,0.005302257683354029,0.01438018374886214,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,BAL_L - BAL_J,0.012620480261405942,0.012704347055560412,0.007192125780878432,0.01831293619382562,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,DUP_L - DUP_J,0.0028509734327263336,0.002925150676080108,-0.0008327974583581726,0.007007536032408511,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,DUP_J - A1_J,-0.010128145888936513,-0.010554565554577112,-0.024161287722512245,0.001172891043088437,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,B - A1_J,-0.06228344841604616,-0.06367925133754233,-0.1004038580531064,-0.030754460044488226,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,S - A1_J,-0.09687845939561845,-0.09829140715647822,-0.15246951364183778,-0.05467097944518799,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,C - A1_J,-0.10807562191013775,-0.10630716123680245,-0.14160091404529979,-0.06968387870628182,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,TRI_J - DUP_J,0.0008555163068962868,0.0012070280672846826,-0.0147136156925424,0.018143535602388367,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,TRI_L - DUP_L,0.007556507175363825,0.007808689870371933,-0.007810205936872087,0.024809907806602614,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,BAL_J - A1_J,-0.00048361723629408715,-0.00030014477697440747,-0.01204513194855815,0.011987668372568455,1000,0.95
ksdd2,2,8,exploratory,pixel_ap,BAL_L - A1_L,0.004241960492213925,0.004435706786220724,-0.007041153721838318,0.01741384549755905,1000,0.95
