method,dataset,seed,shot,category,frame,n_test,grid,map_size,pixel_ap,pixel_auroc,pixel_ap_stride8,pixel_auroc_stride8,image_image_auroc,image_image_ap,image_score,memory_bank_s,scoring_s,evaluation_s,wall_clock_s,s_per_image,peak_gpu_mb,peak_ram_mb,peak_gpu_source,peak_ram_source,timing_sync,memory_bank_rows,reference_ids,rotation,masking
AnomalyDINO_native_dinov2_vits14,visa,0,4,pcb4,canvas,201,32x39,448x546,0.16661605183749958,0.9638369784989498,0.1655380492739844,0.9641831403188247,0.9001980198019801,0.8563905842686954,official mean of the top 1% patch distances,0.327,17.517,3.816,21.659,0.0871,116.12646484375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4992,pcb4/Data/Images/Normal/0138.JPG;pcb4/Data/Images/Normal/0987.JPG;pcb4/Data/Images/Normal/0332.JPG;pcb4/Data/Images/Normal/0511.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,0,4,pipe_fryum,canvas,150,32x36,448x504,0.43808216383080195,0.9907547626983189,0.4364595080628594,0.9907488358331433,0.9264000000000001,0.959355632157999,official mean of the top 1% patch distances,0.314,12.038,2.525,14.878,0.0803,115.142578125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4608,pipe_fryum/Data/Images/Normal/139.JPG;pipe_fryum/Data/Images/Normal/111.JPG;pipe_fryum/Data/Images/Normal/456.JPG;pipe_fryum/Data/Images/Normal/459.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,candle,canvas,200,32x35,448x490,0.2818361935800673,0.983559990119917,0.28316688646074756,0.9837038624579341,0.8402,0.8524185951598834,official mean of the top 1% patch distances,0.076,13.126,3.378,16.58,0.0656,113.77685546875,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1120,candle/Data/Images/Normal/0401.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,capsules,canvas,160,32x48,448x672,0.22260800318303384,0.9539847403786803,0.22685875079760848,0.9548109314444091,0.9615,0.9749884083159912,official mean of the top 1% patch distances,0.101,13.837,3.676,17.614,0.0865,121.4130859375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1536,capsules/Data/Images/Normal/113.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,cashew,canvas,150,32x34,448x476,0.46758073330750927,0.9853491088061247,0.46542260403440927,0.985407733512157,0.9007999999999999,0.9533703316428046,official mean of the top 1% patch distances,0.078,10.158,2.451,12.687,0.0677,113.189453125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1088,cashew/Data/Images/Normal/035.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,chewinggum,canvas,150,32x38,448x532,0.7255254966857709,0.9927249646375533,0.7270814180138598,0.993182385443988,0.982,0.9922956689819276,official mean of the top 1% patch distances,0.081,10.384,2.67,13.135,0.0692,115.705078125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1216,chewinggum/Data/Images/Normal/401.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,fryum,canvas,150,32x48,448x672,0.2909786499423837,0.937284712325044,0.2902178189092548,0.9371985959979694,0.9402,0.9682691368314399,official mean of the top 1% patch distances,0.092,12.86,3.641,16.592,0.0857,121.4130859375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1536,fryum/Data/Images/Normal/035.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,macaroni1,canvas,200,32x48,448x672,0.011260812861881148,0.9279544093464485,0.011522430601126312,0.927248023808124,0.8232,0.8204756095580861,official mean of the top 1% patch distances,0.104,17.14,4.638,21.882,0.0857,121.4130859375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1536,macaroni1/Data/Images/Normal/0401.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,macaroni2,canvas,200,32x48,448x672,0.025717569710341538,0.9762571833916351,0.03583005929815853,0.9804397219330393,0.6387,0.6212778820710614,official mean of the top 1% patch distances,0.104,17.106,4.613,21.823,0.0855,121.4130859375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1536,macaroni2/Data/Images/Normal/0401.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pcb1,canvas,200,32x41,448x574,0.6074175427472392,0.9876291132880709,0.605897109966457,0.9877410234511064,0.9095,0.8733259754487712,official mean of the top 1% patch distances,0.088,15.502,3.981,19.571,0.0775,117.30126953125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1312,pcb1/Data/Images/Normal/0508.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pcb2,canvas,200,32x41,448x574,0.07990801648971341,0.9528697369294568,0.073783877562323,0.9487009402162342,0.7375,0.7065630632018814,official mean of the top 1% patch distances,0.088,17.521,4.49,22.099,0.0876,117.30126953125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1312,pcb2/Data/Images/Normal/0473.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pcb3,canvas,201,32x52,448x728,0.19491954600766426,0.962273248642843,0.2008342779468842,0.9624576226874049,0.8534653465346536,0.8261956113402412,official mean of the top 1% patch distances,0.092,16.513,5.028,21.633,0.0822,125.00732421875,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1664,pcb3/Data/Images/Normal/0508.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pcb4,canvas,201,32x39,448x546,0.11012397488902102,0.9386530563986427,0.10949893163300324,0.9389909645538133,0.9212871287128712,0.8882917626450467,official mean of the top 1% patch distances,0.065,12.805,3.924,16.794,0.0637,116.12646484375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1248,pcb4/Data/Images/Normal/0508.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pipe_fryum,canvas,150,32x36,448x504,0.3289087833806682,0.9803758842507002,0.32611143715936,0.9802223643305,0.9261999999999999,0.9591709327906179,official mean of the top 1% patch distances,0.07,11.618,2.973,14.661,0.0775,115.142578125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,1152,pipe_fryum/Data/Images/Normal/035.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,candle,canvas,200,32x35,448x490,0.31627912245183004,0.9910333837104363,0.3217686577823995,0.9910812718786153,0.8815999999999999,0.8842029101934027,official mean of the top 1% patch distances,0.263,19.024,4.086,23.374,0.0951,113.77685546875,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4480,candle/Data/Images/Normal/0401.JPG;candle/Data/Images/Normal/0814.JPG;candle/Data/Images/Normal/0565.JPG;candle/Data/Images/Normal/0069.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,capsules,canvas,160,32x48,448x672,0.33628077589180294,0.9716896777276878,0.34250307624312576,0.972085070997337,0.9463333333333332,0.9596509555183447,official mean of the top 1% patch distances,0.337,20.458,4.187,24.982,0.1279,121.4130859375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,6144,capsules/Data/Images/Normal/113.JPG;capsules/Data/Images/Normal/393.JPG;capsules/Data/Images/Normal/075.JPG;capsules/Data/Images/Normal/039.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,cashew,canvas,150,32x34,448x476,0.5952017228799356,0.9932639848852827,0.5930505979348663,0.9932437638126533,0.9252,0.9627209569143371,official mean of the top 1% patch distances,0.298,14.737,2.83,17.864,0.0982,113.189453125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4352,cashew/Data/Images/Normal/035.JPG;cashew/Data/Images/Normal/175.JPG;cashew/Data/Images/Normal/219.JPG;cashew/Data/Images/Normal/027.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,chewinggum,canvas,150,32x38,448x532,0.7056208659729392,0.9936677404699608,0.7067146951228322,0.9942775591383792,0.9838,0.9929162759603665,official mean of the top 1% patch distances,0.297,13.148,2.569,16.015,0.0877,115.705078125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4864,chewinggum/Data/Images/Normal/401.JPG;chewinggum/Data/Images/Normal/370.JPG;chewinggum/Data/Images/Normal/320.JPG;chewinggum/Data/Images/Normal/375.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,fryum,canvas,150,32x48,448x672,0.3220771929163921,0.9492956002497694,0.3209335434771341,0.9491587691833145,0.9312,0.9612124312235119,official mean of the top 1% patch distances,0.311,13.89,3.455,17.656,0.0926,121.4130859375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,6144,fryum/Data/Images/Normal/035.JPG;fryum/Data/Images/Normal/175.JPG;fryum/Data/Images/Normal/219.JPG;fryum/Data/Images/Normal/027.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,macaroni1,canvas,200,32x48,448x672,0.08572919044714733,0.9666678311782495,0.08909957089352293,0.9672767143988361,0.8295,0.8238393525264027,official mean of the top 1% patch distances,0.317,18.477,4.464,23.258,0.0924,121.4130859375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,6144,macaroni1/Data/Images/Normal/0401.JPG;macaroni1/Data/Images/Normal/0814.JPG;macaroni1/Data/Images/Normal/0565.JPG;macaroni1/Data/Images/Normal/0069.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,macaroni2,canvas,200,32x48,448x672,0.06862476533149223,0.9838540340771618,0.09080654235176179,0.9850426435447417,0.6990999999999999,0.6574443898082936,official mean of the top 1% patch distances,0.304,18.549,4.449,23.301,0.0927,121.4130859375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,6144,macaroni2/Data/Images/Normal/0401.JPG;macaroni2/Data/Images/Normal/0814.JPG;macaroni2/Data/Images/Normal/0565.JPG;macaroni2/Data/Images/Normal/0069.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pcb1,canvas,200,32x41,448x574,0.7304007384134671,0.9941776546880529,0.7280124538420946,0.9937004090264072,0.8908999999999999,0.8546720018287683,official mean of the top 1% patch distances,0.29,16.301,3.871,20.462,0.0815,117.30126953125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,5248,pcb1/Data/Images/Normal/0508.JPG;pcb1/Data/Images/Normal/0541.JPG;pcb1/Data/Images/Normal/0817.JPG;pcb1/Data/Images/Normal/0312.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pcb2,canvas,200,32x41,448x574,0.13675543248924796,0.9689775988725238,0.1282822254157026,0.9654656199905597,0.8200999999999999,0.7864773258187119,official mean of the top 1% patch distances,0.295,16.443,3.836,20.574,0.0822,117.30126953125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,5248,pcb2/Data/Images/Normal/0473.JPG;pcb2/Data/Images/Normal/0847.JPG;pcb2/Data/Images/Normal/0586.JPG;pcb2/Data/Images/Normal/0069.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pcb3,canvas,201,32x52,448x728,0.23997284715620343,0.975925424151298,0.24704285195675457,0.9760510895985318,0.8724752475247525,0.8699445048123015,official mean of the top 1% patch distances,0.329,20.694,4.903,25.927,0.103,125.00732421875,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,6656,pcb3/Data/Images/Normal/0508.JPG;pcb3/Data/Images/Normal/0541.JPG;pcb3/Data/Images/Normal/0817.JPG;pcb3/Data/Images/Normal/0312.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pcb4,canvas,201,32x39,448x546,0.16240558195218108,0.961561003320219,0.16155222008342052,0.9618798143918403,0.941089108910891,0.9118021914143173,official mean of the top 1% patch distances,0.259,15.386,3.686,19.331,0.0765,116.12646484375,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4992,pcb4/Data/Images/Normal/0508.JPG;pcb4/Data/Images/Normal/0541.JPG;pcb4/Data/Images/Normal/0817.JPG;pcb4/Data/Images/Normal/0312.JPG,False,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pipe_fryum,canvas,150,32x36,448x504,0.4155195256686074,0.9893073097018836,0.4144191021698291,0.9892749027624689,0.9743999999999999,0.9870641659202344,official mean of the top 1% patch distances,0.263,10.605,2.432,13.3,0.0707,115.142578125,1667.1,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,4608,pipe_fryum/Data/Images/Normal/035.JPG;pipe_fryum/Data/Images/Normal/175.JPG;pipe_fryum/Data/Images/Normal/219.JPG;pipe_fryum/Data/Images/Normal/027.JPG,False,False
