method,dataset,seed,shot,n_categories,macro_pixel_ap,macro_pixel_auroc,macro_pixel_ap_stride8,macro_pixel_auroc_stride8,macro_image_auroc,macro_image_ap,mean_memory_bank_s,mean_s_per_image,mean_evaluation_s,mean_wall_clock_s,peak_gpu_mb,peak_ram_mb
AnomalyDINO_native_dinov2_vits14,visa,0,1,12,0.2850155644073163,0.9651466370597633,0.28652651236542565,0.965470549356869,0.869187211221122,0.8681767566166161,0.11591666666666667,0.08025833333333333,3.7905833333333336,18.387249999999998,123.65087890625,1642.6
AnomalyDINO_native_dinov2_vits14,visa,0,4,12,0.3352489803523548,0.9770636871688331,0.3369126951404983,0.9769205050913148,0.8895952420242024,0.8837002654567848,0.3120833333333333,0.10654999999999998,4.022,23.52958333333333,125.00732421875,1667.1
AnomalyDINO_native_dinov2_vits14,visa,1,1,12,0.27889877689877446,0.9649096790429263,0.27968546686526596,0.9650086808197232,0.8695460396039604,0.8697202481656462,0.08658333333333333,0.07786666666666668,3.7885833333333334,17.922583333333336,125.00732421875,1667.1
AnomalyDINO_native_dinov2_vits14,visa,1,4,12,0.3429056467976039,0.9782851035860437,0.3453487947727869,0.9782114690603071,0.8913081408140813,0.887662288494916,0.29691666666666666,0.09170833333333334,3.7306666666666666,20.503666666666664,125.00732421875,1667.1
