dataset,seed,shot,method,metric,n_replicates,n_nan_replicates,n_replicates_with_nan_category
btad,1,8,DUP_J,image_ap,1000,0,0
btad,1,8,DUP_J,image_auroc,1000,0,0
btad,1,8,DUP_BAL_J,pixel_ap,1000,0,0
btad,1,8,DUP_BAL_J,pixel_auroc,1000,0,0
btad,1,8,DUP_BAL_J,image_ap,1000,0,0
btad,1,8,DUP_BAL_J,image_auroc,1000,0,0
btad,1,8,DUP_EXPECTED_J,pixel_ap,1000,0,0
btad,1,8,DUP_EXPECTED_J,pixel_auroc,1000,0,0
btad,1,8,DUP_EXPECTED_J,image_ap,1000,0,0
btad,1,8,DUP_EXPECTED_J,image_auroc,1000,0,0
btad,1,8,A1_L,pixel_ap,1000,0,0
btad,1,8,A1_L,pixel_auroc,1000,0,0
btad,1,8,A1_L,image_ap,1000,0,0
btad,1,8,A1_L,image_auroc,1000,0,0
btad,1,8,DUP_L,pixel_ap,1000,0,0
btad,1,8,DUP_L,pixel_auroc,1000,0,0
btad,1,8,DUP_L,image_ap,1000,0,0
btad,1,8,DUP_L,image_auroc,1000,0,0
btad,1,8,TRI_L,pixel_ap,1000,0,0
btad,1,8,TRI_L,pixel_auroc,1000,0,0
btad,1,8,TRI_L,image_ap,1000,0,0
btad,1,8,TRI_L,image_auroc,1000,0,0
btad,1,8,BAL_L,pixel_ap,1000,0,0
btad,1,8,BAL_L,pixel_auroc,1000,0,0
btad,1,8,BAL_L,image_ap,1000,0,0
btad,1,8,BAL_L,image_auroc,1000,0,0
