category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_bottle,83,1.0,0.9999999999999998,1.0,0.9842469594138217,0.8015079143062873,0.9456453788559103
mvtec_cable,150,0.892616191904048,0.9382078858500977,0.8571428571428571,0.9698341089414462,0.6311912880605592,0.8699064984516849
mvtec_capsule,132,0.6717191862784204,0.8557107437807212,0.9391304347826087,0.9722369008595134,0.2270278364995185,0.8498244182784316
mvtec_carpet,117,0.9887640449438202,0.9966644453100283,0.9772727272727273,0.990116697494055,0.68427876555532,0.9472092820386431
mvtec_grid,78,0.7719298245614036,0.8797778109335745,0.8852459016393444,0.6625387409464631,0.013595787839381441,0.3057082383780455
mvtec_hazelnut,110,0.9635714285714285,0.9771763263003277,0.943661971830986,0.9664406232966832,0.4648089994125766,0.8936411719974666
mvtec_leather,124,1.0,1.0000000000000002,1.0,0.9928654609702267,0.5149231572703429,0.9732007083592005
mvtec_metal_nut,115,0.8294232649071359,0.9496541195165182,0.9299999999999999,0.9261396840545167,0.6672478657358343,0.7504615758215307
mvtec_pill,167,0.8723404255319148,0.9745316531725883,0.9209621993127147,0.9597265343319766,0.7294090572808337,0.9259558652043564
mvtec_screw,160,0.5652797704447632,0.7729934816697828,0.8582089552238806,0.9206105136848425,0.020890831525426132,0.7062331727031167
mvtec_tile,117,0.98989898989899,0.9967957840961481,0.9820359281437125,0.9587311070328607,0.586726338291752,0.8092278880453067
mvtec_toothbrush,42,0.9777777777777779,0.9922939068100358,0.9655172413793104,0.9863079939310462,0.5326320086821326,0.8783099857582372
mvtec_transistor,100,0.9520833333333334,0.9599624930340239,0.9333333333333333,0.9244674616717724,0.5821055444231168,0.827978634458268
mvtec_wood,79,0.9912280701754386,0.9972765757076884,0.9752066115702478,0.9485805438927902,0.5352465875638232,0.8762894845023366
mvtec_zipper,151,0.96875,0.9909746644376871,0.9596774193548387,0.9830122409749535,0.6171770885739485,0.9344375713930366
