dataset,seed,shot,category,method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
ksdd2,0,1,ksdd2,B,0.9824097776640058,0.4746138169216354,0.8779947122229,0.5924375411049835,0.5818181818181818
ksdd2,0,1,ksdd2,S,0.9746959357316167,0.3250453655385469,0.8140024405125076,0.471680324659031,0.5174129353233831
ksdd2,0,1,ksdd2,C,0.9752893924001933,0.48560936838989166,0.8719747813707545,0.7443932019881353,0.7282608695652173
ksdd2,0,1,ksdd2,A1_J,0.9879772483234454,0.6070608221284699,0.9066198901769371,0.7651076116561374,0.7336683417085428
ksdd2,0,1,ksdd2,TRI_J,0.9886612489081787,0.5638876478939163,0.8980882652023592,0.7226838034249001,0.7142857142857142
ksdd2,0,1,ksdd2,BAL_J,0.9897308708123088,0.5989650189056716,0.9045047793369941,0.7743578759162559,0.7575757575757576
ksdd2,0,1,ksdd2,DUP_J,0.9859407112889707,0.572697185332996,0.8974577994712223,0.7086488699852755,0.689655172413793
ksdd2,0,1,ksdd2,DUP_BAL_J,0.9879772483234454,0.6070608221284699,0.9066198901769371,0.7651076116561374,0.7336683417085428
ksdd2,0,1,ksdd2,DUP_EXPECTED_J,0.9859407112889707,0.572697185332996,0.8974577994712223,0.7086488699852755,0.689655172413793
ksdd2,0,1,ksdd2,A1_L,0.9874585413039835,0.6090138891580092,0.9018100467764898,0.7518332403704698,0.7264150943396225
ksdd2,0,1,ksdd2,DUP_L,0.9857186117920915,0.574149841796042,0.8959324791539558,0.7045032823721369,0.683982683982684
ksdd2,0,1,ksdd2,TRI_L,0.9885043008731339,0.5716994926339708,0.8922310351840552,0.7171585540244453,0.7079646017699116
ksdd2,0,1,ksdd2,BAL_L,0.9895182549582455,0.6036472605690824,0.8978340451494814,0.7606200857549936,0.7448979591836734
ksdd2,0,2,ksdd2,B,0.9885244155200962,0.5542317986496219,0.9297640837909295,0.7054000918098513,0.6890756302521008
ksdd2,0,2,ksdd2,S,0.9916859855642547,0.4941975418009068,0.9051759202765914,0.660064832432055,0.7074235807860263
ksdd2,0,2,ksdd2,C,0.9813078492312692,0.5513521884754772,0.9138397396786659,0.8147252350870682,0.7715736040609137
ksdd2,0,2,ksdd2,A1_J,0.9932278468255008,0.6395935296932984,0.9600569452918446,0.8528624577553455,0.7777777777777777
ksdd2,0,2,ksdd2,TRI_J,0.994550661648609,0.6230866022287453,0.9500203376042302,0.8218192259587686,0.7545454545454545
ksdd2,0,2,ksdd2,BAL_J,0.9950103662512724,0.63884370894455,0.959365466748017,0.8547085915563025,0.781725888324873
ksdd2,0,2,ksdd2,DUP_J,0.9915784892193829,0.6221018126390845,0.9474781370754525,0.8133076279655217,0.7445887445887447
ksdd2,0,2,ksdd2,DUP_BAL_J,0.9932278468255008,0.6395935296932984,0.9600569452918446,0.8528624577553455,0.7777777777777777
ksdd2,0,2,ksdd2,DUP_EXPECTED_J,0.9915784892193829,0.6221018126390845,0.9474781370754525,0.8133076279655217,0.7445887445887447
ksdd2,0,2,ksdd2,A1_L,0.9926959249951646,0.6439160694760766,0.9517185275574537,0.8402294194047203,0.7586206896551725
