dataset,seed,shot,contrast,category,point_delta,direction
mpdd,0,2,TRI_L - DUP_L,__macro__,0.004421543310817712,positive
mpdd,0,2,BAL_J - A1_J,bracket_black,-0.0015995231693489657,negative
mpdd,0,2,BAL_J - A1_J,bracket_brown,0.001928095605496144,positive
mpdd,0,2,BAL_J - A1_J,bracket_white,0.021753977616620873,positive
mpdd,0,2,BAL_J - A1_J,connector,-0.0542695649380196,negative
mpdd,0,2,BAL_J - A1_J,metal_plate,0.023492526911273792,positive
mpdd,0,2,BAL_J - A1_J,tubes,-0.03522691147200685,negative
mpdd,0,2,BAL_J - A1_J,__macro__,-0.007320233240997434,negative
mpdd,0,2,BAL_L - A1_L,bracket_black,-0.0018010112449153987,negative
mpdd,0,2,BAL_L - A1_L,bracket_brown,0.0010740121401001668,positive
mpdd,0,2,BAL_L - A1_L,bracket_white,0.025229754813626257,positive
mpdd,0,2,BAL_L - A1_L,connector,-0.04779854194550004,negative
mpdd,0,2,BAL_L - A1_L,metal_plate,0.030671426671789903,positive
mpdd,0,2,BAL_L - A1_L,tubes,-0.02262709489877024,negative
mpdd,0,2,BAL_L - A1_L,__macro__,-0.0025419090772782252,negative
mpdd,0,4,A1_L - A1_J,bracket_black,-0.016826756115100677,negative
mpdd,0,4,A1_L - A1_J,bracket_brown,0.0035116048882503983,positive
mpdd,0,4,A1_L - A1_J,bracket_white,0.010584404586308535,positive
mpdd,0,4,A1_L - A1_J,connector,0.020680428588846445,positive
mpdd,0,4,A1_L - A1_J,metal_plate,3.0462509239992386e-05,positive
mpdd,0,4,A1_L - A1_J,tubes,0.005670787273254652,positive
mpdd,0,4,A1_L - A1_J,__macro__,0.003941821955133224,positive
mpdd,0,4,TRI_L - TRI_J,bracket_black,-0.011375748788204992,negative
mpdd,0,4,TRI_L - TRI_J,bracket_brown,0.0041426198936296635,positive
mpdd,0,4,TRI_L - TRI_J,bracket_white,0.0270781571144178,positive
mpdd,0,4,TRI_L - TRI_J,connector,0.029531503697022787,positive
mpdd,0,4,TRI_L - TRI_J,metal_plate,0.004209264519491995,positive
mpdd,0,4,TRI_L - TRI_J,tubes,0.013919563503154597,positive
mpdd,0,4,TRI_L - TRI_J,__macro__,0.011250893323251973,positive
mpdd,0,4,BAL_L - BAL_J,bracket_black,-0.01597621806547861,negative
mpdd,0,4,BAL_L - BAL_J,bracket_brown,0.004615908278313791,positive
mpdd,0,4,BAL_L - BAL_J,bracket_white,0.008335100941435039,positive
mpdd,0,4,BAL_L - BAL_J,connector,0.02361661134375681,positive
mpdd,0,4,BAL_L - BAL_J,metal_plate,0.004095962123544572,positive
mpdd,0,4,BAL_L - BAL_J,tubes,0.0183600837223048,positive
mpdd,0,4,BAL_L - BAL_J,__macro__,0.0071745747239794,positive
mpdd,0,4,DUP_L - DUP_J,bracket_black,-0.011092726456036678,negative
mpdd,0,4,DUP_L - DUP_J,bracket_brown,0.0028712429504271775,positive
mpdd,0,4,DUP_L - DUP_J,bracket_white,0.0031839512454246433,positive
mpdd,0,4,DUP_L - DUP_J,connector,0.013717445102658266,positive
mpdd,0,4,DUP_L - DUP_J,metal_plate,-0.0008948227571381473,negative
mpdd,0,4,DUP_L - DUP_J,tubes,0.002782783039526171,positive
mpdd,0,4,DUP_L - DUP_J,__macro__,0.0017613121874769054,positive
mpdd,0,4,DUP_J - A1_J,bracket_black,-0.005280033988790317,negative
mpdd,0,4,DUP_J - A1_J,bracket_brown,0.00268849562699619,positive
mpdd,0,4,DUP_J - A1_J,bracket_white,0.0002766117485964448,positive
mpdd,0,4,DUP_J - A1_J,connector,-0.009030897344738775,negative
mpdd,0,4,DUP_J - A1_J,metal_plate,-0.027025768498331826,negative
mpdd,0,4,DUP_J - A1_J,tubes,-0.01096016004982625,negative
mpdd,0,4,DUP_J - A1_J,__macro__,-0.008221958751015756,negative
mpdd,0,4,TRI_J - DUP_J,bracket_black,0.005602329635245151,positive
mpdd,0,4,TRI_J - DUP_J,bracket_brown,0.0017262919014583572,positive
mpdd,0,4,TRI_J - DUP_J,bracket_white,0.009276726245568842,positive
mpdd,0,4,TRI_J - DUP_J,connector,-0.05572093669198319,negative
mpdd,0,4,TRI_J - DUP_J,metal_plate,0.02843131708778257,positive
mpdd,0,4,TRI_J - DUP_J,tubes,-0.03109270993216029,negative
mpdd,0,4,TRI_J - DUP_J,__macro__,-0.006962830292348093,negative
mpdd,0,4,TRI_L - DUP_L,bracket_black,0.005319307303076837,positive
mpdd,0,4,TRI_L - DUP_L,bracket_brown,0.002997668844660843,positive
mpdd,0,4,TRI_L - DUP_L,bracket_white,0.033170932114562,positive
mpdd,0,4,TRI_L - DUP_L,connector,-0.03990687809761867,negative
mpdd,0,4,TRI_L - DUP_L,metal_plate,0.03353540436441271,positive
mpdd,0,4,TRI_L - DUP_L,tubes,-0.019955929468531863,negative
mpdd,0,4,TRI_L - DUP_L,__macro__,0.0025267508434269766,positive
mpdd,0,4,BAL_J - A1_J,bracket_black,0.0009628976018626612,positive
mpdd,0,4,BAL_J - A1_J,bracket_brown,0.0015581139508778832,positive
mpdd,0,4,BAL_J - A1_J,bracket_white,0.001747743310349631,positive
mpdd,0,4,BAL_J - A1_J,connector,-0.05428603543403043,negative
mpdd,0,4,BAL_J - A1_J,metal_plate,0.021850964104171422,positive
mpdd,0,4,BAL_J - A1_J,tubes,-0.03303380825326785,negative
mpdd,0,4,BAL_J - A1_J,__macro__,-0.010200020786672781,negative
mpdd,0,4,BAL_L - A1_L,bracket_black,0.0018134356514847294,positive
mpdd,0,4,BAL_L - A1_L,bracket_brown,0.0026624173409412755,positive
mpdd,0,4,BAL_L - A1_L,bracket_white,-0.0005015603345238651,negative
mpdd,0,4,BAL_L - A1_L,connector,-0.05134985267912007,negative
mpdd,0,4,BAL_L - A1_L,metal_plate,0.025916463718476,positive
mpdd,0,4,BAL_L - A1_L,tubes,-0.020344511804217702,negative
mpdd,0,4,BAL_L - A1_L,__macro__,-0.006967268017826604,negative
mpdd,0,8,A1_L - A1_J,bracket_black,-0.017189481741349766,negative
mpdd,0,8,A1_L - A1_J,bracket_brown,0.005523579944286289,positive
mpdd,0,8,A1_L - A1_J,bracket_white,0.006752982718204098,positive
mpdd,0,8,A1_L - A1_J,connector,0.0327547138083597,positive
mpdd,0,8,A1_L - A1_J,metal_plate,0.0017891993064689249,positive
mpdd,0,8,A1_L - A1_J,tubes,0.00729139564849135,positive
mpdd,0,8,A1_L - A1_J,__macro__,0.006153731614076767,positive
mpdd,0,8,TRI_L - TRI_J,bracket_black,-0.008504918309873238,negative
mpdd,0,8,TRI_L - TRI_J,bracket_brown,0.004624869005429945,positive
mpdd,0,8,TRI_L - TRI_J,bracket_white,0.02843623965385067,positive
mpdd,0,8,TRI_L - TRI_J,connector,0.05311076225632966,positive
mpdd,0,8,TRI_L - TRI_J,metal_plate,0.004430536173888222,positive
mpdd,0,8,TRI_L - TRI_J,tubes,0.016079867661945357,positive
mpdd,0,8,TRI_L - TRI_J,__macro__,0.01636289274026177,positive
mpdd,0,8,BAL_L - BAL_J,bracket_black,-0.017259024168951004,negative
mpdd,0,8,BAL_L - BAL_J,bracket_brown,0.005174394212195392,positive
mpdd,0,8,BAL_L - BAL_J,bracket_white,0.003425833720633306,positive
mpdd,0,8,BAL_L - BAL_J,connector,0.06359081306835102,positive
mpdd,0,8,BAL_L - BAL_J,metal_plate,0.004947894342060333,positive
mpdd,0,8,BAL_L - BAL_J,tubes,0.019780178291018635,positive
mpdd,0,8,BAL_L - BAL_J,__macro__,0.013276681577551278,positive
mpdd,0,8,DUP_L - DUP_J,bracket_black,-0.00964368867613119,negative
mpdd,0,8,DUP_L - DUP_J,bracket_brown,0.0057462243446476866,positive
mpdd,0,8,DUP_L - DUP_J,bracket_white,0.003688835369455995,positive
mpdd,0,8,DUP_L - DUP_J,connector,0.022972777350137807,positive
mpdd,0,8,DUP_L - DUP_J,metal_plate,-8.063796011370528e-05,negative
mpdd,0,8,DUP_L - DUP_J,tubes,0.0031185951177447047,positive
mpdd,0,8,DUP_L - DUP_J,__macro__,0.004300350924290216,positive
mpdd,0,8,DUP_J - A1_J,bracket_black,-0.0031444007155922438,negative
mpdd,0,8,DUP_J - A1_J,bracket_brown,0.004911113360090293,positive
mpdd,0,8,DUP_J - A1_J,bracket_white,0.01068706098715938,positive
mpdd,0,8,DUP_J - A1_J,connector,-0.018403764131190936,negative
mpdd,0,8,DUP_J - A1_J,metal_plate,-0.024725601891097626,negative
mpdd,0,8,DUP_J - A1_J,tubes,-0.008479659208717183,negative
mpdd,0,8,DUP_J - A1_J,__macro__,-0.006525875266558053,negative
mpdd,0,8,TRI_J - DUP_J,bracket_black,-0.0008767177371458434,negative
mpdd,0,8,TRI_J - DUP_J,bracket_brown,0.00023262822969474795,positive
mpdd,0,8,TRI_J - DUP_J,bracket_white,-0.016472404813966612,negative
mpdd,0,8,TRI_J - DUP_J,connector,-0.0008786167546875334,negative
mpdd,0,8,TRI_J - DUP_J,metal_plate,0.028412343817528662,positive
mpdd,0,8,TRI_J - DUP_J,tubes,-0.031065359301507556,negative
mpdd,0,8,TRI_J - DUP_J,__macro__,-0.0034413544266806892,negative
mpdd,0,8,TRI_L - DUP_L,bracket_black,0.00026205262911210836,positive
mpdd,0,8,TRI_L - DUP_L,bracket_brown,-0.0008887271095229937,negative
mpdd,0,8,TRI_L - DUP_L,bracket_white,0.008274999470428063,positive
mpdd,0,8,TRI_L - DUP_L,connector,0.029259368151504317,positive
mpdd,0,8,TRI_L - DUP_L,metal_plate,0.03292351795153059,positive
mpdd,0,8,TRI_L - DUP_L,tubes,-0.018104086757306903,negative
mpdd,0,8,TRI_L - DUP_L,__macro__,0.008621187389290864,positive
mpdd,0,8,BAL_J - A1_J,bracket_black,-0.00174527678632716,negative
mpdd,0,8,BAL_J - A1_J,bracket_brown,0.0009182154523722091,positive
mpdd,0,8,BAL_J - A1_J,bracket_white,-0.018562982304348996,negative
mpdd,0,8,BAL_J - A1_J,connector,-0.017058618240325507,negative
mpdd,0,8,BAL_J - A1_J,metal_plate,0.02248342223745503,positive
mpdd,0,8,BAL_J - A1_J,tubes,-0.031125609131205434,negative
mpdd,0,8,BAL_J - A1_J,__macro__,-0.00751514146206331,negative
mpdd,0,8,BAL_L - A1_L,bracket_black,-0.001814819213928398,negative
mpdd,0,8,BAL_L - A1_L,bracket_brown,0.0005690297202813124,positive
mpdd,0,8,BAL_L - A1_L,bracket_white,-0.021890131301919788,negative
mpdd,0,8,BAL_L - A1_L,connector,0.013777481019665805,positive
mpdd,0,8,BAL_L - A1_L,metal_plate,0.02564211727304644,positive
mpdd,0,8,BAL_L - A1_L,tubes,-0.01863682648867815,negative
mpdd,0,8,BAL_L - A1_L,__macro__,-0.00039219149858879646,negative
mpdd,1,1,A1_L - A1_J,bracket_black,0.0018036871350613354,positive
mpdd,1,1,A1_L - A1_J,bracket_brown,0.00252925425459425,positive
mpdd,1,1,A1_L - A1_J,bracket_white,0.011023067951786973,positive
mpdd,1,1,A1_L - A1_J,connector,0.013071691323443546,positive
mpdd,1,1,A1_L - A1_J,metal_plate,-0.0018553472954074834,negative
mpdd,1,1,A1_L - A1_J,tubes,0.008449762191685584,positive
mpdd,1,1,A1_L - A1_J,__macro__,0.0058370192601940344,positive
mpdd,1,1,TRI_L - TRI_J,bracket_black,-0.0043629841005613235,negative
mpdd,1,1,TRI_L - TRI_J,bracket_brown,0.0031848731593950227,positive
mpdd,1,1,TRI_L - TRI_J,bracket_white,0.010208950507563458,positive
mpdd,1,1,TRI_L - TRI_J,connector,0.023399406762096175,positive
mpdd,1,1,TRI_L - TRI_J,metal_plate,0.003316359798354429,positive
mpdd,1,1,TRI_L - TRI_J,tubes,0.017465439783550973,positive
mpdd,1,1,TRI_L - TRI_J,__macro__,0.00886867431839979,positive
mpdd,1,1,BAL_L - BAL_J,bracket_black,-0.004423418768897763,negative
mpdd,1,1,BAL_L - BAL_J,bracket_brown,0.003947021725428171,positive
mpdd,1,1,BAL_L - BAL_J,bracket_white,0.00950551549372966,positive
mpdd,1,1,BAL_L - BAL_J,connector,0.02833876384100331,positive
mpdd,1,1,BAL_L - BAL_J,metal_plate,0.0017833965654521222,positive
mpdd,1,1,BAL_L - BAL_J,tubes,0.023380774507596458,positive
mpdd,1,1,BAL_L - BAL_J,__macro__,0.010422008894051994,positive
mpdd,1,1,DUP_L - DUP_J,bracket_black,0.00020618276973349836,positive
mpdd,1,1,DUP_L - DUP_J,bracket_brown,0.0017574657102586502,positive
mpdd,1,1,DUP_L - DUP_J,bracket_white,0.016663863550847202,positive
mpdd,1,1,DUP_L - DUP_J,connector,0.004663471299622246,positive
mpdd,1,1,DUP_L - DUP_J,metal_plate,-0.0011453524742237597,negative
mpdd,1,1,DUP_L - DUP_J,tubes,0.0045834257280626955,positive
mpdd,1,1,DUP_L - DUP_J,__macro__,0.0044548427640500885,positive
mpdd,1,1,DUP_J - A1_J,bracket_black,0.015669988906835977,positive
mpdd,1,1,DUP_J - A1_J,bracket_brown,0.0007767695445266079,positive
mpdd,1,1,DUP_J - A1_J,bracket_white,0.008167794585040085,positive
mpdd,1,1,DUP_J - A1_J,connector,-0.018039101851835992,negative
mpdd,1,1,DUP_J - A1_J,metal_plate,-0.026203603609703974,negative
mpdd,1,1,DUP_J - A1_J,tubes,-0.009982547286689125,negative
mpdd,1,1,DUP_J - A1_J,__macro__,-0.004935116618637737,negative
mpdd,1,1,TRI_J - DUP_J,bracket_black,0.0008562899294734527,positive
mpdd,1,1,TRI_J - DUP_J,bracket_brown,0.007424265512019287,positive
mpdd,1,1,TRI_J - DUP_J,bracket_white,-0.007230436468373874,negative
mpdd,1,1,TRI_J - DUP_J,connector,0.008422420315778001,positive
mpdd,1,1,TRI_J - DUP_J,metal_plate,0.02409959109561155,positive
mpdd,1,1,TRI_J - DUP_J,tubes,-0.04373043615581895,negative
mpdd,1,1,TRI_J - DUP_J,__macro__,-0.0016930509618850894,negative
mpdd,1,1,TRI_L - DUP_L,bracket_black,-0.003712876940821369,negative
mpdd,1,1,TRI_L - DUP_L,bracket_brown,0.00885167296115566,positive
mpdd,1,1,TRI_L - DUP_L,bracket_white,-0.013685349511657618,negative
mpdd,1,1,TRI_L - DUP_L,connector,0.02715835577825193,positive
mpdd,1,1,TRI_L - DUP_L,metal_plate,0.02856130336818974,positive
mpdd,1,1,TRI_L - DUP_L,tubes,-0.030848422100330675,negative
mpdd,1,1,TRI_L - DUP_L,__macro__,0.002720780592464611,positive
mpdd,1,1,BAL_J - A1_J,bracket_black,-0.0002673440932452892,negative
mpdd,1,1,BAL_J - A1_J,bracket_brown,0.005473729535931726,positive
mpdd,1,1,BAL_J - A1_J,bracket_white,-0.005305112472263368,negative
mpdd,1,1,BAL_J - A1_J,connector,0.007394619075215603,positive
mpdd,1,1,BAL_J - A1_J,metal_plate,0.019106044755648144,positive
mpdd,1,1,BAL_J - A1_J,tubes,-0.042749739505641315,negative
mpdd,1,1,BAL_J - A1_J,__macro__,-0.0027246337840590835,negative
mpdd,1,1,BAL_L - A1_L,bracket_black,-0.006494449997204388,negative
mpdd,1,1,BAL_L - A1_L,bracket_brown,0.006891497006765647,positive
mpdd,1,1,BAL_L - A1_L,bracket_white,-0.006822664930320681,negative
mpdd,1,1,BAL_L - A1_L,connector,0.022661691592775368,positive
mpdd,1,1,BAL_L - A1_L,metal_plate,0.02274478861650775,positive
mpdd,1,1,BAL_L - A1_L,tubes,-0.02781872718973044,negative
mpdd,1,1,BAL_L - A1_L,__macro__,0.0018603558497988758,positive
mpdd,1,2,A1_L - A1_J,bracket_black,0.0032281445517476914,positive
mpdd,1,2,A1_L - A1_J,bracket_brown,0.0029007978540005544,positive
mpdd,1,2,A1_L - A1_J,bracket_white,0.0016314228235904324,positive
mpdd,1,2,A1_L - A1_J,connector,0.02522988420801453,positive
mpdd,1,2,A1_L - A1_J,metal_plate,0.0005304024688482789,positive
mpdd,1,2,A1_L - A1_J,tubes,0.006833583881918237,positive
mpdd,1,2,A1_L - A1_J,__macro__,0.006725705964686621,positive
mpdd,1,2,TRI_L - TRI_J,bracket_black,0.004924741997520743,positive
mpdd,1,2,TRI_L - TRI_J,bracket_brown,0.0023726764012330717,positive
mpdd,1,2,TRI_L - TRI_J,bracket_white,0.011496674177709498,positive
mpdd,1,2,TRI_L - TRI_J,connector,0.030907744813847948,positive
mpdd,1,2,TRI_L - TRI_J,metal_plate,0.00535967241335622,positive
mpdd,1,2,TRI_L - TRI_J,tubes,0.014338132165054196,positive
mpdd,1,2,TRI_L - TRI_J,__macro__,0.011566606994786946,positive
mpdd,1,2,BAL_L - BAL_J,bracket_black,0.005202529481976317,positive
mpdd,1,2,BAL_L - BAL_J,bracket_brown,0.0024654192550833953,positive
mpdd,1,2,BAL_L - BAL_J,bracket_white,0.00885301933901278,positive
mpdd,1,2,BAL_L - BAL_J,connector,0.038230582152534665,positive
mpdd,1,2,BAL_L - BAL_J,metal_plate,0.004927992782807755,positive
mpdd,1,2,BAL_L - BAL_J,tubes,0.017253177449220947,positive
mpdd,1,2,BAL_L - BAL_J,__macro__,0.012822120076772643,positive
mpdd,1,2,DUP_L - DUP_J,bracket_black,0.004892436724321034,positive
mpdd,1,2,DUP_L - DUP_J,bracket_brown,0.002203577583977684,positive
mpdd,1,2,DUP_L - DUP_J,bracket_white,0.006568947392685133,positive
mpdd,1,2,DUP_L - DUP_J,connector,0.012881021542141435,positive
mpdd,1,2,DUP_L - DUP_J,metal_plate,-0.0007035322125900079,negative
mpdd,1,2,DUP_L - DUP_J,tubes,0.003143080129583864,positive
mpdd,1,2,DUP_L - DUP_J,__macro__,0.004830921860019857,positive
mpdd,1,2,DUP_J - A1_J,bracket_black,0.007831253562831514,positive
mpdd,1,2,DUP_J - A1_J,bracket_brown,0.0007391471727532933,positive
mpdd,1,2,DUP_J - A1_J,bracket_white,-0.006389777277351169,negative
mpdd,1,2,DUP_J - A1_J,connector,-0.003330821606012946,negative
mpdd,1,2,DUP_J - A1_J,metal_plate,-0.027447623302132018,negative
mpdd,1,2,DUP_J - A1_J,tubes,-0.00986571537994041,negative
mpdd,1,2,DUP_J - A1_J,__macro__,-0.006410589471641956,negative
mpdd,1,2,TRI_J - DUP_J,bracket_black,0.005422629509567192,positive
mpdd,1,2,TRI_J - DUP_J,bracket_brown,0.0036416631418917655,positive
mpdd,1,2,TRI_J - DUP_J,bracket_white,-0.000939569132592355,negative
mpdd,1,2,TRI_J - DUP_J,connector,-0.038239551465863,negative
mpdd,1,2,TRI_J - DUP_J,metal_plate,0.029058123712606077,positive
mpdd,1,2,TRI_J - DUP_J,tubes,-0.0386978018780626,negative
mpdd,1,2,TRI_J - DUP_J,__macro__,-0.006625751018742153,negative
mpdd,1,2,TRI_L - DUP_L,bracket_black,0.0054549347827669015,positive
mpdd,1,2,TRI_L - DUP_L,bracket_brown,0.0038107619591471534,positive
mpdd,1,2,TRI_L - DUP_L,bracket_white,0.00398815765243201,positive
mpdd,1,2,TRI_L - DUP_L,connector,-0.020212828194156485,negative
mpdd,1,2,TRI_L - DUP_L,metal_plate,0.035121328338552305,positive
mpdd,1,2,TRI_L - DUP_L,tubes,-0.027502749842592267,negative
mpdd,1,2,TRI_L - DUP_L,__macro__,0.00010993411602493637,positive
mpdd,1,2,BAL_J - A1_J,bracket_black,0.007379600675853207,positive
mpdd,1,2,BAL_J - A1_J,bracket_brown,0.0028754986059856616,positive
mpdd,1,2,BAL_J - A1_J,bracket_white,-0.0033499535678079076,negative
mpdd,1,2,BAL_J - A1_J,connector,-0.047532384422039664,negative
mpdd,1,2,BAL_J - A1_J,metal_plate,0.023416671677296552,positive
mpdd,1,2,BAL_J - A1_J,tubes,-0.03688207162215906,negative
mpdd,1,2,BAL_J - A1_J,__macro__,-0.009015439775478536,negative
mpdd,1,2,BAL_L - A1_L,bracket_black,0.009353985606081833,positive
mpdd,1,2,BAL_L - A1_L,bracket_brown,0.0024401200070685025,positive
mpdd,1,2,BAL_L - A1_L,bracket_white,0.00387164294761444,positive
mpdd,1,2,BAL_L - A1_L,connector,-0.03453168647751953,negative
mpdd,1,2,BAL_L - A1_L,metal_plate,0.02781426199125603,positive
mpdd,1,2,BAL_L - A1_L,tubes,-0.026462478054856353,negative
mpdd,1,2,BAL_L - A1_L,__macro__,-0.0029190256633925132,negative
mpdd,1,4,A1_L - A1_J,bracket_black,5.7035642576183654e-05,positive
mpdd,1,4,A1_L - A1_J,bracket_brown,0.00574594867256515,positive
mpdd,1,4,A1_L - A1_J,bracket_white,-0.01172231612769195,negative
mpdd,1,4,A1_L - A1_J,connector,0.039974935934206646,positive
mpdd,1,4,A1_L - A1_J,metal_plate,0.0008346038622019103,positive
mpdd,1,4,A1_L - A1_J,tubes,0.007812492656654735,positive
mpdd,1,4,A1_L - A1_J,__macro__,0.007117116773418779,positive
mpdd,1,4,TRI_L - TRI_J,bracket_black,0.0026258683913924913,positive
mpdd,1,4,TRI_L - TRI_J,bracket_brown,0.008101581673628858,positive
mpdd,1,4,TRI_L - TRI_J,bracket_white,0.008091259055324762,positive
mpdd,1,4,TRI_L - TRI_J,connector,0.06426584181638095,positive
mpdd,1,4,TRI_L - TRI_J,metal_plate,0.005238128273106102,positive
mpdd,1,4,TRI_L - TRI_J,tubes,0.011790690078971822,positive
mpdd,1,4,TRI_L - TRI_J,__macro__,0.016685561548134165,positive
mpdd,1,4,BAL_L - BAL_J,bracket_black,-0.0020137451656989658,negative
mpdd,1,4,BAL_L - BAL_J,bracket_brown,0.007856083698006645,positive
mpdd,1,4,BAL_L - BAL_J,bracket_white,0.0009579097882968235,positive
mpdd,1,4,BAL_L - BAL_J,connector,0.0795191267896137,positive
mpdd,1,4,BAL_L - BAL_J,metal_plate,0.005144961618926858,positive
mpdd,1,4,BAL_L - BAL_J,tubes,0.014847675681702976,positive
mpdd,1,4,BAL_L - BAL_J,__macro__,0.01771866873514134,positive
mpdd,1,4,DUP_L - DUP_J,bracket_black,-0.002903465122822871,negative
mpdd,1,4,DUP_L - DUP_J,bracket_brown,0.003981056410492206,positive
mpdd,1,4,DUP_L - DUP_J,bracket_white,-0.002015686730283295,negative
mpdd,1,4,DUP_L - DUP_J,connector,0.021131513862864548,positive
mpdd,1,4,DUP_L - DUP_J,metal_plate,-6.527327887140277e-05,negative
mpdd,1,4,DUP_L - DUP_J,tubes,0.003341696112556858,positive
mpdd,1,4,DUP_L - DUP_J,__macro__,0.003911640208989341,positive
mpdd,1,4,DUP_J - A1_J,bracket_black,0.0012913623363487031,positive
mpdd,1,4,DUP_J - A1_J,bracket_brown,0.00534397500468229,positive
mpdd,1,4,DUP_J - A1_J,bracket_white,-0.028298512145726207,negative
mpdd,1,4,DUP_J - A1_J,connector,-0.003093879304745528,negative
mpdd,1,4,DUP_J - A1_J,metal_plate,-0.023678402765182738,negative
mpdd,1,4,DUP_J - A1_J,tubes,-0.009780780802495892,negative
mpdd,1,4,DUP_J - A1_J,__macro__,-0.009702706279519895,negative
mpdd,1,4,TRI_J - DUP_J,bracket_black,0.0015114973469081971,positive
mpdd,1,4,TRI_J - DUP_J,bracket_brown,-0.0016266533838078523,negative
mpdd,1,4,TRI_J - DUP_J,bracket_white,0.008315528871102484,positive
mpdd,1,4,TRI_J - DUP_J,connector,-0.026627466691053814,negative
mpdd,1,4,TRI_J - DUP_J,metal_plate,0.02722953217704016,positive
mpdd,1,4,TRI_J - DUP_J,tubes,-0.03136365184415224,negative
mpdd,1,4,TRI_J - DUP_J,__macro__,-0.003760202253993844,negative
mpdd,1,4,TRI_L - DUP_L,bracket_black,0.007040830861123559,positive
mpdd,1,4,TRI_L - DUP_L,bracket_brown,0.002493871879328799,positive
mpdd,1,4,TRI_L - DUP_L,bracket_white,0.01842247465671054,positive
mpdd,1,4,TRI_L - DUP_L,connector,0.01650686126246259,positive
mpdd,1,4,TRI_L - DUP_L,metal_plate,0.032532933729017666,positive
mpdd,1,4,TRI_L - DUP_L,tubes,-0.022914657877737277,negative
mpdd,1,4,TRI_L - DUP_L,__macro__,0.00901371908515098,positive
mpdd,1,4,BAL_J - A1_J,bracket_black,0.010442134666769035,positive
mpdd,1,4,BAL_J - A1_J,bracket_brown,-0.0017006965264154406,negative
mpdd,1,4,BAL_J - A1_J,bracket_white,-0.018340387907983535,negative
mpdd,1,4,BAL_J - A1_J,connector,-0.02974249876227597,negative
mpdd,1,4,BAL_J - A1_J,metal_plate,0.021523406803554468,positive
mpdd,1,4,BAL_J - A1_J,tubes,-0.030949259926159267,negative
mpdd,1,4,BAL_J - A1_J,__macro__,-0.008127883608751786,negative
mpdd,1,4,BAL_L - A1_L,bracket_black,0.008371353858493885,positive
mpdd,1,4,BAL_L - A1_L,bracket_brown,0.00040943849902605467,positive
mpdd,1,4,BAL_L - A1_L,bracket_white,-0.005660161991994761,negative
mpdd,1,4,BAL_L - A1_L,connector,0.009801692093131087,positive
mpdd,1,4,BAL_L - A1_L,metal_plate,0.025833764560279415,positive
mpdd,1,4,BAL_L - A1_L,tubes,-0.023914076901111025,negative
mpdd,1,4,BAL_L - A1_L,__macro__,0.002473668352970776,positive
mpdd,1,8,A1_L - A1_J,bracket_black,-0.010662954483860704,negative
mpdd,1,8,A1_L - A1_J,bracket_brown,0.012321415740915567,positive
mpdd,1,8,A1_L - A1_J,bracket_white,-0.005641949342049174,negative
mpdd,1,8,A1_L - A1_J,connector,0.03266133598002702,positive
mpdd,1,8,A1_L - A1_J,metal_plate,-0.00021840739666723064,negative
mpdd,1,8,A1_L - A1_J,tubes,0.00805164519496171,positive
mpdd,1,8,A1_L - A1_J,__macro__,0.006085180948887864,positive
mpdd,1,8,TRI_L - TRI_J,bracket_black,-0.0003405694031659856,negative
mpdd,1,8,TRI_L - TRI_J,bracket_brown,0.013705974424200504,positive
mpdd,1,8,TRI_L - TRI_J,bracket_white,-0.021213846996438634,negative
mpdd,1,8,TRI_L - TRI_J,connector,0.05349109916310407,positive
mpdd,1,8,TRI_L - TRI_J,metal_plate,0.00444505314721777,positive
mpdd,1,8,TRI_L - TRI_J,tubes,0.012656113442985784,positive
mpdd,1,8,TRI_L - TRI_J,__macro__,0.010457303962983918,positive
mpdd,1,8,BAL_L - BAL_J,bracket_black,-0.0009546476683676697,negative
mpdd,1,8,BAL_L - BAL_J,bracket_brown,0.015170729700698632,positive
mpdd,1,8,BAL_L - BAL_J,bracket_white,-0.007297716358443923,negative
mpdd,1,8,BAL_L - BAL_J,connector,0.06255092618711083,positive
mpdd,1,8,BAL_L - BAL_J,metal_plate,0.003994433427679689,positive
mpdd,1,8,BAL_L - BAL_J,tubes,0.018844259057489432,positive
mpdd,1,8,BAL_L - BAL_J,__macro__,0.0153846640576945,positive
mpdd,1,8,DUP_L - DUP_J,bracket_black,-0.00897059739558613,negative
mpdd,1,8,DUP_L - DUP_J,bracket_brown,0.008129264728975044,positive
mpdd,1,8,DUP_L - DUP_J,bracket_white,-0.0014711788005176418,negative
mpdd,1,8,DUP_L - DUP_J,connector,0.014930955195880946,positive
mpdd,1,8,DUP_L - DUP_J,metal_plate,-0.0007287070232181447,negative
mpdd,1,8,DUP_L - DUP_J,tubes,0.002736261630847836,positive
mpdd,1,8,DUP_L - DUP_J,__macro__,0.002437666389396985,positive
mpdd,1,8,DUP_J - A1_J,bracket_black,-0.002257001499156183,negative
mpdd,1,8,DUP_J - A1_J,bracket_brown,0.009149417918081576,positive
mpdd,1,8,DUP_J - A1_J,bracket_white,-0.002769196487279524,negative
mpdd,1,8,DUP_J - A1_J,connector,-0.00679735971134926,negative
mpdd,1,8,DUP_J - A1_J,metal_plate,-0.021727322192419907,negative
mpdd,1,8,DUP_J - A1_J,tubes,-0.008228418683265737,negative
