dataset,revision,seed,shot,category,method,stride,pixel_ap,pixel_auroc
mpdd,study,1,4,tubes,D,1,0.7124126348968083,0.9862906759728757
mpdd,study,1,4,tubes,A1_J,1,0.7609784385356345,0.9890372495249136
mpdd,study,1,4,tubes,A1_L,1,0.7680738597824578,0.9908405228682473
mpdd,study,1,4,tubes,DUP_J,1,0.7508971189336913,0.9887061184124322
mpdd,study,1,4,tubes,DUP_L,1,0.7539949814237293,0.9897010065227579
mpdd,study,1,4,tubes,TRI_D_J,1,0.7922955297841192,0.9909362185390099
mpdd,study,1,4,tubes,TRI_D_L,1,0.8158650993953487,0.993806637475884
mpdd,study,1,4,tubes,BAL_D_J,1,0.7944917931579578,0.9912251245134455
mpdd,study,1,4,tubes,BAL_D_L,1,0.8184798481451291,0.9940718495620083
