dataset,revision,seed,shot,category,method,stride,pixel_ap,pixel_auroc
mpdd,study,1,1,metal_plate,D,1,0.932570163677948,0.9881368484034244
mpdd,study,1,1,metal_plate,A1_J,1,0.8772751843511349,0.9749001744326151
mpdd,study,1,1,metal_plate,A1_L,1,0.8754881717000563,0.9760771550664983
mpdd,study,1,1,metal_plate,DUP_J,1,0.8510349186027715,0.967009514149912
mpdd,study,1,1,metal_plate,DUP_L,1,0.8499566327405508,0.9676003690071543
mpdd,study,1,1,metal_plate,TRI_D_J,1,0.9132508250050969,0.9846729598467886
mpdd,study,1,1,metal_plate,TRI_D_L,1,0.9217960901268124,0.9872304940713571
mpdd,study,1,1,metal_plate,BAL_D_J,1,0.9262689972689614,0.9872751210100866
mpdd,study,1,1,metal_plate,BAL_D_L,1,0.9314925583696533,0.9892093550139577
