category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_candle,200,0.8374,0.8299995668245279,0.7889908256880733,0.8517369641753193,0.08268145137847144,0.6578612019659075
mvtec_capsules,160,0.43550000000000005,0.5679590103166198,0.7692307692307693,0.7531613882235179,0.02833441071240545,0.2899162606172091
mvtec_cashew,150,0.809,0.9022762491503253,0.831858407079646,0.9744688632013871,0.605309865570023,0.6651402158665692
mvtec_chewinggum,150,0.8468,0.9329264778200167,0.8472906403940887,0.9690232892566041,0.34876404072726186,0.622262294547252
mvtec_fryum,150,0.6726000000000001,0.8330594089394587,0.8097165991902835,0.8478008984972161,0.3062870228565616,0.47653231275084046
mvtec_macaroni1,200,0.5958000000000001,0.6123140874178992,0.6805555555555556,0.7790434810167204,0.002864033511568491,0.30717266561800355
mvtec_macaroni2,200,0.3887,0.43073474065794026,0.6688963210702341,0.6416903373542838,0.0007276599389774255,0.3610131063695845
mvtec_pcb1,200,0.771,0.7218290795843407,0.8347826086956522,0.9357847918165196,0.16555973892393686,0.6654490574217937
mvtec_pcb2,200,0.6636000000000001,0.6715451410087385,0.6962962962962963,0.8615200151525765,0.02893810654120286,0.4495248746822976
mvtec_pcb3,201,0.6851980198019801,0.7036913461485791,0.6996197718631179,0.908764868131286,0.24562890206931146,0.4864632895690941
mvtec_pcb4,201,0.754950495049505,0.8007303971584006,0.7074235807860262,0.7844472100219199,0.10081799547622555,0.2895460371584641
mvtec_pipe_fryum,150,0.8280000000000001,0.9160907506166738,0.8311688311688312,0.986908045053681,0.6869083618515441,0.7989754669566586
