category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_bottle,83,0.9992063492063492,0.999751984126984,0.9921259842519685,0.9747719167146341,0.6817182805352777,0.8687982865405248
mvtec_cable,150,0.9377811094452774,0.9653164715159068,0.8795811518324607,0.963511098857745,0.5999445514766598,0.8099378753926393
mvtec_capsule,132,0.5983246908655764,0.8583105664322902,0.9083333333333334,0.9290957278014452,0.16273059964348377,0.5438252598832017
mvtec_carpet,117,0.9803370786516852,0.9946511785824805,0.9720670391061451,0.9775543010150259,0.5024803045309425,0.8347228542823861
mvtec_grid,78,0.6407685881370092,0.8095051921135612,0.8571428571428571,0.5986415393418066,0.011845918546647773,0.2491482234387318
mvtec_hazelnut,110,0.9253571428571429,0.9604670361664258,0.8918918918918919,0.9582313139956162,0.3728490371211123,0.7513576663761892
mvtec_leather,124,1.0,1.0000000000000002,1.0,0.9860176213378328,0.3485769942253711,0.9382881282916959
mvtec_metal_nut,115,0.7336265884652982,0.9123734972743143,0.9253731343283582,0.8833451989066137,0.5145027105146612,0.5848533602855648
mvtec_pill,167,0.7460447354064376,0.944801033082431,0.9174917491749176,0.9446024264779963,0.6846589330831855,0.8118672549393172
mvtec_screw,160,0.5292068046730889,0.7607734781197075,0.8530465949820789,0.8290774423361523,0.011445540024956636,0.5077107739070295
mvtec_tile,117,0.9888167388167388,0.9961596421368841,0.9764705882352942,0.937131297118728,0.5628073727733334,0.6796356304825117
mvtec_toothbrush,42,0.8722222222222222,0.9486374716092336,0.9032258064516129,0.9725873499123024,0.4421072039599742,0.6890715861814496
mvtec_transistor,100,0.9375,0.9187762341122822,0.8433734939759036,0.9658974496361695,0.6966998830025611,0.8393496210003366
mvtec_wood,79,0.9771929824561403,0.9924185339923105,0.9661016949152542,0.9180671026632448,0.3988538160855524,0.6875084437491119
mvtec_zipper,151,0.9309348739495799,0.976395327988745,0.959349593495935,0.9363953576084215,0.3113858987189962,0.7951027284070746
