method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9702180230069206,0.4426046323992926,0.8006914785438275,0.5312395754073568,0.5245901639344263
S,0.9905336027133171,0.5589766401129939,0.8661785641651414,0.652720550470681,0.6504854368932038
C,0.9659391679962532,0.452853255087166,0.8115009151921903,0.6866046436702682,0.6896551724137931
A1_J,0.9793638159337621,0.5923152286772166,0.8551759202765915,0.7136845231902943,0.6842105263157896
TRI_J,0.9886116520370792,0.6270466797294867,0.8634329875940615,0.7292349306324388,0.7227722772277227
BAL_J,0.9891763159692246,0.639892131378698,0.8671649379703071,0.7549382254807132,0.73
DUP_J,0.9761375360552473,0.5585968259105292,0.8442953020134226,0.673541421274546,0.649746192893401
DUP_BAL_J,0.9793638159337621,0.5923152286772166,0.8551759202765915,0.7136845231902943,0.6842105263157896
DUP_EXPECTED_J,0.9761375360552473,0.5585968259105292,0.8442953020134226,0.673541421274546,0.649746192893401
A1_L,0.979267348897456,0.5971700275710629,0.8600264388854992,0.7204204017115309,0.7046632124352331
DUP_L,0.9761538328271844,0.5603026395749969,0.8481848688224526,0.6755122016430101,0.6592178770949721
TRI_L,0.9890295010273795,0.6295169600286767,0.8693919056335163,0.7340965920645444,0.7219512195121951
BAL_L,0.9897275273612918,0.6446207709598399,0.8739373601789708,0.7593562974262371,0.7346938775510204
