dataset,seed,shot,category,method,pixel_ap
btad,0,2,03,BAL_J,0.74568608355093868
btad,0,2,03,BAL_L,0.75720424727926705
btad,0,2,03,C,0.234010183185698
btad,0,2,03,DUP_BAL_J,0.74298800811847976
btad,0,2,03,DUP_EXPECTED_J,0.74561466454333269
btad,0,2,03,DUP_J,0.74561466454333269
btad,0,2,03,DUP_L,0.75386922989976279
btad,0,2,03,S,0.70930239105391268
btad,0,2,03,TRI_J,0.75777769342032331
btad,0,2,03,TRI_L,0.76616333133815073
btad,0,4,01,A1_J,0.59729961831776868
btad,0,4,01,A1_L,0.60631462217918208
btad,0,4,01,B,0.5719343397839759
btad,0,4,01,BAL_J,0.57983249972165885
btad,0,4,01,BAL_L,0.58385295413516669
btad,0,4,01,C,0.51782166803139729
btad,0,4,01,DUP_BAL_J,0.59729961831776868
btad,0,4,01,DUP_EXPECTED_J,0.58765508275044986
btad,0,4,01,DUP_J,0.58765508275044986
btad,0,4,01,DUP_L,0.59470714509638967
btad,0,4,01,S,0.36093393435281707
btad,0,4,01,TRI_J,0.56950797500886885
btad,0,4,01,TRI_L,0.56904994386443764
btad,0,4,02,A1_J,0.59797522549574622
btad,0,4,02,A1_L,0.60681724814956584
btad,0,4,02,B,0.56529454036449422
btad,0,4,02,BAL_J,0.63273936652238771
btad,0,4,02,BAL_L,0.64090251393122066
btad,0,4,02,C,0.50328684074727947
btad,0,4,02,DUP_BAL_J,0.59797522549574622
btad,0,4,02,DUP_EXPECTED_J,0.58545114150207112
btad,0,4,02,DUP_J,0.58545114150207112
btad,0,4,02,DUP_L,0.59166732271893352
btad,0,4,02,S,0.60434642894110702
btad,0,4,02,TRI_J,0.62733912121871827
btad,0,4,02,TRI_L,0.63359771700523004
btad,0,4,03,A1_J,0.75981179944151533
btad,0,4,03,A1_L,0.77534218187995063
btad,0,4,03,B,0.74370707582282503
btad,0,4,03,BAL_J,0.75736025692401532
btad,0,4,03,BAL_L,0.76913847105742061
btad,0,4,03,C,0.30600942018038174
btad,0,4,03,DUP_BAL_J,0.75981179944151533
btad,0,4,03,DUP_EXPECTED_J,0.76029526151744453
btad,0,4,03,DUP_J,0.76029526151744453
btad,0,4,03,DUP_L,0.76848769166745534
btad,0,4,03,S,0.71200103948422044
btad,0,4,03,TRI_J,0.76642554812143993
btad,0,4,03,TRI_L,0.77275066819988381
btad,0,8,01,A1_J,0.61325741069966011
btad,0,8,01,A1_L,0.62213279287412526
btad,0,8,01,B,0.59834209024258223
btad,0,8,01,BAL_J,0.59455282072778526
btad,0,8,01,BAL_L,0.59873017806844175
btad,0,8,01,C,0.51749368001534013
btad,0,8,01,DUP_BAL_J,0.61325741069966011
btad,0,8,01,DUP_EXPECTED_J,0.60847463099012622
btad,0,8,01,DUP_J,0.60847463099012622
btad,0,8,01,DUP_L,0.61522558396805072
btad,0,8,01,S,0.40775897796515692
btad,0,8,01,TRI_J,0.58831139943557986
btad,0,8,01,TRI_L,0.59052980968954583
btad,0,8,02,A1_J,0.59127442230465854
btad,0,8,02,A1_L,0.59962801814647237
btad,0,8,02,B,0.55333799192717914
btad,0,8,02,BAL_J,0.62736195616726609
btad,0,8,02,BAL_L,0.63589124182756451
btad,0,8,02,C,0.51527324288184029
btad,0,8,02,DUP_BAL_J,0.59127442230465854
btad,0,8,02,DUP_EXPECTED_J,0.57602726843171048
btad,0,8,02,DUP_J,0.57602726843171048
btad,0,8,02,DUP_L,0.58163974982197697
btad,0,8,02,S,0.59575090932188901
btad,0,8,02,TRI_J,0.62019388467881986
btad,0,8,02,TRI_L,0.62570453753284971
btad,0,8,03,A1_J,0.78564170702278013
btad,0,8,03,A1_L,0.79490040533691708
btad,0,8,03,B,0.76583830779786399
btad,0,8,03,BAL_J,0.77842733675468045
btad,0,8,03,BAL_L,0.7831507291940466
btad,0,8,03,C,0.42398619613925259
btad,0,8,03,DUP_BAL_J,0.78564170702278013
btad,0,8,03,DUP_EXPECTED_J,0.78079797675738138
btad,0,8,03,DUP_J,0.78079797675738138
btad,0,8,03,DUP_L,0.78764886112954957
btad,0,8,03,S,0.71903360765312319
btad,0,8,03,TRI_J,0.78020736831021298
btad,0,8,03,TRI_L,0.78406649799306305
btad,1,1,01,A1_J,0.60948861421330047
btad,1,1,01,A1_L,0.61269010974521987
btad,1,1,01,B,0.58304897345750928
btad,1,1,01,BAL_J,0.58498322894364641
btad,1,1,01,BAL_L,0.59280124880431262
btad,1,1,01,C,0.50156761476839828
btad,1,1,01,DUP_BAL_J,0.60948861421330047
btad,1,1,01,DUP_EXPECTED_J,0.60061681730257266
btad,1,1,01,DUP_J,0.60061681730257266
btad,1,1,01,DUP_L,0.60323237023634713
btad,1,1,01,S,0.40234414618653458
btad,1,1,01,TRI_J,0.57499718434421265
btad,1,1,01,TRI_L,0.5816372833143354
btad,1,1,02,A1_J,0.57538990310100591
btad,1,1,02,A1_L,0.58497713951074237
btad,1,1,02,B,0.53735361021036299
btad,1,1,02,BAL_J,0.62542368618203203
btad,1,1,02,BAL_L,0.63670831978747766
btad,1,1,02,C,0.50383257176840257
btad,1,1,02,DUP_BAL_J,0.57538990310100591
btad,1,1,02,DUP_EXPECTED_J,0.55932436246496076
btad,1,1,02,DUP_J,0.55932436246496076
btad,1,1,02,DUP_L,0.56648498184170826
btad,1,1,02,S,0.62040865991751226
btad,1,1,02,TRI_J,0.6187960025848509
btad,1,1,02,TRI_L,0.62919715236899232
btad,1,1,03,A1_J,0.71714228684441828
btad,1,1,03,A1_L,0.7292217094504958
btad,1,1,03,B,0.68746411171147492
btad,1,1,03,BAL_J,0.71845546301849506
btad,1,1,03,BAL_L,0.7291623499995219
btad,1,1,03,C,0.13654112385798484
btad,1,1,03,DUP_BAL_J,0.71714228684441828
btad,1,1,03,DUP_EXPECTED_J,0.7106453120455053
btad,1,1,03,DUP_J,0.7106453120455053
btad,1,1,03,DUP_L,0.71871371122044503
btad,1,1,03,S,0.65361847520581839
btad,1,1,03,TRI_J,0.72106999291542861
btad,1,1,03,TRI_L,0.72983246329067075
btad,1,2,01,A1_J,0.61051223796996268
btad,1,2,01,A1_L,0.61321655160288957
btad,1,2,01,B,0.58484912997418603
btad,1,2,01,BAL_J,0.58952788305748316
btad,1,2,01,BAL_L,0.59910529472925389
btad,1,2,01,C,0.50217268621741185
btad,1,2,01,DUP_BAL_J,0.61051223796996268
btad,1,2,01,DUP_EXPECTED_J,0.6022119395454878
btad,1,2,01,DUP_J,0.6022119395454878
btad,1,2,01,DUP_L,0.60419807672602388
btad,1,2,01,S,0.42709293179008156
btad,1,2,01,TRI_J,0.58225463537548416
btad,1,2,01,TRI_L,0.59047759781922926
btad,1,2,02,A1_J,0.5769919904501648
btad,1,2,02,A1_L,0.58858890072888237
btad,1,2,02,B,0.54047619936200419
btad,1,2,02,BAL_J,0.62703524107812991
btad,1,2,02,BAL_L,0.63616241442912247
btad,1,2,02,C,0.50555783658101983
btad,1,2,02,DUP_BAL_J,0.5769919904501648
btad,1,2,02,DUP_EXPECTED_J,0.5606455273811739
btad,1,2,02,DUP_J,0.5606455273811739
btad,1,2,02,DUP_L,0.57004443213010025
btad,1,2,02,S,0.61441149514596816
btad,1,2,02,TRI_J,0.62022094249888338
btad,1,2,02,TRI_L,0.62834457234583174
btad,1,2,03,A1_J,0.75377097104732926
btad,1,2,03,A1_L,0.7623231031937564
btad,1,2,03,B,0.71925804994845688
btad,1,2,03,BAL_J,0.74889417755809251
btad,1,2,03,BAL_L,0.75678286933428207
btad,1,2,03,C,0.16792295962614476
btad,1,2,03,DUP_BAL_J,0.75377097104732926
btad,1,2,03,DUP_EXPECTED_J,0.74501376441918454
btad,1,2,03,DUP_J,0.74501376441918454
btad,1,2,03,DUP_L,0.75047421494107625
btad,1,2,03,S,0.67510718050047858
btad,1,2,03,TRI_J,0.74896153824912126
btad,1,2,03,TRI_L,0.75609421885124661
btad,1,4,01,A1_J,0.6185994150051124
btad,1,4,01,A1_L,0.62128491364429661
btad,1,4,01,B,0.59505601903589933
btad,1,4,01,BAL_J,0.60035808944805691
btad,1,4,01,BAL_L,0.60376842179205681
btad,1,4,01,C,0.5097320794060356
btad,1,4,01,DUP_BAL_J,0.6185994150051124
btad,1,4,01,DUP_EXPECTED_J,0.61154397638210778
btad,1,4,01,DUP_J,0.61154397638210778
btad,1,4,01,DUP_L,0.61356437839731948
btad,1,4,01,S,0.43041286996305672
btad,1,4,01,TRI_J,0.5931245447978104
btad,1,4,01,TRI_L,0.59610162990081628
btad,1,4,02,A1_J,0.57044597515236106
btad,1,4,02,A1_L,0.57826181927818587
btad,1,4,02,B,0.52568567015589573
btad,1,4,02,BAL_J,0.6335930737403046
btad,1,4,02,BAL_L,0.63476484786509135
btad,1,4,02,C,0.50949128242841157
btad,1,4,02,DUP_BAL_J,0.57044597515236106
btad,1,4,02,DUP_EXPECTED_J,0.54979915080526542
btad,1,4,02,DUP_J,0.54979915080526542
btad,1,4,02,DUP_L,0.55698155788339554
btad,1,4,02,S,0.61761255140911941
btad,1,4,02,TRI_J,0.62477018127390216
btad,1,4,02,TRI_L,0.62511876997846161
btad,1,4,03,A1_J,0.75836622038328394
btad,1,4,03,A1_L,0.76720734374566346
btad,1,4,03,B,0.72773382393461972
btad,1,4,03,BAL_J,0.75558464227298616
btad,1,4,03,BAL_L,0.7660529567314277
btad,1,4,03,C,0.18275358771700981
btad,1,4,03,DUP_BAL_J,0.75836622038328394
btad,1,4,03,DUP_EXPECTED_J,0.75367768779144018
btad,1,4,03,DUP_J,0.75367768779144018
btad,1,4,03,DUP_L,0.75728259048986746
btad,1,4,03,S,0.7017292189040103
btad,1,4,03,TRI_J,0.7591572139284507
btad,1,4,03,TRI_L,0.76711552398915139
btad,1,8,01,A1_J,0.61999685758685286
btad,1,8,01,A1_L,0.62218340919765436
btad,1,8,01,B,0.5972108045917548
btad,1,8,01,BAL_J,0.59960738196697183
btad,1,8,01,BAL_L,0.60122167979160313
btad,1,8,01,C,0.51765752237829521
btad,1,8,01,DUP_BAL_J,0.61999685758685286
btad,1,8,01,DUP_EXPECTED_J,0.61243059081549733
btad,1,8,01,DUP_J,0.61243059081549733
btad,1,8,01,DUP_L,0.61459333124316085
btad,1,8,01,S,0.42059125601340336
btad,1,8,01,TRI_J,0.59194972867888895
btad,1,8,01,TRI_L,0.59242163401684855
btad,1,8,02,A1_J,0.57542594210528819
btad,1,8,02,A1_L,0.57906484610002096
btad,1,8,02,B,0.52869366708655496
btad,1,8,02,BAL_J,0.63548006122944301
btad,1,8,02,BAL_L,0.63337061399512906
btad,1,8,02,C,0.51224034917337102
btad,1,8,02,DUP_BAL_J,0.57542594210528819
btad,1,8,02,DUP_EXPECTED_J,0.55440738843764603
btad,1,8,02,DUP_J,0.55440738843764603
btad,1,8,02,DUP_L,0.55854006093619124
btad,1,8,02,S,0.61350549194959181
btad,1,8,02,TRI_J,0.62635183421124185
btad,1,8,02,TRI_L,0.62351626509256142
btad,1,8,03,A1_J,0.77506607765510849
btad,1,8,03,A1_L,0.78111802600343361
btad,1,8,03,B,0.74164476093879683
btad,1,8,03,BAL_J,0.77172876502478482
btad,1,8,03,BAL_L,0.77633553386075904
btad,1,8,03,C,0.38644252810375662
btad,1,8,03,DUP_BAL_J,0.77506607765510849
btad,1,8,03,DUP_EXPECTED_J,0.76660898172647751
btad,1,8,03,DUP_J,0.76660898172647751
btad,1,8,03,DUP_L,0.76926119096259038
btad,1,8,03,S,0.71361626345995011
btad,1,8,03,TRI_J,0.77072513379934793
btad,1,8,03,TRI_L,0.77437420797338419
mpdd,0,1,bracket_black,A1_J,0.009200778806786953
mpdd,0,1,bracket_black,A1_L,0.008446912851182365
mpdd,0,1,bracket_black,B,0.026234070007705338
mpdd,0,1,bracket_black,BAL_J,0.0083674346748010987
mpdd,0,1,bracket_black,BAL_L,0.00784848845960044
mpdd,0,1,bracket_black,C,0.0041803791531022224
mpdd,0,1,bracket_black,DUP_BAL_J,0.009200778806786953
mpdd,0,1,bracket_black,DUP_EXPECTED_J,0.011523841617696406
mpdd,0,1,bracket_black,DUP_J,0.011523841617696406
mpdd,0,1,bracket_black,DUP_L,0.010881780419836088
mpdd,0,1,bracket_black,S,0.018834982927822777
mpdd,0,1,bracket_black,TRI_J,0.0098626582142894853
mpdd,0,1,bracket_black,TRI_L,0.0096817435191073279
mpdd,0,1,bracket_brown,A1_J,0.035062103890280215
mpdd,0,1,bracket_brown,A1_L,0.039026799107570051
mpdd,0,1,bracket_brown,B,0.037724766997907673
mpdd,0,1,bracket_brown,BAL_J,0.038629536289166204
mpdd,0,1,bracket_brown,BAL_L,0.042733196575813495
mpdd,0,1,bracket_brown,C,0.030722769582131302
mpdd,0,1,bracket_brown,DUP_BAL_J,0.035062103890280215
mpdd,0,1,bracket_brown,DUP_EXPECTED_J,0.036297845087021906
mpdd,0,1,bracket_brown,DUP_J,0.036297845087021906
mpdd,0,1,bracket_brown,DUP_L,0.039025333219975769
mpdd,0,1,bracket_brown,S,0.046255306754714523
mpdd,0,1,bracket_brown,TRI_J,0.040927775319585302
mpdd,0,1,bracket_brown,TRI_L,0.043948817268199714
mpdd,0,1,bracket_white,A1_J,0.1234492671109861
mpdd,0,1,bracket_white,A1_L,0.13848813402160667
mpdd,0,1,bracket_white,B,0.088747370800648512
mpdd,0,1,bracket_white,BAL_J,0.12709194392359591
mpdd,0,1,bracket_white,BAL_L,0.14533534787788838
mpdd,0,1,bracket_white,C,0.046046801706327564
mpdd,0,1,bracket_white,DUP_BAL_J,0.1234492671109861
mpdd,0,1,bracket_white,DUP_EXPECTED_J,0.11204359262428303
mpdd,0,1,bracket_white,DUP_J,0.11204359262428303
mpdd,0,1,bracket_white,DUP_L,0.12572097527884971
mpdd,0,1,bracket_white,S,0.08459173149900534
mpdd,0,1,bracket_white,TRI_J,0.13135039157364181
mpdd,0,1,bracket_white,TRI_L,0.14984840628352047
mpdd,0,1,connector,A1_J,0.12482894359439317
mpdd,0,1,connector,A1_L,0.12970014186850307
mpdd,0,1,connector,B,0.086257157636181567
mpdd,0,1,connector,BAL_J,0.13539892019246116
mpdd,0,1,connector,BAL_L,0.14811011720727868
mpdd,0,1,connector,C,0.097766829169909003
mpdd,0,1,connector,DUP_BAL_J,0.12482894359439317
mpdd,0,1,connector,DUP_EXPECTED_J,0.10171131087980632
mpdd,0,1,connector,DUP_J,0.10171131087980632
mpdd,0,1,connector,DUP_L,0.10554176103741823
mpdd,0,1,connector,S,0.096527052088810752
mpdd,0,1,connector,TRI_J,0.1142553445024283
mpdd,0,1,connector,TRI_L,0.12538137576257799
mpdd,0,1,metal_plate,A1_J,0.86881986035324432
mpdd,0,1,metal_plate,A1_L,0.86633091311003263
mpdd,0,1,metal_plate,B,0.75598025706702676
mpdd,0,1,metal_plate,BAL_J,0.89043020346899715
mpdd,0,1,metal_plate,BAL_L,0.89593739463481792
mpdd,0,1,metal_plate,C,0.92576762407532509
mpdd,0,1,metal_plate,DUP_BAL_J,0.86881986035324432
mpdd,0,1,metal_plate,DUP_EXPECTED_J,0.82979786688976276
mpdd,0,1,metal_plate,DUP_J,0.82979786688976276
mpdd,0,1,metal_plate,DUP_L,0.82593437850560014
mpdd,0,1,metal_plate,S,0.84231337264845074
mpdd,0,1,metal_plate,TRI_J,0.86026628582620768
mpdd,0,1,metal_plate,TRI_L,0.86688517413394317
mpdd,0,1,tubes,A1_J,0.72509885053018186
mpdd,0,1,tubes,A1_L,0.73404766700297164
mpdd,0,1,tubes,B,0.69460485288802187
mpdd,0,1,tubes,BAL_J,0.69544578540663249
mpdd,0,1,tubes,BAL_L,0.71269129916329998
mpdd,0,1,tubes,C,0.47055204582819182
mpdd,0,1,tubes,DUP_BAL_J,0.72509885053018186
mpdd,0,1,tubes,DUP_EXPECTED_J,0.71438630977627093
mpdd,0,1,tubes,DUP_J,0.71438630977627093
mpdd,0,1,tubes,DUP_L,0.71788342949164197
mpdd,0,1,tubes,S,0.56832585436217198
mpdd,0,1,tubes,TRI_J,0.68494913959835158
mpdd,0,1,tubes,TRI_L,0.69641358715212898
mpdd,0,2,bracket_black,A1_J,0.012453255110288714
mpdd,0,2,bracket_black,A1_L,0.012372890647871317
mpdd,0,2,bracket_black,B,0.043596320956715916
mpdd,0,2,bracket_black,BAL_J,0.011150210646731089
mpdd,0,2,bracket_black,BAL_L,0.010987005379026393
mpdd,0,2,bracket_black,C,0.0049269435617792434
mpdd,0,2,bracket_black,DUP_BAL_J,0.012453255110288714
mpdd,0,2,bracket_black,DUP_EXPECTED_J,0.01759589746202167
mpdd,0,2,bracket_black,DUP_J,0.01759589746202167
mpdd,0,2,bracket_black,DUP_L,0.017932955714594707
mpdd,0,2,bracket_black,S,0.039255095776375169
mpdd,0,2,bracket_black,TRI_J,0.015778689664409824
mpdd,0,2,bracket_black,TRI_L,0.016522854943736887
mpdd,0,2,bracket_brown,A1_J,0.034229539403741856
mpdd,0,2,bracket_brown,A1_L,0.037715726109474573
mpdd,0,2,bracket_brown,B,0.038209587272653396
mpdd,0,2,bracket_brown,BAL_J,0.036013775360606431
mpdd,0,2,bracket_brown,BAL_L,0.039485606643343399
mpdd,0,2,bracket_brown,C,0.029025217702078072
mpdd,0,2,bracket_brown,DUP_BAL_J,0.034229539403741856
mpdd,0,2,bracket_brown,DUP_EXPECTED_J,0.036049261855744197
mpdd,0,2,bracket_brown,DUP_J,0.036049261855744197
mpdd,0,2,bracket_brown,DUP_L,0.038769189377005339
mpdd,0,2,bracket_brown,S,0.043859938820852234
mpdd,0,2,bracket_brown,TRI_J,0.03810516683972013
mpdd,0,2,bracket_brown,TRI_L,0.041845245688050363
mpdd,0,2,bracket_white,A1_J,0.14600696085415851
mpdd,0,2,bracket_white,A1_L,0.15378241932126796
mpdd,0,2,bracket_white,B,0.11098386145652271
mpdd,0,2,bracket_white,BAL_J,0.15930595015678353
mpdd,0,2,bracket_white,BAL_L,0.17751053383436857
mpdd,0,2,bracket_white,C,0.065508917340696526
mpdd,0,2,bracket_white,DUP_BAL_J,0.14600696085415851
mpdd,0,2,bracket_white,DUP_EXPECTED_J,0.1342425179870726
mpdd,0,2,bracket_white,DUP_J,0.1342425179870726
mpdd,0,2,bracket_white,DUP_L,0.14091384525422465
mpdd,0,2,bracket_white,S,0.15110431325717216
mpdd,0,2,bracket_white,TRI_J,0.16355547795608702
mpdd,0,2,bracket_white,TRI_L,0.1845512959026912
mpdd,0,2,connector,A1_J,0.29357683878610652
mpdd,0,2,connector,A1_L,0.32158997098665909
mpdd,0,2,connector,B,0.26397259111030613
mpdd,0,2,connector,BAL_J,0.24156313848949421
mpdd,0,2,connector,BAL_L,0.27584512443836889
mpdd,0,2,connector,C,0.12737111037563675
mpdd,0,2,connector,DUP_BAL_J,0.29357683878610652
mpdd,0,2,connector,DUP_EXPECTED_J,0.28651885946877831
mpdd,0,2,connector,DUP_J,0.28651885946877831
mpdd,0,2,connector,DUP_L,0.29911008508392378
mpdd,0,2,connector,S,0.1650221376082934
mpdd,0,2,connector,TRI_J,0.2406747303309538
mpdd,0,2,connector,TRI_L,0.2681568165442067
mpdd,0,2,metal_plate,A1_J,0.87638657145226717
mpdd,0,2,metal_plate,A1_L,0.86424984502596913
mpdd,0,2,metal_plate,B,0.7497559411150565
mpdd,0,2,metal_plate,BAL_J,0.90011704706937345
mpdd,0,2,metal_plate,BAL_L,0.89527655497270364
mpdd,0,2,metal_plate,C,0.94026548076934635
mpdd,0,2,metal_plate,DUP_BAL_J,0.87638657145226717
mpdd,0,2,metal_plate,DUP_EXPECTED_J,0.83488212869805856
mpdd,0,2,metal_plate,DUP_J,0.83488212869805856
mpdd,0,2,metal_plate,DUP_L,0.82245936900441785
mpdd,0,2,metal_plate,S,0.84018624027783229
mpdd,0,2,metal_plate,TRI_J,0.86873664614306201
mpdd,0,2,metal_plate,TRI_L,0.86422183131903141
mpdd,0,2,tubes,A1_J,0.72808375130958958
mpdd,0,2,tubes,A1_L,0.73689530811946513
mpdd,0,2,tubes,B,0.69929672970238088
mpdd,0,2,tubes,BAL_J,0.69195883625182741
mpdd,0,2,tubes,BAL_L,0.71188905084806764
mpdd,0,2,tubes,C,0.47904798661573977
mpdd,0,2,tubes,DUP_BAL_J,0.72808375130958958
mpdd,0,2,tubes,DUP_EXPECTED_J,0.71815174252813452
mpdd,0,2,tubes,DUP_J,0.71815174252813452
mpdd,0,2,tubes,DUP_L,0.72161068217682689
mpdd,0,2,tubes,S,0.56341126984198464
mpdd,0,2,tubes,TRI_J,0.68236497097066395
mpdd,0,2,tubes,TRI_L,0.69569094420336575
mpdd,0,4,bracket_black,A1_J,0.15745576699200045
mpdd,0,4,bracket_black,A1_L,0.14932059242866577
mpdd,0,4,bracket_black,B,0.14145209765433941
mpdd,0,4,bracket_black,BAL_J,0.15175767410627489
mpdd,0,4,bracket_black,BAL_L,0.13994106806341958
mpdd,0,4,bracket_black,C,0.021172247890448404
mpdd,0,4,bracket_black,DUP_BAL_J,0.15745576699200045
mpdd,0,4,bracket_black,DUP_EXPECTED_J,0.152836175136812
mpdd,0,4,bracket_black,DUP_J,0.152836175136812
mpdd,0,4,bracket_black,DUP_L,0.14781498300839063
mpdd,0,4,bracket_black,S,0.10632353774856459
mpdd,0,4,bracket_black,TRI_J,0.14861906879242087
mpdd,0,4,bracket_black,TRI_L,0.1414279226027165
mpdd,0,4,bracket_brown,A1_J,0.034239841164640329
mpdd,0,4,bracket_brown,A1_L,0.037382506709171898
mpdd,0,4,bracket_brown,B,0.039915052543945874
mpdd,0,4,bracket_brown,BAL_J,0.035708191312529426
mpdd,0,4,bracket_brown,BAL_L,0.040116950498021872
mpdd,0,4,bracket_brown,C,0.02876746898536485
mpdd,0,4,bracket_brown,DUP_BAL_J,0.034239841164640329
mpdd,0,4,bracket_brown,DUP_EXPECTED_J,0.036694637033107685
mpdd,0,4,bracket_brown,DUP_J,0.036694637033107685
mpdd,0,4,bracket_brown,DUP_L,0.039041282515004695
mpdd,0,4,bracket_brown,S,0.046728182679194229
mpdd,0,4,bracket_brown,TRI_J,0.038391056177258916
mpdd,0,4,bracket_brown,TRI_L,0.042341220728676077
mpdd,0,4,bracket_white,A1_J,0.12325964092516042
mpdd,0,4,bracket_white,A1_L,0.1488277832419645
mpdd,0,4,bracket_white,B,0.1114766294310636
mpdd,0,4,bracket_white,BAL_J,0.11191659485684613
mpdd,0,4,bracket_white,BAL_L,0.14867501633518226
mpdd,0,4,bracket_white,C,0.05251609902473317
mpdd,0,4,bracket_white,DUP_BAL_J,0.12325964092516042
mpdd,0,4,bracket_white,DUP_EXPECTED_J,0.12248432556291006
mpdd,0,4,bracket_white,DUP_J,0.12248432556291006
mpdd,0,4,bracket_white,DUP_L,0.13640610357276609
mpdd,0,4,bracket_white,S,0.081375463017989202
mpdd,0,4,bracket_white,TRI_J,0.11123532213382366
mpdd,0,4,bracket_white,TRI_L,0.15479498518244508
mpdd,0,4,connector,A1_J,0.36979680785940555
mpdd,0,4,connector,A1_L,0.38869825004550118
mpdd,0,4,connector,B,0.34009031871239437
mpdd,0,4,connector,BAL_J,0.31790134147223709
mpdd,0,4,connector,BAL_L,0.33819085307682561
mpdd,0,4,connector,C,0.16618359974875868
mpdd,0,4,connector,DUP_BAL_J,0.36979680785940555
mpdd,0,4,connector,DUP_EXPECTED_J,0.35672631511142305
mpdd,0,4,connector,DUP_J,0.35672631511142305
mpdd,0,4,connector,DUP_L,0.37149412901428824
mpdd,0,4,connector,S,0.20312562869949716
mpdd,0,4,connector,TRI_J,0.30527863796223903
mpdd,0,4,connector,TRI_L,0.32928645320893635
mpdd,0,4,metal_plate,A1_J,0.88499368884064955
mpdd,0,4,metal_plate,A1_L,0.88499548649405568
mpdd,0,4,metal_plate,B,0.80556366073438357
mpdd,0,4,metal_plate,BAL_J,0.90698853338725094
mpdd,0,4,metal_plate,BAL_L,0.91101773037675082
mpdd,0,4,metal_plate,C,0.94269719314561073
mpdd,0,4,metal_plate,DUP_BAL_J,0.88499368884064955
mpdd,0,4,metal_plate,DUP_EXPECTED_J,0.85779577832459819
mpdd,0,4,metal_plate,DUP_J,0.85779577832459819
mpdd,0,4,metal_plate,DUP_L,0.8568284592088129
mpdd,0,4,metal_plate,S,0.87463155107890889
mpdd,0,4,metal_plate,TRI_J,0.88643805970848255
mpdd,0,4,metal_plate,TRI_L,0.89051253915823225
mpdd,0,4,tubes,A1_J,0.75221600830408131
mpdd,0,4,tubes,A1_L,0.75836141159125103
mpdd,0,4,tubes,B,0.72243742877977435
