method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9966356923382206,0.7431770020271145,0.993705743509048,0.9331529418828044,0.9
S,0.9973186075516212,0.7142095251365379,0.9959874114870181,0.9515797710620839,0.9354838709677419
C,0.9856502168471633,0.3837568846565377,0.9269079464988198,0.49342112179027575,0.528735632183908
A1_J,0.9976037318780913,0.773444823500166,0.9946498819826908,0.9357062954932658,0.8813559322033899
DUP_J,0.9973354580680428,0.7656647995117625,0.9944138473642801,0.9349397768764706,0.9
TRI_J,0.9978647525629819,0.7694031288297613,0.9966168371361133,0.9524332180310413,0.9206349206349206
BAL_J,0.9978602789732807,0.7690018539221035,0.995200629425649,0.940964252279296,0.9
DUP_BAL_J,0.9976037318780913,0.773444823500166,0.9946498819826908,0.9357062954932658,0.8813559322033899
DUP_EXPECTED_J,0.9973354580680428,0.7656647995117625,0.9944138473642801,0.9349397768764706,0.9
A1_L,0.9980520285833652,0.7810004375575393,0.995200629425649,0.9419392303209024,0.8852459016393444
DUP_L,0.9976940423355749,0.7699531669444865,0.9944925255704169,0.9370456298041123,0.9
TRI_L,0.9981838047103341,0.7746945083823134,0.996852871754524,0.9568291851357122,0.923076923076923
BAL_L,0.9982358607135865,0.7757676634541495,0.9965381589299763,0.952431351404081,0.90625
