method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9851297218027082,0.703349293311438,0.9404424125904624,0.9556159420289856,0.9827321083566108,0.9333333333333332
C,0.9748163579161168,0.4764248833566954,0.9125730563527293,0.8940217391304347,0.9498426873775733,0.8905109489051095
A1_J,0.987871432695141,0.732773252580102,0.9505180720725952,0.9664855072463768,0.9868603575147542,0.9465648854961832
DUP_J,0.987270527244081,0.7229075743257606,0.9468754281171681,0.9556159420289855,0.9832451258222636,0.9393939393939393
DUP_BAL_J,0.987871432695141,0.732773252580102,0.9505180720725952,0.9664855072463768,0.9868603575147542,0.9465648854961832
DUP_EXPECTED_J,0.987270527244081,0.7229075743257606,0.9468754281171681,0.9556159420289855,0.9832451258222636,0.9393939393939393
A1_L,0.9893982342276519,0.7396068739599047,0.9562020442150967,0.9655797101449275,0.9870669596745186,0.9545454545454545
A1_lambda_0.25,0.9891265018749653,0.7388545146759502,0.955260513983927,0.9655797101449276,0.9868051036231182,0.9465648854961832
A1_lambda_0.50,0.9887817792066101,0.7373668350886288,0.9544598636586026,0.9660326086956521,0.9868647190122638,0.9465648854961832
A1_lambda_0.75,0.9883642835656155,0.7353946011106367,0.9530590031965722,0.9660326086956522,0.9868212204695513,0.9465648854961832
