method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9851297218027082,0.703349293311438,0.9404424125904624,0.9556159420289856,0.9827321083566108,0.9333333333333332
C,0.9748163579161168,0.4764248833566954,0.9125730563527293,0.8940217391304347,0.9498426873775733,0.8905109489051095
S,0.9723468454632631,0.5670590223643432,0.8895853444998033,0.9420289855072463,0.975871359980549,0.9147286821705427
A1_J,0.987871432695141,0.732773252580102,0.9505180720725952,0.9664855072463768,0.9868603575147542,0.9465648854961832
TRI_J,0.9837009444391976,0.6842097721998874,0.9337747594922455,0.9719202898550725,0.9882114694528717,0.9393939393939393
BAL_J,0.9846268620702409,0.6958912800818278,0.9366940255047972,0.9755434782608696,0.9899978969961362,0.9481481481481481
DUP_J,0.987270527244081,0.7229075743257606,0.9468754281171681,0.9556159420289855,0.9832451258222636,0.9393939393939393
DUP_BAL_J,0.987871432695141,0.732773252580102,0.9505180720725952,0.9664855072463768,0.9868603575147542,0.9465648854961832
DUP_EXPECTED_J,0.987270527244081,0.7229075743257606,0.9468754281171681,0.9556159420289855,0.9832451258222636,0.9393939393939393
A1_L,0.9893982342276519,0.7396068739599047,0.9562020442150967,0.9655797101449275,0.9870669596745186,0.9545454545454545
DUP_L,0.9880532644593591,0.7260506067374781,0.9522317320884938,0.9601449275362319,0.9848228627831334,0.9465648854961832
DUP_BAL_L,0.9893982342276519,0.7396068739599047,0.9562020442150967,0.9655797101449275,0.9870669596745186,0.9545454545454545
TRI_L,0.9867349065902451,0.6985479049850377,0.9445715953623537,0.9759963768115942,0.9906080474535874,0.9565217391304348
BAL_L,0.9881920296715472,0.7131444090528536,0.9488886816801736,0.9764492753623188,0.9909891072480207,0.9640287769784173
A1_lambda_0.25,0.9891265018749653,0.7388545146759502,0.955260513983927,0.9655797101449276,0.9868051036231182,0.9465648854961832
A1_lambda_0.50,0.9887817792066101,0.7373668350886288,0.9544598636586026,0.9660326086956521,0.9868647190122638,0.9465648854961832
A1_lambda_0.75,0.9883642835656155,0.7353946011106367,0.9530590031965722,0.9660326086956522,0.9868212204695513,0.9465648854961832
TRI_lambda_0.25,0.9861100176745445,0.6959367731795862,0.9414463678693562,0.9728260869565218,0.9893006048357919,0.9496402877697843
TRI_lambda_0.50,0.9853914003471098,0.692629169813494,0.9379893036344399,0.9728260869565217,0.9891026107946959,0.9473684210526315
TRI_lambda_0.75,0.9845870451967045,0.688685775607486,0.9341796678548272,0.9723731884057971,0.9886695683419826,0.9402985074626865
BAL_lambda_0.25,0.9874792344282046,0.7100160833475335,0.9462103789558927,0.9759963768115942,0.9906853566474526,0.9565217391304348
BAL_lambda_0.50,0.9866416036290302,0.7060768676299659,0.9435761443691402,0.975090579710145,0.990114200381898,0.9503546099290779
BAL_lambda_0.75,0.9856874664992349,0.7014353469629453,0.9403493586498864,0.9750905797101449,0.9899699433637056,0.9481481481481481
