dataset,seed,shot,contrast,category,point_delta,direction
mvtec,0,1,DUP_J - A1_J,pill,-0.031996363631101365,negative
mvtec,0,1,DUP_J - A1_J,screw,-0.026641514811131972,negative
mvtec,0,1,DUP_J - A1_J,tile,-0.019015370930848152,negative
mvtec,0,1,DUP_J - A1_J,toothbrush,-0.03662765742021756,negative
mvtec,0,1,DUP_J - A1_J,transistor,-0.005721650545371382,negative
mvtec,0,1,DUP_J - A1_J,wood,-0.010711504008883876,negative
mvtec,0,1,DUP_J - A1_J,zipper,-0.019467518850701027,negative
mvtec,0,1,DUP_J - A1_J,__macro__,-0.012373016800791262,negative
mvtec,0,1,TRI_J - DUP_J,bottle,0.02464798714123484,positive
mvtec,0,1,TRI_J - DUP_J,cable,0.02397315809714229,positive
mvtec,0,1,TRI_J - DUP_J,capsule,0.007836791956839562,positive
mvtec,0,1,TRI_J - DUP_J,carpet,0.05271978286899015,positive
mvtec,0,1,TRI_J - DUP_J,grid,-0.010178756605669803,negative
mvtec,0,1,TRI_J - DUP_J,hazelnut,0.04071155343460564,positive
mvtec,0,1,TRI_J - DUP_J,leather,0.03659467130916416,positive
mvtec,0,1,TRI_J - DUP_J,metal_nut,0.034309492920658546,positive
mvtec,0,1,TRI_J - DUP_J,pill,0.053775990846608,positive
mvtec,0,1,TRI_J - DUP_J,screw,0.0015083980671680153,positive
mvtec,0,1,TRI_J - DUP_J,tile,0.007312123796654135,positive
mvtec,0,1,TRI_J - DUP_J,toothbrush,0.04030014806794968,positive
mvtec,0,1,TRI_J - DUP_J,transistor,0.03551989404679734,positive
mvtec,0,1,TRI_J - DUP_J,wood,0.013737103840136378,positive
mvtec,0,1,TRI_J - DUP_J,zipper,0.017732597489683977,positive
mvtec,0,1,TRI_J - DUP_J,__macro__,0.025366729151864196,positive
mvtec,0,1,TRI_L - DUP_L,bottle,0.02470689835970019,positive
mvtec,0,1,TRI_L - DUP_L,cable,0.031119448010335393,positive
mvtec,0,1,TRI_L - DUP_L,capsule,0.009207799095536873,positive
mvtec,0,1,TRI_L - DUP_L,carpet,0.05152814206531087,positive
mvtec,0,1,TRI_L - DUP_L,grid,-0.014810838143589411,negative
mvtec,0,1,TRI_L - DUP_L,hazelnut,0.04793630060577858,positive
mvtec,0,1,TRI_L - DUP_L,leather,0.030276010666998365,positive
mvtec,0,1,TRI_L - DUP_L,metal_nut,0.04561201970139106,positive
mvtec,0,1,TRI_L - DUP_L,pill,0.06486759487221716,positive
mvtec,0,1,TRI_L - DUP_L,screw,0.01060705085824537,positive
mvtec,0,1,TRI_L - DUP_L,tile,0.009793984381553655,positive
mvtec,0,1,TRI_L - DUP_L,toothbrush,0.04845604876382925,positive
mvtec,0,1,TRI_L - DUP_L,transistor,0.06069751980867555,positive
mvtec,0,1,TRI_L - DUP_L,wood,0.014604345800325103,positive
mvtec,0,1,TRI_L - DUP_L,zipper,0.021562492479633766,positive
mvtec,0,1,TRI_L - DUP_L,__macro__,0.030410987821729452,positive
mvtec,0,1,BAL_J - A1_J,bottle,0.019741523966128716,positive
mvtec,0,1,BAL_J - A1_J,cable,0.019223268943591276,positive
mvtec,0,1,BAL_J - A1_J,capsule,0.006514782640886396,positive
mvtec,0,1,BAL_J - A1_J,carpet,0.04037014324979471,positive
mvtec,0,1,BAL_J - A1_J,grid,-0.013123530412093298,negative
mvtec,0,1,BAL_J - A1_J,hazelnut,0.029615385274056827,positive
mvtec,0,1,BAL_J - A1_J,leather,0.02584127817703602,positive
mvtec,0,1,BAL_J - A1_J,metal_nut,0.025621443847165803,positive
mvtec,0,1,BAL_J - A1_J,pill,0.04720762630846831,positive
mvtec,0,1,BAL_J - A1_J,screw,-0.0065804707021796804,negative
mvtec,0,1,BAL_J - A1_J,tile,0.004062925065102196,positive
mvtec,0,1,BAL_J - A1_J,toothbrush,0.024900573156664385,positive
mvtec,0,1,BAL_J - A1_J,transistor,0.0299058290505001,positive
mvtec,0,1,BAL_J - A1_J,wood,0.011662586384135087,positive
mvtec,0,1,BAL_J - A1_J,zipper,0.014057939218185544,positive
mvtec,0,1,BAL_J - A1_J,__macro__,0.018601420277829496,positive
mvtec,0,1,BAL_L - A1_L,bottle,0.01987580481413176,positive
mvtec,0,1,BAL_L - A1_L,cable,0.02705122243504421,positive
mvtec,0,1,BAL_L - A1_L,capsule,0.00514773876773561,positive
mvtec,0,1,BAL_L - A1_L,carpet,0.040720031945067126,positive
mvtec,0,1,BAL_L - A1_L,grid,-0.014121387040637534,negative
mvtec,0,1,BAL_L - A1_L,hazelnut,0.035797134527627006,positive
mvtec,0,1,BAL_L - A1_L,leather,0.018645925059309454,positive
mvtec,0,1,BAL_L - A1_L,metal_nut,0.033519824824190025,positive
mvtec,0,1,BAL_L - A1_L,pill,0.05474006181581215,positive
mvtec,0,1,BAL_L - A1_L,screw,0.0011629911123327286,positive
mvtec,0,1,BAL_L - A1_L,tile,0.007284678538200362,positive
mvtec,0,1,BAL_L - A1_L,toothbrush,0.03140075029131584,positive
mvtec,0,1,BAL_L - A1_L,transistor,0.051765553683051246,positive
mvtec,0,1,BAL_L - A1_L,wood,0.014658973214378257,positive
mvtec,0,1,BAL_L - A1_L,zipper,0.0192101505186954,positive
mvtec,0,1,BAL_L - A1_L,__macro__,0.02312396363375024,positive
mvtec,0,2,A1_L - A1_J,bottle,-0.0016963191414792744,negative
mvtec,0,2,A1_L - A1_J,cable,-0.015559616344457239,negative
mvtec,0,2,A1_L - A1_J,capsule,0.006981013681147674,positive
mvtec,0,2,A1_L - A1_J,carpet,-0.012288067239457301,negative
mvtec,0,2,A1_L - A1_J,grid,0.004439332250681882,positive
mvtec,0,2,A1_L - A1_J,hazelnut,0.0028991962926481207,positive
mvtec,0,2,A1_L - A1_J,leather,0.01981081350191044,positive
mvtec,0,2,A1_L - A1_J,metal_nut,0.009741025738730813,positive
mvtec,0,2,A1_L - A1_J,pill,0.005105056957162679,positive
mvtec,0,2,A1_L - A1_J,screw,0.0027807806256100742,positive
mvtec,0,2,A1_L - A1_J,tile,-0.006776579961020879,negative
mvtec,0,2,A1_L - A1_J,toothbrush,0.011084499235859413,positive
mvtec,0,2,A1_L - A1_J,transistor,0.015251899851341066,positive
mvtec,0,2,A1_L - A1_J,wood,-0.01286551470848496,negative
mvtec,0,2,A1_L - A1_J,zipper,-0.00239931687111522,negative
mvtec,0,2,A1_L - A1_J,__macro__,0.0017672135912718194,positive
mvtec,0,2,TRI_L - TRI_J,bottle,-0.0019842657807972452,negative
mvtec,0,2,TRI_L - TRI_J,cable,-0.00473285016570324,negative
mvtec,0,2,TRI_L - TRI_J,capsule,0.004930163245327135,positive
mvtec,0,2,TRI_L - TRI_J,carpet,-0.011249552942277474,negative
mvtec,0,2,TRI_L - TRI_J,grid,-0.0005979909721089416,negative
mvtec,0,2,TRI_L - TRI_J,hazelnut,0.0029812449928946494,positive
mvtec,0,2,TRI_L - TRI_J,leather,0.0034377010439041733,positive
mvtec,0,2,TRI_L - TRI_J,metal_nut,0.015778499499745302,positive
mvtec,0,2,TRI_L - TRI_J,pill,0.010492601575865956,positive
mvtec,0,2,TRI_L - TRI_J,screw,0.0033142529314702796,positive
mvtec,0,2,TRI_L - TRI_J,tile,0.001773215793182903,positive
mvtec,0,2,TRI_L - TRI_J,toothbrush,0.012805018233280507,positive
mvtec,0,2,TRI_L - TRI_J,transistor,0.02715188161713311,positive
mvtec,0,2,TRI_L - TRI_J,wood,-0.011695785985975427,negative
mvtec,0,2,TRI_L - TRI_J,zipper,0.001809221749367651,positive
mvtec,0,2,TRI_L - TRI_J,__macro__,0.0036142236556872894,positive
mvtec,0,2,BAL_L - BAL_J,bottle,-0.002159947021562747,negative
mvtec,0,2,BAL_L - BAL_J,cable,-0.005607884155895082,negative
mvtec,0,2,BAL_L - BAL_J,capsule,0.009008667192240472,positive
mvtec,0,2,BAL_L - BAL_J,carpet,-0.012604074809443144,negative
mvtec,0,2,BAL_L - BAL_J,grid,0.0033028083936768593,positive
mvtec,0,2,BAL_L - BAL_J,hazelnut,0.00438183069746978,positive
mvtec,0,2,BAL_L - BAL_J,leather,0.001643440647223271,positive
mvtec,0,2,BAL_L - BAL_J,metal_nut,0.016543807871866156,positive
mvtec,0,2,BAL_L - BAL_J,pill,0.012448346235560903,positive
mvtec,0,2,BAL_L - BAL_J,screw,0.0040484095879259885,positive
mvtec,0,2,BAL_L - BAL_J,tile,0.0001495492945670085,positive
mvtec,0,2,BAL_L - BAL_J,toothbrush,0.014819093135102435,positive
mvtec,0,2,BAL_L - BAL_J,transistor,0.03464013896541829,positive
mvtec,0,2,BAL_L - BAL_J,wood,-0.009128900628563863,negative
mvtec,0,2,BAL_L - BAL_J,zipper,0.004839887669600362,positive
mvtec,0,2,BAL_L - BAL_J,__macro__,0.005088344871679112,positive
mvtec,0,2,DUP_L - DUP_J,bottle,-0.001756995251052551,negative
mvtec,0,2,DUP_L - DUP_J,cable,-0.013903011324551962,negative
mvtec,0,2,DUP_L - DUP_J,capsule,0.0019598732069587843,positive
mvtec,0,2,DUP_L - DUP_J,carpet,-0.01143710275608778,negative
mvtec,0,2,DUP_L - DUP_J,grid,0.004207031746485679,positive
mvtec,0,2,DUP_L - DUP_J,hazelnut,0.0022176459280789373,positive
mvtec,0,2,DUP_L - DUP_J,leather,0.017850148879716754,positive
mvtec,0,2,DUP_L - DUP_J,metal_nut,0.0055863930413138085,positive
mvtec,0,2,DUP_L - DUP_J,pill,0.0014720573732155406,positive
mvtec,0,2,DUP_L - DUP_J,screw,0.0007920268869348324,positive
mvtec,0,2,DUP_L - DUP_J,tile,-0.00435627848546849,negative
mvtec,0,2,DUP_L - DUP_J,toothbrush,0.008009065786921066,positive
mvtec,0,2,DUP_L - DUP_J,transistor,0.006973557474558911,positive
mvtec,0,2,DUP_L - DUP_J,wood,-0.01088344979441691,negative
mvtec,0,2,DUP_L - DUP_J,zipper,-0.0034964441323431794,negative
mvtec,0,2,DUP_L - DUP_J,__macro__,0.0002156345720175627,positive
mvtec,0,2,DUP_J - A1_J,bottle,-0.0001266057451210223,negative
mvtec,0,2,DUP_J - A1_J,cable,-0.005090634431383245,negative
mvtec,0,2,DUP_J - A1_J,capsule,-0.0004165100745193717,negative
mvtec,0,2,DUP_J - A1_J,carpet,-0.026260853747953616,negative
mvtec,0,2,DUP_J - A1_J,grid,0.005451797116930446,positive
mvtec,0,2,DUP_J - A1_J,hazelnut,0.01925150623754901,positive
mvtec,0,2,DUP_J - A1_J,leather,0.030056000474421363,positive
mvtec,0,2,DUP_J - A1_J,metal_nut,-0.016857008683655583,negative
mvtec,0,2,DUP_J - A1_J,pill,-0.03127514956687727,negative
mvtec,0,2,DUP_J - A1_J,screw,-0.026513608920294945,negative
mvtec,0,2,DUP_J - A1_J,tile,-0.021058681401939006,negative
mvtec,0,2,DUP_J - A1_J,toothbrush,-0.03977540825723258,negative
mvtec,0,2,DUP_J - A1_J,transistor,-0.0008024118612208198,negative
mvtec,0,2,DUP_J - A1_J,wood,-0.010139846618251735,negative
mvtec,0,2,DUP_J - A1_J,zipper,-0.01799080154292687,negative
mvtec,0,2,DUP_J - A1_J,__macro__,-0.00943654780149835,negative
mvtec,0,2,TRI_J - DUP_J,bottle,0.01608913853341043,positive
mvtec,0,2,TRI_J - DUP_J,cable,0.02737578350134373,positive
mvtec,0,2,TRI_J - DUP_J,capsule,0.006017397939788838,positive
mvtec,0,2,TRI_J - DUP_J,carpet,0.05581365397316829,positive
mvtec,0,2,TRI_J - DUP_J,grid,-0.008043180231113112,negative
mvtec,0,2,TRI_J - DUP_J,hazelnut,0.03327251517848018,positive
mvtec,0,2,TRI_J - DUP_J,leather,0.02974724402051987,positive
mvtec,0,2,TRI_J - DUP_J,metal_nut,0.00759908222052752,positive
mvtec,0,2,TRI_J - DUP_J,pill,0.05465639882113826,positive
mvtec,0,2,TRI_J - DUP_J,screw,-0.011476749263547414,negative
mvtec,0,2,TRI_J - DUP_J,tile,0.0007995906089582894,positive
mvtec,0,2,TRI_J - DUP_J,toothbrush,0.02379567846603181,positive
mvtec,0,2,TRI_J - DUP_J,transistor,0.030718481058341074,positive
mvtec,0,2,TRI_J - DUP_J,wood,0.017361045177219814,positive
mvtec,0,2,TRI_J - DUP_J,zipper,0.011436508421075797,positive
mvtec,0,2,TRI_J - DUP_J,__macro__,0.01967750589502289,positive
mvtec,0,2,TRI_L - DUP_L,bottle,0.015861868003665736,positive
mvtec,0,2,TRI_L - DUP_L,cable,0.03654594466019245,positive
mvtec,0,2,TRI_L - DUP_L,capsule,0.008987687978157188,positive
mvtec,0,2,TRI_L - DUP_L,carpet,0.05600120378697859,positive
mvtec,0,2,TRI_L - DUP_L,grid,-0.012848202949707732,negative
mvtec,0,2,TRI_L - DUP_L,hazelnut,0.03403611424329589,positive
mvtec,0,2,TRI_L - DUP_L,leather,0.015334796184707289,positive
mvtec,0,2,TRI_L - DUP_L,metal_nut,0.017791188678959013,positive
mvtec,0,2,TRI_L - DUP_L,pill,0.06367694302378868,positive
mvtec,0,2,TRI_L - DUP_L,screw,-0.008954523219011967,negative
mvtec,0,2,TRI_L - DUP_L,tile,0.006929084887609682,positive
mvtec,0,2,TRI_L - DUP_L,toothbrush,0.028591630912391253,positive
mvtec,0,2,TRI_L - DUP_L,transistor,0.050896805200915274,positive
mvtec,0,2,TRI_L - DUP_L,wood,0.016548708985661298,positive
mvtec,0,2,TRI_L - DUP_L,zipper,0.016742174302786628,positive
mvtec,0,2,TRI_L - DUP_L,__macro__,0.02307609497869262,positive
mvtec,0,2,BAL_J - A1_J,bottle,0.013486160570130856,positive
mvtec,0,2,BAL_J - A1_J,cable,0.02113862855212667,positive
mvtec,0,2,BAL_J - A1_J,capsule,0.003050915862864989,positive
mvtec,0,2,BAL_J - A1_J,carpet,0.045080546330972915,positive
mvtec,0,2,BAL_J - A1_J,grid,-0.011249863023510609,negative
mvtec,0,2,BAL_J - A1_J,hazelnut,0.02562338657586738,positive
mvtec,0,2,BAL_J - A1_J,leather,0.02461916190809571,positive
mvtec,0,2,BAL_J - A1_J,metal_nut,0.007009752698482474,positive
mvtec,0,2,BAL_J - A1_J,pill,0.04543515204043935,positive
mvtec,0,2,BAL_J - A1_J,screw,-0.014802485437435842,negative
mvtec,0,2,BAL_J - A1_J,tile,-0.001575402863080777,negative
mvtec,0,2,BAL_J - A1_J,toothbrush,0.014896773186727885,positive
mvtec,0,2,BAL_J - A1_J,transistor,0.023530392109794518,positive
mvtec,0,2,BAL_J - A1_J,wood,0.012436226873698164,positive
mvtec,0,2,BAL_J - A1_J,zipper,0.007772919839451942,positive
mvtec,0,2,BAL_J - A1_J,__macro__,0.014430151014975042,positive
mvtec,0,2,BAL_L - A1_L,bottle,0.013022532690047384,positive
mvtec,0,2,BAL_L - A1_L,cable,0.031090360740688827,positive
mvtec,0,2,BAL_L - A1_L,capsule,0.005078569373957786,positive
mvtec,0,2,BAL_L - A1_L,carpet,0.04476453876098707,positive
mvtec,0,2,BAL_L - A1_L,grid,-0.012386386880515632,negative
mvtec,0,2,BAL_L - A1_L,hazelnut,0.02710602098068904,positive
mvtec,0,2,BAL_L - A1_L,leather,0.006451789053408541,positive
mvtec,0,2,BAL_L - A1_L,metal_nut,0.013812534831617818,positive
mvtec,0,2,BAL_L - A1_L,pill,0.05277844131883758,positive
mvtec,0,2,BAL_L - A1_L,screw,-0.013534856475119927,negative
mvtec,0,2,BAL_L - A1_L,tile,0.00535072639250711,positive
mvtec,0,2,BAL_L - A1_L,toothbrush,0.018631367085970907,positive
mvtec,0,2,BAL_L - A1_L,transistor,0.04291863122387174,positive
mvtec,0,2,BAL_L - A1_L,wood,0.01617284095361926,positive
mvtec,0,2,BAL_L - A1_L,zipper,0.015012124380167524,positive
mvtec,0,2,BAL_L - A1_L,__macro__,0.017751282295382333,positive
mvtec,0,4,A1_L - A1_J,bottle,-0.0026604330110872043,negative
mvtec,0,4,A1_L - A1_J,cable,-0.012298396389334831,negative
mvtec,0,4,A1_L - A1_J,capsule,0.0021921232154318293,positive
mvtec,0,4,A1_L - A1_J,carpet,-0.015191872866862965,negative
mvtec,0,4,A1_L - A1_J,grid,-0.0007600425455322468,negative
mvtec,0,4,A1_L - A1_J,hazelnut,0.0032871670129267505,positive
mvtec,0,4,A1_L - A1_J,leather,0.01375862210419837,positive
mvtec,0,4,A1_L - A1_J,metal_nut,0.008619718956563993,positive
mvtec,0,4,A1_L - A1_J,pill,0.005570285352996418,positive
mvtec,0,4,A1_L - A1_J,screw,-0.027428822399679725,negative
mvtec,0,4,A1_L - A1_J,tile,-0.006829394232258368,negative
mvtec,0,4,A1_L - A1_J,toothbrush,0.01780759861528003,positive
mvtec,0,4,A1_L - A1_J,transistor,0.013566888808196731,positive
mvtec,0,4,A1_L - A1_J,wood,-0.014166419149576948,negative
mvtec,0,4,A1_L - A1_J,zipper,-0.007342206097063098,negative
mvtec,0,4,A1_L - A1_J,__macro__,-0.001458345508386751,negative
mvtec,0,4,TRI_L - TRI_J,bottle,-0.0023642706463974372,negative
mvtec,0,4,TRI_L - TRI_J,cable,-0.00322248836656569,negative
mvtec,0,4,TRI_L - TRI_J,capsule,0.00333033530024196,positive
mvtec,0,4,TRI_L - TRI_J,carpet,-0.01065998370026422,negative
mvtec,0,4,TRI_L - TRI_J,grid,-0.0048008442660466,negative
mvtec,0,4,TRI_L - TRI_J,hazelnut,0.003287333872682985,positive
mvtec,0,4,TRI_L - TRI_J,leather,0.003925338030934755,positive
mvtec,0,4,TRI_L - TRI_J,metal_nut,0.01077425305153179,positive
mvtec,0,4,TRI_L - TRI_J,pill,0.009720670905950857,positive
mvtec,0,4,TRI_L - TRI_J,screw,-0.02227376137595874,negative
mvtec,0,4,TRI_L - TRI_J,tile,0.000894491877687642,positive
mvtec,0,4,TRI_L - TRI_J,toothbrush,0.020578279781774733,positive
mvtec,0,4,TRI_L - TRI_J,transistor,0.026084915129219288,positive
mvtec,0,4,TRI_L - TRI_J,wood,-0.013215217475477714,negative
mvtec,0,4,TRI_L - TRI_J,zipper,-0.00031715548715571806,negative
mvtec,0,4,TRI_L - TRI_J,__macro__,0.0014494597754771928,positive
mvtec,0,4,BAL_L - BAL_J,bottle,-0.0022369956342382924,negative
mvtec,0,4,BAL_L - BAL_J,cable,-0.003258320907964851,negative
mvtec,0,4,BAL_L - BAL_J,capsule,0.0052501871869957695,positive
mvtec,0,4,BAL_L - BAL_J,carpet,-0.015769927127751382,negative
mvtec,0,4,BAL_L - BAL_J,grid,-0.0025378365423734395,negative
mvtec,0,4,BAL_L - BAL_J,hazelnut,0.004845636006245435,positive
mvtec,0,4,BAL_L - BAL_J,leather,0.002126639273422437,positive
mvtec,0,4,BAL_L - BAL_J,metal_nut,0.012697035573633442,positive
mvtec,0,4,BAL_L - BAL_J,pill,0.010956298377796436,positive
mvtec,0,4,BAL_L - BAL_J,screw,-0.022097727128712774,negative
mvtec,0,4,BAL_L - BAL_J,tile,-0.001686850945454732,negative
mvtec,0,4,BAL_L - BAL_J,toothbrush,0.022356178414649763,positive
mvtec,0,4,BAL_L - BAL_J,transistor,0.031547361550478104,positive
mvtec,0,4,BAL_L - BAL_J,wood,-0.009414881369037786,negative
mvtec,0,4,BAL_L - BAL_J,zipper,0.0009692611558764219,positive
mvtec,0,4,BAL_L - BAL_J,__macro__,0.0022497371922376368,positive
mvtec,0,4,DUP_L - DUP_J,bottle,-0.002717292651571057,negative
mvtec,0,4,DUP_L - DUP_J,cable,-0.011798506515062757,negative
mvtec,0,4,DUP_L - DUP_J,capsule,-0.0005440158037798293,negative
mvtec,0,4,DUP_L - DUP_J,carpet,-0.009388195291666235,negative
mvtec,0,4,DUP_L - DUP_J,grid,0.0018849441572625913,positive
mvtec,0,4,DUP_L - DUP_J,hazelnut,0.002244485286685083,positive
mvtec,0,4,DUP_L - DUP_J,leather,0.014477559718705568,positive
mvtec,0,4,DUP_L - DUP_J,metal_nut,0.0049244840107512955,positive
mvtec,0,4,DUP_L - DUP_J,pill,0.0009902499016731792,positive
mvtec,0,4,DUP_L - DUP_J,screw,-0.015556946021917845,negative
mvtec,0,4,DUP_L - DUP_J,tile,-0.004418785843111173,negative
mvtec,0,4,DUP_L - DUP_J,toothbrush,0.009750474931286446,positive
mvtec,0,4,DUP_L - DUP_J,transistor,0.006371444513899538,positive
mvtec,0,4,DUP_L - DUP_J,wood,-0.012778149421603158,negative
mvtec,0,4,DUP_L - DUP_J,zipper,-0.005980222137506874,negative
mvtec,0,4,DUP_L - DUP_J,__macro__,-0.001502564744397015,negative
mvtec,0,4,DUP_J - A1_J,bottle,-0.00032569388699810187,negative
mvtec,0,4,DUP_J - A1_J,cable,-0.002138935839585576,negative
mvtec,0,4,DUP_J - A1_J,capsule,-0.0020589427718210596,negative
mvtec,0,4,DUP_J - A1_J,carpet,-0.032740030203748605,negative
mvtec,0,4,DUP_J - A1_J,grid,-0.005150778032679992,negative
mvtec,0,4,DUP_J - A1_J,hazelnut,0.02046845848592649,positive
mvtec,0,4,DUP_J - A1_J,leather,0.02509580555333435,positive
mvtec,0,4,DUP_J - A1_J,metal_nut,-0.010794094018847455,negative
mvtec,0,4,DUP_J - A1_J,pill,-0.027530754889571574,negative
mvtec,0,4,DUP_J - A1_J,screw,-0.04796112999945534,negative
mvtec,0,4,DUP_J - A1_J,tile,-0.018976289268251678,negative
mvtec,0,4,DUP_J - A1_J,toothbrush,-0.03432969492215565,negative
mvtec,0,4,DUP_J - A1_J,transistor,-9.22210616043917e-05,negative
mvtec,0,4,DUP_J - A1_J,wood,-0.008743568005274094,negative
mvtec,0,4,DUP_J - A1_J,zipper,-0.020111955747276866,negative
mvtec,0,4,DUP_J - A1_J,__macro__,-0.011025988307200637,negative
mvtec,0,4,TRI_J - DUP_J,bottle,0.017213215434705997,positive
mvtec,0,4,TRI_J - DUP_J,cable,0.02128362147841778,positive
mvtec,0,4,TRI_J - DUP_J,capsule,0.0018411942011181681,positive
mvtec,0,4,TRI_J - DUP_J,carpet,0.05696392138445505,positive
mvtec,0,4,TRI_J - DUP_J,grid,0.008622043370340282,positive
mvtec,0,4,TRI_J - DUP_J,hazelnut,0.03427288715872989,positive
mvtec,0,4,TRI_J - DUP_J,leather,0.010739984917042533,positive
mvtec,0,4,TRI_J - DUP_J,metal_nut,-0.0074489437547825554,negative
mvtec,0,4,TRI_J - DUP_J,pill,0.04924711728934539,positive
