dataset,seed,shot,contrast,dropped_category,remaining_macro_delta,mean_delta,ci_low,ci_high,n_replicates,sign_flip
mvtec,0,1,DUP_L - DUP_J,carpet,-0.0003328793682595104,-0.0003230030747322392,-0.0018475190559528484,0.001167451177136227,1000,False
mvtec,0,1,DUP_L - DUP_J,grid,-0.0011026111864371666,-0.0009879685749960379,-0.002244154422143478,0.0003618249133314482,1000,False
mvtec,0,1,DUP_L - DUP_J,hazelnut,-0.0005194652683989347,-0.0005068695418344426,-0.0019474533824001368,0.0009027351250449469,1000,False
mvtec,0,1,DUP_L - DUP_J,leather,-6.0215201557610255e-05,-2.3488645551404883e-05,-0.001585993138354856,0.001375866989702418,1000,False
mvtec,0,1,DUP_L - DUP_J,metal_nut,-0.0007806912738086583,-0.0007630353209547218,-0.002276947385527498,0.0007445653159059179,1000,False
mvtec,0,1,DUP_L - DUP_J,pill,-0.00079471796786873,-0.0007667333272908707,-0.0023162363200594435,0.0007228858041235371,1000,False
mvtec,0,1,DUP_L - DUP_J,screw,-0.0006211506483450194,-0.0006716162176410552,-0.002158005029028455,0.0007398278817142737,1000,False
mvtec,0,1,DUP_L - DUP_J,tile,-0.0006582053052790947,-0.0006374938684623728,-0.002141992201989867,0.0008505089801909843,1000,False
mvtec,0,1,DUP_L - DUP_J,toothbrush,-0.0014197183291883417,-0.001392654345699465,-0.0028159858157515874,-1.818574128669849e-05,1000,False
mvtec,0,1,DUP_L - DUP_J,transistor,-0.0011925868406937007,-0.0012027752682155426,-0.0027081136544503787,0.0002681559556473948,1000,False
mvtec,0,1,DUP_L - DUP_J,wood,-0.000196379996120393,-0.00019411812082195345,-0.0016998375617170063,0.0012754604187611871,1000,False
mvtec,0,1,DUP_L - DUP_J,zipper,-0.0005811147434743631,-0.0005614567570959112,-0.0020511986552982104,0.000901379377998627,1000,False
mvtec,0,1,DUP_J - A1_J,bottle,-0.013007231404629635,-0.012992537831092669,-0.015957368906023346,-0.009890356159033387,1000,False
mvtec,0,1,DUP_J - A1_J,cable,-0.012830993467192658,-0.01271186845364748,-0.01565897353417805,-0.009700428768428955,1000,False
mvtec,0,1,DUP_J - A1_J,capsule,-0.012972100360852109,-0.012943374231315054,-0.01593620321969776,-0.01001489229065857,1000,False
mvtec,0,1,DUP_J - A1_J,carpet,-0.010916632928815503,-0.010938012542260189,-0.013898683608733699,-0.0079737788105406,1000,False
mvtec,0,1,DUP_J - A1_J,grid,-0.013785486176591973,-0.013750587965254081,-0.01685949267733191,-0.01065657808347335,1000,False
mvtec,0,1,DUP_J - A1_J,hazelnut,-0.014397374731006912,-0.0142446648506753,-0.017167161561967986,-0.011231269039674271,1000,False
mvtec,0,1,DUP_J - A1_J,leather,-0.014418262325080478,-0.014457804667279868,-0.01746265930205966,-0.011402036705392107,1000,False
mvtec,0,1,DUP_J - A1_J,metal_nut,-0.011196800340212013,-0.01119689597245582,-0.014281365889725565,-0.008139393309318689,1000,False
mvtec,0,1,DUP_J - A1_J,pill,-0.010971349170054826,-0.011033410515356504,-0.014131974024265664,-0.007991066616845314,1000,False
mvtec,0,1,DUP_J - A1_J,screw,-0.011353838371481212,-0.011445775026411763,-0.01443027576120627,-0.008461538185725273,1000,False
mvtec,0,1,DUP_J - A1_J,tile,-0.011898562934358628,-0.011885359589485433,-0.01489626227539066,-0.008776547435155728,1000,False
mvtec,0,1,DUP_J - A1_J,toothbrush,-0.01064054247083224,-0.010632344891080565,-0.013568649091715564,-0.007750171671159179,1000,False
mvtec,0,1,DUP_J - A1_J,transistor,-0.012848114390464111,-0.012762020163613214,-0.015760606986069677,-0.009772195147986546,1000,False
mvtec,0,1,DUP_J - A1_J,wood,-0.012491696285927504,-0.012521906111339437,-0.015407117599113262,-0.009718022850530071,1000,False
mvtec,0,1,DUP_J - A1_J,zipper,-0.011866266654369137,-0.011841795673979555,-0.014957359983009785,-0.008822252520508413,1000,False
mvtec,0,1,TRI_J - DUP_J,bottle,0.025418067866909148,0.025079386526185486,0.019113873576146835,0.03082015117645693,1000,False
mvtec,0,1,TRI_J - DUP_J,cable,0.025466269941487187,0.02512752084013379,0.019043653697044135,0.03068562450219637,1000,False
mvtec,0,1,TRI_J - DUP_J,capsule,0.026618867522937382,0.026211015516177858,0.02015425263450417,0.03177374986551456,1000,False
mvtec,0,1,TRI_J - DUP_J,carpet,0.023412939600640913,0.023078205555795962,0.01752124437020086,0.02869315252707179,1000,False
mvtec,0,1,TRI_J - DUP_J,grid,0.02790569242025948,0.0275364875077614,0.02266414867190181,0.032337109785762576,1000,False
mvtec,0,1,TRI_J - DUP_J,hazelnut,0.024270670274525518,0.024026223854633322,0.01830196136402063,0.029481013973754577,1000,False
mvtec,0,1,TRI_J - DUP_J,leather,0.024564733283485626,0.024231892737135153,0.018638872174114,0.029662095096863184,1000,False
mvtec,0,1,TRI_J - DUP_J,metal_nut,0.024727960311236027,0.02441284772588748,0.018457436505585987,0.03002612709548438,1000,False
mvtec,0,1,TRI_J - DUP_J,pill,0.023337496173668208,0.023165141962333498,0.017622677396771053,0.02867769094231716,1000,False
mvtec,0,1,TRI_J - DUP_J,screw,0.027070895657913922,0.026762425023856323,0.02103156407554717,0.03249432303697951,1000,False
mvtec,0,1,TRI_J - DUP_J,tile,0.026656343820093485,0.026307033658519698,0.020424424459994203,0.03209540777613454,1000,False
mvtec,0,1,TRI_J - DUP_J,toothbrush,0.024300056372143802,0.024149191864414252,0.018546676649881712,0.029434354075884166,1000,False
mvtec,0,1,TRI_J - DUP_J,transistor,0.024641503087940397,0.02439497371023332,0.01868115158368661,0.02986213560228469,1000,False
mvtec,0,1,TRI_J - DUP_J,wood,0.026197416674130468,0.02584311627804913,0.01996106707413393,0.03136638084072341,1000,False
mvtec,0,1,TRI_J - DUP_J,zipper,0.025912024270591354,0.025586752195610536,0.019632544069534182,0.03137911448957272,1000,False
mvtec,0,1,TRI_L - DUP_L,bottle,0.03081842278330297,0.030590579152324694,0.024246273375955727,0.03693617110140554,1000,False
mvtec,0,1,TRI_L - DUP_L,cable,0.030360383522543312,0.030120479104315683,0.02378963769631311,0.036355398876709355,1000,False
mvtec,0,1,TRI_L - DUP_L,capsule,0.031925501302171776,0.03162823276250743,0.025399736393224556,0.03788980560227511,1000,False
mvtec,0,1,TRI_L - DUP_L,carpet,0.028902619661473637,0.02867327346074076,0.022700923299612458,0.03477512925644246,1000,False
mvtec,0,1,TRI_L - DUP_L,grid,0.033641118247823655,0.03325755636175549,0.02802616040381677,0.03844111817946879,1000,False
mvtec,0,1,TRI_L - DUP_L,hazelnut,0.02915917976572594,0.029017546773347513,0.022858591704711443,0.03493543196369662,1000,False
mvtec,0,1,TRI_L - DUP_L,leather,0.030420629047067386,0.030191795196748708,0.024186102774632425,0.03630111527009823,1000,False
mvtec,0,1,TRI_L - DUP_L,metal_nut,0.02932519983032505,0.0291267534325552,0.022813548397983913,0.035252740385473665,1000,False
mvtec,0,1,TRI_L - DUP_L,pill,0.027949801603837473,0.027915504086138278,0.021865152213514188,0.033905067814838964,1000,False
mvtec,0,1,TRI_L - DUP_L,screw,0.0318255547476926,0.03166259932201136,0.025536913836157173,0.03772581117914979,1000,False
mvtec,0,1,TRI_L - DUP_L,tile,0.03188363092459915,0.03164572294213968,0.025229532029240036,0.037803475879023926,1000,False
mvtec,0,1,TRI_L - DUP_L,toothbrush,0.02912205489729375,0.02909362747089085,0.022841664190445355,0.034979771235939386,1000,False
mvtec,0,1,TRI_L - DUP_L,transistor,0.028247664108376157,0.02807321980229516,0.02215042148193864,0.03386966681829305,1000,False
mvtec,0,1,TRI_L - DUP_L,wood,0.03154003368040119,0.03127910033320325,0.024998005742401328,0.03738751075085207,1000,False
mvtec,0,1,TRI_L - DUP_L,zipper,0.031043023203307714,0.030821721917895468,0.024591589961997003,0.03705457010488199,1000,False
mvtec,0,1,BAL_J - A1_J,bottle,0.018519984300093835,0.018118405540412774,0.012995975174972656,0.023154020442910723,1000,False
mvtec,0,1,BAL_J - A1_J,cable,0.01855700251598937,0.01816479581530198,0.013006022457292701,0.02309325966070093,1000,False
mvtec,0,1,BAL_J - A1_J,capsule,0.019464751537611142,0.019008405013428827,0.013958557722508142,0.024039627574128822,1000,False
mvtec,0,1,BAL_J - A1_J,carpet,0.01704651149411769,0.016674320582003674,0.011700845214548746,0.02143696962574579,1000,False
mvtec,0,1,BAL_J - A1_J,grid,0.020867488184252547,0.020469957198153324,0.016304430271763818,0.024459592298880187,1000,False
mvtec,0,1,BAL_J - A1_J,hazelnut,0.017814708492384684,0.017482792103551383,0.012521585008088578,0.022374819213631335,1000,False
mvtec,0,1,BAL_J - A1_J,leather,0.01808428757074331,0.017668963398112483,0.012664498740488951,0.022421771882579176,1000,False
mvtec,0,1,BAL_J - A1_J,metal_nut,0.0180999900228769,0.017712197181048266,0.012636612969749968,0.02261653780824424,1000,False
mvtec,0,1,BAL_J - A1_J,pill,0.016558119847069577,0.01630055284937194,0.011482674303624122,0.021057904147364845,1000,False
mvtec,0,1,BAL_J - A1_J,screw,0.020400126776401576,0.019987879947378086,0.014931363298949738,0.024838862907736556,1000,False
mvtec,0,1,BAL_J - A1_J,tile,0.01963988422159573,0.019227814286889165,0.014065989097283458,0.024038482638138813,1000,False
mvtec,0,1,BAL_J - A1_J,toothbrush,0.018151480786484146,0.017911695154851238,0.013152070620437606,0.022573521384048705,1000,False
mvtec,0,1,BAL_J - A1_J,transistor,0.01779396250835302,0.017468725431845862,0.012505069096369448,0.022143070503235465,1000,False
mvtec,0,1,BAL_J - A1_J,wood,0.019097051270236236,0.01873343645280776,0.013738599460080006,0.023511467224585896,1000,False
mvtec,0,1,BAL_J - A1_J,zipper,0.018925954639232634,0.018532090298316043,0.013323399942684592,0.02362476405060722,1000,False
mvtec,0,1,BAL_L - A1_L,bottle,0.023355974978008703,0.023085695040374513,0.017663780462485106,0.028450487694525836,1000,False
mvtec,0,1,BAL_L - A1_L,cable,0.02284344514794353,0.022562019218241226,0.017071736106775735,0.027835004524214186,1000,False
mvtec,0,1,BAL_L - A1_L,capsule,0.024407979695608432,0.02408772300260049,0.018819581424141342,0.02939287471994994,1000,False
mvtec,0,1,BAL_L - A1_L,carpet,0.02186710161151332,0.021604574818169832,0.016339150901225067,0.02688809963411337,1000,False
mvtec,0,1,BAL_L - A1_L,grid,0.025784345824777944,0.025403960604556453,0.021141976752377094,0.029612835815595775,1000,False
mvtec,0,1,BAL_L - A1_L,hazelnut,0.02221873714133047,0.022012118973946584,0.016871382877399754,0.027290742884722916,1000,False
mvtec,0,1,BAL_L - A1_L,leather,0.023443823531924587,0.023147647888795954,0.01768901101230423,0.028311105978075873,1000,False
mvtec,0,1,BAL_L - A1_L,metal_nut,0.022381402120147397,0.02212432716747942,0.016640195132380676,0.02742075515599926,1000,False
mvtec,0,1,BAL_L - A1_L,pill,0.020865670906460104,0.020757965829624084,0.015532728508415656,0.025949477891521477,1000,False
mvtec,0,1,BAL_L - A1_L,screw,0.024692604528137208,0.02449030990171441,0.019283461272453967,0.029551158295916057,1000,False
mvtec,0,1,BAL_L - A1_L,tile,0.02425534114057523,0.023975315460978468,0.01854485403084155,0.02938696572128218,1000,False
mvtec,0,1,BAL_L - A1_L,toothbrush,0.02253276458678127,0.02239394095682134,0.01703497575166058,0.027533297192053482,1000,False
mvtec,0,1,BAL_L - A1_L,transistor,0.02107813577308588,0.020852086442039442,0.015667413851169983,0.025824005167400785,1000,False
mvtec,0,1,BAL_L - A1_L,wood,0.023728605806562525,0.023482728850838804,0.018029047693112858,0.028677734734551964,1000,False
mvtec,0,1,BAL_L - A1_L,zipper,0.023403521713397015,0.023133594126337215,0.01761545355990073,0.028479431597150353,1000,False
mvtec,0,2,A1_L - A1_J,bottle,0.002014608786468326,0.00200713482722406,-9.335804300395356e-05,0.0042468158529561425,1000,False
mvtec,0,2,A1_L - A1_J,cable,0.003004844300966752,0.0029982806013767126,0.0008941018499658989,0.005173870192011922,1000,False
mvtec,0,2,A1_L - A1_J,capsule,0.0013947992991378297,0.001422989284153967,-0.000540682624573467,0.0036153695026824935,1000,False
mvtec,0,2,A1_L - A1_J,carpet,0.002771162222038185,0.0027542900646073064,0.0007194496695160237,0.004876659380061988,1000,False
mvtec,0,2,A1_L - A1_J,grid,0.0015763479727425292,0.0016936507392264551,-0.00024571374558375055,0.0034958301000128007,1000,False
mvtec,0,2,A1_L - A1_J,hazelnut,0.001686357684030655,0.0016888334681807455,-0.00046336640260909395,0.0037911140564675684,1000,False
mvtec,0,2,A1_L - A1_J,leather,0.00047838502622620356,0.0004496372581257524,-0.0014105250749936638,0.0025355344799482663,1000,False
mvtec,0,2,A1_L - A1_J,metal_nut,0.001197655580739034,0.0011966786941311292,-0.0008996311273622341,0.0033648431708322196,1000,False
mvtec,0,2,A1_L - A1_J,pill,0.0015287962079939008,0.0015401297880858916,-0.0005443182735787762,0.0037279960697131583,1000,False
mvtec,0,2,A1_L - A1_J,screw,0.001694815945961944,0.0016248812571999314,-0.000452301991595925,0.003698817134353642,1000,False
mvtec,0,2,A1_L - A1_J,tile,0.0023774845592927263,0.0023691109568054623,0.0002738399884865798,0.004579771568334816,1000,False
mvtec,0,2,A1_L - A1_J,toothbrush,0.0011016931880869912,0.001110685838344779,-0.0008861917736710304,0.0032446665990666142,1000,False
mvtec,0,2,A1_L - A1_J,transistor,0.0008040217155525874,0.0007409734392790281,-0.0013196535820702673,0.0029184731975561585,1000,False
mvtec,0,2,A1_L - A1_J,wood,0.002812408469825875,0.0027843667831109788,0.0006030364740533611,0.005003033121148295,1000,False
mvtec,0,2,A1_L - A1_J,zipper,0.0020648229100137506,0.0020568822457242885,-5.855164965287875e-05,0.004254814348132581,1000,False
mvtec,0,2,TRI_L - TRI_J,bottle,0.004014115758293328,0.004202745197681712,0.002422018578245996,0.006152861707392177,1000,False
mvtec,0,2,TRI_L - TRI_J,cable,0.004210443214358041,0.004401779037327522,0.0026342328862554126,0.006342134142668984,1000,False
mvtec,0,2,TRI_L - TRI_J,capsule,0.0035202279707130146,0.0037191974680104087,0.0019703420008868253,0.005703435140456957,1000,False
mvtec,0,2,TRI_L - TRI_J,carpet,0.004675921984113344,0.004848599235622252,0.003107676850979076,0.006763668265595646,1000,False
mvtec,0,2,TRI_L - TRI_J,grid,0.003915096129101306,0.004090476697601513,0.002297862016466369,0.0058966108347791955,1000,False
mvtec,0,2,TRI_L - TRI_J,hazelnut,0.003659436417315335,0.003845014413383967,0.002011349006717217,0.005759457835992765,1000,False
mvtec,0,2,TRI_L - TRI_J,leather,0.0036268324136717977,0.0037588104005594415,0.002147424582661144,0.005500561515873423,1000,False
mvtec,0,2,TRI_L - TRI_J,metal_nut,0.0027453468096831457,0.002938810571922161,0.0011207923834490549,0.00485589825300588,1000,False
mvtec,0,2,TRI_L - TRI_J,pill,0.003122910947103099,0.003339315755323664,0.0015740973420248223,0.005232343367769914,1000,False
mvtec,0,2,TRI_L - TRI_J,screw,0.0036356501359885046,0.0037699997747018153,0.0021075152344180136,0.005475641029721312,1000,False
mvtec,0,2,TRI_L - TRI_J,tile,0.0037457242172947458,0.0039349636277615915,0.0021190967566283437,0.005873811235899081,1000,False
mvtec,0,2,TRI_L - TRI_J,toothbrush,0.002957738328716345,0.003152607128292061,0.001427235211793514,0.004952183524777834,1000,False
mvtec,0,2,TRI_L - TRI_J,transistor,0.0019329623727268735,0.00206609501091597,0.0004202517896796681,0.0038577743076484167,1000,False
mvtec,0,2,TRI_L - TRI_J,wood,0.004707795772948912,0.004867816010527397,0.003132639305210007,0.006747022636473846,1000,False
mvtec,0,2,TRI_L - TRI_J,zipper,0.0037431523632815494,0.003925345510217721,0.0021738503338145625,0.005856559191917007,1000,False
mvtec,0,2,BAL_L - BAL_J,bottle,0.005606080006910674,0.005778122866220319,0.003755257058083115,0.007895376062016105,1000,False
mvtec,0,2,BAL_L - BAL_J,cable,0.005852361230791555,0.006025751799959846,0.003996288203800742,0.00799963297911084,1000,False
mvtec,0,2,BAL_L - BAL_J,capsule,0.004808321848781873,0.005008103199408367,0.003090422107843781,0.006984684197601253,1000,False
mvtec,0,2,BAL_L - BAL_J,carpet,0.006352089134616416,0.006513627259013712,0.0046245913035081725,0.00853751648335817,1000,False
mvtec,0,2,BAL_L - BAL_J,grid,0.005215883191536416,0.005401386851067752,0.0034901446335509783,0.007318812410934604,1000,False
mvtec,0,2,BAL_L - BAL_J,hazelnut,0.005138810169836922,0.005306921344312333,0.0033231940582907093,0.0073174366691973825,1000,False
mvtec,0,2,BAL_L - BAL_J,leather,0.005334409459140244,0.005472303862115241,0.0035239447754316657,0.007428906729584432,1000,False
mvtec,0,2,BAL_L - BAL_J,metal_nut,0.004270097514522895,0.004449035645004897,0.0024511726824263036,0.006502453626616131,1000,False
mvtec,0,2,BAL_L - BAL_J,pill,0.004562630488544698,0.004764105170617238,0.002779780219870516,0.006805719974862648,1000,False
mvtec,0,2,BAL_L - BAL_J,screw,0.005162625963375764,0.0052673035806544265,0.0034143651188850545,0.007145168814519113,1000,False
mvtec,0,2,BAL_L - BAL_J,tile,0.005441115984329977,0.00561380549398613,0.0035748875625133945,0.007692089760327597,1000,False
mvtec,0,2,BAL_L - BAL_J,toothbrush,0.0043932914242917325,0.00455637274154115,0.0026659443458573215,0.006464144271220757,1000,False
mvtec,0,2,BAL_L - BAL_J,transistor,0.0029775024364120284,0.0030721170211603405,0.001258246909300188,0.004924081233537656,1000,False
mvtec,0,2,BAL_L - BAL_J,wood,0.006103862407410753,0.006252013046794161,0.0043182034095816495,0.008270903897717771,1000,False
mvtec,0,2,BAL_L - BAL_J,zipper,0.005106091814684737,0.005268736634417406,0.003320067428970867,0.007364166026381332,1000,False
mvtec,0,2,DUP_L - DUP_J,bottle,0.0003565367022368565,0.00042199761488496127,-0.0011483006078559926,0.002061721666003901,1000,False
mvtec,0,2,DUP_L - DUP_J,cable,0.001224109278915386,0.0012870945401544179,-0.00026461775573274784,0.0029428154323126996,1000,False
mvtec,0,2,DUP_L - DUP_J,capsule,9.104609809318971e-05,0.00017536485451199703,-0.001343413694044555,0.0017793760382165678,1000,False
mvtec,0,2,DUP_L - DUP_J,carpet,0.0010479729525965157,0.0010837208099230577,-0.0004620041575495821,0.0026628957544772916,1000,False
mvtec,0,2,DUP_L - DUP_J,grid,-6.946522615873132e-05,7.640511633542686e-05,-0.0013205999997972803,0.0015025239804888192,1000,True
mvtec,0,2,DUP_L - DUP_J,hazelnut,7.263376087032163e-05,0.00015590521167177168,-0.0014257718183836301,0.0017429282661322063,1000,False
mvtec,0,2,DUP_L - DUP_J,leather,-0.0010439735928180938,-0.001027933292862562,-0.002438118665833357,0.00043069603732355353,1000,False
mvtec,0,2,DUP_L - DUP_J,metal_nut,-0.00016799103293216916,-0.00010012881350325143,-0.0016833698815989253,0.001536858651548871,1000,False
mvtec,0,2,DUP_L - DUP_J,pill,0.0001258900862177071,0.00019959289012129715,-0.0013475208026089136,0.0018475618030334535,1000,False
mvtec,0,2,DUP_L - DUP_J,screw,0.00017446369238061484,0.00019461914038083417,-0.0013011856928272663,0.0018459909492748955,1000,False
mvtec,0,2,DUP_L - DUP_J,tile,0.0005421997904094236,0.0006073219942924231,-0.0009667495432352035,0.002298585860405082,1000,False
mvtec,0,2,DUP_L - DUP_J,toothbrush,-0.0003410390861898304,-0.0002763825089171655,-0.001728090445552789,0.001202614744941012,1000,False
mvtec,0,2,DUP_L - DUP_J,transistor,-0.0002670742067353908,-0.0002275141536372835,-0.0017915492437438627,0.001416535854931717,1000,False
mvtec,0,2,DUP_L - DUP_J,wood,0.0010084263124771678,0.0010587841212102015,-0.0004949979471667002,0.002654592606346987,1000,False
mvtec,0,2,DUP_L - DUP_J,zipper,0.00048078305090047284,0.00054780621865341,-0.0010136935845246296,0.002218489710584083,1000,False
mvtec,0,2,DUP_J - A1_J,bottle,-0.01010154366266816,-0.010145179126549149,-0.013039126163748175,-0.007340763757166248,1000,False
mvtec,0,2,DUP_J - A1_J,cable,-0.009746970185078,-0.00969594871819015,-0.012421677303230369,-0.007017776381927292,1000,False
mvtec,0,2,DUP_J - A1_J,capsule,-0.010080836210568277,-0.01009739892875506,-0.012878786552800833,-0.007353068844233257,1000,False
mvtec,0,2,DUP_J - A1_J,carpet,-0.00823481166246583,-0.008296264224637535,-0.011105346950512908,-0.005540863279793184,1000,False
mvtec,0,2,DUP_J - A1_J,grid,-0.010500001009957549,-0.01050940960303906,-0.01329536075878012,-0.00763855835338248,1000,False
mvtec,0,2,DUP_J - A1_J,hazelnut,-0.011485694518573161,-0.01145300183444881,-0.014454323326775024,-0.008754423139115852,1000,False
mvtec,0,2,DUP_J - A1_J,leather,-0.012257444106921186,-0.012317854331207904,-0.014941601595889432,-0.009529382239935118,1000,False
mvtec,0,2,DUP_J - A1_J,metal_nut,-0.008906514881344262,-0.008956622470056111,-0.011874459311698053,-0.0061556147639705745,1000,False
mvtec,0,2,DUP_J - A1_J,pill,-0.007876647675399856,-0.00797773680741532,-0.010853702850032489,-0.005243194522692016,1000,False
mvtec,0,2,DUP_J - A1_J,screw,-0.008216757721584308,-0.00835190949088554,-0.01107793171183967,-0.005543688285008479,1000,False
