dataset,seed,shot,category,construction,image_index,sample_id,n_pairs,l_correct_j_wrong,l_wrong_j_correct,l_correct_j_wrong_rate,l_wrong_j_correct_rate
visa,2,1,pipe_fryum,DUP,68,pipe_fryum/Data/Images/Anomaly/018.JPG,256,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,69,pipe_fryum/Data/Images/Anomaly/019.JPG,768,1,1,0.0013020833333333333,0.0013020833333333333
visa,2,1,pipe_fryum,DUP,70,pipe_fryum/Data/Images/Anomaly/020.JPG,192,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,71,pipe_fryum/Data/Images/Anomaly/021.JPG,192,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,72,pipe_fryum/Data/Images/Anomaly/022.JPG,320,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,73,pipe_fryum/Data/Images/Anomaly/023.JPG,832,11,6,0.013221153846153846,0.007211538461538462
visa,2,1,pipe_fryum,DUP,74,pipe_fryum/Data/Images/Anomaly/024.JPG,384,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,75,pipe_fryum/Data/Images/Anomaly/025.JPG,448,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,76,pipe_fryum/Data/Images/Anomaly/026.JPG,1152,2,1,0.001736111111111111,0.0008680555555555555
visa,2,1,pipe_fryum,DUP,77,pipe_fryum/Data/Images/Anomaly/027.JPG,320,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,78,pipe_fryum/Data/Images/Anomaly/028.JPG,832,0,1,0.0,0.001201923076923077
visa,2,1,pipe_fryum,DUP,79,pipe_fryum/Data/Images/Anomaly/029.JPG,704,3,0,0.004261363636363636,0.0
visa,2,1,pipe_fryum,DUP,80,pipe_fryum/Data/Images/Anomaly/030.JPG,64,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,81,pipe_fryum/Data/Images/Anomaly/031.JPG,448,3,10,0.006696428571428571,0.022321428571428572
visa,2,1,pipe_fryum,DUP,82,pipe_fryum/Data/Images/Anomaly/032.JPG,320,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,83,pipe_fryum/Data/Images/Anomaly/033.JPG,256,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,84,pipe_fryum/Data/Images/Anomaly/034.JPG,64,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,85,pipe_fryum/Data/Images/Anomaly/035.JPG,192,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,86,pipe_fryum/Data/Images/Anomaly/036.JPG,320,1,0,0.003125,0.0
visa,2,1,pipe_fryum,DUP,87,pipe_fryum/Data/Images/Anomaly/037.JPG,128,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,88,pipe_fryum/Data/Images/Anomaly/038.JPG,320,1,1,0.003125,0.003125
visa,2,1,pipe_fryum,DUP,89,pipe_fryum/Data/Images/Anomaly/039.JPG,256,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,90,pipe_fryum/Data/Images/Anomaly/040.JPG,960,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,91,pipe_fryum/Data/Images/Anomaly/041.JPG,1600,1,0,0.000625,0.0
visa,2,1,pipe_fryum,DUP,92,pipe_fryum/Data/Images/Anomaly/042.JPG,704,1,1,0.0014204545454545455,0.0014204545454545455
visa,2,1,pipe_fryum,DUP,93,pipe_fryum/Data/Images/Anomaly/043.JPG,896,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,94,pipe_fryum/Data/Images/Anomaly/044.JPG,1472,3,1,0.0020380434782608695,0.0006793478260869565
visa,2,1,pipe_fryum,DUP,95,pipe_fryum/Data/Images/Anomaly/045.JPG,3200,10,6,0.003125,0.001875
visa,2,1,pipe_fryum,DUP,96,pipe_fryum/Data/Images/Anomaly/046.JPG,1792,4,3,0.002232142857142857,0.0016741071428571428
visa,2,1,pipe_fryum,DUP,97,pipe_fryum/Data/Images/Anomaly/047.JPG,1280,0,14,0.0,0.0109375
visa,2,1,pipe_fryum,DUP,98,pipe_fryum/Data/Images/Anomaly/048.JPG,512,0,1,0.0,0.001953125
visa,2,1,pipe_fryum,DUP,99,pipe_fryum/Data/Images/Anomaly/049.JPG,1664,4,0,0.002403846153846154,0.0
visa,2,1,pipe_fryum,DUP,100,pipe_fryum/Data/Images/Anomaly/050.JPG,128,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,101,pipe_fryum/Data/Images/Anomaly/051.JPG,64,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,102,pipe_fryum/Data/Images/Anomaly/052.JPG,256,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,103,pipe_fryum/Data/Images/Anomaly/053.JPG,256,2,5,0.0078125,0.01953125
visa,2,1,pipe_fryum,DUP,104,pipe_fryum/Data/Images/Anomaly/054.JPG,128,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,105,pipe_fryum/Data/Images/Anomaly/055.JPG,128,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,106,pipe_fryum/Data/Images/Anomaly/056.JPG,256,1,0,0.00390625,0.0
visa,2,1,pipe_fryum,DUP,107,pipe_fryum/Data/Images/Anomaly/057.JPG,128,1,2,0.0078125,0.015625
visa,2,1,pipe_fryum,DUP,108,pipe_fryum/Data/Images/Anomaly/058.JPG,128,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,109,pipe_fryum/Data/Images/Anomaly/059.JPG,256,3,1,0.01171875,0.00390625
visa,2,1,pipe_fryum,DUP,110,pipe_fryum/Data/Images/Anomaly/060.JPG,256,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,111,pipe_fryum/Data/Images/Anomaly/061.JPG,128,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,112,pipe_fryum/Data/Images/Anomaly/062.JPG,192,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,113,pipe_fryum/Data/Images/Anomaly/063.JPG,256,3,6,0.01171875,0.0234375
visa,2,1,pipe_fryum,DUP,114,pipe_fryum/Data/Images/Anomaly/064.JPG,256,1,3,0.00390625,0.01171875
visa,2,1,pipe_fryum,DUP,115,pipe_fryum/Data/Images/Anomaly/065.JPG,128,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,116,pipe_fryum/Data/Images/Anomaly/066.JPG,256,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,117,pipe_fryum/Data/Images/Anomaly/067.JPG,384,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,118,pipe_fryum/Data/Images/Anomaly/068.JPG,256,1,0,0.00390625,0.0
visa,2,1,pipe_fryum,DUP,119,pipe_fryum/Data/Images/Anomaly/069.JPG,64,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,120,pipe_fryum/Data/Images/Anomaly/070.JPG,704,1,4,0.0014204545454545455,0.005681818181818182
visa,2,1,pipe_fryum,DUP,121,pipe_fryum/Data/Images/Anomaly/071.JPG,2368,38,5,0.016047297297297296,0.0021114864864864866
visa,2,1,pipe_fryum,DUP,122,pipe_fryum/Data/Images/Anomaly/072.JPG,1088,3,3,0.0027573529411764708,0.0027573529411764708
visa,2,1,pipe_fryum,DUP,123,pipe_fryum/Data/Images/Anomaly/073.JPG,960,3,24,0.003125,0.025
visa,2,1,pipe_fryum,DUP,124,pipe_fryum/Data/Images/Anomaly/074.JPG,832,37,6,0.04447115384615385,0.007211538461538462
visa,2,1,pipe_fryum,DUP,125,pipe_fryum/Data/Images/Anomaly/075.JPG,768,5,0,0.006510416666666667,0.0
visa,2,1,pipe_fryum,DUP,126,pipe_fryum/Data/Images/Anomaly/076.JPG,1600,2,6,0.00125,0.00375
visa,2,1,pipe_fryum,DUP,127,pipe_fryum/Data/Images/Anomaly/077.JPG,704,8,0,0.011363636363636364,0.0
visa,2,1,pipe_fryum,DUP,128,pipe_fryum/Data/Images/Anomaly/078.JPG,2048,22,17,0.0107421875,0.00830078125
visa,2,1,pipe_fryum,DUP,129,pipe_fryum/Data/Images/Anomaly/079.JPG,768,2,0,0.0026041666666666665,0.0
visa,2,1,pipe_fryum,DUP,130,pipe_fryum/Data/Images/Anomaly/080.JPG,512,6,0,0.01171875,0.0
visa,2,1,pipe_fryum,DUP,131,pipe_fryum/Data/Images/Anomaly/081.JPG,576,3,0,0.005208333333333333,0.0
visa,2,1,pipe_fryum,DUP,132,pipe_fryum/Data/Images/Anomaly/082.JPG,576,2,2,0.003472222222222222,0.003472222222222222
visa,2,1,pipe_fryum,DUP,133,pipe_fryum/Data/Images/Anomaly/083.JPG,1216,20,2,0.01644736842105263,0.001644736842105263
visa,2,1,pipe_fryum,DUP,134,pipe_fryum/Data/Images/Anomaly/084.JPG,1472,5,20,0.0033967391304347825,0.01358695652173913
visa,2,1,pipe_fryum,DUP,135,pipe_fryum/Data/Images/Anomaly/085.JPG,1216,3,7,0.0024671052631578946,0.005756578947368421
visa,2,1,pipe_fryum,DUP,136,pipe_fryum/Data/Images/Anomaly/086.JPG,448,1,0,0.002232142857142857,0.0
visa,2,1,pipe_fryum,DUP,137,pipe_fryum/Data/Images/Anomaly/087.JPG,896,8,1,0.008928571428571428,0.0011160714285714285
visa,2,1,pipe_fryum,DUP,138,pipe_fryum/Data/Images/Anomaly/088.JPG,320,0,0,0.0,0.0
visa,2,1,pipe_fryum,DUP,139,pipe_fryum/Data/Images/Anomaly/089.JPG,1344,0,18,0.0,0.013392857142857142
visa,2,1,pipe_fryum,DUP,140,pipe_fryum/Data/Images/Anomaly/090.JPG,4096,15,37,0.003662109375,0.009033203125
visa,2,1,pipe_fryum,DUP,141,pipe_fryum/Data/Images/Anomaly/091.JPG,4096,15,41,0.003662109375,0.010009765625
visa,2,1,pipe_fryum,DUP,142,pipe_fryum/Data/Images/Anomaly/092.JPG,4096,40,27,0.009765625,0.006591796875
visa,2,1,pipe_fryum,DUP,143,pipe_fryum/Data/Images/Anomaly/093.JPG,4096,4,4,0.0009765625,0.0009765625
visa,2,1,pipe_fryum,DUP,144,pipe_fryum/Data/Images/Anomaly/094.JPG,4096,5,4,0.001220703125,0.0009765625
visa,2,1,pipe_fryum,DUP,145,pipe_fryum/Data/Images/Anomaly/095.JPG,4096,17,23,0.004150390625,0.005615234375
visa,2,1,pipe_fryum,DUP,146,pipe_fryum/Data/Images/Anomaly/096.JPG,4096,3,9,0.000732421875,0.002197265625
visa,2,1,pipe_fryum,DUP,147,pipe_fryum/Data/Images/Anomaly/097.JPG,4096,1,1,0.000244140625,0.000244140625
visa,2,1,pipe_fryum,DUP,148,pipe_fryum/Data/Images/Anomaly/098.JPG,4096,12,25,0.0029296875,0.006103515625
visa,2,1,pipe_fryum,DUP,149,pipe_fryum/Data/Images/Anomaly/099.JPG,4096,3,6,0.000732421875,0.00146484375
visa,2,2,candle,A1,0,candle/Data/Images/Normal/0790.JPG,0,0,0,,
visa,2,2,candle,A1,1,candle/Data/Images/Normal/0107.JPG,0,0,0,,
visa,2,2,candle,A1,2,candle/Data/Images/Normal/0484.JPG,0,0,0,,
visa,2,2,candle,A1,3,candle/Data/Images/Normal/0690.JPG,0,0,0,,
visa,2,2,candle,A1,4,candle/Data/Images/Normal/0303.JPG,0,0,0,,
visa,2,2,candle,A1,5,candle/Data/Images/Normal/0237.JPG,0,0,0,,
visa,2,2,candle,A1,6,candle/Data/Images/Normal/0394.JPG,0,0,0,,
visa,2,2,candle,A1,7,candle/Data/Images/Normal/0214.JPG,0,0,0,,
visa,2,2,candle,A1,8,candle/Data/Images/Normal/0985.JPG,0,0,0,,
visa,2,2,candle,A1,9,candle/Data/Images/Normal/0657.JPG,0,0,0,,
visa,2,2,candle,A1,10,candle/Data/Images/Normal/0377.JPG,0,0,0,,
visa,2,2,candle,A1,11,candle/Data/Images/Normal/0659.JPG,0,0,0,,
visa,2,2,candle,A1,12,candle/Data/Images/Normal/0514.JPG,0,0,0,,
visa,2,2,candle,A1,13,candle/Data/Images/Normal/0617.JPG,0,0,0,,
visa,2,2,candle,A1,14,candle/Data/Images/Normal/0725.JPG,0,0,0,,
visa,2,2,candle,A1,15,candle/Data/Images/Normal/0172.JPG,0,0,0,,
visa,2,2,candle,A1,16,candle/Data/Images/Normal/0996.JPG,0,0,0,,
visa,2,2,candle,A1,17,candle/Data/Images/Normal/0483.JPG,0,0,0,,
visa,2,2,candle,A1,18,candle/Data/Images/Normal/0654.JPG,0,0,0,,
visa,2,2,candle,A1,19,candle/Data/Images/Normal/0400.JPG,0,0,0,,
visa,2,2,candle,A1,20,candle/Data/Images/Normal/0469.JPG,0,0,0,,
visa,2,2,candle,A1,21,candle/Data/Images/Normal/0525.JPG,0,0,0,,
visa,2,2,candle,A1,22,candle/Data/Images/Normal/0170.JPG,0,0,0,,
visa,2,2,candle,A1,23,candle/Data/Images/Normal/0631.JPG,0,0,0,,
visa,2,2,candle,A1,24,candle/Data/Images/Normal/0685.JPG,0,0,0,,
visa,2,2,candle,A1,25,candle/Data/Images/Normal/0320.JPG,0,0,0,,
visa,2,2,candle,A1,26,candle/Data/Images/Normal/0869.JPG,0,0,0,,
visa,2,2,candle,A1,27,candle/Data/Images/Normal/0423.JPG,0,0,0,,
visa,2,2,candle,A1,28,candle/Data/Images/Normal/0417.JPG,0,0,0,,
visa,2,2,candle,A1,29,candle/Data/Images/Normal/0751.JPG,0,0,0,,
visa,2,2,candle,A1,30,candle/Data/Images/Normal/0764.JPG,0,0,0,,
visa,2,2,candle,A1,31,candle/Data/Images/Normal/0967.JPG,0,0,0,,
visa,2,2,candle,A1,32,candle/Data/Images/Normal/0730.JPG,0,0,0,,
visa,2,2,candle,A1,33,candle/Data/Images/Normal/0306.JPG,0,0,0,,
visa,2,2,candle,A1,34,candle/Data/Images/Normal/0011.JPG,0,0,0,,
visa,2,2,candle,A1,35,candle/Data/Images/Normal/0215.JPG,0,0,0,,
visa,2,2,candle,A1,36,candle/Data/Images/Normal/0159.JPG,0,0,0,,
visa,2,2,candle,A1,37,candle/Data/Images/Normal/0629.JPG,0,0,0,,
visa,2,2,candle,A1,38,candle/Data/Images/Normal/0694.JPG,0,0,0,,
visa,2,2,candle,A1,39,candle/Data/Images/Normal/0518.JPG,0,0,0,,
visa,2,2,candle,A1,40,candle/Data/Images/Normal/0026.JPG,0,0,0,,
visa,2,2,candle,A1,41,candle/Data/Images/Normal/0844.JPG,0,0,0,,
visa,2,2,candle,A1,42,candle/Data/Images/Normal/0953.JPG,0,0,0,,
visa,2,2,candle,A1,43,candle/Data/Images/Normal/0900.JPG,0,0,0,,
visa,2,2,candle,A1,44,candle/Data/Images/Normal/0402.JPG,0,0,0,,
visa,2,2,candle,A1,45,candle/Data/Images/Normal/0621.JPG,0,0,0,,
visa,2,2,candle,A1,46,candle/Data/Images/Normal/0294.JPG,0,0,0,,
visa,2,2,candle,A1,47,candle/Data/Images/Normal/0016.JPG,0,0,0,,
visa,2,2,candle,A1,48,candle/Data/Images/Normal/0046.JPG,0,0,0,,
visa,2,2,candle,A1,49,candle/Data/Images/Normal/0705.JPG,0,0,0,,
visa,2,2,candle,A1,50,candle/Data/Images/Normal/0208.JPG,0,0,0,,
visa,2,2,candle,A1,51,candle/Data/Images/Normal/0674.JPG,0,0,0,,
visa,2,2,candle,A1,52,candle/Data/Images/Normal/0427.JPG,0,0,0,,
visa,2,2,candle,A1,53,candle/Data/Images/Normal/0552.JPG,0,0,0,,
visa,2,2,candle,A1,54,candle/Data/Images/Normal/0804.JPG,0,0,0,,
visa,2,2,candle,A1,55,candle/Data/Images/Normal/0333.JPG,0,0,0,,
visa,2,2,candle,A1,56,candle/Data/Images/Normal/0027.JPG,0,0,0,,
visa,2,2,candle,A1,57,candle/Data/Images/Normal/0100.JPG,0,0,0,,
visa,2,2,candle,A1,58,candle/Data/Images/Normal/0800.JPG,0,0,0,,
visa,2,2,candle,A1,59,candle/Data/Images/Normal/0923.JPG,0,0,0,,
visa,2,2,candle,A1,60,candle/Data/Images/Normal/0755.JPG,0,0,0,,
visa,2,2,candle,A1,61,candle/Data/Images/Normal/0013.JPG,0,0,0,,
visa,2,2,candle,A1,62,candle/Data/Images/Normal/0297.JPG,0,0,0,,
visa,2,2,candle,A1,63,candle/Data/Images/Normal/0768.JPG,0,0,0,,
visa,2,2,candle,A1,64,candle/Data/Images/Normal/0457.JPG,0,0,0,,
visa,2,2,candle,A1,65,candle/Data/Images/Normal/0520.JPG,0,0,0,,
visa,2,2,candle,A1,66,candle/Data/Images/Normal/0952.JPG,0,0,0,,
visa,2,2,candle,A1,67,candle/Data/Images/Normal/0871.JPG,0,0,0,,
visa,2,2,candle,A1,68,candle/Data/Images/Normal/0811.JPG,0,0,0,,
visa,2,2,candle,A1,69,candle/Data/Images/Normal/0174.JPG,0,0,0,,
visa,2,2,candle,A1,70,candle/Data/Images/Normal/0648.JPG,0,0,0,,
visa,2,2,candle,A1,71,candle/Data/Images/Normal/0261.JPG,0,0,0,,
visa,2,2,candle,A1,72,candle/Data/Images/Normal/0784.JPG,0,0,0,,
visa,2,2,candle,A1,73,candle/Data/Images/Normal/0935.JPG,0,0,0,,
visa,2,2,candle,A1,74,candle/Data/Images/Normal/0286.JPG,0,0,0,,
visa,2,2,candle,A1,75,candle/Data/Images/Normal/0779.JPG,0,0,0,,
visa,2,2,candle,A1,76,candle/Data/Images/Normal/0363.JPG,0,0,0,,
visa,2,2,candle,A1,77,candle/Data/Images/Normal/0619.JPG,0,0,0,,
visa,2,2,candle,A1,78,candle/Data/Images/Normal/0024.JPG,0,0,0,,
visa,2,2,candle,A1,79,candle/Data/Images/Normal/0735.JPG,0,0,0,,
visa,2,2,candle,A1,80,candle/Data/Images/Normal/0688.JPG,0,0,0,,
visa,2,2,candle,A1,81,candle/Data/Images/Normal/0796.JPG,0,0,0,,
visa,2,2,candle,A1,82,candle/Data/Images/Normal/0178.JPG,0,0,0,,
visa,2,2,candle,A1,83,candle/Data/Images/Normal/0797.JPG,0,0,0,,
visa,2,2,candle,A1,84,candle/Data/Images/Normal/0920.JPG,0,0,0,,
visa,2,2,candle,A1,85,candle/Data/Images/Normal/0479.JPG,0,0,0,,
visa,2,2,candle,A1,86,candle/Data/Images/Normal/0684.JPG,0,0,0,,
visa,2,2,candle,A1,87,candle/Data/Images/Normal/0739.JPG,0,0,0,,
visa,2,2,candle,A1,88,candle/Data/Images/Normal/0569.JPG,0,0,0,,
visa,2,2,candle,A1,89,candle/Data/Images/Normal/0196.JPG,0,0,0,,
visa,2,2,candle,A1,90,candle/Data/Images/Normal/0892.JPG,0,0,0,,
visa,2,2,candle,A1,91,candle/Data/Images/Normal/0964.JPG,0,0,0,,
visa,2,2,candle,A1,92,candle/Data/Images/Normal/0187.JPG,0,0,0,,
visa,2,2,candle,A1,93,candle/Data/Images/Normal/0488.JPG,0,0,0,,
visa,2,2,candle,A1,94,candle/Data/Images/Normal/0994.JPG,0,0,0,,
visa,2,2,candle,A1,95,candle/Data/Images/Normal/0545.JPG,0,0,0,,
visa,2,2,candle,A1,96,candle/Data/Images/Normal/0615.JPG,0,0,0,,
visa,2,2,candle,A1,97,candle/Data/Images/Normal/0974.JPG,0,0,0,,
visa,2,2,candle,A1,98,candle/Data/Images/Normal/0490.JPG,0,0,0,,
visa,2,2,candle,A1,99,candle/Data/Images/Normal/0168.JPG,0,0,0,,
visa,2,2,candle,A1,100,candle/Data/Images/Anomaly/000.JPG,384,16,1,0.041666666666666664,0.0026041666666666665
visa,2,2,candle,A1,101,candle/Data/Images/Anomaly/001.JPG,320,0,0,0.0,0.0
visa,2,2,candle,A1,102,candle/Data/Images/Anomaly/002.JPG,576,21,5,0.036458333333333336,0.008680555555555556
visa,2,2,candle,A1,103,candle/Data/Images/Anomaly/003.JPG,384,11,4,0.028645833333333332,0.010416666666666666
visa,2,2,candle,A1,104,candle/Data/Images/Anomaly/004.JPG,640,0,1,0.0,0.0015625
visa,2,2,candle,A1,105,candle/Data/Images/Anomaly/005.JPG,960,6,1,0.00625,0.0010416666666666667
visa,2,2,candle,A1,106,candle/Data/Images/Anomaly/006.JPG,704,6,11,0.008522727272727272,0.015625
visa,2,2,candle,A1,107,candle/Data/Images/Anomaly/007.JPG,448,3,0,0.006696428571428571,0.0
visa,2,2,candle,A1,108,candle/Data/Images/Anomaly/008.JPG,384,4,2,0.010416666666666666,0.005208333333333333
visa,2,2,candle,A1,109,candle/Data/Images/Anomaly/009.JPG,576,0,2,0.0,0.003472222222222222
visa,2,2,candle,A1,110,candle/Data/Images/Anomaly/010.JPG,896,19,8,0.021205357142857144,0.008928571428571428
visa,2,2,candle,A1,111,candle/Data/Images/Anomaly/011.JPG,832,28,4,0.03365384615384615,0.004807692307692308
visa,2,2,candle,A1,112,candle/Data/Images/Anomaly/012.JPG,448,2,0,0.004464285714285714,0.0
visa,2,2,candle,A1,113,candle/Data/Images/Anomaly/013.JPG,512,0,1,0.0,0.001953125
visa,2,2,candle,A1,114,candle/Data/Images/Anomaly/014.JPG,576,5,2,0.008680555555555556,0.003472222222222222
visa,2,2,candle,A1,115,candle/Data/Images/Anomaly/015.JPG,320,4,6,0.0125,0.01875
visa,2,2,candle,A1,116,candle/Data/Images/Anomaly/016.JPG,320,1,5,0.003125,0.015625
visa,2,2,candle,A1,117,candle/Data/Images/Anomaly/017.JPG,576,31,11,0.05381944444444445,0.019097222222222224
visa,2,2,candle,A1,118,candle/Data/Images/Anomaly/018.JPG,384,0,35,0.0,0.09114583333333333
visa,2,2,candle,A1,119,candle/Data/Images/Anomaly/019.JPG,384,0,0,0.0,0.0
visa,2,2,candle,A1,120,candle/Data/Images/Anomaly/020.JPG,192,0,0,0.0,0.0
visa,2,2,candle,A1,121,candle/Data/Images/Anomaly/021.JPG,448,7,24,0.015625,0.05357142857142857
visa,2,2,candle,A1,122,candle/Data/Images/Anomaly/022.JPG,512,11,4,0.021484375,0.0078125
visa,2,2,candle,A1,123,candle/Data/Images/Anomaly/023.JPG,704,0,1,0.0,0.0014204545454545455
visa,2,2,candle,A1,124,candle/Data/Images/Anomaly/024.JPG,320,0,0,0.0,0.0
visa,2,2,candle,A1,125,candle/Data/Images/Anomaly/025.JPG,192,0,0,0.0,0.0
visa,2,2,candle,A1,126,candle/Data/Images/Anomaly/026.JPG,448,0,0,0.0,0.0
visa,2,2,candle,A1,127,candle/Data/Images/Anomaly/027.JPG,448,11,1,0.024553571428571428,0.002232142857142857
visa,2,2,candle,A1,128,candle/Data/Images/Anomaly/028.JPG,192,0,0,0.0,0.0
visa,2,2,candle,A1,129,candle/Data/Images/Anomaly/029.JPG,576,8,40,0.013888888888888888,0.06944444444444445
visa,2,2,candle,A1,130,candle/Data/Images/Anomaly/030.JPG,832,30,0,0.036057692307692304,0.0
visa,2,2,candle,A1,131,candle/Data/Images/Anomaly/031.JPG,448,69,2,0.15401785714285715,0.004464285714285714
visa,2,2,candle,A1,132,candle/Data/Images/Anomaly/032.JPG,192,7,3,0.036458333333333336,0.015625
visa,2,2,candle,A1,133,candle/Data/Images/Anomaly/033.JPG,512,27,14,0.052734375,0.02734375
visa,2,2,candle,A1,134,candle/Data/Images/Anomaly/034.JPG,1024,62,39,0.060546875,0.0380859375
visa,2,2,candle,A1,135,candle/Data/Images/Anomaly/035.JPG,512,26,10,0.05078125,0.01953125
visa,2,2,candle,A1,136,candle/Data/Images/Anomaly/036.JPG,384,20,15,0.052083333333333336,0.0390625
visa,2,2,candle,A1,137,candle/Data/Images/Anomaly/037.JPG,192,14,2,0.07291666666666667,0.010416666666666666
visa,2,2,candle,A1,138,candle/Data/Images/Anomaly/038.JPG,256,6,28,0.0234375,0.109375
visa,2,2,candle,A1,139,candle/Data/Images/Anomaly/039.JPG,576,40,27,0.06944444444444445,0.046875
visa,2,2,candle,A1,140,candle/Data/Images/Anomaly/040.JPG,64,0,0,0.0,0.0
visa,2,2,candle,A1,141,candle/Data/Images/Anomaly/041.JPG,320,0,0,0.0,0.0
visa,2,2,candle,A1,142,candle/Data/Images/Anomaly/042.JPG,128,0,0,0.0,0.0
visa,2,2,candle,A1,143,candle/Data/Images/Anomaly/043.JPG,128,0,0,0.0,0.0
visa,2,2,candle,A1,144,candle/Data/Images/Anomaly/044.JPG,512,4,6,0.0078125,0.01171875
visa,2,2,candle,A1,145,candle/Data/Images/Anomaly/045.JPG,64,0,0,0.0,0.0
visa,2,2,candle,A1,146,candle/Data/Images/Anomaly/046.JPG,64,0,0,0.0,0.0
visa,2,2,candle,A1,147,candle/Data/Images/Anomaly/047.JPG,64,0,0,0.0,0.0
visa,2,2,candle,A1,148,candle/Data/Images/Anomaly/048.JPG,64,0,0,0.0,0.0
visa,2,2,candle,A1,149,candle/Data/Images/Anomaly/049.JPG,320,2,1,0.00625,0.003125
visa,2,2,candle,A1,150,candle/Data/Images/Anomaly/050.JPG,640,50,22,0.078125,0.034375
visa,2,2,candle,A1,151,candle/Data/Images/Anomaly/051.JPG,128,0,0,0.0,0.0
visa,2,2,candle,A1,152,candle/Data/Images/Anomaly/052.JPG,192,0,0,0.0,0.0
visa,2,2,candle,A1,153,candle/Data/Images/Anomaly/053.JPG,768,4,3,0.005208333333333333,0.00390625
visa,2,2,candle,A1,154,candle/Data/Images/Anomaly/054.JPG,128,0,0,0.0,0.0
visa,2,2,candle,A1,155,candle/Data/Images/Anomaly/055.JPG,128,0,0,0.0,0.0
visa,2,2,candle,A1,156,candle/Data/Images/Anomaly/056.JPG,128,1,0,0.0078125,0.0
visa,2,2,candle,A1,157,candle/Data/Images/Anomaly/057.JPG,64,0,0,0.0,0.0
visa,2,2,candle,A1,158,candle/Data/Images/Anomaly/058.JPG,64,0,0,0.0,0.0
visa,2,2,candle,A1,159,candle/Data/Images/Anomaly/059.JPG,64,0,0,0.0,0.0
visa,2,2,candle,A1,160,candle/Data/Images/Anomaly/060.JPG,512,5,10,0.009765625,0.01953125
visa,2,2,candle,A1,161,candle/Data/Images/Anomaly/061.JPG,832,1,4,0.001201923076923077,0.004807692307692308
visa,2,2,candle,A1,162,candle/Data/Images/Anomaly/062.JPG,768,21,1,0.02734375,0.0013020833333333333
visa,2,2,candle,A1,163,candle/Data/Images/Anomaly/063.JPG,1280,1,0,0.00078125,0.0
visa,2,2,candle,A1,164,candle/Data/Images/Anomaly/064.JPG,704,0,0,0.0,0.0
visa,2,2,candle,A1,165,candle/Data/Images/Anomaly/065.JPG,768,0,0,0.0,0.0
visa,2,2,candle,A1,166,candle/Data/Images/Anomaly/066.JPG,1152,19,10,0.016493055555555556,0.008680555555555556
visa,2,2,candle,A1,167,candle/Data/Images/Anomaly/067.JPG,1536,8,24,0.005208333333333333,0.015625
visa,2,2,candle,A1,168,candle/Data/Images/Anomaly/068.JPG,1728,8,5,0.004629629629629629,0.0028935185185185184
visa,2,2,candle,A1,169,candle/Data/Images/Anomaly/069.JPG,1216,5,19,0.004111842105263158,0.015625
visa,2,2,candle,A1,170,candle/Data/Images/Anomaly/070.JPG,960,3,13,0.003125,0.013541666666666667
visa,2,2,candle,A1,171,candle/Data/Images/Anomaly/071.JPG,640,0,0,0.0,0.0
visa,2,2,candle,A1,172,candle/Data/Images/Anomaly/072.JPG,960,5,0,0.005208333333333333,0.0
visa,2,2,candle,A1,173,candle/Data/Images/Anomaly/073.JPG,512,4,1,0.0078125,0.001953125
visa,2,2,candle,A1,174,candle/Data/Images/Anomaly/074.JPG,1408,6,6,0.004261363636363636,0.004261363636363636
visa,2,2,candle,A1,175,candle/Data/Images/Anomaly/075.JPG,704,1,2,0.0014204545454545455,0.002840909090909091
visa,2,2,candle,A1,176,candle/Data/Images/Anomaly/076.JPG,640,0,0,0.0,0.0
visa,2,2,candle,A1,177,candle/Data/Images/Anomaly/077.JPG,1088,7,5,0.006433823529411764,0.004595588235294118
