category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_candle,200,0.9132999999999999,0.9056355221236678,0.8571428571428572,0.98339471553972,0.22447109913657382,0.9464544683821847
mvtec_capsules,160,0.601,0.7147223677537032,0.7692307692307693,0.9585862755560397,0.2794518332910278,0.6135733273094046
mvtec_cashew,150,0.9416,0.9719271366263427,0.9223300970873787,0.9800719307230797,0.5680444513742406,0.9020872245630359
mvtec_chewinggum,150,0.985,0.9934902846219706,0.9696969696969697,0.9868348645516699,0.5520000718990474,0.7795250852383708
mvtec_fryum,150,0.8602,0.9386086868778218,0.8411214953271027,0.8929084084273744,0.3500572065213296,0.6892509256035529
mvtec_macaroni1,200,0.6838000000000001,0.7016926731498322,0.704,0.9706618285241707,0.09149442946529485,0.8382749003386538
mvtec_macaroni2,200,0.6482,0.6276005994491191,0.696,0.9298092833904777,0.011112467023719198,0.6581568080456374
mvtec_pcb1,200,0.8203,0.825125975557945,0.8097165991902835,0.9852067793477793,0.8284525067985933,0.7378284387258041
mvtec_pcb2,200,0.8517,0.8469560936027101,0.7964601769911505,0.961963251846493,0.15686319653575165,0.7564987782677077
mvtec_pcb3,201,0.8785148514851485,0.8914602181197288,0.8173076923076923,0.9827115849376962,0.4558906187674346,0.7703055197001782
mvtec_pcb4,201,0.977029702970297,0.9739958763468497,0.9569377990430622,0.9371229734985719,0.25148174463313583,0.6327871294225674
mvtec_pipe_fryum,150,0.978,0.9890601928664782,0.9538461538461539,0.9873062358602885,0.6218756959571107,0.9113618079840139
