method,image_index,sample_id,image_label,region,grid,boundary_count,patch_count,mean,p05,p25,median,p75,p95,min,max
A1_G,0,bracket_brown/test/bend_and_parts_mismatch/000.png,1,abnormal_normal,32x32,19,990,0.010552897417184078,0.0,0.0021298378705978394,0.006602644920349121,0.014952711760997772,0.03501346707344052,0.0,0.10127833485603333
A1_G,0,bracket_brown/test/bend_and_parts_mismatch/000.png,1,defect,32x32,19,34,0.009330416426939122,0.0,0.0007053017616271973,0.006530478596687317,0.01190098375082016,0.03174417465925217,0.0,0.06914636492729187
A1_G,0,bracket_brown/test/bend_and_parts_mismatch/000.png,1,clean_defect,32x32,19,15,0.0070029517014821374,0.0,0.0,0.0033318400382995605,0.009829729795455933,0.021467030048370344,0.0,0.032514095306396484
A1_G,0,bracket_brown/test/bend_and_parts_mismatch/000.png,1,boundary,32x32,19,19,0.011167888578615691,0.0,0.0011885464191436768,0.006715685129165649,0.014159709215164185,0.035111278295516885,0.0,0.06914636492729187
A1_G,1,bracket_brown/test/bend_and_parts_mismatch/001.png,1,abnormal_normal,32x32,15,994,0.010430071795250568,2.7254223823547506e-05,0.002265937626361847,0.00645311176776886,0.014185778796672821,0.03320415616035462,0.0,0.10010582208633423
A1_G,1,bracket_brown/test/bend_and_parts_mismatch/001.png,1,defect,32x32,15,30,0.0128737211227417,0.0,0.0017069429159164429,0.009652554988861084,0.01583477109670639,0.04785314500331876,0.0,0.0538976788520813
A1_G,1,bracket_brown/test/bend_and_parts_mismatch/001.png,1,clean_defect,32x32,15,15,0.010677953561147055,0.0,0.0007675886154174805,0.00783500075340271,0.014256924390792847,0.03374400436878201,0.0,0.05188345909118652
A1_G,1,bracket_brown/test/bend_and_parts_mismatch/001.png,1,boundary,32x32,15,15,0.015069488684336345,0.0010772109031677247,0.0024344176054000854,0.01015886664390564,0.01814177632331848,0.04621834754943847,0.0,0.0538976788520813
A1_G,2,bracket_brown/test/bend_and_parts_mismatch/002.png,1,abnormal_normal,32x32,12,996,0.010102498184246233,0.0,0.00226689875125885,0.006822898983955383,0.014168672263622284,0.031063906848430634,0.0,0.10549688339233398
A1_G,2,bracket_brown/test/bend_and_parts_mismatch/002.png,1,defect,32x32,12,28,0.010006058428968703,0.0,0.0029455944895744324,0.006330028176307678,0.012413375079631805,0.03605265915393827,0.0,0.04582667350769043
A1_G,2,bracket_brown/test/bend_and_parts_mismatch/002.png,1,clean_defect,32x32,12,16,0.00630117766559124,0.0,0.0021671876311302185,0.0035774409770965576,0.010389916598796844,0.017155520617961884,0.0,0.02609163522720337
A1_G,2,bracket_brown/test/bend_and_parts_mismatch/002.png,1,boundary,32x32,12,12,0.014945899446805319,0.0012103810906410218,0.00657876580953598,0.011767446994781494,0.016097910702228546,0.043400961160659786,0.0,0.04582667350769043
A1_G,3,bracket_brown/test/bend_and_parts_mismatch/003.png,1,abnormal_normal,32x32,10,997,0.011373991144815443,1.2135505676269597e-05,0.0027240216732025146,0.007260531187057495,0.01557767391204834,0.03599330782890319,0.0,0.08870074152946472
A1_G,3,bracket_brown/test/bend_and_parts_mismatch/003.png,1,defect,32x32,10,27,0.01087456500088727,0.0,0.0019458532333374023,0.007395654916763306,0.015925511717796326,0.029236233234405516,0.0,0.04480406641960144
A1_G,3,bracket_brown/test/bend_and_parts_mismatch/003.png,1,clean_defect,32x32,10,17,0.007889894878163058,0.0,0.0017351508140563965,0.006557285785675049,0.010055392980575562,0.0206195533275604,0.0,0.04480406641960144
A1_G,3,bracket_brown/test/bend_and_parts_mismatch/003.png,1,boundary,32x32,10,10,0.015948504209518433,0.00011793673038482667,0.005816206336021423,0.019304558634757996,0.02513457089662552,0.02900222837924957,0.0,0.029704242944717407
A1_G,4,bracket_brown/test/bend_and_parts_mismatch/004.png,1,abnormal_normal,32x32,14,990,0.011102019747098287,0.00013135820627212526,0.0027802512049674988,0.007062479853630066,0.014728337526321411,0.03538347184658049,0.0,0.13531404733657837
A1_G,4,bracket_brown/test/bend_and_parts_mismatch/004.png,1,defect,32x32,14,34,0.00800391155130723,0.0,0.0014387816190719604,0.005453780293464661,0.01010209321975708,0.02683119922876357,0.0,0.03003716468811035
A1_G,4,bracket_brown/test/bend_and_parts_mismatch/004.png,1,clean_defect,32x32,14,20,0.007946054637432098,0.0,0.003551401197910309,0.006064385175704956,0.009685039520263672,0.022970314323902133,0.0,0.025454342365264893
