method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.875960259190229,0.16920973113975524,0.8116,0.9057647938074467,0.8440366972477064
S,0.9212113761237475,0.256472943994828,0.9302,0.9648929587971578,0.9064039408866995
C,0.9681388874460619,0.3378620756577599,0.9069999999999999,0.9587360021616557,0.8795811518324608
A1_J,0.9235653588833752,0.24519053012684935,0.8994,0.9566993333750802,0.8743718592964824
TRI_J,0.9248419585638226,0.25798848636153665,0.9128,0.9620353405341044,0.8854166666666666
BAL_J,0.9382681854655033,0.2904638578316144,0.9316,0.9714433269417455,0.9175257731958764
DUP_J,0.9076141141631537,0.21392467743430021,0.8746,0.9433980186441935,0.8532110091743119
DUP_BAL_J,0.9235653588833752,0.24519053012684935,0.8994,0.9566993333750802,0.8743718592964824
DUP_EXPECTED_J,0.9076141141631537,0.21392467743430021,0.8746,0.9433980186441935,0.8532110091743119
A1_L,0.927648754830038,0.2400047387463926,0.8876000000000001,0.9502560927880885,0.8617021276595745
DUP_L,0.908158143474582,0.2067841396642961,0.8602,0.9346504077102198,0.8558558558558559
TRI_L,0.9324746940141262,0.2618410007526869,0.9096,0.9591061442999578,0.877005347593583
BAL_L,0.947695136025834,0.29999520199620466,0.9296,0.9696067544769578,0.9175257731958764
