method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9413515278841895,0.08668887317216388,0.826377974588377,0.44348404255319146,0.6457814353915088,0.7460317460317459
C,0.9541112559057222,0.026543369581949833,0.8472001484823932,0.46077127659574474,0.5846802252355792,0.7479674796747967
A1_J,0.9535093521542335,0.09204469509478497,0.8492973020702228,0.5219414893617021,0.6690694910861238,0.7460317460317459
DUP_J,0.9488892281840617,0.09987594865761647,0.8439036753462197,0.4893617021276596,0.6726087784350853,0.7460317460317459
DUP_BAL_J,0.9535093521542335,0.09204469509478497,0.8492973020702228,0.5219414893617021,0.6690694910861238,0.7460317460317459
DUP_EXPECTED_J,0.9488892281840617,0.09987594865761647,0.8439036753462197,0.4893617021276596,0.6726087784350853,0.7460317460317459
A1_L,0.9575627128502853,0.09527283964653263,0.8584708579085308,0.5272606382978724,0.6808768302555619,0.7460317460317459
A1_lambda_0.25,0.9569000941628985,0.09485619981222476,0.862189320232421,0.5252659574468085,0.6785095817763122,0.7460317460317459
A1_lambda_0.50,0.9559685574552237,0.09420370430071462,0.8585183130915711,0.5252659574468086,0.6772961460777679,0.7460317460317459
A1_lambda_0.75,0.9548211784289484,0.0929914716978926,0.854131308582659,0.5246010638297872,0.6753892669930893,0.7460317460317459
