category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_bottle,83,0.9809523809523809,0.99435471197505,0.9672131147540983,0.9381595864972332,0.5852828352304529,0.7578299337156251
mvtec_cable,150,0.7747376311844077,0.8593397528535689,0.809090909090909,0.8898064016934674,0.41581124570134115,0.6168964789054185
mvtec_capsule,132,0.5688073394495412,0.8499275193582821,0.9121338912133891,0.9033161552114165,0.13338292847405606,0.5207962023908327
mvtec_carpet,117,0.9751203852327447,0.9930021299601629,0.9651162790697675,0.9758309091960301,0.494106034953536,0.8296621679027028
mvtec_grid,78,0.6591478696741855,0.8094541043962027,0.8507462686567165,0.5799766703867102,0.009715266264538733,0.19938587936885258
mvtec_hazelnut,110,0.7753571428571429,0.8749216943675522,0.8214285714285714,0.912619050317352,0.22180971730547117,0.6675343855693909
mvtec_leather,124,1.0,1.0000000000000002,1.0,0.9860362823603035,0.35042449487891497,0.9359844792507193
mvtec_metal_nut,115,0.4804496578690127,0.7748264313918166,0.9029126213592232,0.776241831643617,0.32468408649688363,0.41133907133721825
mvtec_pill,167,0.5752864157119476,0.8980185235572646,0.9155844155844156,0.8644355150588162,0.4490232217644943,0.6369980486214397
mvtec_screw,160,0.44373847099815533,0.7173179179493034,0.8530465949820789,0.8339851235760727,0.011439371762973436,0.5291660453379973
mvtec_tile,117,0.9834054834054834,0.9943266638512176,0.975609756097561,0.9333895393913649,0.5540530364616763,0.6673895763776779
mvtec_toothbrush,42,0.7333333333333334,0.8690644155762037,0.847457627118644,0.9424711770422395,0.3983494629641705,0.5451786492534849
mvtec_transistor,100,0.8216666666666667,0.8076283552879415,0.7073170731707318,0.9150860168220243,0.5532036689974997,0.6422510091256141
mvtec_wood,79,0.9649122807017544,0.988254184827568,0.9586776859504132,0.903607728627019,0.382066586769136,0.647937802238761
mvtec_zipper,151,0.9314600840336135,0.9759672178860643,0.9547325102880658,0.9260365609288238,0.2871466544647807,0.7555734071286059
