method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9967947953222085,0.055886224828416056,0.4488888888888889,0.4440910241915552,0.7317073170731707
S,0.9958962946241645,0.056273506873479096,0.4311111111111111,0.439634910494865,0.6896551724137931
C,0.9911717485073306,0.03304781653553116,0.5888888888888889,0.55791009284277,0.7160493827160493
A1_J,0.9976249318367059,0.06117333913416059,0.5255555555555556,0.48304875115774004,0.7407407407407407
TRI_J,0.997352093223527,0.0576079301535337,0.4688888888888889,0.45695148035996297,0.7228915662650602
BAL_J,0.9976248700246049,0.0596866938247881,0.5033333333333334,0.4740926055160509,0.725
DUP_J,0.9973543184591579,0.057795612535513574,0.4877777777777778,0.46113056947152015,0.7317073170731707
DUP_BAL_J,0.9976249318367059,0.06117333913416059,0.5255555555555556,0.48304875115774004,0.7407407407407407
DUP_EXPECTED_J,0.9973543184591579,0.057795612535513574,0.4877777777777778,0.46113056947152015,0.7317073170731707
A1_L,0.9977235839496721,0.06073378400990839,0.52,0.47909894899407357,0.7407407407407407
DUP_L,0.9974482728524592,0.05777315818326465,0.48000000000000004,0.45768933995784983,0.7317073170731707
TRI_L,0.9975252907301257,0.06062889387593274,0.47444444444444445,0.4566820618653933,0.7317073170731707
BAL_L,0.9977756297385929,0.06100986604173366,0.5155555555555555,0.4799557418749754,0.7317073170731707
