method,scope,image_index,sample_id,n_pairs,l_correct,j_correct,l_correct_j_wrong,l_wrong_j_correct,both_correct,both_wrong,l_tie,j_tie,any_tie,both_tie,l_correct_rate,j_correct_rate,l_correct_j_wrong_rate,l_wrong_j_correct_rate
A1,image,67,bracket_black/test/scratches/023.png,320,283,270,13,0,270,37,0,0,0,0,0.884375,0.84375,0.040625,0.0
A1,image,68,bracket_black/test/scratches/024.png,384,345,335,15,5,330,34,0,0,0,0,0.8984375,0.8723958333333334,0.0390625,0.013020833333333334
A1,image,69,bracket_black/test/scratches/025.png,384,360,359,5,4,355,20,0,0,0,0,0.9375,0.9348958333333334,0.013020833333333334,0.010416666666666666
A1,image,70,bracket_black/test/scratches/026.png,320,304,303,3,2,301,14,0,0,0,0,0.95,0.946875,0.009375,0.00625
A1,image,71,bracket_black/test/scratches/027.png,320,295,296,3,4,292,21,0,0,0,0,0.921875,0.925,0.009375,0.0125
A1,image,72,bracket_black/test/scratches/028.png,320,285,295,1,11,284,24,0,0,0,0,0.890625,0.921875,0.003125,0.034375
A1,image,73,bracket_black/test/scratches/029.png,384,331,332,3,4,328,49,0,0,0,0,0.8619791666666666,0.8645833333333334,0.0078125,0.010416666666666666
A1,image,74,bracket_black/test/scratches/030.png,384,336,333,7,4,329,44,0,0,0,0,0.875,0.8671875,0.018229166666666668,0.010416666666666666
A1,image,75,bracket_black/test/scratches/031.png,384,328,330,3,5,325,51,0,0,0,0,0.8541666666666666,0.859375,0.0078125,0.013020833333333334
A1,image,76,bracket_black/test/scratches/032.png,320,310,309,2,1,308,9,0,0,0,0,0.96875,0.965625,0.00625,0.003125
A1,image,77,bracket_black/test/scratches/033.png,384,355,357,1,3,354,26,0,0,0,0,0.9244791666666666,0.9296875,0.0026041666666666665,0.0078125
A1,image,78,bracket_black/test/scratches/034.png,448,404,407,3,6,401,38,0,0,0,0,0.9017857142857143,0.9084821428571429,0.006696428571428571,0.013392857142857142
A1,aggregate,-1,__ALL__,19200,18158,18158,163,163,17995,879,0,0,0,0,0.9457291666666666,0.9457291666666666,0.008489583333333333,0.008489583333333333
TRI,image,0,bracket_black/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,1,bracket_black/test/good/001.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,2,bracket_black/test/good/002.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,3,bracket_black/test/good/003.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,4,bracket_black/test/good/004.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,5,bracket_black/test/good/005.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,6,bracket_black/test/good/006.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,7,bracket_black/test/good/007.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,8,bracket_black/test/good/008.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,9,bracket_black/test/good/009.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,10,bracket_black/test/good/010.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,11,bracket_black/test/good/011.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,12,bracket_black/test/good/012.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,13,bracket_black/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,14,bracket_black/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,15,bracket_black/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,16,bracket_black/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,17,bracket_black/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,18,bracket_black/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,19,bracket_black/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,20,bracket_black/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,21,bracket_black/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,22,bracket_black/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,23,bracket_black/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,24,bracket_black/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,25,bracket_black/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,26,bracket_black/test/good/026.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,27,bracket_black/test/good/027.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,28,bracket_black/test/good/028.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,29,bracket_black/test/good/029.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,30,bracket_black/test/good/030.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,31,bracket_black/test/good/031.png,0,0,0,0,0,0,0,0,0,0,0,,,,
TRI,image,32,bracket_black/test/hole/000.png,448,443,440,3,0,440,5,0,0,0,0,0.9888392857142857,0.9821428571428571,0.006696428571428571,0.0
TRI,image,33,bracket_black/test/hole/001.png,384,372,371,1,0,371,12,0,0,0,0,0.96875,0.9661458333333334,0.0026041666666666665,0.0
TRI,image,34,bracket_black/test/hole/002.png,448,442,439,3,0,439,6,0,0,0,0,0.9866071428571429,0.9799107142857143,0.006696428571428571,0.0
TRI,image,35,bracket_black/test/hole/003.png,384,361,358,4,1,357,22,0,0,0,0,0.9401041666666666,0.9322916666666666,0.010416666666666666,0.0026041666666666665
TRI,image,36,bracket_black/test/hole/004.png,128,110,108,3,1,107,17,0,0,0,0,0.859375,0.84375,0.0234375,0.0078125
TRI,image,37,bracket_black/test/hole/005.png,384,381,380,1,0,380,3,0,0,0,0,0.9921875,0.9895833333333334,0.0026041666666666665,0.0
TRI,image,38,bracket_black/test/hole/006.png,256,249,250,0,1,249,6,0,0,0,0,0.97265625,0.9765625,0.0,0.00390625
TRI,image,39,bracket_black/test/hole/007.png,448,427,419,8,0,419,21,0,0,0,0,0.953125,0.9352678571428571,0.017857142857142856,0.0
TRI,image,40,bracket_black/test/hole/008.png,448,443,441,3,1,440,4,0,0,0,0,0.9888392857142857,0.984375,0.006696428571428571,0.002232142857142857
TRI,image,41,bracket_black/test/hole/009.png,320,313,310,3,0,310,7,0,0,0,0,0.978125,0.96875,0.009375,0.0
TRI,image,42,bracket_black/test/hole/010.png,448,443,441,2,0,441,5,0,0,0,0,0.9888392857142857,0.984375,0.004464285714285714,0.0
TRI,image,43,bracket_black/test/hole/011.png,384,383,384,0,1,383,0,0,0,0,0,0.9973958333333334,1.0,0.0,0.0026041666666666665
TRI,image,44,bracket_black/test/scratches/000.png,384,382,383,0,1,382,1,0,0,0,0,0.9947916666666666,0.9973958333333334,0.0,0.0026041666666666665
TRI,image,45,bracket_black/test/scratches/001.png,448,448,448,0,0,448,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,46,bracket_black/test/scratches/002.png,512,503,504,0,1,503,8,0,0,0,0,0.982421875,0.984375,0.0,0.001953125
TRI,image,47,bracket_black/test/scratches/003.png,512,512,512,0,0,512,0,0,0,0,0,1.0,1.0,0.0,0.0
TRI,image,48,bracket_black/test/scratches/004.png,640,628,629,0,1,628,11,0,0,0,0,0.98125,0.9828125,0.0,0.0015625
TRI,image,49,bracket_black/test/scratches/005.png,576,551,551,1,1,550,24,0,0,0,0,0.9565972222222222,0.9565972222222222,0.001736111111111111,0.001736111111111111
TRI,image,50,bracket_black/test/scratches/006.png,512,506,504,2,0,504,6,0,0,0,0,0.98828125,0.984375,0.00390625,0.0
TRI,image,51,bracket_black/test/scratches/007.png,448,438,439,0,1,438,9,0,0,0,0,0.9776785714285714,0.9799107142857143,0.0,0.002232142857142857
TRI,image,52,bracket_black/test/scratches/008.png,448,447,447,0,0,447,1,0,0,0,0,0.9977678571428571,0.9977678571428571,0.0,0.0
TRI,image,53,bracket_black/test/scratches/009.png,512,487,490,1,4,486,21,0,0,0,0,0.951171875,0.95703125,0.001953125,0.0078125
TRI,image,54,bracket_black/test/scratches/010.png,512,448,445,6,3,442,61,0,0,0,0,0.875,0.869140625,0.01171875,0.005859375
TRI,image,55,bracket_black/test/scratches/011.png,320,310,312,0,2,310,8,0,0,0,0,0.96875,0.975,0.0,0.00625
TRI,image,56,bracket_black/test/scratches/012.png,320,309,313,0,4,309,7,0,0,0,0,0.965625,0.978125,0.0,0.0125
TRI,image,57,bracket_black/test/scratches/013.png,320,313,314,0,1,313,6,0,0,0,0,0.978125,0.98125,0.0,0.003125
TRI,image,58,bracket_black/test/scratches/014.png,576,522,515,9,2,513,52,0,0,0,0,0.90625,0.8940972222222222,0.015625,0.003472222222222222
TRI,image,59,bracket_black/test/scratches/015.png,448,393,379,18,4,375,51,0,0,0,0,0.8772321428571429,0.8459821428571429,0.04017857142857143,0.008928571428571428
TRI,image,60,bracket_black/test/scratches/016.png,448,385,366,20,1,365,62,0,0,0,0,0.859375,0.8169642857142857,0.044642857142857144,0.002232142857142857
TRI,image,61,bracket_black/test/scratches/017.png,448,424,425,4,5,420,19,0,0,0,0,0.9464285714285714,0.9486607142857143,0.008928571428571428,0.011160714285714286
TRI,image,62,bracket_black/test/scratches/018.png,512,474,467,12,5,462,33,0,0,0,0,0.92578125,0.912109375,0.0234375,0.009765625
TRI,image,63,bracket_black/test/scratches/019.png,320,319,318,1,0,318,1,0,0,0,0,0.996875,0.99375,0.003125,0.0
TRI,image,64,bracket_black/test/scratches/020.png,320,316,319,0,3,316,1,0,0,0,0,0.9875,0.996875,0.0,0.009375
TRI,image,65,bracket_black/test/scratches/021.png,448,401,424,5,28,396,19,0,0,0,0,0.8950892857142857,0.9464285714285714,0.011160714285714286,0.0625
TRI,image,66,bracket_black/test/scratches/022.png,384,324,342,8,26,316,34,0,0,0,0,0.84375,0.890625,0.020833333333333332,0.06770833333333333
TRI,image,67,bracket_black/test/scratches/023.png,320,270,259,12,1,258,49,0,0,0,0,0.84375,0.809375,0.0375,0.003125
TRI,image,68,bracket_black/test/scratches/024.png,384,338,324,16,2,322,44,0,0,0,0,0.8802083333333334,0.84375,0.041666666666666664,0.005208333333333333
TRI,image,69,bracket_black/test/scratches/025.png,384,355,343,13,1,342,28,0,0,0,0,0.9244791666666666,0.8932291666666666,0.033854166666666664,0.0026041666666666665
TRI,image,70,bracket_black/test/scratches/026.png,320,301,298,4,1,297,18,0,0,0,0,0.940625,0.93125,0.0125,0.003125
TRI,image,71,bracket_black/test/scratches/027.png,320,299,296,3,0,296,21,0,0,0,0,0.934375,0.925,0.009375,0.0
TRI,image,72,bracket_black/test/scratches/028.png,320,292,295,1,4,291,24,0,0,0,0,0.9125,0.921875,0.003125,0.0125
TRI,image,73,bracket_black/test/scratches/029.png,384,328,328,3,3,325,53,0,0,0,0,0.8541666666666666,0.8541666666666666,0.0078125,0.0078125
TRI,image,74,bracket_black/test/scratches/030.png,384,334,337,3,6,331,44,0,0,0,0,0.8697916666666666,0.8776041666666666,0.0078125,0.015625
TRI,image,75,bracket_black/test/scratches/031.png,384,322,321,4,3,318,59,0,0,0,0,0.8385416666666666,0.8359375,0.010416666666666666,0.0078125
TRI,image,76,bracket_black/test/scratches/032.png,320,311,310,1,0,310,9,0,0,0,0,0.971875,0.96875,0.003125,0.0
TRI,image,77,bracket_black/test/scratches/033.png,384,354,355,3,4,351,26,0,0,0,0,0.921875,0.9244791666666666,0.0078125,0.010416666666666666
TRI,image,78,bracket_black/test/scratches/034.png,448,398,401,4,7,394,43,0,0,0,0,0.8883928571428571,0.8950892857142857,0.008928571428571428,0.015625
TRI,aggregate,-1,__ALL__,19200,18109,18054,185,130,17924,961,0,0,0,0,0.9431770833333334,0.9403125,0.009635416666666667,0.0067708333333333336
BAL,image,0,bracket_black/test/good/000.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,1,bracket_black/test/good/001.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,2,bracket_black/test/good/002.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,3,bracket_black/test/good/003.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,4,bracket_black/test/good/004.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,5,bracket_black/test/good/005.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,6,bracket_black/test/good/006.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,7,bracket_black/test/good/007.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,8,bracket_black/test/good/008.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,9,bracket_black/test/good/009.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,10,bracket_black/test/good/010.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,11,bracket_black/test/good/011.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,12,bracket_black/test/good/012.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,13,bracket_black/test/good/013.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,14,bracket_black/test/good/014.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,15,bracket_black/test/good/015.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,16,bracket_black/test/good/016.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,17,bracket_black/test/good/017.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,18,bracket_black/test/good/018.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,19,bracket_black/test/good/019.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,20,bracket_black/test/good/020.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,21,bracket_black/test/good/021.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,22,bracket_black/test/good/022.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,23,bracket_black/test/good/023.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,24,bracket_black/test/good/024.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,25,bracket_black/test/good/025.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,26,bracket_black/test/good/026.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,27,bracket_black/test/good/027.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,28,bracket_black/test/good/028.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,29,bracket_black/test/good/029.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,30,bracket_black/test/good/030.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,31,bracket_black/test/good/031.png,0,0,0,0,0,0,0,0,0,0,0,,,,
BAL,image,32,bracket_black/test/hole/000.png,448,443,440,3,0,440,5,0,0,0,0,0.9888392857142857,0.9821428571428571,0.006696428571428571,0.0
BAL,image,33,bracket_black/test/hole/001.png,384,372,372,1,1,371,11,0,0,0,0,0.96875,0.96875,0.0026041666666666665,0.0026041666666666665
BAL,image,34,bracket_black/test/hole/002.png,448,442,441,2,1,440,5,0,0,0,0,0.9866071428571429,0.984375,0.004464285714285714,0.002232142857142857
BAL,image,35,bracket_black/test/hole/003.png,384,362,358,5,1,357,21,0,0,0,0,0.9427083333333334,0.9322916666666666,0.013020833333333334,0.0026041666666666665
BAL,image,36,bracket_black/test/hole/004.png,128,104,108,1,5,103,19,0,0,0,0,0.8125,0.84375,0.0078125,0.0390625
BAL,image,37,bracket_black/test/hole/005.png,384,381,379,2,0,379,3,0,0,0,0,0.9921875,0.9869791666666666,0.005208333333333333,0.0
BAL,image,38,bracket_black/test/hole/006.png,256,249,250,0,1,249,6,0,0,0,0,0.97265625,0.9765625,0.0,0.00390625
BAL,image,39,bracket_black/test/hole/007.png,448,425,418,7,0,418,23,0,0,0,0,0.9486607142857143,0.9330357142857143,0.015625,0.0
BAL,image,40,bracket_black/test/hole/008.png,448,444,444,1,1,443,3,0,0,0,0,0.9910714285714286,0.9910714285714286,0.002232142857142857,0.002232142857142857
BAL,image,41,bracket_black/test/hole/009.png,320,314,311,3,0,311,6,0,0,0,0,0.98125,0.971875,0.009375,0.0
BAL,image,42,bracket_black/test/hole/010.png,448,445,443,3,1,442,2,0,0,0,0,0.9933035714285714,0.9888392857142857,0.006696428571428571,0.002232142857142857
BAL,image,43,bracket_black/test/hole/011.png,384,383,384,0,1,383,0,0,0,0,0,0.9973958333333334,1.0,0.0,0.0026041666666666665
BAL,image,44,bracket_black/test/scratches/000.png,384,382,381,2,1,380,1,0,0,0,0,0.9947916666666666,0.9921875,0.005208333333333333,0.0026041666666666665
BAL,image,45,bracket_black/test/scratches/001.png,448,448,448,0,0,448,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,46,bracket_black/test/scratches/002.png,512,503,505,0,2,503,7,0,0,0,0,0.982421875,0.986328125,0.0,0.00390625
BAL,image,47,bracket_black/test/scratches/003.png,512,512,512,0,0,512,0,0,0,0,0,1.0,1.0,0.0,0.0
BAL,image,48,bracket_black/test/scratches/004.png,640,626,628,0,2,626,12,0,0,0,0,0.978125,0.98125,0.0,0.003125
BAL,image,49,bracket_black/test/scratches/005.png,576,549,549,1,1,548,26,0,0,0,0,0.953125,0.953125,0.001736111111111111,0.001736111111111111
BAL,image,50,bracket_black/test/scratches/006.png,512,505,502,3,0,502,7,0,0,0,0,0.986328125,0.98046875,0.005859375,0.0
BAL,image,51,bracket_black/test/scratches/007.png,448,438,438,1,1,437,9,0,0,0,0,0.9776785714285714,0.9776785714285714,0.002232142857142857,0.002232142857142857
BAL,image,52,bracket_black/test/scratches/008.png,448,447,447,0,0,447,1,0,0,0,0,0.9977678571428571,0.9977678571428571,0.0,0.0
BAL,image,53,bracket_black/test/scratches/009.png,512,486,490,3,7,483,19,0,0,0,0,0.94921875,0.95703125,0.005859375,0.013671875
BAL,image,54,bracket_black/test/scratches/010.png,512,446,447,4,5,442,61,0,0,0,0,0.87109375,0.873046875,0.0078125,0.009765625
BAL,image,55,bracket_black/test/scratches/011.png,320,310,315,0,5,310,5,0,0,0,0,0.96875,0.984375,0.0,0.015625
BAL,image,56,bracket_black/test/scratches/012.png,320,308,312,2,6,306,6,0,0,0,0,0.9625,0.975,0.00625,0.01875
BAL,image,57,bracket_black/test/scratches/013.png,320,310,314,0,4,310,6,0,0,0,0,0.96875,0.98125,0.0,0.0125
BAL,image,58,bracket_black/test/scratches/014.png,576,533,527,9,3,524,40,0,0,0,0,0.9253472222222222,0.9149305555555556,0.015625,0.005208333333333333
BAL,image,59,bracket_black/test/scratches/015.png,448,403,399,10,6,393,39,0,0,0,0,0.8995535714285714,0.890625,0.022321428571428572,0.013392857142857142
BAL,image,60,bracket_black/test/scratches/016.png,448,403,386,19,2,384,43,0,0,0,0,0.8995535714285714,0.8616071428571429,0.04241071428571429,0.004464285714285714
BAL,image,61,bracket_black/test/scratches/017.png,448,430,429,5,4,425,14,0,0,0,0,0.9598214285714286,0.9575892857142857,0.011160714285714286,0.008928571428571428
BAL,image,62,bracket_black/test/scratches/018.png,512,487,479,9,1,478,24,0,0,0,0,0.951171875,0.935546875,0.017578125,0.001953125
