method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9911986985833037,0.03378584496525213,0.9673206583033924,0.7377777777777779,0.7797227246589291,0.7073170731707317
C,0.9812711806890096,0.021746982330234508,0.9325669535881643,0.7155555555555555,0.6475108419416292,0.7792207792207793
A1_J,0.9932983320251833,0.0438835154305927,0.9741587909362207,0.7944444444444445,0.8317536405052649,0.7636363636363636
DUP_J,0.9924516298676567,0.03749373815324152,0.9719406723702342,0.7677777777777778,0.8190686900758906,0.7228915662650602
DUP_BAL_J,0.9932983320251833,0.0438835154305927,0.9741587909362207,0.7944444444444445,0.8317536405052649,0.7636363636363636
DUP_EXPECTED_J,0.9924516298676567,0.03749373815324152,0.9719406723702342,0.7677777777777778,0.8190686900758906,0.7228915662650602
A1_L,0.9937336746515126,0.045514862031565004,0.9756974820865902,0.7822222222222223,0.8256480089653038,0.7341772151898733
A1_lambda_0.25,0.9937528982148789,0.04628146566942392,0.975470923093197,0.7855555555555556,0.8253283522490954,0.7341772151898733
A1_lambda_0.50,0.9936993689355376,0.04648079343408638,0.975349516258425,0.8011111111111111,0.8380759232221566,0.7407407407407408
A1_lambda_0.75,0.993557448351972,0.04664012666009845,0.9748617715440697,0.8022222222222223,0.8372268881011997,0.7636363636363636
