method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.8767029791446419,0.17870811316139573,0.8457999999999999,0.9224465348499995,0.8597285067873304
S,0.9126241734025453,0.24385191214487356,0.9425999999999999,0.972867243039188,0.927536231884058
C,0.9573800836195809,0.29220756161186784,0.8946,0.9512294593971091,0.8743718592964824
A1_J,0.922436358922066,0.25430552708463533,0.9314,0.970869106238231,0.8972972972972972
TRI_J,0.9198047954345583,0.25894104551017755,0.9588,0.9822404220586495,0.9333333333333333
BAL_J,0.9324901601849447,0.28780106391416477,0.9606,0.9833185066109836,0.9387755102040817
DUP_J,0.9078997381901348,0.22476554016387665,0.9124,0.9605342912771734,0.8855721393034827
DUP_BAL_J,0.922436358922066,0.25430552708463533,0.9314,0.970869106238231,0.8972972972972972
DUP_EXPECTED_J,0.9078997381901348,0.22476554016387665,0.9124,0.9605342912771734,0.8855721393034827
A1_L,0.9271379431828812,0.2519397561591677,0.9174000000000001,0.9625981565115591,0.8878048780487805
DUP_L,0.9088043221181344,0.21844694626609926,0.89,0.9489114349918066,0.8737864077669903
TRI_L,0.9291664452768262,0.26602495841812673,0.948,0.9768413700086152,0.9191919191919193
BAL_L,0.9434821688379617,0.30220271516020486,0.9584,0.9821245367925124,0.9285714285714285
