method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9648692183235975,0.31628685278359125,0.9416666666666668,0.9649377368851291,0.9166666666666666
S,0.9595153690259839,0.29519184902422135,0.9418333333333333,0.9551830833291131,0.9313725490196078
C,0.9201091752696317,0.15344755320127695,0.7413333333333334,0.8216382618630405,0.8117154811715481
A1_J,0.9667316305675249,0.3538173591163797,0.9596666666666667,0.9767281680039372,0.9365853658536586
TRI_J,0.9645647383535072,0.3438753063225652,0.9631666666666666,0.9741969162600301,0.9320388349514563
BAL_J,0.9648393841717225,0.34533279609812617,0.9693333333333334,0.9794722521576837,0.9371980676328503
DUP_J,0.9665139537492387,0.34732320905641356,0.9491666666666667,0.9701403823618301,0.922279792746114
DUP_BAL_J,0.9667316305675249,0.3538173591163797,0.9596666666666667,0.9767281680039372,0.9365853658536586
DUP_EXPECTED_J,0.9665139537492387,0.34732320905641356,0.9491666666666667,0.9701403823618301,0.922279792746114
A1_L,0.9679592564001827,0.32938115929329803,0.9601666666666666,0.9758372748239251,0.9494949494949495
DUP_L,0.9668005941443308,0.32640732094924524,0.9516666666666667,0.9700201269920287,0.9326424870466321
TRI_L,0.9684681873502902,0.33467897656756346,0.9681666666666666,0.977414157626916,0.9405940594059405
BAL_L,0.9693969717068616,0.3344263946961844,0.9715,0.980066687299577,0.9509803921568627
