method,dataset,seed,shot,n_categories,macro_pixel_ap,interval_pixel_ap_lo,interval_pixel_ap_hi,bootstrap_mean,geometry
PatchCore_harmonised448,mpdd,0,1,1,0.006254671422096857,0.00408022322053674,0.008446044462622508,0.006215814135395065,resize 448 / imagesize 448
PatchCore_native_official224,mpdd,0,1,1,0.0033476125303712545,0.002431291462325225,0.00444825060205751,0.003185583168282236,resize 256 / imagesize 224
PatchCore_native_local128,mpdd,0,1,1,0.0023397370272130336,0.0016848274949695732,0.0030835357239756994,0.0022230195032049743,resize 144 / imagesize 128
