dataset,seed,shot,category,method,pixel_ap
mpdd,0,1,bracket_black,A1_J,0.0093790058630079266
mpdd,0,1,bracket_black,A1_L,0.0086275137252960956
mpdd,0,1,bracket_black,B,0.02509600467490827
mpdd,0,1,bracket_black,BAL_J,0.0084541522621829519
mpdd,0,1,bracket_black,BAL_L,0.0079447603123068353
mpdd,0,1,bracket_black,C,0.0042397829566953047
mpdd,0,1,bracket_black,DUP_BAL_J,0.0093790058630079266
mpdd,0,1,bracket_black,DUP_EXPECTED_J,0.011761235986320222
mpdd,0,1,bracket_black,DUP_J,0.011761235986320222
mpdd,0,1,bracket_black,DUP_L,0.011114232172909768
mpdd,0,1,bracket_black,S,0.019190956124408371
mpdd,0,1,bracket_black,TRI_J,0.0099725738696892739
mpdd,0,1,bracket_black,TRI_L,0.0098057176510012601
mpdd,0,1,bracket_brown,A1_J,0.034845758704850148
mpdd,0,1,bracket_brown,A1_L,0.03883031547498892
mpdd,0,1,bracket_brown,B,0.037501220442451307
mpdd,0,1,bracket_brown,BAL_J,0.038527345188054021
mpdd,0,1,bracket_brown,BAL_L,0.042622723013795619
mpdd,0,1,bracket_brown,C,0.03066456151492836
mpdd,0,1,bracket_brown,DUP_BAL_J,0.034845758704850148
mpdd,0,1,bracket_brown,DUP_EXPECTED_J,0.036095494783842969
mpdd,0,1,bracket_brown,DUP_J,0.036095494783842969
mpdd,0,1,bracket_brown,DUP_L,0.03882651178294784
mpdd,0,1,bracket_brown,S,0.046381517602937974
mpdd,0,1,bracket_brown,TRI_J,0.040853075270505211
mpdd,0,1,bracket_brown,TRI_L,0.043907376687124848
mpdd,0,1,bracket_white,A1_J,0.1211807772622339
mpdd,0,1,bracket_white,A1_L,0.13500144641091549
mpdd,0,1,bracket_white,B,0.092769861553250843
mpdd,0,1,bracket_white,BAL_J,0.12597090038744541
mpdd,0,1,bracket_white,BAL_L,0.1435824418370327
mpdd,0,1,bracket_white,C,0.045983919586020487
mpdd,0,1,bracket_white,DUP_BAL_J,0.1211807772622339
mpdd,0,1,bracket_white,DUP_EXPECTED_J,0.11418627259693996
mpdd,0,1,bracket_white,DUP_J,0.11418627259693996
mpdd,0,1,bracket_white,DUP_L,0.1260410952648634
mpdd,0,1,bracket_white,S,0.088359072744655445
mpdd,0,1,bracket_white,TRI_J,0.13565244798046894
mpdd,0,1,bracket_white,TRI_L,0.15021225787660436
mpdd,0,1,connector,A1_J,0.12480274383534576
mpdd,0,1,connector,A1_L,0.12992717676652135
mpdd,0,1,connector,B,0.086584663550871493
mpdd,0,1,connector,BAL_J,0.1346517647189259
mpdd,0,1,connector,BAL_L,0.14791728730534318
mpdd,0,1,connector,C,0.097489862269258487
mpdd,0,1,connector,DUP_BAL_J,0.12480274383534576
mpdd,0,1,connector,DUP_EXPECTED_J,0.1020084321985861
mpdd,0,1,connector,DUP_J,0.1020084321985861
mpdd,0,1,connector,DUP_L,0.10602285142935744
mpdd,0,1,connector,S,0.096718255490398905
mpdd,0,1,connector,TRI_J,0.11422359772145632
mpdd,0,1,connector,TRI_L,0.12542264578588128
mpdd,0,1,metal_plate,A1_J,0.87004399035002056
mpdd,0,1,metal_plate,A1_L,0.86771940946107062
mpdd,0,1,metal_plate,B,0.75917697523131722
mpdd,0,1,metal_plate,BAL_J,0.89153333305066607
mpdd,0,1,metal_plate,BAL_L,0.89701256644572824
mpdd,0,1,metal_plate,C,0.92585424019119011
mpdd,0,1,metal_plate,DUP_BAL_J,0.87004399035002056
mpdd,0,1,metal_plate,DUP_EXPECTED_J,0.83176362165716256
mpdd,0,1,metal_plate,DUP_J,0.83176362165716256
mpdd,0,1,metal_plate,DUP_L,0.82803451055574828
mpdd,0,1,metal_plate,S,0.84450478575181886
mpdd,0,1,metal_plate,TRI_J,0.86198580304696704
mpdd,0,1,metal_plate,TRI_L,0.86853957926874903
mpdd,0,1,tubes,A1_J,0.72737671618754196
mpdd,0,1,tubes,A1_L,0.73608612764515868
mpdd,0,1,tubes,B,0.69654288662872776
mpdd,0,1,tubes,BAL_J,0.69733228457162111
mpdd,0,1,tubes,BAL_L,0.71478312648643338
mpdd,0,1,tubes,C,0.47296498660216996
mpdd,0,1,tubes,DUP_BAL_J,0.72737671618754196
mpdd,0,1,tubes,DUP_EXPECTED_J,0.71640264095253525
mpdd,0,1,tubes,DUP_J,0.71640264095253525
mpdd,0,1,tubes,DUP_L,0.71979663699823837
mpdd,0,1,tubes,S,0.56927811184411925
mpdd,0,1,tubes,TRI_J,0.68661696877749934
mpdd,0,1,tubes,TRI_L,0.6981936638484999
mpdd,0,2,bracket_black,A1_J,0.012836355986833777
mpdd,0,2,bracket_black,A1_L,0.012791890303550305
mpdd,0,2,bracket_black,B,0.045689750954604876
mpdd,0,2,bracket_black,BAL_J,0.011371976188507042
mpdd,0,2,bracket_black,BAL_L,0.011214319374617424
mpdd,0,2,bracket_black,C,0.0049874225415868882
mpdd,0,2,bracket_black,DUP_BAL_J,0.012836355986833777
mpdd,0,2,bracket_black,DUP_EXPECTED_J,0.018283798573091436
mpdd,0,2,bracket_black,DUP_J,0.018283798573091436
mpdd,0,2,bracket_black,DUP_L,0.018698598564364934
mpdd,0,2,bracket_black,S,0.039663706469912872
mpdd,0,2,bracket_black,TRI_J,0.016127932745740866
mpdd,0,2,bracket_black,TRI_L,0.016950619477761553
mpdd,0,2,bracket_brown,A1_J,0.034054571992073998
mpdd,0,2,bracket_brown,A1_L,0.037578207799329889
mpdd,0,2,bracket_brown,B,0.038067101795731625
mpdd,0,2,bracket_brown,BAL_J,0.035938651154162296
mpdd,0,2,bracket_brown,BAL_L,0.03941518956240412
