method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source
anomalydino_canvas_rotation,mpdd,1,1,metal_plate,study,392x392,0.765625,0.8627688796426057,0.9537143529479742,14905408,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_metal_plate.npz
PatchCore_native_local128,mpdd,1,1,metal_plate,study,392x392,0.765625,0.6917879603991813,0.9267757109497164,14905408,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_metal_plate.npz
PatchCore_native_official224,mpdd,1,1,metal_plate,study,392x392,0.765625,0.7722673373698224,0.9545369080303875,14905408,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_metal_plate.npz
controlled_A1_J,mpdd,1,1,tubes,study,392x392,0.765625,0.6629431791372691,0.9767554817899071,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\tubes\patch_scores.npz
controlled_A1_L,mpdd,1,1,tubes,study,392x392,0.765625,0.6709316847428606,0.9790824665701813,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k1\tubes\patch_scores.npz
anomalydino_canvas,mpdd,1,1,tubes,study,392x392,0.765625,0.49469603128817374,0.9565592182810633,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k1_tubes.npz
anomalydino_canvas_rotation,mpdd,1,1,tubes,study,392x392,0.765625,0.5258867998254633,0.9573390209876395,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k1_tubes.npz
PatchCore_native_local128,mpdd,1,1,tubes,study,392x392,0.765625,0.095529936780119,0.8876616233470426,15520064,2.4,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k1\predictions\mvtec_tubes.npz
PatchCore_native_official224,mpdd,1,1,tubes,study,392x392,0.765625,0.06404492314661096,0.9136136320439394,15520064,1.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k1\predictions\mvtec_tubes.npz
controlled_A1_J,mpdd,1,4,bracket_black,study,392x392,0.765625,0.11431652253807101,0.9551725368265385,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_black\patch_scores.npz
controlled_A1_L,mpdd,1,4,bracket_black,study,392x392,0.765625,0.11308771221302624,0.9581928416336348,12139456,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_black\patch_scores.npz
anomalydino_canvas,mpdd,1,4,bracket_black,study,392x392,0.765625,0.08392001779917815,0.9287452824955277,12139456,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_bracket_black.npz
anomalydino_canvas_rotation,mpdd,1,4,bracket_black,study,392x392,0.765625,0.08260749179848931,0.9276025413721417,12139456,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_bracket_black.npz
PatchCore_native_local128,mpdd,1,4,bracket_black,study,392x392,0.765625,0.003959896099861332,0.8334301428669766,12139456,1.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_bracket_black.npz
PatchCore_native_official224,mpdd,1,4,bracket_black,study,392x392,0.765625,0.011405506285867173,0.916627087862546,12139456,1.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_bracket_black.npz
controlled_A1_J,mpdd,1,4,bracket_brown,study,392x392,0.765625,0.05674865706142117,0.9088083119378378,11832128,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_brown\patch_scores.npz
controlled_A1_L,mpdd,1,4,bracket_brown,study,392x392,0.765625,0.06152122352486477,0.9185661226330367,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_brown\patch_scores.npz
anomalydino_canvas,mpdd,1,4,bracket_brown,study,392x392,0.765625,0.06765935999736508,0.9275954431282099,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_bracket_brown.npz
anomalydino_canvas_rotation,mpdd,1,4,bracket_brown,study,392x392,0.765625,0.0651601842997758,0.9275977734928664,11832128,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_bracket_brown.npz
PatchCore_native_local128,mpdd,1,4,bracket_brown,study,392x392,0.765625,0.02960063756994772,0.900190246650586,11832128,1.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_bracket_brown.npz
PatchCore_native_official224,mpdd,1,4,bracket_brown,study,392x392,0.765625,0.049447678799183756,0.9380975144875392,11832128,1.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_bracket_brown.npz
controlled_A1_J,mpdd,1,4,bracket_white,study,392x392,0.765625,0.2203161939539341,0.9979544421951961,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_white\patch_scores.npz
controlled_A1_L,mpdd,1,4,bracket_white,study,392x392,0.765625,0.2191761728329525,0.997842312883267,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\bracket_white\patch_scores.npz
anomalydino_canvas,mpdd,1,4,bracket_white,study,392x392,0.765625,0.09009035908242288,0.9965405950706845,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_bracket_white.npz
anomalydino_canvas_rotation,mpdd,1,4,bracket_white,study,392x392,0.765625,0.16077023081311753,0.9970907955596295,9219840,0.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_bracket_white.npz
PatchCore_native_local128,mpdd,1,4,bracket_white,study,392x392,0.765625,0.0012638995502673792,0.8472335816302428,9219840,0.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_bracket_white.npz
PatchCore_native_official224,mpdd,1,4,bracket_white,study,392x392,0.765625,0.006770370010265009,0.9635851837483966,9219840,0.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_bracket_white.npz
controlled_A1_J,mpdd,1,4,connector,study,392x392,0.765625,0.42090959171210024,0.9721346856390347,6761216,0.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\connector\patch_scores.npz
controlled_A1_L,mpdd,1,4,connector,study,392x392,0.765625,0.4772936191771076,0.9771259418635568,6761216,0.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\connector\patch_scores.npz
anomalydino_canvas,mpdd,1,4,connector,study,392x392,0.765625,0.3485199999413312,0.9737960560802751,6761216,0.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_connector.npz
anomalydino_canvas_rotation,mpdd,1,4,connector,study,392x392,0.765625,0.3570454736312749,0.9738712281484829,6761216,0.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_connector.npz
PatchCore_native_local128,mpdd,1,4,connector,study,392x392,0.765625,0.09878379061404845,0.9524879351324756,6761216,0.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_connector.npz
PatchCore_native_official224,mpdd,1,4,connector,study,392x392,0.765625,0.44324547909279455,0.9811933597618345,6761216,0.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_connector.npz
controlled_A1_J,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8699101862455343,0.970733004514631,14905408,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\metal_plate\patch_scores.npz
controlled_A1_L,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8713606233481948,0.9730087797287059,14905408,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\metal_plate\patch_scores.npz
anomalydino_canvas,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8677664880067096,0.9639940877687139,14905408,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_metal_plate.npz
anomalydino_canvas_rotation,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8775896319088435,0.9665960433882295,14905408,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_metal_plate.npz
PatchCore_native_local128,mpdd,1,4,metal_plate,study,392x392,0.765625,0.8486319511434157,0.961825743086748,14905408,1.8,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_metal_plate.npz
PatchCore_native_official224,mpdd,1,4,metal_plate,study,392x392,0.765625,0.9219267352151101,0.983097480981771,14905408,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_metal_plate.npz
controlled_A1_J,mpdd,1,4,tubes,study,392x392,0.765625,0.7457095955191704,0.9827675560194388,15520064,1.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\tubes\patch_scores.npz
controlled_A1_L,mpdd,1,4,tubes,study,392x392,0.765625,0.7538879411326024,0.9854342206888038,15520064,1.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\tubes\patch_scores.npz
anomalydino_canvas,mpdd,1,4,tubes,study,392x392,0.765625,0.5784137120467854,0.9648193666221611,15520064,1.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_tubes.npz
anomalydino_canvas_rotation,mpdd,1,4,tubes,study,392x392,0.765625,0.5957163843643402,0.9658362650176437,15520064,1.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_tubes.npz
PatchCore_native_local128,mpdd,1,4,tubes,study,392x392,0.765625,0.11701416819608945,0.8914468918576842,15520064,2.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_tubes.npz
PatchCore_native_official224,mpdd,1,4,tubes,study,392x392,0.765625,0.36894491496093273,0.966300552549382,15520064,1.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_tubes.npz
controlled_A1_J,mvtec,0,1,bottle,corrected,392x392,0.765625,0.8043946670432834,0.9787499486829305,12754112,1.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\bottle\patch_scores.npz
controlled_A1_L,mvtec,0,1,bottle,corrected,392x392,0.765625,0.8012313338225362,0.9788658403260915,12754112,1.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\bottle\patch_scores.npz
anomalydino_canvas,mvtec,0,1,bottle,corrected,392x392,0.765625,0.8295749589563616,0.9844842288645447,12754112,1.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_bottle.npz
anomalydino_canvas_rotation,mvtec,0,1,bottle,corrected,392x392,0.765625,0.8314173166351522,0.9851078205180529,12754112,1.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_bottle.npz
PatchCore_native_official224,mvtec,0,1,bottle,corrected,392x392,0.765625,0.7812945794233781,0.9780729471624658,12754112,1.5,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_bottle.npz
controlled_A1_J,mvtec,0,1,cable,corrected,392x392,0.765625,0.6145285269727401,0.9241813962751986,23049600,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\cable\patch_scores.npz
controlled_A1_L,mvtec,0,1,cable,corrected,392x392,0.765625,0.6039649747958035,0.9183547550816459,23049600,2.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\cable\patch_scores.npz
anomalydino_canvas,mvtec,0,1,cable,corrected,392x392,0.765625,0.6193763886444352,0.9064671076936673,23049600,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_cable.npz
anomalydino_canvas_rotation,mvtec,0,1,cable,corrected,392x392,0.765625,0.5984781539029012,0.8941686030509849,23049600,2.6,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_cable.npz
PatchCore_native_official224,mvtec,0,1,cable,corrected,392x392,0.765625,0.3927618167290506,0.9274262539116074,23049600,2.7,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_cable.npz
controlled_A1_J,mvtec,0,1,capsule,corrected,392x392,0.765625,0.475903087036359,0.9686809434301055,20283648,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\capsule\patch_scores.npz
controlled_A1_L,mvtec,0,1,capsule,corrected,392x392,0.765625,0.4858859634210676,0.9707042904456437,20283648,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\capsule\patch_scores.npz
anomalydino_canvas,mvtec,0,1,capsule,corrected,392x392,0.765625,0.4482278404419749,0.9723964968918389,20283648,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_capsule.npz
anomalydino_canvas_rotation,mvtec,0,1,capsule,corrected,392x392,0.765625,0.45875124868449624,0.9736271616491637,20283648,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_capsule.npz
PatchCore_native_official224,mvtec,0,1,capsule,corrected,392x392,0.765625,0.3298397769986884,0.9554007925413363,20283648,2.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_capsule.npz
controlled_A1_J,mvtec,0,1,carpet,corrected,392x392,0.765625,0.5740293839911031,0.9884142565389687,17978688,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\carpet\patch_scores.npz
controlled_A1_L,mvtec,0,1,carpet,corrected,392x392,0.765625,0.5675106570014402,0.9884099076112238,17978688,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\carpet\patch_scores.npz
anomalydino_canvas,mvtec,0,1,carpet,corrected,392x392,0.765625,0.5974199025824279,0.9886621220149827,17978688,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_carpet.npz
anomalydino_canvas_rotation,mvtec,0,1,carpet,corrected,392x392,0.765625,0.5893832864284019,0.9887410911405906,17978688,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_carpet.npz
PatchCore_native_official224,mvtec,0,1,carpet,corrected,392x392,0.765625,0.7078222149174713,0.9901620773759359,17978688,2.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_carpet.npz
controlled_A1_J,mvtec,0,1,grid,corrected,392x392,0.765625,0.4779542501496464,0.9921269337793565,11985792,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\grid\patch_scores.npz
controlled_A1_L,mvtec,0,1,grid,corrected,392x392,0.765625,0.4808874880953131,0.9920790301894495,11985792,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\grid\patch_scores.npz
anomalydino_canvas,mvtec,0,1,grid,corrected,392x392,0.765625,0.43233542736574637,0.988985717041298,11985792,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_grid.npz
anomalydino_canvas_rotation,mvtec,0,1,grid,corrected,392x392,0.765625,0.42002710918148367,0.9901891776298203,11985792,1.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_grid.npz
PatchCore_native_official224,mvtec,0,1,grid,corrected,392x392,0.765625,0.008634023252227712,0.5501726363645687,11985792,1.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_grid.npz
controlled_A1_J,mvtec,0,1,hazelnut,corrected,392x392,0.765625,0.7251715921408575,0.9914202013246858,16903040,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\hazelnut\patch_scores.npz
controlled_A1_L,mvtec,0,1,hazelnut,corrected,392x392,0.765625,0.7293879822649832,0.9917598501992787,16903040,1.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\hazelnut\patch_scores.npz
anomalydino_canvas,mvtec,0,1,hazelnut,corrected,392x392,0.765625,0.7570815331898187,0.9873722074316641,16903040,1.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_hazelnut.npz
anomalydino_canvas_rotation,mvtec,0,1,hazelnut,corrected,392x392,0.765625,0.7641217435780233,0.9890831686028749,16903040,1.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_hazelnut.npz
PatchCore_native_official224,mvtec,0,1,hazelnut,corrected,392x392,0.765625,0.3804594282201197,0.9415428990376349,16903040,1.9,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_hazelnut.npz
controlled_A1_J,mvtec,0,1,leather,corrected,392x392,0.765625,0.28370841349458087,0.9870421642693178,19054336,1.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\leather\patch_scores.npz
controlled_A1_L,mvtec,0,1,leather,corrected,392x392,0.765625,0.27221132060004205,0.9867571782288863,19054336,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\leather\patch_scores.npz
anomalydino_canvas,mvtec,0,1,leather,corrected,392x392,0.765625,0.3851186826159941,0.9897218136849388,19054336,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_leather.npz
anomalydino_canvas_rotation,mvtec,0,1,leather,corrected,392x392,0.765625,0.3279916005646553,0.9859890627718291,19054336,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_leather.npz
PatchCore_native_official224,mvtec,0,1,leather,corrected,392x392,0.765625,0.5205879916065838,0.9929590972525043,19054336,2.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_leather.npz
controlled_A1_J,mvtec,0,1,metal_nut,corrected,392x392,0.765625,0.7228258056069229,0.9392282328670725,17671360,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\metal_nut\patch_scores.npz
controlled_A1_L,mvtec,0,1,metal_nut,corrected,392x392,0.765625,0.7314556698039862,0.9436497470900902,17671360,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\metal_nut\patch_scores.npz
anomalydino_canvas,mvtec,0,1,metal_nut,corrected,392x392,0.765625,0.7057732404228997,0.9479292907458808,17671360,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_metal_nut.npz
anomalydino_canvas_rotation,mvtec,0,1,metal_nut,corrected,392x392,0.765625,0.6973153647086506,0.9456363247813238,17671360,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_metal_nut.npz
PatchCore_native_official224,mvtec,0,1,metal_nut,corrected,392x392,0.765625,0.5923398658648402,0.911189667112696,17671360,2.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_metal_nut.npz
controlled_A1_J,mvtec,0,1,pill,corrected,392x392,0.765625,0.6227471479906166,0.9334672446484641,25661888,2.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\pill\patch_scores.npz
controlled_A1_L,mvtec,0,1,pill,corrected,392x392,0.765625,0.6311675856811558,0.9395057854759415,25661888,2.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\pill\patch_scores.npz
anomalydino_canvas,mvtec,0,1,pill,corrected,392x392,0.765625,0.6605341199661071,0.950495394576473,25661888,3.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_pill.npz
anomalydino_canvas_rotation,mvtec,0,1,pill,corrected,392x392,0.765625,0.6714201106521949,0.9557249608351657,25661888,2.9,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_pill.npz
PatchCore_native_official224,mvtec,0,1,pill,corrected,392x392,0.765625,0.6672803081358203,0.9440447710685338,25661888,3.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_pill.npz
controlled_A1_J,mvtec,0,1,screw,corrected,392x392,0.765625,0.2691504288805691,0.9295382715975061,24586240,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\screw\patch_scores.npz
controlled_A1_L,mvtec,0,1,screw,corrected,392x392,0.765625,0.2858807176778074,0.9277420392174842,24586240,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\screw\patch_scores.npz
anomalydino_canvas,mvtec,0,1,screw,corrected,392x392,0.765625,0.22637985106619696,0.8903168821237624,24586240,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_screw.npz
anomalydino_canvas_rotation,mvtec,0,1,screw,corrected,392x392,0.765625,0.34090616380069677,0.9362277077489329,24586240,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_screw.npz
PatchCore_native_official224,mvtec,0,1,screw,corrected,392x392,0.765625,0.01567972317426766,0.9006948655133492,24586240,2.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\mvtec_official224\mvtec_s0_k1\predictions\mvtec_screw.npz
controlled_A1_J,mvtec,0,1,tile,corrected,392x392,0.765625,0.6414209191233284,0.9597794835441844,17978688,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\tile\patch_scores.npz
controlled_A1_L,mvtec,0,1,tile,corrected,392x392,0.765625,0.6399928890085669,0.9601565316362807,17978688,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\mvtec_s0_k1\tile\patch_scores.npz
anomalydino_canvas,mvtec,0,1,tile,corrected,392x392,0.765625,0.6089545852651168,0.9511667042134054,17978688,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mvtec_s0_k1_tile.npz
anomalydino_canvas_rotation,mvtec,0,1,tile,corrected,392x392,0.765625,0.6386928877910337,0.953533202261037,17978688,2.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mvtec_s0_k1_tile.npz
