dataset,category,interaction,image_index,per_image_interaction_delta,seed,shot,rule,label_used_only_for_offline_explanation,role
ksdd2,ksdd2,I_TRI,246,0.37190533876536463,0,4,"rank abnormal images by the per-image localisation change of the representation swap under independent minus shared matching; one top and one bottom per dataset and interaction, ties by smaller index",True,most_positive
ksdd2,ksdd2,I_TRI,640,-0.2038855547898362,0,4,"rank abnormal images by the per-image localisation change of the representation swap under independent minus shared matching; one top and one bottom per dataset and interaction, ties by smaller index",True,most_negative
ksdd2,ksdd2,I_BAL,159,0.19090543836324075,0,4,"rank abnormal images by the per-image localisation change of the representation swap under independent minus shared matching; one top and one bottom per dataset and interaction, ties by smaller index",True,most_positive
ksdd2,ksdd2,I_BAL,942,-0.3000000000000001,0,4,"rank abnormal images by the per-image localisation change of the representation swap under independent minus shared matching; one top and one bottom per dataset and interaction, ties by smaller index",True,most_negative
