method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source,source_table,note
controlled_A1_L,visa,0,1,fryum,corrected,392x392,0.5104166666666666,0.29954266663440454,0.8923033736448854,23049600,2.5,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\fryum\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas,visa,0,1,fryum,corrected,392x392,0.5104166666666666,0.2892906901285622,0.880243497351297,23049600,2.5,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_fryum.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas_rotation,visa,0,1,fryum,corrected,392x392,0.5104166666666666,0.283435977267244,0.8693069549453767,23049600,2.5,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_fryum.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
PatchCore_harmonised448,visa,0,1,fryum,corrected,392x392,0.5104166666666666,0.2269709105964884,0.8524597505733871,23049600,3.1,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_fryum.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_J,visa,0,1,macaroni1,corrected,392x392,0.5104166666666666,0.1846039657365876,0.9667737107768755,30732800,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\macaroni1\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_L,visa,0,1,macaroni1,corrected,392x392,0.5104166666666666,0.19627953898560735,0.9696591143176163,30732800,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\macaroni1\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas,visa,0,1,macaroni1,corrected,392x392,0.5104166666666666,0.11508718715056118,0.9511959621389112,30732800,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_macaroni1.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas_rotation,visa,0,1,macaroni1,corrected,392x392,0.5104166666666666,0.14051570437032448,0.9545231537520654,30732800,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_macaroni1.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
PatchCore_harmonised448,visa,0,1,macaroni1,corrected,392x392,0.5104166666666666,0.21707072469916266,0.9916264962078037,30732800,4.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_macaroni1.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_J,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.0949770070409431,0.9229172009241897,30732800,3.1,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\macaroni2\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_L,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.10795138513076177,0.9272170813952461,30732800,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\macaroni2\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.059755213143798266,0.9270782758708488,30732800,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_macaroni2.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas_rotation,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.06865302188106134,0.9474385653073781,30732800,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_macaroni2.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
PatchCore_harmonised448,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.002205980347033911,0.8994723936109855,30732800,4.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_macaroni2.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_J,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.6963360569486612,0.983822053264001,30811200,3.3,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb1\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_L,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.7058583705525582,0.9853907743784753,30811200,3.1,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb1\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.6097649033936776,0.9789615534853175,30811200,3.3,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pcb1.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas_rotation,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.7238374562935351,0.9868728765388504,30811200,3.3,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pcb1.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
PatchCore_harmonised448,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.48809804476499613,0.9691194786483328,30811200,4.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pcb1.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_J,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.15916186320773332,0.945688160825285,30811200,3.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb2\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_L,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.17308305272378016,0.9538074792837288,30811200,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb2\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.1168992567493662,0.9428098405087374,30811200,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pcb2.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas_rotation,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.13717319331560796,0.9387006805603744,30811200,3.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pcb2.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
PatchCore_harmonised448,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.3194229284774467,0.9493535308839933,30811200,4.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pcb2.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_J,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.1876305381910372,0.9519355116400241,30965256,3.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb3\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_L,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.2117691326485179,0.9593108744185757,30965256,3.3,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb3\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.22694660019588145,0.9610052195936296,30965256,3.3,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pcb3.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas_rotation,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.27141314450295856,0.9614094628136942,30965256,3.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pcb3.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
PatchCore_harmonised448,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.5137266791990118,0.9851466618057578,30965256,4.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pcb3.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_J,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.18428660494398294,0.9084885085344614,30965256,3.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb4\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_L,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.19358992497007815,0.9142765693704353,30965256,3.3,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb4\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.12636442986575183,0.9094725185843252,30965256,3.3,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pcb4.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas_rotation,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.14231385301091207,0.913131054332424,30965256,3.3,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pcb4.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
PatchCore_harmonised448,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.19446198643248724,0.9232066582886201,30965256,4.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pcb4.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_J,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.4250068103902804,0.9812102725963392,23108400,2.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pipe_fryum\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
controlled_A1_L,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.4312404896229343,0.9813029403325485,23108400,2.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pipe_fryum\patch_scores.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.3580413447454852,0.9796811181086574,23108400,2.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pipe_fryum.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
anomalydino_canvas_rotation,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.3813654588540555,0.9814755184829113,23108400,2.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pipe_fryum.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
PatchCore_harmonised448,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.4771569784799125,0.9743083687724009,23108400,3.1,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines_harmonised_20260922\patchcore_raw\harmonised448\visa_s0_k1\predictions\mvtec_pipe_fryum.npz,05_baselines_harmonised_20260922,harmonised subset: single input geometry (short side 448)
