method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9680473247512518,0.7775725656816379,0.9995112414467253,0.9998856097002974,0.9946524064171123
S,0.9711851100137212,0.7452519161879924,0.9970674486803519,0.999294659909483,0.9946524064171123
C,0.9709442937632107,0.8115793349606051,0.9926686217008798,0.9982656903858136,0.9837837837837837
A1_J,0.9758526608446371,0.819204480430709,1.0,1.0,1.0
TRI_J,0.9741839930356375,0.7972161700276608,1.0,1.0,1.0
BAL_J,0.9765208381401258,0.8118660400515871,1.0,1.0,1.0
DUP_J,0.9732321122062971,0.8052823781241095,1.0,1.0,1.0
DUP_BAL_J,0.9758526608446371,0.819204480430709,1.0,1.0,1.0
DUP_EXPECTED_J,0.9732321122062971,0.8052823781241095,1.0,1.0,1.0
A1_L,0.9785896049031577,0.8269117862135047,1.0,1.0,1.0
DUP_L,0.9749826667918626,0.8089447439813366,1.0,1.0,1.0
TRI_L,0.9780369918950649,0.8082189807284008,1.0,1.0,1.0
BAL_L,0.9806941316498998,0.8246950081255652,1.0,1.0,1.0
