method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.954427456525266,0.5630009588299525,0.6378166581354852,0.9484936831875608,0.981791168700731,0.9462365591397849
C,0.950241388130076,0.5098057610014511,0.6316771418753478,0.9708454810495627,0.9898101520994299,0.9591836734693877
A1_J,0.9596414557690697,0.5877759525716097,0.6506509392542281,0.9319727891156463,0.9751742541979106,0.9247311827956989
DUP_J,0.9576406138794691,0.5782389472596441,0.6458445376501191,0.9339164237123421,0.9758004941781354,0.9247311827956989
DUP_BAL_J,0.9596414557690697,0.5877759525716097,0.6506509392542281,0.9319727891156463,0.9751742541979106,0.9247311827956989
DUP_EXPECTED_J,0.9576406138794691,0.5782389472596441,0.6458445376501191,0.9339164237123421,0.9758004941781354,0.9247311827956989
A1_L,0.9614225003663235,0.5971980492881823,0.6467789167884211,0.9416909620991254,0.9793439275102122,0.9347826086956522
DUP_L,0.9590791379495311,0.5854885297349983,0.6494270900918336,0.9475218658892128,0.9815403771398671,0.9462365591397849
DUP_BAL_L,0.9614225003663235,0.5971980492881823,0.6467789167884211,0.9416909620991254,0.9793439275102122,0.9347826086956522
A1_lambda_0.25,0.9610944908235997,0.5952434757675883,0.6542442030309946,0.9387755102040818,0.9782025448793183,0.9347826086956522
A1_lambda_0.50,0.9606835110001675,0.5930685273073362,0.6492426322978998,0.935860058309038,0.9771021047032478,0.9347826086956522
A1_lambda_0.75,0.9601972867213011,0.5905752073549334,0.6434705635867941,0.9339164237123421,0.9761579229267261,0.9247311827956989
