method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9080758981947811,0.06314485524545829,0.8002882027029247,0.5437405731523379,0.685458275764484,0.8160000000000001
C,0.9284988540819771,0.031328364270238926,0.8245223746990997,0.6825037707390649,0.78168411049847,0.8166666666666667
S,0.9407938179533207,0.0641296407306562,0.8657859532803229,0.6206636500754147,0.7380063801990121,0.8095238095238095
A1_J,0.9197181917183405,0.052191814514845544,0.8313929407886492,0.6372549019607843,0.7328197928056125,0.8292682926829268
TRI_J,0.9260923970639323,0.055909205775354465,0.84685896545926,0.6304675716440422,0.72369892761967,0.8135593220338982
BAL_J,0.927220340261012,0.050491121092582365,0.8449985361982412,0.6681749622926094,0.7393484060573293,0.8196721311475409
DUP_J,0.9146210378802446,0.05753578381347044,0.8154178937085467,0.6018099547511312,0.7151227428794962,0.8225806451612903
DUP_BAL_J,0.9197181917183405,0.052191814514845544,0.8313929407886492,0.6372549019607843,0.7328197928056125,0.8292682926829268
DUP_EXPECTED_J,0.9146210378802446,0.05753578381347044,0.8154178937085467,0.6018099547511312,0.7151227428794962,0.8225806451612903
A1_L,0.9309598380429301,0.05793776590224582,0.8460040293864582,0.6176470588235294,0.7239836810171089,0.8196721311475409
DUP_L,0.9229810058139791,0.06151684812221987,0.8253804718745196,0.5897435897435898,0.7118700653350603,0.8196721311475409
DUP_BAL_L,0.9309598380429301,0.05793776590224582,0.8460040293864582,0.6176470588235294,0.7239836810171089,0.8196721311475409
TRI_L,0.9394977258661453,0.06401070854388088,0.8709986203999188,0.6410256410256411,0.7424879344782167,0.8275862068965518
BAL_L,0.9423032438448204,0.05834720479058901,0.8707138934292904,0.6621417797888386,0.7502683355058908,0.8245614035087719
A1_lambda_0.25,0.9289411705419327,0.05679334228024886,0.8400175868652294,0.6184012066365008,0.7271990428158582,0.8196721311475409
A1_lambda_0.50,0.9263546506874203,0.05548528854069304,0.8411927805618445,0.6274509803921569,0.7297403085833803,0.8225806451612903
A1_lambda_0.75,0.9232555775695694,0.053931004133802245,0.8327160631849954,0.6342383107088989,0.7331307823793451,0.8225806451612903
TRI_lambda_0.25,0.9368897155325957,0.06216113165127604,0.86696373538942,0.6395173453996983,0.7403386940775905,0.8275862068965518
TRI_lambda_0.50,0.9337580539869431,0.06021911149405931,0.8619641833791508,0.6395173453996983,0.7289056051567037,0.8275862068965518
TRI_lambda_0.75,0.9301458537382782,0.05812931761422908,0.8553449307275479,0.6380090497737556,0.7271549841526231,0.8275862068965518
BAL_lambda_0.25,0.9394478051153372,0.056641880851434075,0.8695779621962093,0.6644042232277526,0.735244794040535,0.8245614035087719
BAL_lambda_0.50,0.9359350517152402,0.05479603315707226,0.8665230094265992,0.6674208144796381,0.7380301061041427,0.8245614035087719
BAL_lambda_0.75,0.9318469513667827,0.05275155625642697,0.8611799282266142,0.6704374057315233,0.7408273759274391,0.8135593220338982
