method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9883214919883788,0.8181132639731634,1.0,0.9999999999999998,1.0
S,0.9906478246862974,0.835867576977154,0.9952380952380953,0.9984502173021734,0.9921259842519685
C,0.9630904900603168,0.6966747631329,0.9785714285714286,0.9935388834311709,0.96
A1_J,0.9892815084768392,0.8252155383646123,1.0,0.9999999999999998,1.0
TRI_J,0.9905042221380314,0.8374247320734941,1.0,0.9999999999999998,1.0
BAL_J,0.9903517816044969,0.8352024493337558,0.9992063492063492,0.999751984126984,0.9921259842519685
DUP_J,0.9891930825209442,0.8244043927652314,1.0,0.9999999999999998,1.0
DUP_BAL_J,0.9892815084768392,0.8252155383646123,1.0,0.9999999999999998,1.0
DUP_EXPECTED_J,0.9891930825209442,0.8244043927652314,1.0,0.9999999999999998,1.0
A1_L,0.9893611706193938,0.8217795359099216,1.0,0.9999999999999998,1.0
DUP_L,0.989106881722898,0.8214253828593446,1.0,0.9999999999999998,1.0
TRI_L,0.9906911427195891,0.834530295980618,1.0,0.9999999999999998,1.0
BAL_L,0.9906249048824682,0.8324901383304582,0.9984126984126984,0.999500031494079,0.9921259842519685
