dataset,seed,shot,category,method,pixel_stride,pixel_auroc,pixel_ap,image_auroc,image_ap
visa,2,4,macaroni2,B,1,0.9811017019144583,0.14368289492902986,0.8233999999999999,0.8376243291442518
visa,2,4,macaroni2,S,1,0.9833281355598057,0.10348711553584251,0.7628,0.7425537217506533
visa,2,4,macaroni2,C,1,0.9308534077525715,0.020477093313819097,0.6646000000000001,0.6507642305803663
visa,2,4,macaroni2,A1_J,1,0.981108185514507,0.18465028903333597,0.8239000000000001,0.8415062364780398
visa,2,4,macaroni2,TRI_J,1,0.9831968455165576,0.16756622559089734,0.7943,0.8147967699167856
visa,2,4,macaroni2,BAL_J,1,0.9818909565046746,0.17737906474414908,0.7865,0.8060433679905481
visa,2,4,macaroni2,DUP_J,1,0.9824036304454579,0.18126759149345967,0.8345,0.8531341827658334
visa,2,4,macaroni2,DUP_BAL_J,1,0.981108185514507,0.18465028903333597,0.8239000000000001,0.8415062364780398
visa,2,4,macaroni2,DUP_EXPECTED_J,1,0.9824036304454579,0.18126759149345967,0.8345,0.8531341827658334
visa,2,4,macaroni2,A1_L,1,0.9836091838629,0.17650776028564746,0.8321,0.8406448748107955
visa,2,4,macaroni2,DUP_L,1,0.9832315541055618,0.17674078665216186,0.8348,0.851381528491741
visa,2,4,macaroni2,TRI_L,1,0.9870886922780009,0.18427887891063693,0.8327,0.8427642868730507
visa,2,4,macaroni2,BAL_L,1,0.9866240226155184,0.1816073423734907,0.8234,0.8307440279675732
