method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9814658469963249,0.30315352161795656,0.8595,0.8554963683789352,0.7981220657276995
S,0.9886264246287557,0.28335696161242396,0.8013,0.7889496193931391,0.746268656716418
C,0.9826562080388244,0.1683031337298166,0.8364,0.8526614033842657,0.7777777777777778
A1_J,0.9831749635103901,0.2895811042769869,0.8891,0.8973926214211971,0.8177339901477833
TRI_J,0.9849080919903996,0.32045222156069764,0.8586,0.8690344883772954,0.7813953488372092
BAL_J,0.9857724166868106,0.30706335805300083,0.8718999999999999,0.8838298783608951,0.8
DUP_J,0.9820881349501572,0.30115340314429445,0.8798999999999999,0.885831219099235,0.7980295566502462
DUP_BAL_J,0.9831749635103901,0.2895811042769869,0.8891,0.8973926214211971,0.8177339901477833
DUP_EXPECTED_J,0.9820881349501572,0.30115340314429445,0.8798999999999999,0.885831219099235,0.7980295566502462
A1_L,0.9870233065162458,0.28620369089536396,0.8962,0.8956270186630109,0.8415841584158417
DUP_L,0.9849313122179185,0.2956455630048299,0.8788999999999999,0.8794299061259336,0.8080808080808082
TRI_L,0.9894178786429368,0.3108823469254257,0.8738,0.862257435844686,0.8070175438596492
BAL_L,0.9906947413361048,0.2945349082407639,0.8952,0.884876632746488,0.832579185520362
