method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9522407447746588,0.54327309633296,0.9397473275024296,0.9777544552281865,0.9247311827956989
S,0.9311140181487065,0.3877053966864874,0.9310009718172984,0.9742072618728512,0.9072164948453607
C,0.9482522754568576,0.5010614329942593,0.9630709426627794,0.9861916695517574,0.9494949494949495
A1_J,0.9573495395446077,0.5741118492015442,0.9310009718172985,0.9753366415814757,0.9130434782608695
TRI_J,0.9567842077341329,0.5471131040723052,0.9378036929057336,0.9765082121397453,0.9130434782608695
BAL_J,0.9583343348352591,0.5592095677666737,0.9436345966958212,0.978862779252585,0.9247311827956989
DUP_J,0.9552804545549695,0.5631028638521755,0.9378036929057337,0.9771499695735824,0.9166666666666666
DUP_BAL_J,0.9573495395446077,0.5741118492015442,0.9310009718172985,0.9753366415814757,0.9130434782608695
DUP_EXPECTED_J,0.9552804545549695,0.5631028638521755,0.9378036929057337,0.9771499695735824,0.9166666666666666
A1_L,0.9602289360791887,0.5855472032158786,0.9387755102040816,0.9783861028973393,0.9263157894736843
DUP_L,0.9575613362691534,0.5712903760675123,0.9416909620991254,0.9789086323777578,0.9247311827956989
TRI_L,0.9600906336347652,0.5596666137640138,0.9446064139941691,0.979843270317938,0.9247311827956989
BAL_L,0.9619267915829357,0.5755886931588872,0.9397473275024296,0.978494555344061,0.9263157894736843
