method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9404468780129804,0.7590731284356728,1.0,1.0,1.0
S,0.9633140817770085,0.8365958241820155,1.0,1.0,1.0
C,0.9878136641377818,0.931153294757649,1.0,1.0,1.0
A1_J,0.9703695351748283,0.8523868396342211,1.0,1.0,1.0
TRI_J,0.9694407598479575,0.8535252133950356,1.0,1.0,1.0
BAL_J,0.9765786060284285,0.8795021489126562,1.0,1.0,1.0
DUP_J,0.9611923550757895,0.8191765324542368,1.0,1.0,1.0
DUP_BAL_J,0.9703695351748283,0.8523868396342211,1.0,1.0,1.0
DUP_EXPECTED_J,0.9611923550757895,0.8191765324542368,1.0,1.0,1.0
A1_L,0.9727224344830705,0.8580163167215752,1.0,1.0,1.0
DUP_L,0.9625149310598532,0.8224702832332971,1.0,1.0,1.0
TRI_L,0.9726471996046899,0.8609542738432735,1.0,1.0,1.0
BAL_L,0.9798633330594692,0.887539782522899,1.0,1.0,1.0
