method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9953678226214004,0.7410863893189221,0.9382317073170732,0.8403136832357758,0.8333333333333334
S,0.9962927144372526,0.7126905459337711,0.9739024390243902,0.8491965470956295,0.7887323943661972
C,0.9816116774756631,0.26565403671121973,0.8145731707317073,0.2570008712917372,0.3970588235294118
A1_J,0.9968025004885385,0.7758967654216619,0.9238414634146341,0.8158605440336718,0.8055555555555556
TRI_J,0.9971330447164912,0.7680528446172608,0.9387804878048781,0.821456930527712,0.8378378378378378
BAL_J,0.9972856407684554,0.7697053888652505,0.9275,0.7920987422221415,0.7887323943661972
DUP_J,0.9963451058383753,0.767403435732605,0.9298170731707317,0.8328564596203029,0.8378378378378378
DUP_BAL_J,0.9968025004885385,0.7758967654216619,0.9238414634146341,0.8158605440336718,0.8055555555555556
DUP_EXPECTED_J,0.9963451058383753,0.767403435732605,0.9298170731707317,0.8328564596203029,0.8378378378378378
A1_L,0.9973882109876571,0.7814016110288244,0.9293902439024391,0.8182681258385603,0.8266666666666665
DUP_L,0.9968881376026048,0.7700725204678684,0.9364634146341464,0.8326645925239102,0.8333333333333334
TRI_L,0.9976142354574288,0.7752892547207695,0.9467682926829268,0.8268451040180391,0.8378378378378378
BAL_L,0.9977302616566147,0.7758052052074135,0.9342073170731706,0.7983705657544572,0.7894736842105263
