method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.8817220715124212,0.037683947000412124,0.7502920842089608,0.45248868778280543,0.6526055952335706,0.8095238095238095
S,0.9268723573188242,0.04330864981732668,0.7912353356051693,0.4660633484162896,0.6793357099056567,0.8095238095238095
C,0.9249674471291033,0.02872429392249899,0.7869469630754049,0.6176470588235294,0.7313922613207775,0.8095238095238095
A1_J,0.9039260470367483,0.03336958319325254,0.7832890986845835,0.5708898944193062,0.7598400574200707,0.8160000000000001
TRI_J,0.9152140793935396,0.03730236593058412,0.795007802196152,0.5407239819004525,0.7379669213664904,0.8160000000000001
BAL_J,0.9188949912164149,0.03529768097625927,0.8008618371883619,0.5761689291101055,0.7542956958361293,0.8160000000000001
DUP_J,0.8951119726215568,0.03532162403908852,0.7730745533307944,0.5150829562594268,0.7149788611545356,0.8160000000000001
DUP_BAL_J,0.9039260470367483,0.03336958319325254,0.7832890986845835,0.5708898944193062,0.7598400574200707,0.8160000000000001
DUP_EXPECTED_J,0.8951119726215568,0.03532162403908852,0.7730745533307944,0.5150829562594268,0.7149788611545356,0.8160000000000001
A1_J__perm_C_within_p00,0.9422015682551246,0.04682942921907654,0.8567444476067786,0.5784313725490196,0.7517479637001806,0.8095238095238095
TRI_J__perm_C_within_p00,0.9459224792130424,0.04985612261546675,0.8598246477669582,0.5233785822021116,0.7252929011709612,0.8031496062992126
TRI_J__perm_S_within_p00,0.9505506860898348,0.061391324154204834,0.8878979243271046,0.40874811463046756,0.6472073938170521,0.8031496062992126
BAL_J__perm_C_within_p00,0.9472344680012657,0.04810095174281191,0.8621556059220161,0.5188536953242836,0.7255629202120363,0.8064516129032259
BAL_J__perm_S_within_p00,0.9493304093317394,0.05476655664131216,0.8877592081338328,0.4132730015082956,0.6655668937482132,0.8031496062992126
A1_J__perm_C_cross_p00,0.9190087980976397,0.03733716307439813,0.8009163518600246,0.5904977375565611,0.7591347241741205,0.8160000000000001
TRI_J__perm_C_cross_p00,0.9277912221009703,0.041213403728087676,0.8160789165795003,0.548265460030166,0.7427267447889466,0.8160000000000001
TRI_J__perm_S_cross_p00,0.9305499098244476,0.040991473555874916,0.8303974412654199,0.5429864253393665,0.7549120048749354,0.8064516129032259
BAL_J__perm_C_cross_p00,0.9315334252581329,0.03925186087183906,0.8222225712023357,0.5867269984917043,0.7666999621566565,0.8160000000000001
BAL_J__perm_S_cross_p00,0.9303673627709657,0.03809448995282097,0.8280645822356613,0.5723981900452488,0.7635126073760473,0.8130081300813009
A1_J__perm_C_within_p01,0.9411122724587335,0.044392182822659755,0.8512785150536174,0.5723981900452488,0.7296770962851774,0.8095238095238095
TRI_J__perm_C_within_p01,0.9429732636744392,0.046522425223452346,0.8578435463169678,0.530920060331825,0.7243964934399786,0.8095238095238095
TRI_J__perm_S_within_p01,0.9440121315813224,0.052184232426207004,0.8746642086220885,0.526395173453997,0.6630642652103838,0.8130081300813009
BAL_J__perm_C_within_p01,0.9440530058166026,0.04460577283948063,0.8517299786607322,0.555052790346908,0.7297187795605513,0.8095238095238095
BAL_J__perm_S_within_p01,0.9456960417835922,0.04919165251591549,0.8728009216629815,0.5671191553544495,0.7100967982525545,0.8130081300813009
A1_J__perm_C_within_p02,0.9398604806528664,0.046604378155053555,0.836984874938196,0.5912518853695324,0.740499541136365,0.8160000000000001
TRI_J__perm_C_within_p02,0.94072185954751,0.0487335600998961,0.8427579020445011,0.5429864253393666,0.7388494218472389,0.8095238095238095
TRI_J__perm_S_within_p02,0.9447789596130411,0.04577785761792424,0.8305442287467311,0.5015082956259427,0.6813169012290489,0.8031496062992126
BAL_J__perm_C_within_p02,0.943508800234867,0.04763509030789434,0.8430995147025026,0.5520361990950227,0.748453714904418,0.8095238095238095
BAL_J__perm_S_within_p02,0.9430038140147596,0.042252496683928116,0.8360526056009995,0.5060331825037707,0.7168479572707329,0.8031496062992126
A1_J__perm_C_within_p03,0.925062968419089,0.03142092548482699,0.8174091106828452,0.557315233785822,0.7417079115610254,0.8095238095238095
TRI_J__perm_C_within_p03,0.930042578564488,0.036136639194192986,0.8104561661541841,0.524132730015083,0.7363708347188691,0.8095238095238095
TRI_J__perm_S_within_p03,0.9376586007171606,0.03953967503507857,0.8512684844632763,0.5007541478129713,0.7060296075006397,0.8
BAL_J__perm_C_within_p03,0.9289404860953416,0.03300570802206674,0.8186159197831172,0.528657616892911,0.7197386897192659,0.8095238095238095
BAL_J__perm_S_within_p03,0.9367324968160556,0.037147401982662864,0.8475076012310327,0.5776772247360483,0.7437239511788881,0.796875
A1_J__perm_C_within_p04,0.9347707127370375,0.03811371239286205,0.8279218731380672,0.521870286576169,0.7110882674687294,0.796875
TRI_J__perm_C_within_p04,0.9375412476781102,0.04092535377991566,0.8340143035960823,0.5467571644042233,0.7342766263235543,0.8095238095238095
TRI_J__perm_S_within_p04,0.9460446882004698,0.04482776461689276,0.8501508603179728,0.5361990950226244,0.7130874806325797,0.8067226890756304
