method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9838009333152982,0.7004827783824088,0.938897538517214,0.957427536231884,0.9831327875544104,0.9312977099236642
S,0.9768208166252419,0.5663739940321258,0.9029039105516706,0.9406702898550725,0.9739574774430311,0.9117647058823529
C,0.9755203085911445,0.4819673475918702,0.9123763278499336,0.8917572463768114,0.9510331039340126,0.8873239436619719
A1_J,0.9881148131730095,0.7307356020930713,0.9533593912549836,0.9660326086956521,0.9857863842897303,0.9384615384615386
TRI_J,0.9852678953246663,0.6857817438972467,0.9395895552982009,0.9664855072463768,0.9859819078168263,0.9402985074626865
BAL_J,0.9865307439072515,0.6955088572753538,0.9457841742213929,0.9615036231884059,0.9845233443442348,0.9333333333333332
DUP_J,0.98690092649516,0.7201235122801676,0.9485729410969572,0.9651268115942029,0.9852144535158035,0.9251700680272109
DUP_BAL_J,0.9881148131730095,0.7307356020930713,0.9533593912549836,0.9660326086956521,0.9857863842897303,0.9384615384615386
DUP_EXPECTED_J,0.98690092649516,0.7201235122801676,0.9485729410969572,0.9651268115942029,0.9852144535158035,0.9251700680272109
A1_J__perm_C_within_p00,0.987883214780715,0.7367180342436261,0.950664529966237,0.9393115942028986,0.9780231847486135,0.9264705882352942
TRI_J__perm_C_within_p00,0.9860545988963025,0.696773549961208,0.9430867607158216,0.9560688405797102,0.9817765566631109,0.9253731343283582
TRI_J__perm_S_within_p00,0.9705746304027912,0.6290508267383941,0.891125038118223,0.9492753623188406,0.9794380879691283,0.920863309352518
BAL_J__perm_C_within_p00,0.9859946399268491,0.702146327309034,0.9421285315353899,0.9587862318840581,0.9836595068408521,0.9411764705882353
BAL_J__perm_S_within_p00,0.9737225474127508,0.6463528317070867,0.8990825110582207,0.9633152173913044,0.9851506507970381,0.9503546099290779
A1_J__perm_C_cross_p00,0.9880345643390072,0.7293209478297624,0.9522710795152012,0.9605978260869565,0.9841623407883985,0.9384615384615386
TRI_J__perm_C_cross_p00,0.9853657581795772,0.6853179003360765,0.9426368415108576,0.9655797101449275,0.9857468112082651,0.9333333333333332
TRI_J__perm_S_cross_p00,0.9834575799695975,0.6740410749632657,0.9320600107410354,0.9524456521739131,0.9807847928854737,0.9242424242424243
BAL_J__perm_C_cross_p00,0.9864377007725474,0.6948432585591866,0.9454971567394136,0.96875,0.9870130942936352,0.9402985074626865
BAL_J__perm_S_cross_p00,0.9847760905329643,0.6834488245675039,0.9398335200106854,0.9569746376811593,0.9824940637609726,0.9323308270676692
A1_J__perm_C_within_p01,0.9884007060705393,0.7392253560162819,0.9562813381121633,0.948822463768116,0.9806758692965455,0.9264705882352942
