category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_candle,200,0.8086,0.8366695438483447,0.7524752475247525,0.9581170537605833,0.20484454285384246,0.8915179211325259
mvtec_capsules,160,0.5831666666666667,0.6989021351268601,0.7698412698412698,0.9376458909645615,0.16508711749341512,0.5502126367023942
mvtec_cashew,150,0.8259999999999998,0.9196487431514302,0.8355555555555555,0.9814942278186075,0.5610158901882893,0.8961455656566144
mvtec_chewinggum,150,0.9782,0.9912369009504324,0.9696969696969697,0.9863306954754152,0.5651945771243729,0.7713557301140735
mvtec_fryum,150,0.7222,0.8700005775335039,0.8016194331983807,0.8487315026261377,0.2412122375388383,0.6130494602918325
mvtec_macaroni1,200,0.5933,0.5974793041778749,0.6840148698884758,0.9553901716671129,0.0703480716851399,0.7542852864395901
mvtec_macaroni2,200,0.5684,0.5628545406760059,0.6689189189189189,0.8963180479111521,0.003147209954875361,0.5351292615978824
mvtec_pcb1,200,0.75885,0.691084630431728,0.811965811965812,0.9605122824518307,0.26825165603008305,0.6865029156316117
mvtec_pcb2,200,0.7561,0.7390408910200708,0.7373271889400922,0.9306137940880866,0.1116858398231476,0.689342530122048
mvtec_pcb3,201,0.6882178217821783,0.7219849257223223,0.690391459074733,0.9692422378241398,0.4130449530765013,0.6548892567344556
mvtec_pcb4,201,0.9416831683168316,0.9065039669326099,0.9428571428571428,0.8641132046167319,0.1509724440596093,0.4516523991341175
mvtec_pipe_fryum,150,0.9448000000000001,0.9718125199396759,0.9207920792079208,0.984732032016843,0.6075277327871677,0.9135678225647931
