category,sample_count,image_auroc,image_ap,image_f1_max,pixel_auroc,pixel_ap,aupro
mvtec_candle,200,0.9497000000000001,0.9449823918988249,0.8878048780487805,0.9415937942970886,0.1053478964478116,0.8318123972565991
mvtec_capsules,160,0.462,0.6127088127005966,0.7782101167315175,0.858388407379608,0.09656387839305133,0.3756447092163983
mvtec_cashew,150,0.9338000000000001,0.9668632256586871,0.912442396313364,0.9855030590919188,0.6632247719207763,0.7555557981594131
mvtec_chewinggum,150,0.9668,0.9849667113716664,0.9463414634146342,0.9739869181431835,0.3880187781276934,0.7015825056232332
mvtec_fryum,150,0.8872,0.9499558580587055,0.861244019138756,0.8994800473731753,0.42417764707593525,0.5573943264862881
mvtec_macaroni1,200,0.6537,0.6378030510349969,0.6810035842293908,0.8801609300975453,0.04016028718008306,0.6181279003037352
mvtec_macaroni2,200,0.5679,0.5332675193612765,0.6830985915492959,0.7846200013955592,0.0014923482781497423,0.43826513396899924
mvtec_pcb1,200,0.7476,0.6743299201498818,0.8347826086956522,0.9468794184387961,0.15751263833787243,0.7001057051436521
mvtec_pcb2,200,0.7405,0.7690086574716994,0.7086614173228346,0.930098579858604,0.06763194709455679,0.636678324319729
mvtec_pcb3,201,0.7833663366336634,0.7788208260200803,0.7601809954751132,0.9297874861164608,0.30274727150526204,0.526606007912146
mvtec_pcb4,201,0.9466336633663366,0.9432567484258556,0.888888888888889,0.9273473913800013,0.2540528872952821,0.647961077751273
mvtec_pipe_fryum,150,0.8984000000000001,0.951234484563943,0.892156862745098,0.9907131876824006,0.6997228330834925,0.8282126577595477
