method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9722246287472442,0.3360128585140979,0.9724,0.9853110252605325,0.9514563106796116
S,0.9802223727484192,0.32611133076611826,0.9713999999999999,0.9841122143579666,0.9514563106796116
C,0.9850808764752188,0.4830941520340212,0.9308,0.9659862924598411,0.8949771689497716
A1_J,0.9853073717630698,0.4171648495904596,0.9989999999999999,0.9995077277630675,0.99
TRI_J,0.984017877185798,0.38281238157407826,0.9976,0.9988018530196829,0.99
BAL_J,0.9863233627799961,0.40705277061385325,0.9989999999999999,0.9995107180620975,0.98989898989899
DUP_J,0.9815315250534734,0.3854420211315166,0.9964,0.9982430686576276,0.9849246231155778
DUP_BAL_J,0.9853073717630698,0.4171648495904596,0.9989999999999999,0.9995077277630675,0.99
DUP_EXPECTED_J,0.9815315250534734,0.3854420211315166,0.9964,0.9982430686576276,0.9849246231155778
A1_L,0.9854589781950863,0.4321854003684731,0.9984,0.9992359424621707,0.98989898989899
DUP_L,0.9814152657538673,0.39413548978857244,0.994,0.9970343557087912,0.9751243781094527
TRI_L,0.9848643057688043,0.39372226028709667,0.9958,0.9978093919501059,0.9850746268656716
BAL_L,0.9869765684807864,0.4212418792045123,0.9986,0.9993257897218293,0.98989898989899
