method,pixel_auroc,pixel_ap,image_auroc,image_ap,image_f1_max
B,0.9881809356229563,0.2899310212243322,1.0,1.0000000000000002,1.0
S,0.9917209474824957,0.36798851783308195,1.0,1.0000000000000002,1.0
C,0.9882662990416872,0.2168680850552503,1.0,1.0000000000000002,1.0
A1_J,0.9892910696289787,0.2581065323952667,1.0,1.0000000000000002,1.0
TRI_J,0.9908501277611336,0.30643263431100953,1.0,1.0000000000000002,1.0
BAL_J,0.9906038872499692,0.278978136519405,1.0,1.0000000000000002,1.0
DUP_J,0.9890259051491843,0.2754052855922819,1.0,1.0000000000000002,1.0
DUP_BAL_J,0.9892910696289787,0.2581065323952667,1.0,1.0000000000000002,1.0
DUP_EXPECTED_J,0.9890259051491843,0.2754052855922819,1.0,1.0000000000000002,1.0
A1_L,0.9895358431899745,0.265205766634666,1.0,1.0000000000000002,1.0
DUP_L,0.9891768852593406,0.2797636385371087,1.0,1.0000000000000002,1.0
TRI_L,0.9909821392608643,0.3117738192492522,1.0,1.0000000000000002,1.0
BAL_L,0.9908942130916087,0.2893930177312137,1.0,1.0000000000000002,1.0
