method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9972989348167908,0.11030072833116149,0.9911040228723624,0.8266666666666667,0.7780309847064358,0.8484848484848485
C,0.9936769929550275,0.038269182979561035,0.977219020904822,0.7577777777777779,0.6522439486866117,0.8571428571428571
S,0.9976312366709931,0.07007257189113883,0.9912752779197834,0.6844444444444444,0.5961169862412636,0.7777777777777778
A1_J,0.9983195762261264,0.1561633017689133,0.9942451405633411,0.8877777777777778,0.8932489762774318,0.819672131147541
TRI_J,0.998137725025408,0.13618031849428955,0.9932876833894541,0.7744444444444445,0.7608219765876553,0.767123287671233
BAL_J,0.9983634628177342,0.13782291386092974,0.9941477824606881,0.7811111111111111,0.725453083513197,0.7941176470588235
DUP_J,0.9979133470993002,0.12786478962318706,0.9928244621080942,0.8677777777777778,0.8496834065419784,0.84375
DUP_BAL_J,0.9983195762261264,0.1561633017689133,0.9942451405633411,0.8877777777777778,0.8932489762774318,0.819672131147541
DUP_EXPECTED_J,0.9979133470993002,0.12786478962318706,0.9928244621080942,0.8677777777777778,0.8496834065419784,0.84375
A1_L,0.9983171037420923,0.14444098564122132,0.9941350654807345,0.8744444444444445,0.8814896799592602,0.8064516129032259
DUP_L,0.9979871507477225,0.1258491028929038,0.9927712329377132,0.8766666666666667,0.8580511839620777,0.8571428571428572
DUP_BAL_L,0.9983171037420923,0.14444098564122132,0.9941350654807345,0.8744444444444445,0.8814896799592602,0.8064516129032259
TRI_L,0.9982975711182217,0.1442715775496143,0.9939143018088525,0.7922222222222223,0.7778772016209399,0.7887323943661972
BAL_L,0.9984418405616199,0.13878082364922661,0.9942695125027269,0.7966666666666666,0.7644286907171635,0.8
A1_lambda_0.25,0.9983418285824347,0.14462439366845445,0.9942670973082864,0.8811111111111111,0.8859486313033668,0.819672131147541
A1_lambda_0.50,0.9983506059007562,0.14860596658879835,0.9940658797025002,0.8844444444444444,0.887535115746994,0.819672131147541
A1_lambda_0.75,0.9983352764997439,0.15188510671816596,0.994111988000209,0.8866666666666667,0.8884248919201275,0.8307692307692307
TRI_lambda_0.25,0.9982690139276262,0.14481711314236145,0.9935706989548689,0.7911111111111111,0.7772106538475274,0.7941176470588235
TRI_lambda_0.50,0.9982331629091297,0.142913037760749,0.9936330233223203,0.7833333333333333,0.7698456726164135,0.7826086956521738
TRI_lambda_0.75,0.9981875455786979,0.13734526254692725,0.9936955174166683,0.7833333333333334,0.7672175523778355,0.7777777777777778
BAL_lambda_0.25,0.9984365247209462,0.1382042855963723,0.9941188746790054,0.788888888888889,0.7471241355129815,0.8
BAL_lambda_0.50,0.9984244095491784,0.1384343568959512,0.9944286700765359,0.7833333333333333,0.7423407894191639,0.7887323943661972
BAL_lambda_0.75,0.9984003028298445,0.138533967417989,0.9942822666748272,0.7822222222222223,0.7394775316311165,0.7837837837837838
