method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9761518124294614,0.3950540228193559,0.9186060403399648,0.8095238095238095,0.5677020874225842,0.7368421052631579
C,0.9696778389653639,0.16749062846191815,0.8936052474716908,0.8238095238095238,0.7049832060170406,0.7058823529411764
A1_J,0.9787622591382662,0.42481056343232126,0.9233355145472617,0.8523809523809524,0.6847029050854792,0.7222222222222223
DUP_J,0.9779720779334748,0.42147974182630826,0.9206504726993615,0.8261904761904761,0.6419707949055775,0.717948717948718
DUP_BAL_J,0.9787622591382662,0.42481056343232126,0.9233355145472617,0.8523809523809524,0.6847029050854792,0.7222222222222223
DUP_EXPECTED_J,0.9779720779334748,0.42147974182630826,0.9206504726993615,0.8261904761904761,0.6419707949055775,0.717948717948718
A1_L,0.9825726314833595,0.4500404476403358,0.9349354054427063,0.8619047619047618,0.7218246110646548,0.7567567567567568
A1_lambda_0.25,0.9820687066895291,0.44742288953950077,0.9328309098136571,0.8571428571428571,0.702723474106375,0.7567567567567568
A1_lambda_0.50,0.9812686290826594,0.4425391816272236,0.9333317107209352,0.8595238095238095,0.712793966071277,0.7222222222222223
A1_lambda_0.75,0.9801619585547267,0.4347409685705521,0.9293007309207737,0.8547619047619047,0.708512428895003,0.7222222222222223
