dataset,seed,shot,category,method,pixel_stride,pixel_auroc,pixel_ap,image_auroc,image_ap
visa,1,2,capsules,B,1,0.9716538551693191,0.28722207007771244,0.9518333333333333,0.9726342697134791
visa,1,2,capsules,S,1,0.9657327031866252,0.23209019325781133,0.9636666666666667,0.9746985923144202
visa,1,2,capsules,C,1,0.9351390891039115,0.16336409974906288,0.8425,0.9013709659351056
visa,1,2,capsules,A1_J,1,0.973629542213813,0.3023358117041361,0.9756666666666667,0.9849682372298372
visa,1,2,capsules,TRI_J,1,0.970219509365206,0.2841741701142029,0.9796666666666667,0.9855780888957415
visa,1,2,capsules,BAL_J,1,0.9700513913864904,0.28358013932558923,0.9836666666666667,0.9895736745393225
visa,1,2,capsules,DUP_J,1,0.9735731476367823,0.30221617835923253,0.9688333333333333,0.9811436476388051
visa,1,2,capsules,DUP_BAL_J,1,0.973629542213813,0.3023358117041361,0.9756666666666667,0.9849682372298372
visa,1,2,capsules,DUP_EXPECTED_J,1,0.9735731476367823,0.30221617835923253,0.9688333333333333,0.9811436476388051
visa,1,2,capsules,A1_L,1,0.9735735238692352,0.2932719795607041,0.9716666666666667,0.9826686898544874
visa,1,2,capsules,DUP_L,1,0.9729206334991221,0.2930777663670284,0.965,0.9795747960964953
visa,1,2,capsules,TRI_L,1,0.973407980926408,0.28121927788668594,0.9803333333333333,0.9867543421829448
visa,1,2,capsules,BAL_L,1,0.9738246856538766,0.2820261309072214,0.9821666666666666,0.9884996093101002
