method,pixel_auroc,pixel_ap,pixel_aupro,image_auroc,image_ap,image_f1_max
B,0.9911986985833037,0.03378584496525213,0.9673206583033924,0.7377777777777779,0.7797227246589291,0.7073170731707317
C,0.9812711806890096,0.021746982330234508,0.9325669535881643,0.7155555555555555,0.6475108419416292,0.7792207792207793
S,0.9935511435176846,0.03301934507866051,0.9735769058584217,0.6844444444444444,0.6597968429616021,0.7088607594936709
A1_J,0.9932983320251833,0.0438835154305927,0.9741587909362207,0.7944444444444445,0.8317536405052649,0.7636363636363636
TRI_J,0.9940788952347939,0.036554169020649174,0.9772876245411641,0.76,0.8051159510302497,0.7222222222222222
BAL_J,0.9944990938964136,0.04053356186278479,0.9786067257525486,0.7677777777777778,0.7673266257316618,0.7500000000000001
DUP_J,0.9924516298676567,0.03749373815324152,0.9719406723702342,0.7677777777777778,0.8190686900758906,0.7228915662650602
DUP_BAL_J,0.9932983320251833,0.0438835154305927,0.9741587909362207,0.7944444444444445,0.8317536405052649,0.7636363636363636
DUP_EXPECTED_J,0.9924516298676567,0.03749373815324152,0.9719406723702342,0.7677777777777778,0.8190686900758906,0.7228915662650602
A1_L,0.9937336746515126,0.045514862031565004,0.9756974820865902,0.7822222222222223,0.8256480089653038,0.7341772151898733
DUP_L,0.9929736948714871,0.04406268554592667,0.9739758360888474,0.768888888888889,0.8114318142583299,0.725
DUP_BAL_L,0.9937336746515126,0.045514862031565004,0.9756974820865902,0.7822222222222223,0.8256480089653038,0.7341772151898733
TRI_L,0.994949827735856,0.04805084319835867,0.9795158756498974,0.7911111111111112,0.8391234956171288,0.7368421052631577
BAL_L,0.9951654283436422,0.04938658120179757,0.98012465554372,0.7811111111111112,0.8032111831272415,0.7333333333333333
A1_lambda_0.25,0.9937528982148789,0.04628146566942392,0.975470923093197,0.7855555555555556,0.8253283522490954,0.7341772151898733
A1_lambda_0.50,0.9936993689355376,0.04648079343408638,0.975349516258425,0.8011111111111111,0.8380759232221566,0.7407407407407408
A1_lambda_0.75,0.993557448351972,0.04664012666009845,0.9748617715440697,0.8022222222222223,0.8372268881011997,0.7636363636363636
TRI_lambda_0.25,0.9948077835280889,0.04732313400324336,0.9786260619179232,0.7899999999999999,0.8378270598458841,0.725
TRI_lambda_0.50,0.9946140644040059,0.043612812999958,0.9791462052577191,0.7844444444444445,0.8316638117828785,0.7222222222222222
TRI_lambda_0.75,0.9943783130513407,0.03951420876821397,0.9781121350697999,0.7711111111111111,0.8186301288333808,0.7222222222222222
BAL_lambda_0.25,0.9951488627006128,0.048468543102567534,0.9800158807809976,0.7855555555555556,0.8053756640016231,0.7333333333333333
BAL_lambda_0.50,0.9950262274925142,0.04614044477546279,0.979969182291093,0.7833333333333333,0.7960881829028474,0.7457627118644068
BAL_lambda_0.75,0.9948153246043934,0.04422145827101141,0.9795281657757737,0.7777777777777778,0.7877317085770924,0.7397260273972602
